Specimen properties : Specimen label,"1C"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"7.79000",mm
Specimen properties : Width,"9.09000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 9:01:39 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","26.27642","0.00000","2.28649","0.00000"
"0.10000","0.00057","26.79756","0.00002","2.33183","0.00047"
"0.20000","0.00121","27.53033","0.00005","2.39560","0.00112"
"0.30000","0.00323","29.98253","0.00014","2.60898","0.00314"
"0.40000","0.00527","32.64376","0.00024","2.84055","0.00518"
"0.50000","0.00714","34.87143","0.00032","3.03440","0.00705"
"0.60000","0.00855","36.45821","0.00039","3.17247","0.00846"
"0.70000","0.01024","38.57557","0.00046","3.35672","0.01015"
"0.80000","0.01234","41.01089","0.00056","3.56863","0.01225"
"0.90000","0.01376","42.62445","0.00062","3.70904","0.01367"
"1.00000","0.01522","44.08123","0.00069","3.83580","0.01513"
"1.10000","0.01726","46.66789","0.00078","4.06088","0.01717"
"1.20000","0.01880","48.17014","0.00085","4.19160","0.01871"
"1.30000","0.02029","49.73579","0.00092","4.32784","0.02019"
"1.40000","0.02201","51.66470","0.00100","4.49569","0.02192"
"1.50000","0.02405","53.96987","0.00109","4.69628","0.02396"
"1.60000","0.02542","55.24568","0.00116","4.80729","0.02533"
"1.70000","0.02691","56.83454","0.00122","4.94555","0.02682"
"1.80000","0.02895","59.24276","0.00132","5.15511","0.02886"
"1.90000","0.03045","60.67889","0.00139","5.28007","0.03035"
"2.00000","0.03190","62.13395","0.00145","5.40669","0.03181"
"2.10000","0.03377","64.47118","0.00154","5.61007","0.03367"
"2.20000","0.03567","66.51617","0.00162","5.78802","0.03557"
"2.30000","0.03707","67.97749","0.00169","5.91517","0.03697"
"2.40000","0.03860","69.74499","0.00176","6.06898","0.03851"
"2.50000","0.04064","72.28251","0.00185","6.28978","0.04055"
"2.60000","0.04208","73.94231","0.00192","6.43421","0.04199"
"2.70000","0.04356","75.56037","0.00198","6.57501","0.04347"
"2.80000","0.04551","78.25716","0.00207","6.80968","0.04542"
"2.90000","0.04735","80.38284","0.00216","6.99465","0.04726"
"3.00000","0.04868","81.88198","0.00222","7.12510","0.04859"
"3.10000","0.05028","84.06833","0.00229","7.31535","0.05019"
"3.20000","0.05234","86.82072","0.00239","7.55485","0.05225"
"3.30000","0.05374","88.39721","0.00245","7.69203","0.05364"
"3.40000","0.05524","90.39411","0.00252","7.86579","0.05515"
"3.50000","0.05724","93.31596","0.00261","8.12004","0.05715"
"3.60000","0.05892","95.45957","0.00269","8.30657","0.05883"
"3.70000","0.06032","97.30537","0.00275","8.46719","0.06023"
"3.80000","0.06199","99.62167","0.00283","8.66875","0.06190"
"3.90000","0.06399","102.59482","0.00292","8.92746","0.06390"
"4.00000","0.06540","104.42796","0.00298","9.08697","0.06531"
"4.10000","0.06688","106.44508","0.00305","9.26250","0.06679"
"4.20000","0.06903","109.82904","0.00315","9.55696","0.06893"
"4.30000","0.07054","111.80007","0.00322","9.72847","0.07045"
"4.40000","0.07193","113.84224","0.00328","9.90617","0.07184"
"4.50000","0.07367","116.32761","0.00336","10.12244","0.07357"
"4.60000","0.07564","119.46444","0.00345","10.39540","0.07555"
"4.70000","0.07704","121.26527","0.00351","10.55210","0.07695"
"4.80000","0.07853","123.69258","0.00358","10.76332","0.07844"
"4.90000","0.08074","127.35608","0.00368","11.08210","0.08065"
"5.00000","0.08219","129.30681","0.00375","11.25185","0.08210"
"5.10000","0.08361","131.34711","0.00381","11.42939","0.08352"
"5.20000","0.08539","134.27806","0.00389","11.68443","0.08529"
"5.30000","0.08722","137.19507","0.00398","11.93826","0.08713"
"5.40000","0.08867","139.27844","0.00404","12.11955","0.08858"
"5.50000","0.09024","141.75218","0.00411","12.33480","0.09014"
"5.60000","0.09250","145.60535","0.00422","12.67009","0.09241"
"5.70000","0.09381","147.35515","0.00428","12.82235","0.09372"
"5.80000","0.09525","149.53000","0.00434","13.01160","0.09515"
"5.90000","0.09708","152.63026","0.00443","13.28138","0.09699"
"6.00000","0.09891","155.70245","0.00451","13.54871","0.09882"
"6.10000","0.10036","157.77583","0.00458","13.72913","0.10027"
"6.20000","0.10191","160.30247","0.00465","13.94899","0.10182"
"6.30000","0.10409","164.01740","0.00475","14.27225","0.10400"
"6.40000","0.10546","165.95634","0.00481","14.44097","0.10537"
"6.50000","0.10693","168.31097","0.00488","14.64586","0.10684"
"6.60000","0.10885","171.38930","0.00496","14.91373","0.10875"
"6.70000","0.11050","173.96552","0.00504","15.13790","0.11041"
"6.80000","0.11199","176.38647","0.00511","15.34856","0.11190"
"6.90000","0.11365","178.94394","0.00518","15.57111","0.11356"
"7.00000","0.11578","182.73798","0.00528","15.90125","0.11568"
"7.10000","0.11711","184.47733","0.00534","16.05260","0.11702"
"7.20000","0.11860","186.79950","0.00541","16.25467","0.11851"
"7.30000","0.12053","190.17610","0.00550","16.54849","0.12044"
"7.40000","0.12212","192.67000","0.00557","16.76550","0.12203"
"7.50000","0.12362","194.95587","0.00564","16.96441","0.12353"
"7.60000","0.12534","197.69708","0.00572","17.20294","0.12525"
"7.70000","0.12739","201.41531","0.00581","17.52649","0.12730"
"7.80000","0.12881","203.43805","0.00588","17.70250","0.12872"
"7.90000","0.13026","205.55144","0.00594","17.88640","0.13017"
"8.00000","0.13219","208.91402","0.00603","18.17900","0.13210"
"8.10000","0.13372","211.28029","0.00610","18.38491","0.13363"
"8.20000","0.13525","213.57222","0.00617","18.58434","0.13516"
"8.30000","0.13714","216.82437","0.00626","18.86733","0.13705"
"8.40000","0.13902","219.96712","0.00634","19.14081","0.13893"
"8.50000","0.14043","221.91505","0.00641","19.31031","0.14033"
"8.60000","0.14193","224.24391","0.00647","19.51296","0.14183"
"8.70000","0.14391","227.82709","0.00656","19.82475","0.14382"
"8.80000","0.14542","230.02615","0.00663","20.01611","0.14532"
"8.90000","0.14691","232.20964","0.00670","20.20611","0.14681"
"9.00000","0.14885","235.63478","0.00679","20.50415","0.14876"
"9.10000","0.15063","238.39357","0.00687","20.74422","0.15053"
"9.20000","0.15207","240.55399","0.00694","20.93221","0.15198"
"9.30000","0.15367","243.07848","0.00701","21.15188","0.15358"
"9.40000","0.15556","246.23172","0.00710","21.42626","0.15547"
"9.50000","0.15703","248.33578","0.00716","21.60935","0.15694"
"9.60000","0.15858","250.76086","0.00723","21.82038","0.15849"
"9.70000","0.16068","254.44962","0.00733","22.14136","0.16058"
"9.80000","0.16226","256.78870","0.00740","22.34490","0.16217"
"9.90000","0.16370","258.74750","0.00747","22.51534","0.16361"
"10.00000","0.16529","261.27567","0.00754","22.73534","0.16520"
