"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,335.276000977,335.276000977,0,0,0.00300000000001,-0.0151,9.9795,-41.2023,20.007
1,335.276000977,335.191162109,-0.000253041886026,3.636,3.636,-0.0183,9.974,-49.2814,19.996
2,335.276000977,335.200592041,-0.00022491600248,4.321,4.322,-0.0322,9.9824,-84.0215,20.0128
3,335.276000977,335.143737793,-0.000394490460167,5.882,5.882,-0.0419,9.9762,-108.2588,20.0005
4,335.276000977,335.035949707,-0.000715981062967,7.192,7.192,-0.0502,9.9795,-129.2644,20.007
5,335.276000977,334.962646484,-0.000934616546147,9.692,9.692,-0.0812,9.9785,-206.8237,20.005
6,335.276000977,334.922790527,-0.00105349160731,10.503,10.503,-0.0921,9.9743,-234.2926,19.9966
7,335.276000977,334.83001709,-0.00133019930217,12.183,12.183,-0.105,9.9901,-266.609,20.0283
8,335.276000977,334.851928711,-0.0012648452539,14.057,14.057,-0.1279,9.9856,-323.9705,20.0193
9,335.276000977,334.746002197,-0.00158078351524,14.866,14.866,-0.1337,9.9814,-338.5129,20.0109
10,335.276000977,334.580322266,-0.00207494338974,16.801,16.801,-0.156,9.9775,-394.2586,20.0031
11,335.276000977,334.542053223,-0.00218908535317,18.86,18.86,-0.1705,9.9778,-430.6145,20.0037
12,335.276000977,334.514709473,-0.00227064127102,19.922,19.922,-0.1888,9.9775,-476.6654,20.0031
13,335.276000977,334.378570557,-0.0026766913943,21.422,21.422,-0.1927,9.984,-486.3603,20.016
14,335.276000977,334.334655762,-0.00280767260119,24.726,24.726,-0.2182,9.9801,-550.1851,20.0083
15,335.276000977,334.262237549,-0.00302366842516,26.474,26.474,-0.2369,9.9801,-597.0438,20.0083
16,335.276000977,334.213409424,-0.00316930399276,28.16,28.16,-0.2478,9.9724,-624.5128,19.9928
17,335.276000977,334.147277832,-0.0033665492665,30.466,30.466,-0.2639,9.9804,-664.9082,20.0089
18,335.276000977,334.064910889,-0.00361221819185,32.65,32.65,-0.2842,9.9775,-715.8065,20.0031
19,335.276000977,334.013427734,-0.0037657727953,34.584,34.584,-0.291,9.9785,-732.7726,20.005
20,335.276000977,333.947784424,-0.00396156171337,38.142,38.142,-0.3171,9.9775,-798.2133,20.0031
21,335.276000977,333.896636963,-0.00411411514506,39.517,39.517,-0.3248,9.9833,-817.6031,20.0147
22,335.276000977,333.860687256,-0.0042213392444,40.327,40.327,-0.3261,9.9736,-820.8347,19.9953
23,335.276000977,333.816772461,-0.00435231998563,40.701,40.701,-0.3316,9.9843,-834.5692,20.0167
24,335.276000977,333.805541992,-0.00438581639901,43.135,43.135,-0.3432,9.9801,-863.6539,20.0083
25,335.276000977,333.800354004,-0.00440129032359,43.259,43.259,-0.3455,9.9836,-869.3093,20.0154
26,335.276000977,333.791442871,-0.00442786887288,43.445,43.446,-0.3545,9.9769,-891.9307,20.0018
27,335.276000977,333.735534668,-0.00459462124854,45.505,45.505,-0.3558,9.9643,-895.1624,19.9766
28,335.276000977,333.76550293,-0.00450523756444,45.63,45.63,-0.3497,9.9801,-879.8121,20.0083
29,335.276000977,333.759643555,-0.00452271383256,46.565,46.567,-0.3564,9.9785,-896.7782,20.005
30,335.276000977,333.622497559,-0.0049317679368,50.373,50.373,-0.3796,9.973,-954.9477,19.9941
31,335.276000977,333.625183105,-0.00492375809699,52.058,52.058,-0.3835,9.9765,-964.6426,20.0012
