"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,295.575714111,295.575714111,0,0,0.00399999999999,-0.0187,9.9862,-50.0893,20.0205
1,295.575714111,295.529083252,-0.000157762828167,0.708,0.709,-0.0222,9.982,-58.9763,20.0121
2,295.575714111,295.548919678,-9.06516725081e-05,0.835,0.835,-0.0267,9.9859,-70.287,20.0199
3,295.575714111,295.539215088,-0.000123484511278,1.209,1.209,-0.0258,9.9782,-67.8633,20.0044
4,295.575714111,295.543762207,-0.000108100575744,1.333,1.333,-0.0203,9.9785,-54.1289,20.005
5,295.575714111,295.510437012,-0.000220847301534,2.219,2.219,-0.009,9.9598,-25.852,19.9676
6,295.575714111,295.565460205,-3.46913002431e-05,3.84,3.84,-0.0203,9.9743,-54.1289,19.9966
7,295.575714111,295.499389648,-0.000258223037235,5.267,5.267,-0.0386,9.982,-100.1797,20.0121
8,295.575714111,295.499969482,-0.000256261351751,5.576,5.576,-0.0435,9.9769,-112.2983,20.0018
9,295.575714111,295.485351562,-0.000305717083393,7.511,7.511,-0.0677,9.9769,-172.8915,20.0018
10,295.575714111,295.494781494,-0.00027381349355,8.702,8.702,-0.0709,9.9769,-180.9706,20.0018
11,295.575714111,295.478424072,-0.000329154368956,9.759,9.759,-0.0825,9.974,-210.0553,19.996
12,295.575714111,295.501586914,-0.000250789191341,9.945,9.945,-0.0728,9.9759,-185.8181,19.9999
13,295.575714111,295.470275879,-0.000356721575372,10.444,10.444,-0.0818,9.9882,-208.4395,20.0244
14,295.575714111,295.421264648,-0.000522537739016,11.947,11.947,-0.0941,9.9762,-239.1401,20.0005
15,295.575714111,295.444335938,-0.000444482313469,12.254,12.254,-0.1008,9.9824,-256.1062,20.0128
16,295.575714111,295.422454834,-0.000518511049449,12.939,12.939,-0.1089,9.9707,-276.3039,19.9895
17,295.575714111,295.414550781,-0.000545252289157,13.317,13.317,-0.1076,9.9772,-273.0722,20.0025
18,295.575714111,295.357147217,-0.000739461625926,14.686,14.686,-0.1286,9.9746,-325.5863,19.9973
19,295.575714111,295.405334473,-0.000576433143578,15.436,15.436,-0.1234,9.9853,-312.6598,20.0186
20,295.575714111,295.404205322,-0.000580253312364,16.558,16.558,-0.1405,9.9869,-355.479,20.0218
21,295.575714111,295.356994629,-0.000739977869671,18.119,18.119,-0.1482,9.9769,-374.8688,20.0018
22,295.575714111,295.308044434,-0.000905587512534,19.43,19.43,-0.1682,9.9811,-424.9592,20.0102
23,295.575714111,295.386413574,-0.000640446844045,20.429,20.429,-0.1843,9.9811,-465.3546,20.0102
24,295.575714111,295.315124512,-0.00088163401233,21.924,21.924,-0.1972,9.9833,-497.671,20.0147
25,295.575714111,295.306854248,-0.000909614202101,22.925,22.926,-0.203,9.9749,-512.2134,19.9979
26,295.575714111,295.257781982,-0.00107563682832,24.548,24.549,-0.2114,9.9917,-533.219,20.0315
27,295.575714111,295.23135376,-0.00116504949983,24.857,24.858,-0.2198,9.9775,-554.2247,20.0031
28,295.575714111,295.231536865,-0.0011644300539,24.985,24.985,-0.2227,9.9736,-561.4958,19.9953
29,295.575714111,295.303985596,-0.000919319514651,25.543,25.544,-0.2275,9.9785,-573.6145,20.005
30,295.575714111,295.236907959,-0.00114625843707,26.232,26.233,-0.2343,9.9824,-590.5806,20.0128
31,295.575714111,295.171417236,-0.00136782845948,27.357,27.357,-0.2446,9.9788,-616.4337,20.0057
32,295.575714111,295.19152832,-0.00129978812765,28.915,28.915,-0.2604,9.9827,-656.0212,20.0134
33,295.575714111,295.186859131,-0.00131558498833,30.285,30.286,-0.2678,9.9862,-674.6031,20.0205
34,295.575714111,295.14364624,-0.00146178412251,31.535,31.535,-0.2681,9.9759,-675.411,19.9999
35,295.575714111,295.131774902,-0.00150194752496,32.845,32.845,-0.2858,9.9824,-719.8461,20.0128
36,295.575714111,295.03112793,-0.00184245919809,33.533,33.533,-0.2849,9.9762,-717.4223,20.0005
37,295.575714111,295.055541992,-0.00175986078102,34.842,34.842,-0.302,9.9882,-760.2415,20.0244
38,295.575714111,295.041900635,-0.00180601258762,36.341,36.341,-0.3084,9.9824,-776.3997,20.0128
39,295.575714111,295.009552002,-0.00191545544658,37.337,37.337,-0.3145,9.9814,-791.75,20.0109
40,295.575714111,294.993621826,-0.00196935096756,37.904,37.904,-0.3219,9.9778,-810.3319,20.0037
41,295.575714111,295.000396729,-0.00194642983843,38.212,38.212,-0.3252,9.9859,-818.411,20.0199
42,295.575714111,295.061889648,-0.00173838529736,39.584,39.584,-0.3345,9.9701,-841.8404,19.9882
43,295.575714111,295.006347656,-0.00192629650701,39.771,39.771,-0.3358,9.974,-845.072,19.996
44,295.575714111,295.004425049,-0.0019328010967,40.27,40.27,-0.3464,9.974,-871.733,19.996
45,295.575714111,294.929260254,-0.00218710070476,41.458,41.458,-0.3429,9.9817,-862.846,20.0115
46,295.575714111,294.939666748,-0.00215189321898,43.639,43.639,-0.3545,9.9933,-891.9307,20.0348
47,295.575714111,294.90335083,-0.00227475818247,45.077,45.077,-0.3706,9.9762,-932.3262,20.0005
48,295.575714111,294.878814697,-0.00235776952468,45.203,45.204,-0.3654,9.9698,-919.3996,19.9876
49,295.575714111,294.874908447,-0.00237098522484,45.574,45.574,-0.3683,9.982,-926.6708,20.0121
50,295.575714111,294.882080078,-0.00234672194347,47.448,47.448,-0.3783,9.9778,-951.716,20.0037
51,295.575714111,294.834197998,-0.00250871805474,47.57,47.57,-0.378,9.9643,-950.9081,19.9766
52,295.575714111,294.831512451,-0.00251780380495,47.82,47.82,-0.3899,9.9817,-980.8008,20.0115
53,295.575714111,294.802947998,-0.00261444388889,49.193,49.193,-0.3903,9.9775,-981.6087,20.0031
54,295.575714111,294.800170898,-0.00262383953668,50.13,50.131,-0.3983,9.9785,-1001.8064,20.005
55,295.575714111,294.727081299,-0.0028711182531,52.377,52.378,-0.4106,9.9724,-1032.507,19.9928
