Specimen properties : Specimen label,"5C"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"7.93000",mm
Specimen properties : Width,"9.15000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 9:34:32 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","32.20639","0.00000","2.68668","0.00001"
"0.10000","0.00051","32.64460","0.00002","2.72324","0.00043"
"0.20000","0.00116","33.77277","0.00005","2.81735","0.00108"
"0.30000","0.00327","37.69816","0.00015","3.14481","0.00319"
"0.40000","0.00515","40.90020","0.00024","3.41192","0.00507"
"0.50000","0.00669","43.77314","0.00031","3.65159","0.00661"
"0.60000","0.00885","47.59705","0.00041","3.97058","0.00877"
"0.70000","0.01046","50.28006","0.00048","4.19440","0.01039"
"0.80000","0.01181","52.39866","0.00055","4.37113","0.01173"
"0.90000","0.01353","55.36670","0.00063","4.61873","0.01345"
"1.00000","0.01554","58.81050","0.00072","4.90601","0.01546"
"1.10000","0.01689","60.84287","0.00078","5.07555","0.01681"
"1.20000","0.01843","63.18183","0.00085","5.27067","0.01835"
"1.30000","0.02054","66.63839","0.00095","5.55902","0.02046"
"1.40000","0.02206","68.67205","0.00102","5.72867","0.02198"
"1.50000","0.02345","70.54611","0.00109","5.88500","0.02338"
"1.60000","0.02528","73.28407","0.00117","6.11341","0.02521"
"1.70000","0.02716","75.84200","0.00126","6.32679","0.02708"
"1.80000","0.02855","77.44993","0.00132","6.46093","0.02847"
"1.90000","0.03010","79.58555","0.00140","6.63908","0.03003"
"2.00000","0.03234","82.81041","0.00150","6.90810","0.03226"
"2.10000","0.03368","84.26707","0.00156","7.02962","0.03360"
"2.20000","0.03510","85.92835","0.00163","7.16820","0.03503"
"2.30000","0.03696","88.52237","0.00171","7.38460","0.03688"
"2.40000","0.03880","90.92881","0.00180","7.58534","0.03873"
"2.50000","0.04021","92.52882","0.00186","7.71882","0.04013"
"2.60000","0.04178","94.68939","0.00194","7.89905","0.04170"
"2.70000","0.04402","97.94226","0.00204","8.17041","0.04395"
"2.80000","0.04535","99.15504","0.00210","8.27158","0.04527"
"2.90000","0.04679","100.95906","0.00217","8.42207","0.04672"
"3.00000","0.04870","103.66798","0.00226","8.64805","0.04862"
"3.10000","0.05037","105.78467","0.00234","8.82463","0.05029"
"3.20000","0.05185","107.69349","0.00241","8.98386","0.05177"
"3.30000","0.05353","109.92723","0.00248","9.17021","0.05345"
"3.40000","0.05570","113.26377","0.00258","9.44854","0.05562"
"3.50000","0.05696","114.37564","0.00264","9.54129","0.05688"
"3.60000","0.05845","116.32343","0.00271","9.70378","0.05838"
"3.70000","0.06041","119.30953","0.00280","9.95288","0.06033"
"3.80000","0.06205","121.46355","0.00288","10.13257","0.06198"
"3.90000","0.06353","123.20953","0.00295","10.27822","0.06345"
"4.00000","0.06523","125.87510","0.00303","10.50059","0.06515"
"4.10000","0.06727","128.98418","0.00312","10.75995","0.06719"
"4.20000","0.06863","130.56343","0.00319","10.89169","0.06855"
"4.30000","0.07015","132.60626","0.00326","11.06211","0.07007"
"4.40000","0.07214","135.76633","0.00335","11.32572","0.07206"
"4.50000","0.07366","137.80331","0.00342","11.49565","0.07358"
"4.60000","0.07517","139.92938","0.00349","11.67301","0.07509"
"4.70000","0.07702","142.79671","0.00358","11.91220","0.07694"
"4.80000","0.07891","145.59084","0.00366","12.14529","0.07883"
"4.90000","0.08028","147.28690","0.00373","12.28677","0.08020"
"5.00000","0.08183","149.60078","0.00380","12.47980","0.08175"
"5.10000","0.08381","152.76833","0.00389","12.74404","0.08373"
"5.20000","0.08529","154.72665","0.00396","12.90740","0.08521"
"5.30000","0.08679","156.92664","0.00403","13.09093","0.08671"
"5.40000","0.08872","160.12160","0.00412","13.35745","0.08864"
"5.50000","0.09054","162.82034","0.00420","13.58258","0.09047"
