"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,325.345977783,325.345977783,0,0,0.003,-0.0212,9.9795,-56.5526,20.007
1,325.345977783,325.336242676,-2.99223229376e-05,3.443,3.443,-0.0222,9.9843,-58.9763,20.0167
2,325.345977783,325.339416504,-2.01670827664e-05,4.442,4.442,-0.0277,9.9778,-72.7108,20.0037
3,325.345977783,325.310546875,-0.00010890224803,5.698,5.698,-0.0386,9.9856,-100.1797,20.0193
4,325.345977783,325.292663574,-0.000163869277458,6.813,6.813,-0.0567,9.9811,-145.4226,20.0102
5,325.345977783,325.288452148,-0.000176813729922,6.941,6.941,-0.0428,9.9762,-110.6825,20.0005
6,325.345977783,325.257751465,-0.000271176919341,7.186,7.187,-0.0467,9.9843,-120.3774,20.0167
7,325.345977783,325.204650879,-0.000434389570728,8.873,8.874,-0.0641,9.9753,-164.0045,19.9986
8,325.345977783,325.183898926,-0.000498173874803,10.563,10.563,-0.0715,9.9762,-182.5864,20.0005
9,325.345977783,325.126831055,-0.00067358056549,12.119,12.119,-0.0822,9.9827,-209.2474,20.0134
10,325.345977783,325.116241455,-0.000706129299942,13.115,13.115,-0.0892,9.9827,-227.0214,20.0134
11,325.345977783,325.11932373,-0.00069665547926,13.366,13.366,-0.0889,9.9759,-226.2135,19.9999
12,325.345977783,325.094238281,-0.000773759384174,14.428,14.428,-0.1012,9.9817,-256.9141,20.0115
13,325.345977783,325.04800415,-0.000915866985451,14.802,14.802,-0.0999,9.9798,-253.6824,20.0076
14,325.345977783,325.024749756,-0.000987342908047,15.8,15.8,-0.1066,9.9836,-270.6485,20.0154
15,325.345977783,325.03036499,-0.000970083579887,17.671,17.671,-0.1212,9.982,-307.0044,20.0121
16,325.345977783,324.991210938,-0.00109042949043,17.861,17.861,-0.1154,9.9717,-292.4621,19.9915
17,325.345977783,325.031829834,-0.000965581159107,18.357,18.357,-0.125,9.9759,-316.6993,19.9999
18,325.345977783,325.029052734,-0.000974117021542,18.608,18.608,-0.1324,9.9743,-335.2813,19.9966
19,325.345977783,324.92578125,-0.00129153754096,19.045,19.045,-0.1253,9.9717,-317.5073,19.9915
20,325.345977783,324.944641113,-0.00123356888071,19.856,19.856,-0.1395,9.9795,-353.0553,20.007
21,325.345977783,324.94442749,-0.00123422546312,20.354,20.354,-0.1347,9.9807,-340.9366,20.0096
22,325.345977783,324.989196777,-0.00109662034083,20.542,20.542,-0.1424,9.9756,-360.3264,19.9992
23,325.345977783,324.881072998,-0.00142895511817,21.229,21.229,-0.1482,9.9872,-374.8688,20.0225
24,325.345977783,324.837005615,-0.00156440283172,22.851,22.851,-0.1637,9.9846,-413.6485,20.0173
25,325.345977783,324.808013916,-0.00165351317264,24.098,24.098,-0.1605,9.9798,-405.5694,20.0076
26,325.345977783,324.757781982,-0.00180790864397,25.348,25.349,-0.1689,9.9849,-426.575,20.018
27,325.345977783,324.683288574,-0.00203687534668,25.719,25.72,-0.1792,9.9865,-452.4281,20.0212
28,325.345977783,324.701141357,-0.00198200205341,26.906,26.906,-0.1879,9.9801,-474.2416,20.0083
29,325.345977783,324.695648193,-0.0019988862332,27.344,27.344,-0.1917,9.9753,-483.9366,19.9986
30,325.345977783,324.63494873,-0.0021854552906,27.595,27.595,-0.1927,9.9733,-486.3603,19.9947
31,325.345977783,324.578186035,-0.00235992390662,29.716,29.717,-0.2117,9.9824,-534.0269,20.0128
32,325.345977783,324.580291748,-0.00235345168039,29.839,29.84,-0.2091,9.9698,-527.5637,19.9876
33,325.345977783,324.584014893,-0.00234200805426,29.963,29.963,-0.2049,9.982,-517.0608,20.0121
34,325.345977783,324.572052002,-0.00237877783366,30.773,30.774,-0.2178,9.9778,-549.3772,20.0037
35,325.345977783,324.462890625,-0.00271430169232,32.522,32.522,-0.2307,9.9765,-581.6936,20.0012
36,325.345977783,324.392486572,-0.00293069914915,34.958,34.958,-0.2446,9.9801,-616.4337,20.0083
