"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,350.703582764,350.703582764,0,0,0.00399999999999,-0.0167,9.9804,-45.2419,20.0089
1,350.703582764,350.70401001,1.21825416954e-06,3.151,3.151,-0.0203,9.9753,-54.1289,19.9986
2,350.703582764,350.694946289,-2.46261370194e-05,3.651,3.651,-0.0316,9.9843,-82.4057,20.0167
3,350.703582764,350.647796631,-0.0001590691827,4.463,4.463,-0.0351,9.9795,-91.2927,20.007
4,350.703582764,350.58001709,-0.000352336501237,6.771,6.771,-0.0457,9.9836,-117.9537,20.0154
5,350.703582764,350.596679688,-0.000304824585328,9.33,9.33,-0.0631,9.9711,-161.5808,19.9902
6,350.703582764,350.560913086,-0.000406809878768,9.523,9.523,-0.0718,9.9727,-183.3943,19.9934
7,350.703582764,350.566925049,-0.000389667286072,9.903,9.903,-0.0747,9.9814,-190.6655,20.0109
8,350.703582764,350.572692871,-0.000373220857,10.328,10.329,-0.0776,9.9717,-197.9367,19.9915
9,350.703582764,350.559112549,-0.00041194393998,10.579,10.58,-0.0738,9.9804,-188.2418,20.0089
10,350.703582764,350.463531494,-0.000684484781232,11.952,11.953,-0.1021,9.9746,-259.3378,19.9973
11,350.703582764,350.515777588,-0.000535509723704,13.199,13.2,-0.0989,9.9814,-251.2587,20.0109
12,350.703582764,350.375488281,-0.000935532152653,14.633,14.634,-0.1125,9.9759,-285.1909,19.9999
13,350.703582764,350.447814941,-0.000729299150407,16.067,16.068,-0.126,9.9817,-319.1231,20.0115
14,350.703582764,350.422637939,-0.000801089103334,16.818,16.819,-0.1347,9.9759,-340.9366,19.9999
15,350.703582764,350.449951172,-0.000723207893316,16.942,16.942,-0.1292,9.9798,-327.2022,20.0076
16,350.703582764,350.414093018,-0.000825454189908,17.816,17.816,-0.1427,9.9853,-361.1344,20.0186
17,350.703582764,350.382446289,-0.000915692013223,18.815,18.816,-0.1456,9.9717,-368.4055,19.9915
18,350.703582764,350.430267334,-0.000779334572144,19,19,-0.1492,9.9817,-377.2925,20.0115
19,350.703582764,350.356384277,-0.000990005559288,19.188,19.188,-0.1524,9.9785,-385.3716,20.005
20,350.703582764,350.44430542,-0.000739306211472,19.375,19.375,-0.1572,9.9846,-397.4903,20.0173
21,350.703582764,350.366455078,-0.000961289566476,20.186,20.186,-0.1605,9.9717,-405.5694,19.9915
