Specimen properties : Specimen label,"3C"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"7.78000",mm
Specimen properties : Width,"8.97000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 9:19:07 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","-0.00045","44.58772","0.00000","3.94189","0.00000"
"0.10000","0.00005","45.35492","0.00002","4.00972","0.00050"
"0.20000","0.00067","46.26949","0.00005","4.09057","0.00112"
"0.30000","0.00278","49.79814","0.00015","4.40253","0.00323"
"0.40000","0.00525","54.14987","0.00026","4.78726","0.00570"
"0.50000","0.00653","56.27106","0.00032","4.97479","0.00698"
"0.60000","0.00817","59.04853","0.00039","5.22034","0.00862"
"0.70000","0.01023","62.46258","0.00049","5.52217","0.01068"
"0.80000","0.01160","64.57558","0.00055","5.70897","0.01206"
"0.90000","0.01311","67.11816","0.00062","5.93376","0.01357"
"1.00000","0.01521","70.43611","0.00071","6.22709","0.01566"
"1.10000","0.01678","72.99516","0.00079","6.45333","0.01723"
"1.20000","0.01816","75.14109","0.00085","6.64304","0.01861"
"1.30000","0.01991","77.92259","0.00093","6.88895","0.02037"
"1.40000","0.02188","80.98150","0.00102","7.15938","0.02234"
"1.50000","0.02324","82.92416","0.00108","7.33113","0.02370"
"1.60000","0.02476","85.23110","0.00115","7.53508","0.02522"
"1.70000","0.02695","88.53957","0.00125","7.82757","0.02741"
"1.80000","0.02839","90.41299","0.00131","7.99320","0.02884"
"1.90000","0.02979","92.26497","0.00138","8.15692","0.03024"
"2.00000","0.03158","94.92874","0.00146","8.39242","0.03204"
"2.10000","0.03350","97.52680","0.00155","8.62211","0.03395"
"2.20000","0.03491","99.26611","0.00161","8.77588","0.03536"
"2.30000","0.03643","101.16672","0.00168","8.94391","0.03688"
"2.40000","0.03868","104.42224","0.00178","9.23172","0.03913"
"2.50000","0.04005","105.94888","0.00185","9.36669","0.04050"
"2.60000","0.04149","107.68767","0.00191","9.52041","0.04194"
"2.70000","0.04334","110.31554","0.00200","9.75273","0.04379"
"2.80000","0.04508","112.49886","0.00208","9.94575","0.04554"
"2.90000","0.04654","114.10052","0.00214","10.08735","0.04699"
"3.00000","0.04816","116.29959","0.00222","10.28177","0.04862"
"3.10000","0.05039","119.41924","0.00232","10.55757","0.05085"
"3.20000","0.05168","120.75029","0.00238","10.67524","0.05214"
"3.30000","0.05314","122.59492","0.00244","10.83832","0.05360"
"3.40000","0.05504","125.33534","0.00253","11.08060","0.05550"
"3.50000","0.05677","127.46118","0.00261","11.26854","0.05723"
"3.60000","0.05824","129.26866","0.00268","11.42833","0.05870"
"3.70000","0.05987","131.26192","0.00275","11.60455","0.06032"
"3.80000","0.06197","134.30724","0.00285","11.87378","0.06242"
"3.90000","0.06334","135.84108","0.00291","12.00938","0.06379"
"4.00000","0.06482","137.59090","0.00298","12.16408","0.06528"
"4.10000","0.06680","140.47301","0.00307","12.41888","0.06725"
"4.20000","0.06837","142.37079","0.00314","12.58666","0.06883"
"4.30000","0.06987","144.18021","0.00321","12.74663","0.07033"
"4.40000","0.07162","146.59676","0.00329","12.96027","0.07208"
"4.50000","0.07363","149.45950","0.00338","13.21336","0.07408"
"4.60000","0.07499","150.92126","0.00344","13.34259","0.07544"
"4.70000","0.07650","152.84009","0.00351","13.51223","0.07696"
"4.80000","0.07847","155.62717","0.00360","13.75862","0.07893"
"4.90000","0.07999","157.51149","0.00367","13.92521","0.08045"
"5.00000","0.08149","159.36549","0.00374","14.08912","0.08194"
"5.10000","0.08333","161.93060","0.00382","14.31590","0.08378"
"5.20000","0.08526","164.56735","0.00391","14.54900","0.08571"
"5.30000","0.08667","166.28903","0.00397","14.70121","0.08713"
"5.40000","0.08816","168.07751","0.00404","14.85933","0.08861"
"5.50000","0.09012","171.02684","0.00413","15.12007","0.09057"
"5.60000","0.09160","172.70540","0.00420","15.26847","0.09205"
"5.70000","0.09315","174.80794","0.00427","15.45435","0.09360"
"5.80000","0.09514","177.71297","0.00436","15.71118","0.09559"
"5.90000","0.09688","179.97101","0.00444","15.91080","0.09733"
"6.00000","0.09830","181.55756","0.00450","16.05107","0.09876"
"6.10000","0.09984","183.63625","0.00457","16.23484","0.10029"
"6.20000","0.10184","186.62859","0.00466","16.49939","0.10229"
