Specimen properties : Specimen label,"4C"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"7.87000",mm
Specimen properties : Width,"9.09000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 9:29:06 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00015","44.80879","0.00000","3.82024","0.00000"
"0.10000","0.00071","45.40400","0.00003","3.87099","0.00056"
"0.20000","0.00153","46.43505","0.00006","3.95889","0.00138"
"0.30000","0.00368","49.58855","0.00016","4.22775","0.00352"
"0.40000","0.00572","52.36925","0.00026","4.46482","0.00557"
"0.50000","0.00722","54.58255","0.00033","4.65352","0.00707"
"0.60000","0.00894","56.98381","0.00041","4.85824","0.00878"
"0.70000","0.01105","59.92822","0.00050","5.10927","0.01090"
"0.80000","0.01240","61.73261","0.00057","5.26311","0.01225"
"0.90000","0.01386","63.68590","0.00063","5.42964","0.01370"
"1.00000","0.01592","66.37701","0.00073","5.65908","0.01577"
"1.10000","0.01740","68.19502","0.00080","5.81407","0.01725"
"1.20000","0.01882","69.81463","0.00086","5.95216","0.01867"
"1.30000","0.02062","72.03155","0.00094","6.14116","0.02047"
"1.40000","0.02267","74.34192","0.00104","6.33814","0.02252"
"1.50000","0.02407","75.72195","0.00110","6.45579","0.02392"
"1.60000","0.02555","77.35535","0.00117","6.59505","0.02540"
"1.70000","0.02751","79.47669","0.00126","6.77591","0.02736"
"1.80000","0.02905","80.81756","0.00133","6.89023","0.02890"
"1.90000","0.03051","82.01244","0.00140","6.99210","0.03036"
"2.00000","0.03240","83.83987","0.00149","7.14790","0.03225"
"2.10000","0.03428","85.44438","0.00157","7.28470","0.03412"
"2.20000","0.03567","86.39932","0.00164","7.36611","0.03552"
"2.30000","0.03722","87.61430","0.00171","7.46970","0.03707"
"2.40000","0.03929","89.59816","0.00180","7.63883","0.03914"
"2.50000","0.04070","90.44497","0.00187","7.71103","0.04055"
"2.60000","0.04221","91.55797","0.00194","7.80592","0.04206"
"2.70000","0.04414","93.44916","0.00203","7.96716","0.04399"
"2.80000","0.04594","94.97478","0.00211","8.09722","0.04579"
"2.90000","0.04733","96.13871","0.00218","8.19646","0.04718"
"3.00000","0.04892","97.47074","0.00225","8.31002","0.04877"
"3.10000","0.05095","99.72961","0.00234","8.50260","0.05080"
"3.20000","0.05234","100.73927","0.00241","8.58869","0.05219"
"3.30000","0.05383","102.10210","0.00248","8.70487","0.05368"
"3.40000","0.05592","104.38891","0.00257","8.89984","0.05577"
"3.50000","0.05755","105.91565","0.00265","9.03001","0.05740"
"3.60000","0.05897","107.05565","0.00271","9.12720","0.05882"
"3.70000","0.06062","108.67815","0.00279","9.26553","0.06047"
"3.80000","0.06259","111.06214","0.00288","9.46878","0.06244"
"3.90000","0.06399","112.22706","0.00294","9.56810","0.06384"
"4.00000","0.06550","113.57201","0.00301","9.68276","0.06535"
"4.10000","0.06766","116.23623","0.00311","9.90990","0.06751"
"4.20000","0.06920","117.64452","0.00318","10.02997","0.06905"
"4.30000","0.07059","118.87809","0.00325","10.13514","0.07044"
"4.40000","0.07232","120.81307","0.00333","10.30011","0.07217"
"4.50000","0.07427","123.03461","0.00342","10.48951","0.07412"
"4.60000","0.07566","124.24238","0.00348","10.59248","0.07551"
"4.70000","0.07720","125.89718","0.00355","10.73356","0.07705"
"4.80000","0.07933","128.52397","0.00365","10.95751","0.07918"
"4.90000","0.08081","129.96854","0.00372","11.08067","0.08066"
"5.00000","0.08223","131.29962","0.00378","11.19416","0.08208"
"5.10000","0.08404","133.54138","0.00387","11.38528","0.08389"
"5.20000","0.08591","135.57803","0.00395","11.55892","0.08576"
"5.30000","0.08730","136.97377","0.00402","11.67791","0.08715"
"5.40000","0.08886","138.63953","0.00409","11.81993","0.08871"
"5.50000","0.09110","141.59305","0.00419","12.07174","0.09095"
"5.60000","0.09242","142.69736","0.00426","12.16589","0.09227"
"5.70000","0.09385","144.23122","0.00432","12.29666","0.09370"
"5.80000","0.09573","146.48352","0.00441","12.48868","0.09558"
"5.90000","0.09754","148.71469","0.00449","12.67891","0.09739"
"6.00000","0.09896","150.20706","0.00456","12.80614","0.09881"
"6.10000","0.10052","151.95546","0.00463","12.95520","0.10037"
"6.20000","0.10277","155.12766","0.00473","13.22565","0.10262"
"6.30000","0.10408","156.18198","0.00479","13.31554","0.10393"
"6.40000","0.10555","157.84143","0.00486","13.45702","0.10540"
"6.50000","0.10744","160.33580","0.00495","13.66968","0.10729"
"6.60000","0.10911","162.21017","0.00502","13.82948","0.10896"
"6.70000","0.11059","163.92740","0.00509","13.97589","0.11044"
"6.80000","0.11228","165.85600","0.00517","14.14032","0.11213"
"6.90000","0.11443","168.83571","0.00527","14.39435","0.11428"
"7.00000","0.11571","170.05547","0.00533","14.49835","0.11556"
"7.10000","0.11720","171.63028","0.00540","14.63261","0.11705"
"7.20000","0.11914","174.13303","0.00549","14.84599","0.11899"
"7.30000","0.12080","176.06874","0.00556","15.01102","0.12065"
"7.40000","0.12227","177.74881","0.00563","15.15425","0.12212"
"7.50000","0.12398","179.84378","0.00571","15.33286","0.12383"
"7.60000","0.12600","182.60236","0.00580","15.56805","0.12585"
"7.70000","0.12738","183.94388","0.00587","15.68243","0.12723"
"7.80000","0.12890","185.56979","0.00594","15.82104","0.12875"
"7.90000","0.13088","188.34030","0.00603","16.05725","0.13073"
"8.00000","0.13240","189.90285","0.00610","16.19047","0.13225"
"8.10000","0.13391","191.68480","0.00617","16.34239","0.13376"
"8.20000","0.13577","194.04642","0.00625","16.54373","0.13562"
"8.30000","0.13765","196.46678","0.00634","16.75009","0.13749"
"8.40000","0.13903","197.89366","0.00640","16.87174","0.13888"
"8.50000","0.14058","199.65614","0.00648","17.02200","0.14043"
"8.60000","0.14256","202.35857","0.00657","17.25240","0.14241"
"8.70000","0.14404","203.91373","0.00664","17.38499","0.14389"
"8.80000","0.14553","205.52121","0.00670","17.52204","0.14538"
