Specimen properties : Specimen label,"3A"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"8.71000",mm
Specimen properties : Width,"9.09000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 7:59:59 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","41.55258","0.00000","2.89227","0.00001"
"0.10000","0.00050","41.82124","0.00002","2.91097","0.00042"
"0.20000","0.00108","42.16069","0.00005","2.93460","0.00100"
"0.30000","0.00312","43.60120","0.00015","3.03487","0.00304"
"0.40000","0.00507","45.22255","0.00025","3.14772","0.00499"
"0.50000","0.00669","46.33842","0.00034","3.22539","0.00661"
"0.60000","0.00877","47.84172","0.00044","3.33003","0.00868"
"0.70000","0.01042","48.89747","0.00053","3.40351","0.01033"
"0.80000","0.01183","49.83889","0.00060","3.46904","0.01174"
"0.90000","0.01346","50.93558","0.00068","3.54538","0.01338"
"1.00000","0.01543","52.25570","0.00078","3.63726","0.01535"
"1.10000","0.01688","53.06249","0.00086","3.69342","0.01680"
"1.20000","0.01836","53.96527","0.00093","3.75626","0.01828"
"1.30000","0.02053","55.30765","0.00104","3.84969","0.02045"
"1.40000","0.02207","56.10152","0.00112","3.90495","0.02199"
"1.50000","0.02353","56.93698","0.00120","3.96310","0.02344"
"1.60000","0.02525","57.85616","0.00128","4.02708","0.02516"
"1.70000","0.02703","58.79794","0.00138","4.09264","0.02694"
"1.80000","0.02851","59.56305","0.00145","4.14589","0.02843"
"1.90000","0.03011","60.31063","0.00153","4.19793","0.03002"
"2.00000","0.03230","61.66621","0.00164","4.29228","0.03222"
"2.10000","0.03372","62.15695","0.00172","4.32644","0.03364"
"2.20000","0.03514","62.62001","0.00179","4.35867","0.03506"
"2.30000","0.03692","63.59311","0.00188","4.42640","0.03683"
"2.40000","0.03876","64.31712","0.00197","4.47680","0.03868"
"2.50000","0.04015","65.01632","0.00204","4.52547","0.04007"
"2.60000","0.04175","65.62113","0.00213","4.56757","0.04167"
"2.70000","0.04401","66.88141","0.00224","4.65529","0.04393"
"2.80000","0.04538","67.28070","0.00231","4.68308","0.04530"
"2.90000","0.04683","67.85477","0.00239","4.72304","0.04674"
"3.00000","0.04863","68.67790","0.00248","4.78033","0.04854"
"3.10000","0.05032","69.33778","0.00256","4.82626","0.05024"
"3.20000","0.05184","69.89925","0.00264","4.86534","0.05175"
"3.30000","0.05349","70.74477","0.00273","4.92420","0.05341"
"3.40000","0.05560","71.72871","0.00283","4.99268","0.05552"
"3.50000","0.05698","72.22237","0.00290","5.02704","0.05690"
"3.60000","0.05846","72.80715","0.00298","5.06775","0.05838"
"3.70000","0.06038","73.78266","0.00308","5.13565","0.06030"
"3.80000","0.06198","74.44322","0.00316","5.18163","0.06190"
"3.90000","0.06344","74.86880","0.00323","5.21125","0.06335"
"4.00000","0.06517","75.79208","0.00332","5.27552","0.06509"
"4.10000","0.06725","76.87682","0.00343","5.35102","0.06717"
"4.20000","0.06866","77.36983","0.00350","5.38533","0.06858"
"4.30000","0.07014","77.93887","0.00358","5.42494","0.07006"
"4.40000","0.07204","78.91423","0.00367","5.49283","0.07196"
"4.50000","0.07363","79.54218","0.00375","5.53654","0.07355"
"4.60000","0.07510","80.08788","0.00383","5.57452","0.07501"
"4.70000","0.07693","80.99029","0.00392","5.63734","0.07685"
"4.80000","0.07892","82.00025","0.00402","5.70764","0.07884"
"4.90000","0.08025","82.42271","0.00409","5.73704","0.08016"
"5.00000","0.08177","83.11071","0.00417","5.78493","0.08169"
"5.10000","0.08383","84.23472","0.00427","5.86317","0.08375"
"5.20000","0.08528","84.60068","0.00435","5.88864","0.08520"
"5.30000","0.08675","85.18204","0.00442","5.92910","0.08667"
"5.40000","0.08868","86.29771","0.00452","6.00676","0.08860"
"5.50000","0.09053","87.09322","0.00462","6.06213","0.09044"
"5.60000","0.09192","87.69141","0.00469","6.10377","0.09184"
"5.70000","0.09349","88.23575","0.00477","6.14166","0.09341"
"5.80000","0.09543","89.31776","0.00487","6.21697","0.09535"
"5.90000","0.09691","89.81489","0.00494","6.25157","0.09682"
"6.00000","0.09844","90.44181","0.00502","6.29521","0.09836"
"6.10000","0.10042","91.48226","0.00512","6.36763","0.10034"
"6.20000","0.10216","92.23358","0.00521","6.41993","0.10208"
"6.30000","0.10352","92.84764","0.00528","6.46267","0.10344"
"6.40000","0.10519","93.47530","0.00536","6.50636","0.10511"
"6.50000","0.10719","94.59946","0.00547","6.58460","0.10711"
"6.60000","0.10853","94.91168","0.00553","6.60634","0.10845"
"6.70000","0.11002","95.64871","0.00561","6.65764","0.10994"
"6.80000","0.11217","96.73841","0.00572","6.73349","0.11208"
"6.90000","0.11381","97.50276","0.00580","6.78669","0.11373"
"7.00000","0.11519","97.86432","0.00587","6.81186","0.11510"
"7.10000","0.11689","98.70299","0.00596","6.87023","0.11681"
"7.20000","0.11880","99.66036","0.00606","6.93687","0.11872"
"7.30000","0.12019","100.14100","0.00613","6.97032","0.12011"
"7.40000","0.12170","100.85294","0.00621","7.01988","0.12162"
"7.50000","0.12388","101.99173","0.00632","7.09914","0.12379"
"7.60000","0.12539","102.52189","0.00640","7.13605","0.12531"
"7.70000","0.12679","103.14601","0.00647","7.17949","0.12671"
"7.80000","0.12858","104.01917","0.00656","7.24026","0.12850"
"7.90000","0.13049","104.85542","0.00666","7.29847","0.13040"
"8.00000","0.13186","105.40873","0.00673","7.33698","0.13178"
"8.10000","0.13344","106.05135","0.00681","7.38171","0.13335"
"8.20000","0.13558","107.22888","0.00691","7.46368","0.13549"
"8.30000","0.13704","107.75178","0.00699","7.50007","0.13695"
"8.40000","0.13843","108.29840","0.00706","7.53812","0.13835"
"8.50000","0.14028","109.12400","0.00716","7.59559","0.14020"
"8.60000","0.14212","110.12901","0.00725","7.66554","0.14204"
"8.70000","0.14348","110.52242","0.00732","7.69292","0.14340"
"8.80000","0.14507","111.24557","0.00740","7.74326","0.14499"
"8.90000","0.14726","112.55132","0.00751","7.83415","0.14717"
"9.00000","0.14867","113.02924","0.00758","7.86741","0.14859"
"9.10000","0.15010","113.44146","0.00766","7.89610","0.15002"
"9.20000","0.15204","114.48444","0.00776","7.96870","0.15195"
"9.30000","0.15372","115.17342","0.00784","8.01666","0.15363"
"9.40000","0.15512","115.77143","0.00791","8.05828","0.15504"
"9.50000","0.15677","116.48637","0.00800","8.10805","0.15669"
"9.60000","0.15901","117.74645","0.00811","8.19575","0.15893"
"9.70000","0.16032","118.16687","0.00818","8.22502","0.16024"
"9.80000","0.16175","118.67761","0.00825","8.26057","0.16167"
"9.90000","0.16371","119.69711","0.00835","8.33153","0.16363"
"10.00000","0.16538","120.46292","0.00844","8.38483","0.16530"
"10.10000","0.16681","120.83636","0.00851","8.41083","0.16672"
"10.20000","0.16852","121.71474","0.00860","8.47197","0.16844"
"10.30000","0.17058","122.86535","0.00870","8.55205","0.17050"
"10.40000","0.17194","123.31180","0.00877","8.58313","0.17185"
"10.50000","0.17342","123.87930","0.00885","8.62263","0.17333"
"10.60000","0.17546","125.00778","0.00895","8.70118","0.17538"
"10.70000","0.17702","125.63315","0.00903","8.74471","0.17694"
"10.80000","0.17846","126.20164","0.00910","8.78428","0.17838"
"10.90000","0.18026","127.02435","0.00920","8.84154","0.18018"
"11.00000","0.18222","127.98659","0.00930","8.90852","0.18214"
"11.10000","0.18357","128.57281","0.00936","8.94932","0.18348"
"11.20000","0.18508","129.07272","0.00944","8.98412","0.18499"
"11.30000","0.18713","130.25049","0.00955","9.06610","0.18704"
"11.40000","0.18864","130.89128","0.00962","9.11070","0.18855"
"11.50000","0.19009","131.38501","0.00970","9.14507","0.19001"
"11.60000","0.19199","132.38397","0.00979","9.21460","0.19191"
"11.70000","0.19386","133.39804","0.00989","9.28518","0.19378"
"11.80000","0.19523","133.80745","0.00996","9.31368","0.19515"
"11.90000","0.19678","134.45056","0.01004","9.35844","0.19669"
