Specimen properties : Specimen label,"3B"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"6.24000",mm
Specimen properties : Width,"10.52000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 8:50:32 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","46.59183","0.00000","5.45967","0.00000"
"0.10000","0.00053","47.40360","0.00002","5.55479","0.00044"
"0.20000","0.00116","48.67272","0.00004","5.70351","0.00107"
"0.30000","0.00330","53.34333","0.00012","6.25081","0.00321"
"0.40000","0.00503","57.25714","0.00018","6.70944","0.00495"
"0.50000","0.00690","61.48144","0.00025","7.20444","0.00682"
"0.60000","0.00895","66.09937","0.00032","7.74557","0.00886"
"0.70000","0.01036","69.15448","0.00038","8.10357","0.01027"
"0.80000","0.01186","72.44211","0.00043","8.48882","0.01177"
"0.90000","0.01385","77.02479","0.00050","9.02582","0.01376"
"1.00000","0.01529","80.15103","0.00056","9.39216","0.01520"
"1.10000","0.01683","83.59028","0.00061","9.79517","0.01674"
"1.20000","0.01882","88.12358","0.00068","10.32639","0.01873"
"1.30000","0.02056","92.06236","0.00075","10.78794","0.02047"
"1.40000","0.02199","95.27416","0.00080","11.16430","0.02191"
"1.50000","0.02353","98.64375","0.00086","11.55915","0.02344"
"1.60000","0.02556","103.37023","0.00093","12.11300","0.02547"
"1.70000","0.02697","106.48123","0.00098","12.47755","0.02688"
"1.80000","0.02847","109.88840","0.00104","12.87681","0.02838"
"1.90000","0.03056","114.75562","0.00111","13.44715","0.03047"
"2.00000","0.03224","118.50517","0.00118","13.88653","0.03215"
"2.10000","0.03366","121.67139","0.00123","14.25755","0.03357"
"2.20000","0.03524","125.16428","0.00129","14.66685","0.03515"
"2.30000","0.03716","129.66487","0.00136","15.19423","0.03707"
"2.40000","0.03862","132.91672","0.00141","15.57528","0.03853"
"2.50000","0.04015","136.22052","0.00146","15.96242","0.04006"
"2.60000","0.04231","141.33852","0.00154","16.56215","0.04222"
"2.70000","0.04384","144.60452","0.00160","16.94487","0.04375"
"2.80000","0.04525","147.68159","0.00165","17.30544","0.04516"
"2.90000","0.04698","151.57907","0.00171","17.76215","0.04689"
"3.00000","0.04881","155.66624","0.00178","18.24109","0.04873"
"3.10000","0.05024","158.75677","0.00183","18.60324","0.05015"
"3.20000","0.05177","161.96176","0.00189","18.97880","0.05168"
"3.30000","0.05398","167.18005","0.00197","19.59029","0.05389"
"3.40000","0.05550","170.36433","0.00203","19.96342","0.05541"
"3.50000","0.05689","173.05821","0.00208","20.27909","0.05680"
"3.60000","0.05866","177.14612","0.00214","20.75812","0.05857"
"3.70000","0.06048","181.13637","0.00221","21.22570","0.06039"
"3.80000","0.06192","183.99236","0.00226","21.56036","0.06183"
"3.90000","0.06351","187.12277","0.00232","21.92719","0.06342"
"4.00000","0.06571","192.17480","0.00240","22.51919","0.06562"
"4.10000","0.06707","194.53076","0.00245","22.79526","0.06699"
"4.20000","0.06848","197.23146","0.00250","23.11173","0.06840"
"4.30000","0.07041","201.41473","0.00257","23.60193","0.07032"
"4.40000","0.07216","204.84554","0.00264","24.00396","0.07207"
"4.50000","0.07358","207.48286","0.00269","24.31300","0.07349"
"4.60000","0.07518","210.67480","0.00275","24.68703","0.07509"
"4.70000","0.07734","215.48808","0.00282","25.25106","0.07725"
"4.80000","0.07877","217.92963","0.00288","25.53716","0.07868"
"4.90000","0.08021","220.67294","0.00293","25.85862","0.08012"
"5.00000","0.08211","224.65742","0.00300","26.32553","0.08202"
"5.10000","0.08373","227.75694","0.00306","26.68873","0.08364"
"5.20000","0.08523","230.59323","0.00311","27.02109","0.08514"
"5.30000","0.08694","234.17151","0.00318","27.44040","0.08685"
"5.40000","0.08902","238.72629","0.00325","27.97413","0.08894"
"5.50000","0.09039","241.15356","0.00330","28.25856","0.09030"
"5.60000","0.09184","244.01315","0.00335","28.59365","0.09175"
"5.70000","0.09391","248.74925","0.00343","29.14863","0.09382"
"5.80000","0.09538","251.53293","0.00348","29.47482","0.09529"
"5.90000","0.09681","254.25412","0.00354","29.79369","0.09672"
"6.00000","0.09860","258.35223","0.00360","30.27391","0.09851"
"6.10000","0.10066","263.04474","0.00368","30.82378","0.10057"
"6.20000","0.10205","265.53885","0.00373","31.11604","0.10196"
"6.30000","0.10353","268.67563","0.00378","31.48362","0.10344"
"6.40000","0.10552","273.36331","0.00385","32.03292","0.10543"
"6.50000","0.10702","276.46680","0.00391","32.39659","0.10693"
"6.60000","0.10847","279.46274","0.00396","32.74766","0.10839"
"6.70000","0.11036","283.91351","0.00403","33.26920","0.11028"
"6.80000","0.11228","288.39200","0.00410","33.79399","0.11219"
"6.90000","0.11363","291.07050","0.00415","34.10786","0.11355"
"7.00000","0.11518","294.52576","0.00421","34.51275","0.11510"
"7.10000","0.11726","299.72977","0.00428","35.12256","0.11717"
"7.20000","0.11867","302.46243","0.00434","35.44278","0.11858"
"7.30000","0.12019","305.82861","0.00439","35.83723","0.12010"
"7.40000","0.12210","310.60638","0.00446","36.39709","0.12201"
"7.50000","0.12389","314.80627","0.00453","36.88924","0.12380"
"7.60000","0.12528","317.64441","0.00458","37.22181","0.12519"
"7.70000","0.12687","321.43661","0.00464","37.66619","0.12678"
"7.80000","0.12894","326.74988","0.00471","38.28880","0.12885"
"7.90000","0.13032","329.54510","0.00476","38.61635","0.13023"
"8.00000","0.13180","332.95862","0.00482","39.01635","0.13171"
