"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,383.990875244,383.990875244,0,0,0.00299999999993,-0.0171,9.9785,-46.0498,20.005
1,383.990875244,384.017364502,6.89840817358e-05,3.208,3.208,-0.0183,9.974,-49.2814,19.996
2,383.990875244,384.0284729,9.79128890322e-05,3.333,3.333,-0.0116,9.9846,-32.3153,20.0173
3,383.990875244,384.007354736,4.29163628723e-05,7.388,7.388,-0.0309,9.9682,-80.7899,19.9844
4,383.990875244,384.006652832,4.10884458688e-05,7.957,7.957,-0.0406,9.9733,-105.0271,19.9947
5,383.990875244,384.006622314,4.10089705838e-05,12.014,12.014,-0.0435,9.9782,-112.2983,20.0044
6,383.990875244,383.951141357,-0.000103476122604,12.318,12.318,-0.049,9.9714,-126.0328,19.9908
7,383.990875244,383.969848633,-5.47581003048e-05,12.825,12.825,-0.0541,9.9782,-138.9593,20.0044
8,383.990875244,383.953735352,-9.67207670328e-05,13.191,13.191,-0.0374,9.9804,-96.948,20.0089
9,383.990875244,383.959381104,-8.20179411676e-05,13.379,13.379,-0.0548,9.9675,-140.5751,19.9831
10,383.990875244,383.974060059,-4.37905873696e-05,14.126,14.126,-0.0557,9.9688,-142.9989,19.9857
11,383.990875244,384.011871338,5.46786250197e-05,14.253,14.253,-0.0612,9.9707,-156.7333,19.9895
12,383.990875244,383.943572998,-0.000123185862321,16.998,16.998,-0.0667,9.9714,-170.4678,19.9908
13,383.990875244,383.918182373,-0.000189308848348,18.869,18.869,-0.0699,9.982,-178.5469,20.0121
14,383.990875244,383.943603516,-0.00012310637976,19.869,19.869,-0.0744,9.9865,-189.8576,20.0212
15,383.990875244,383.905303955,-0.000222847200348,23.861,23.861,-0.0902,9.9843,-229.4452,20.0167
16,383.990875244,383.813842773,-0.000461033021566,27.919,27.919,-0.1025,9.9753,-260.1457,19.9986
17,383.990875244,383.837615967,-0.000399122189265,28.293,28.293,-0.1102,9.9785,-279.5355,20.005
18,383.990875244,383.839324951,-0.000394671602407,29.416,29.416,-0.1095,9.9791,-277.9197,20.0063
19,383.990875244,383.842651367,-0.000386008847272,29.541,29.541,-0.1063,9.9711,-269.8406,19.9902
20,383.990875244,383.837921143,-0.000398327450966,31.975,31.975,-0.1173,9.9849,-297.3095,20.018
21,383.990875244,383.792663574,-0.000516188505571,36.028,36.028,-0.1195,9.9698,-302.9649,19.9876
22,383.990875244,383.793212891,-0.000514757935889,36.405,36.405,-0.1302,9.9788,-329.6259,20.0057
23,383.990875244,383.775115967,-0.00056188646704,40.46,40.461,-0.1524,9.9775,-385.3716,20.0031
24,383.990875244,383.775634766,-0.000560535409022,40.958,40.959,-0.1511,9.9772,-382.14,20.0025
25,383.990875244,383.717102051,-0.0007129679434,42.767,42.768,-0.1566,9.9714,-395.8744,19.9908
26,383.990875244,383.730895996,-0.000677045376506,42.893,42.893,-0.1563,9.9704,-395.0665,19.9889
27,383.990875244,383.678497314,-0.000813503516838,44.704,44.705,-0.1621,9.9791,-409.6089,20.0063
28,383.990875244,383.657531738,-0.000868102652021,48.759,48.759,-0.1824,9.982,-460.5072,20.0121
29,383.990875244,383.656433105,-0.000870963791385,49.01,49.01,-0.1875,9.9785,-473.4337,20.005
30,383.990875244,383.613433838,-0.000982943689451,53.126,53.126,-0.2075,9.9653,-523.5241,19.9786
31,383.990875244,383.586639404,-0.00105272256769,53.565,53.565,-0.2011,9.9698,-507.3659,19.9876
32,383.990875244,383.551940918,-0.00114308530465,56.495,56.495,-0.2111,9.9756,-532.4111,19.9992
33,383.990875244,383.549987793,-0.00114817172289,57.121,57.121,-0.2082,9.9833,-525.1399,20.0147
34,383.990875244,383.562866211,-0.00111463339999,57.309,57.309,-0.213,9.9814,-537.2586,20.0109
35,383.990875244,383.534637451,-0.00118814746384,57.933,57.933,-0.2146,9.9733,-541.2981,19.9947
36,383.990875244,383.519714355,-0.00122701062355,58.055,58.055,-0.2149,9.9772,-542.106,20.0025
37,383.990875244,383.473236084,-0.00134805066045,61.738,61.738,-0.2378,9.9814,-599.4676,20.0109
38,383.990875244,383.473571777,-0.0013471764978,62.987,62.987,-0.2352,9.9727,-593.0043,19.9934
39,383.990875244,383.456878662,-0.00139064912219,63.173,63.174,-0.2407,9.9827,-606.7388,20.0134
40,383.990875244,383.392303467,-0.00155881769024,65.855,65.855,-0.2472,9.9849,-622.8969,20.018
41,383.990875244,383.361785889,-0.00163829245139,66.606,66.607,-0.2514,9.9782,-633.3998,20.0044
42,383.990875244,383.36706543,-0.00162454333622,66.792,66.792,-0.2459,9.9762,-619.6653,20.0005
43,383.990875244,383.256164551,-0.00191335461568,69.848,69.849,-0.2581,9.9824,-650.3659,20.0128
44,383.990875244,383.224884033,-0.00199481612071,73.905,73.905,-0.2765,9.9791,-696.4167,20.0063
45,383.990875244,383.206939697,-0.00204154732637,75.34,75.34,-0.2836,9.9811,-714.1907,20.0102
46,383.990875244,383.145935059,-0.00220041745342,79.396,79.396,-0.2991,9.9804,-752.9703,20.0089
47,383.990875244,383.103393555,-0.00231120525859,80.644,80.644,-0.2984,9.9804,-751.3545,20.0089
48,383.990875244,383.031738281,-0.00249781180173,84.701,84.701,-0.3129,9.9714,-787.7104,19.9908
49,383.990875244,383.02545166,-0.0025141837541,85.015,85.015,-0.3132,9.9765,-788.5183,20.0012
50,383.990875244,382.958465576,-0.00268863071688,89.073,89.073,-0.3242,9.9827,-815.9873,20.0134
51,383.990875244,382.932159424,-0.00275713787414,90.067,90.067,-0.3319,9.9846,-835.3771,20.0173
52,383.990875244,382.844696045,-0.00298491260037,93.997,93.998,-0.3413,9.9817,-858.8065,20.0115
