"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,344.367523193,344.367523193,0,0,0.004,-0.0171,9.9811,-46.0498,20.0102
1,344.367523193,344.507995605,0.000407914223615,1.72,1.721,-0.0138,9.9817,-37.9707,20.0115
2,344.367523193,344.415039062,0.000137980110594,1.908,1.908,-0.0113,9.9811,-31.5074,20.0102
3,344.367523193,344.401763916,9.94307556539e-05,2.904,2.905,-0.0183,9.9769,-49.2814,20.0018
4,344.367523193,344.395690918,8.17955296952e-05,3.28,3.281,-0.0219,9.9743,-58.1684,19.9966
5,344.367523193,344.300506592,-0.00019460778276,6.837,6.837,-0.0274,9.9791,-71.9029,20.0063
6,344.367523193,344.276855469,-0.000263287685812,7.274,7.274,-0.0248,9.9894,-65.4396,20.027
7,344.367523193,344.242370605,-0.000363427388947,8.271,8.272,-0.0319,9.9872,-83.2136,20.0225
8,344.367523193,344.168762207,-0.00057717692107,10.893,10.893,-0.0364,9.9833,-94.5243,20.0147
9,344.367523193,344.127746582,-0.000696281145792,12.95,12.951,-0.0386,9.9969,-100.1797,20.0419
10,344.367523193,344.121276855,-0.000715068425052,13.52,13.52,-0.0374,9.9695,-96.948,19.987
11,344.367523193,344.052185059,-0.000915702315979,16.632,16.632,-0.0441,9.9811,-113.9141,20.0102
12,344.367523193,344.027648926,-0.000986952101812,20.689,20.689,-0.0528,9.9782,-135.7277,20.0044
13,344.367523193,343.943237305,-0.00123207294382,23.061,23.061,-0.0586,9.9833,-150.2701,20.0147
14,344.367523193,343.869262695,-0.0014468858717,27.116,27.116,-0.0776,9.9959,-197.9367,20.0399
15,344.367523193,343.799835205,-0.00164849450812,28.614,28.615,-0.0764,9.9795,-194.7051,20.007
16,344.367523193,343.699157715,-0.00194084935356,31.674,31.674,-0.0815,9.9707,-207.6316,19.9895
17,344.367523193,343.696960449,-0.00194722996093,31.796,31.796,-0.078,9.9724,-198.7446,19.9928
18,344.367523193,343.666473389,-0.00203576055355,33.295,33.295,-0.0896,9.9695,-227.8293,19.987
19,344.367523193,343.498474121,-0.00252360920422,37.349,37.349,-0.105,9.9856,-266.609,20.0193
20,344.367523193,343.444488525,-0.00268037663773,39.658,39.658,-0.1073,9.9917,-272.2643,20.0315
