Specimen properties : Specimen label,"2B"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"9.02000",mm
Specimen properties : Width,"9.78000",mm
Specimen properties : Support span,"32.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Thursday, March 27, 2025 8:42:56 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","31.40271","0.00000","1.89433","0.00002"
"0.10000","0.00052","31.58809","0.00002","1.90552","0.00045"
"0.20000","0.00112","31.91231","0.00006","1.92507","0.00105"
"0.30000","0.00295","32.68992","0.00015","1.97198","0.00288"
"0.40000","0.00555","33.97937","0.00029","2.04977","0.00548"
"0.50000","0.00683","34.66143","0.00036","2.09091","0.00677"
"0.60000","0.00845","35.44975","0.00044","2.13847","0.00839"
"0.70000","0.01050","36.25046","0.00055","2.18677","0.01044"
"0.80000","0.01194","36.97656","0.00063","2.23057","0.01187"
"0.90000","0.01342","37.66740","0.00071","2.27224","0.01335"
"1.00000","0.01549","38.66201","0.00082","2.33224","0.01543"
"1.10000","0.01710","39.18245","0.00090","2.36364","0.01704"
"1.20000","0.01851","39.94571","0.00097","2.40968","0.01845"
"1.30000","0.02024","40.56719","0.00107","2.44717","0.02018"
"1.40000","0.02217","41.40164","0.00117","2.49751","0.02210"
"1.50000","0.02356","42.06105","0.00124","2.53729","0.02350"
"1.60000","0.02512","42.60254","0.00132","2.56995","0.02506"
"1.70000","0.02730","43.65413","0.00144","2.63339","0.02723"
"1.80000","0.02875","44.28742","0.00152","2.67159","0.02868"
"1.90000","0.03018","44.75307","0.00159","2.69968","0.03012"
"2.00000","0.03190","45.38065","0.00168","2.73754","0.03184"
"2.10000","0.03378","46.31573","0.00178","2.79395","0.03371"
"2.20000","0.03519","46.76875","0.00186","2.82127","0.03512"
"2.30000","0.03677","47.39420","0.00194","2.85900","0.03670"
"2.40000","0.03896","48.30394","0.00206","2.91388","0.03889"
"2.50000","0.04043","48.81846","0.00213","2.94492","0.04037"
"2.60000","0.04180","49.20448","0.00221","2.96821","0.04173"
"2.70000","0.04359","50.00049","0.00230","3.01622","0.04353"
"2.80000","0.04533","50.57291","0.00239","3.05075","0.04526"
"2.90000","0.04684","51.05443","0.00247","3.07980","0.04678"
"3.00000","0.04850","51.62868","0.00256","3.11444","0.04843"
"3.10000","0.05066","52.61446","0.00267","3.17391","0.05059"
"3.20000","0.05202","52.94831","0.00275","3.19405","0.05196"
"3.30000","0.05348","53.41430","0.00282","3.22216","0.05341"
"3.40000","0.05532","54.16851","0.00292","3.26766","0.05526"
"3.50000","0.05705","54.69403","0.00301","3.29936","0.05699"
"3.60000","0.05851","55.10354","0.00309","3.32406","0.05844"
"3.70000","0.06015","55.65720","0.00318","3.35746","0.06009"
"3.80000","0.06228","56.37088","0.00329","3.40051","0.06222"
"3.90000","0.06370","56.81084","0.00336","3.42705","0.06363"
"4.00000","0.06519","57.21102","0.00344","3.45119","0.06512"
"4.10000","0.06709","57.83564","0.00354","3.48887","0.06703"
"4.20000","0.06864","58.32894","0.00362","3.51863","0.06857"
"4.30000","0.07017","58.68752","0.00370","3.54026","0.07010"
"4.40000","0.07196","59.33710","0.00380","3.57944","0.07189"
"4.50000","0.07391","60.01497","0.00390","3.62034","0.07385"
"4.60000","0.07533","60.27879","0.00398","3.63625","0.07526"
"4.70000","0.07679","60.73382","0.00406","3.66370","0.07673"
"4.80000","0.07878","61.31111","0.00416","3.69852","0.07871"
"4.90000","0.08033","61.72404","0.00424","3.72343","0.08026"
"5.00000","0.08179","62.12032","0.00432","3.74734","0.08172"
"5.10000","0.08363","62.70783","0.00442","3.78278","0.08356"
"5.20000","0.08560","63.39307","0.00452","3.82412","0.08553"
"5.30000","0.08699","63.66850","0.00459","3.84073","0.08692"
"5.40000","0.08849","64.08876","0.00467","3.86608","0.08842"
"5.50000","0.09041","64.68395","0.00477","3.90199","0.09035"
"5.60000","0.09196","65.05843","0.00486","3.92458","0.09189"
"5.70000","0.09346","65.49731","0.00494","3.95105","0.09339"
"5.80000","0.09544","66.11790","0.00504","3.98849","0.09538"
"5.90000","0.09719","66.59557","0.00513","4.01730","0.09713"
"6.00000","0.09859","66.89424","0.00521","4.03532","0.09853"
"6.10000","0.10021","67.41543","0.00529","4.06676","0.10015"
"6.20000","0.10214","68.02765","0.00540","4.10369","0.10208"
"6.30000","0.10359","68.36002","0.00547","4.12374","0.10353"
"6.40000","0.10506","68.70141","0.00555","4.14434","0.10500"
"6.50000","0.10716","69.49945","0.00566","4.19248","0.10709"
"6.60000","0.10883","69.92513","0.00575","4.21816","0.10876"
"6.70000","0.11028","70.21536","0.00583","4.23566","0.11022"
"6.80000","0.11189","70.69903","0.00591","4.26484","0.11182"
"6.90000","0.11379","71.46761","0.00601","4.31120","0.11373"
"7.00000","0.11526","71.63927","0.00609","4.32156","0.11519"
"7.10000","0.11677","72.00819","0.00617","4.34381","0.11670"
"7.20000","0.11891","72.87679","0.00628","4.39621","0.11884"
"7.30000","0.12045","73.25936","0.00636","4.41929","0.12038"
"7.40000","0.12184","73.54181","0.00644","4.43633","0.12177"
"7.50000","0.12357","74.10894","0.00653","4.47054","0.12351"
"7.60000","0.12549","74.66871","0.00663","4.50431","0.12543"
"7.70000","0.12690","74.99439","0.00670","4.52395","0.12684"
"7.80000","0.12842","75.44249","0.00678","4.55098","0.12835"
"7.90000","0.13060","76.23215","0.00690","4.59862","0.13054"
"8.00000","0.13210","76.76237","0.00698","4.63060","0.13203"
"8.10000","0.13352","76.85455","0.00705","4.63617","0.13345"
"8.20000","0.13530","77.48135","0.00715","4.67398","0.13523"
"8.30000","0.13708","78.10294","0.00724","4.71147","0.13702"
"8.40000","0.13855","78.36373","0.00732","4.72720","0.13848"
