"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,227.846435547,227.846435547,0,0,0.004,-0.0277,9.9733,-72.7108,19.9947
1,227.846435547,227.867050171,9.04759581317e-05,0.418,0.418,-0.0261,9.9788,-68.6712,20.0057
2,227.846435547,227.858551025,5.31738769496e-05,0.539,0.54,-0.0235,9.9782,-62.208,20.0044
3,227.846435547,227.876800537,0.000133269539219,2.1,2.1,-0.0241,9.9882,-63.8238,20.0244
4,227.846435547,227.860336304,6.10093229625e-05,2.225,2.226,-0.0222,9.9643,-58.9763,19.9766
5,227.846435547,227.860855103,6.32862938801e-05,3.912,3.913,-0.0338,9.9759,-88.061,19.9999
6,227.846435547,227.892471313,0.000202047347557,5.035,5.035,-0.0444,9.9717,-114.722,19.9915
7,227.846435547,227.858032227,5.089690967e-05,6.468,6.468,-0.0689,9.9724,-176.1231,19.9928
8,227.846435547,227.851745605,2.33054270211e-05,8.09,8.09,-0.0873,9.9778,-222.174,20.0037
9,227.846435547,227.833343506,-5.74599325773e-05,8.841,8.841,-0.0986,9.9798,-250.4508,20.0076
10,227.846435547,227.831222534,-6.67687127134e-05,10.274,10.274,-0.1241,9.9833,-314.2756,20.0147
11,227.846435547,227.808700562,-0.000165615871083,10.962,10.962,-0.1337,9.9669,-338.5129,19.9818
12,227.846435547,227.816543579,-0.000131193490233,11.959,11.959,-0.1498,9.9769,-378.9084,20.0018
13,227.846435547,227.846755981,1.40636200285e-06,13.147,13.147,-0.1601,9.9788,-404.7615,20.0057
14,227.846435547,227.825927734,-9.00071681826e-05,13.706,13.706,-0.1769,9.9788,-446.7727,20.0057
15,227.846435547,227.775863647,-0.000309734488837,14.954,14.954,-0.1921,9.9759,-484.7445,19.9999
16,227.846435547,227.786605835,-0.000262587884208,15.579,15.579,-0.2133,9.9791,-538.0665,20.0063
17,227.846435547,227.781204224,-0.000286295136902,16.576,16.576,-0.2288,9.9724,-576.8461,19.9928
18,227.846435547,227.803024292,-0.000190528560779,17.64,17.64,-0.2494,9.9846,-628.5523,20.0173
19,227.846435547,227.813095093,-0.00014632861712,18.387,18.387,-0.2588,9.9872,-651.9817,20.0225
20,227.846435547,227.806594849,-0.000174857676029,19.26,19.26,-0.2765,9.9695,-696.4167,19.987
21,227.846435547,227.778961182,-0.000296139653074,19.697,19.697,-0.2849,9.9769,-717.4223,20.0018
22,227.846435547,227.792404175,-0.000237139422097,20.576,20.576,-0.3074,9.9807,-773.976,20.0096
23,227.846435547,227.769378662,-0.000338196579833,20.945,20.945,-0.3194,9.9798,-803.8686,20.0076
24,227.846435547,227.778945923,-0.000296206620988,21.444,21.444,-0.3174,9.9765,-799.0212,20.0012
25,227.846435547,227.732070923,-0.000501937291119,22.63,22.63,-0.3432,9.9846,-863.6539,20.0173
26,227.846435547,227.764511108,-0.000359559897333,23.255,23.255,-0.3548,9.9836,-892.7386,20.0154
27,227.846435547,227.786560059,-0.00026278878795,24.126,24.127,-0.3703,9.9795,-931.5183,20.007
28,227.846435547,227.737731934,-0.000477091554785,25.188,25.189,-0.3906,9.9859,-982.4166,20.0199
29,227.846435547,227.754608154,-0.000403023179388,25.812,25.812,-0.3964,9.9749,-996.9589,19.9979
30,227.846435547,227.748428345,-0.000430145853898,25.999,25.999,-0.4028,9.9714,-1013.1171,19.9908
31,227.846435547,227.761108398,-0.000374494120479,26.125,26.125,-0.4109,9.9807,-1033.3149,20.0096
32,227.846435547,227.805465698,-0.000179813432624,26.873,26.873,-0.4273,9.9759,-1074.5182,19.9999
33,227.846435547,227.745773315,-0.000441798591055,27.56,27.561,-0.437,9.9785,-1098.7555,20.005
34,227.846435547,227.743286133,-0.000452714622952,28.372,28.372,-0.4518,9.9775,-1135.9193,20.0031
35,227.846435547,227.744262695,-0.000448428560048,28.932,28.932,-0.4612,9.9824,-1159.3487,20.0128
36,227.846435547,227.711624146,-0.000591676565818,29.87,29.87,-0.466,9.9798,-1171.4674,20.0076
37,227.846435547,227.724624634,-0.000534618448,30.181,30.181,-0.4937,9.9785,-1240.9476,20.005
38,227.846435547,227.748443604,-0.000430078885984,30.367,30.367,-0.4882,9.9756,-1227.2131,19.9992
39,227.846435547,227.722442627,-0.00054419512162,30.929,30.929,-0.4944,9.9791,-1242.5634,20.0063
40,227.846435547,227.816314697,-0.000132198023493,31.989,31.989,-0.5098,9.9811,-1281.343,20.0102
41,227.846435547,227.751876831,-0.000415010727011,33.051,33.051,-0.5356,9.9775,-1345.9758,20.0031
42,227.846435547,227.719421387,-0.000557455117814,33.676,33.676,-0.5469,9.9814,-1374.2526,20.0109
43,227.846435547,227.707382202,-0.000610294169746,33.987,33.987,-0.5421,9.9891,-1362.134,20.0264
44,227.846435547,227.679489136,-0.000732714601327,35.176,35.176,-0.5672,9.983,-1425.1509,20.0141
45,227.846435547,227.690231323,-0.000685567967594,35.486,35.486,-0.5791,9.9769,-1455.0436,20.0018
46,227.846435547,227.726821899,-0.000524974835571,35.734,35.734,-0.5817,9.9898,-1461.5068,20.0277
47,227.846435547,227.751434326,-0.000416952854721,36.172,36.172,-0.591,9.9765,-1484.9362,20.0012
48,227.846435547,227.6980896,-0.000651078647934,37.421,37.421,-0.6065,9.9807,-1523.7159,20.0096
49,227.846435547,227.727432251,-0.000522296060808,38.542,38.542,-0.6255,9.9727,-1571.3825,19.9934
50,227.846435547,227.693359375,-0.000671839225106,39.664,39.664,-0.6549,9.9756,-1644.9023,19.9992
51,227.846435547,227.715438843,-0.000574934179895,40.476,40.476,-0.6565,9.9753,-1648.9418,19.9986
52,227.846435547,227.67199707,-0.000765596691053,40.853,41.1,-0.6681,9.9807,-1678.0266,20.0096
53,227.846435547,227.704177856,-0.000624357780907,41.355,41.974,-0.6729,9.9769,-1690.1452,20.0018
