"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,290.656158447,290.656158447,0,0,0.004,-0.0171,9.9811,-46.0498,20.0102
1,290.656158447,290.674682617,6.37322445982e-05,1.72,1.721,-0.0138,9.9817,-37.9707,20.0115
2,290.656158447,290.6043396,-0.000178282294655,1.908,1.908,-0.0113,9.9811,-31.5074,20.0102
3,290.656158447,290.699920654,0.000150563500938,2.904,2.905,-0.0183,9.9769,-49.2814,20.0018
4,290.656158447,290.696258545,0.00013796404528,3.28,3.281,-0.0219,9.9743,-58.1684,19.9966
5,290.656158447,290.652801514,-1.15495013233e-05,6.837,6.837,-0.0274,9.9791,-71.9029,20.0063
6,290.656158447,290.682891846,9.19760277611e-05,7.274,7.274,-0.0248,9.9894,-65.4396,20.027
7,290.656158447,290.699188232,0.000148043603986,8.271,8.272,-0.0319,9.9872,-83.2136,20.0225
8,290.656158447,290.671813965,5.3862673667e-05,10.893,10.893,-0.0364,9.9833,-94.5243,20.0147
9,290.656158447,290.605987549,-0.00017261254834,12.95,12.951,-0.0386,9.9969,-100.1797,20.0419
10,290.656158447,290.617004395,-0.000134709174745,13.52,13.52,-0.0374,9.9695,-96.948,19.987
11,290.656158447,290.548950195,-0.000368849054212,16.632,16.632,-0.0441,9.9811,-113.9141,20.0102
12,290.656158447,290.477935791,-0.000613173528109,20.689,20.689,-0.0528,9.9782,-135.7277,20.0044
13,290.656158447,290.413818359,-0.000833768979646,23.061,23.061,-0.0586,9.9833,-150.2701,20.0147
14,290.656158447,290.295135498,-0.00124209630303,27.116,27.116,-0.0776,9.9959,-197.9367,20.0399
15,290.656158447,290.238189697,-0.00143801781815,28.614,28.615,-0.0764,9.9795,-194.7051,20.007
16,290.656158447,290.108306885,-0.00188487861305,31.674,31.674,-0.0815,9.9707,-207.6316,19.9895
17,290.656158447,290.085357666,-0.00196383520961,31.796,31.796,-0.078,9.9724,-198.7446,19.9928
18,290.656158447,290.045410156,-0.00210127420723,33.295,33.295,-0.0896,9.9695,-227.8293,19.987
19,290.656158447,289.859161377,-0.0027420616243,37.349,37.349,-0.105,9.9856,-266.609,20.0193
20,290.656158447,289.791168213,-0.00297599146143,39.658,39.658,-0.1073,9.9917,-272.2643,20.0315
21,290.656158447,289.715087891,-0.00323774502613,40.157,40.157,-0.1018,9.9762,-258.5299,20.0005
22,290.656158447,289.709899902,-0.00325559428893,40.407,40.407,-0.1089,9.9807,-276.3039,20.0096
23,290.656158447,289.675750732,-0.00337308435701,41.282,41.282,-0.107,9.9791,-271.4564,20.0063
24,290.656158447,289.666656494,-0.00340437283739,41.594,41.594,-0.117,9.9795,-296.5016,20.007
25,290.656158447,289.409973145,-0.00428748968989,45.4,45.4,-0.1266,9.9785,-320.7389,20.005
26,290.656158447,289.022033691,-0.00562219228595,49.456,49.456,-0.1353,9.973,-342.5524,19.9941
27,290.656158447,289.098388672,-0.00535949366167,52.389,52.389,-0.1434,9.9827,-362.7502,20.0134
28,290.656158447,288.883331299,-0.00609939638525,55.132,55.133,-0.1508,9.9756,-381.3321,19.9992
29,290.656158447,288.911865234,-0.00600122567266,55.322,55.322,-0.1589,9.9662,-401.5298,19.9805
30,290.656158447,288.832550049,-0.00627410877496,56.756,56.756,-0.1547,9.9788,-391.027,20.0057
31,290.656158447,288.544708252,-0.00726442597806,60.812,60.812,-0.165,9.9707,-416.8801,19.9895
32,290.656158447,288.538848877,-0.00728458538651,62.247,62.247,-0.1711,9.9878,-432.2304,20.0238
33,290.656158447,288.305175781,-0.00808853562921,66.303,66.303,-0.1875,9.983,-473.4337,20.0141
34,290.656158447,288.202606201,-0.00844142492861,66.491,66.491,-0.183,9.9759,-462.123,19.9999
35,290.656158447,288.13949585,-0.00865855626762,68.049,68.049,-0.1843,9.9743,-465.3546,19.9966
36,290.656158447,288.074401855,-0.00888251140714,69.609,69.609,-0.1872,9.9801,-472.6258,20.0083
37,290.656158447,287.778991699,-0.00989886745811,73.665,73.666,-0.1953,9.9711,-492.8236,19.9902
38,290.656158447,287.744506836,-0.0100175123662,74.291,74.291,-0.1959,9.972,-494.4394,19.9921
39,290.656158447,287.454162598,-0.0110164387152,78.347,78.347,-0.2172,9.9817,-547.7614,20.0115
40,290.656158447,287.390960693,-0.0112338848412,78.907,78.907,-0.2104,9.9836,-530.7953,20.0154
41,290.656158447,287.347351074,-0.0113839227706,79.595,79.596,-0.2101,9.9795,-529.9874,20.007
42,290.656158447,287.291595459,-0.0115757500753,80.529,80.529,-0.2185,9.984,-550.993,20.016
43,290.656158447,287.104614258,-0.0122190574184,83.337,83.338,-0.2323,9.9772,-585.7331,20.0025
44,290.656158447,287.000518799,-0.0125771965832,84.212,84.213,-0.2317,9.9788,-584.1173,20.0057
45,290.656158447,286.906158447,-0.0129018425941,85.022,85.022,-0.2378,9.9804,-599.4676,20.0089
46,290.656158447,286.739349365,-0.013475747779,87.394,87.394,-0.2417,9.9736,-609.1625,19.9953
47,290.656158447,286.551025391,-0.0141236744821,89.392,89.392,-0.2401,9.9762,-605.1229,20.0005
48,290.656158447,286.561706543,-0.014086926356,89.515,89.515,-0.2423,9.9843,-610.7783,20.0167
49,290.656158447,286.551757812,-0.0141211552545,89.954,89.954,-0.2468,9.9849,-622.089,20.018
50,290.656158447,286.525238037,-0.0142123959959,90.141,90.141,-0.243,9.9733,-612.3941,19.9947
51,290.656158447,286.379058838,-0.014715324156,92.013,92.013,-0.2533,9.9772,-638.2472,20.0025
52,290.656158447,286.330169678,-0.0148835266009,92.262,92.262,-0.2523,9.9672,-635.8235,19.9824
53,290.656158447,286.33190918,-0.014877541922,92.759,92.759,-0.2504,9.9859,-630.976,20.0199
54,290.656158447,285.956298828,-0.0161698255688,96.815,96.815,-0.2578,9.9736,-649.5579,19.9953
55,290.656158447,285.849273682,-0.0165380463004,98.003,98.003,-0.2646,9.9736,-666.524,19.9953
56,290.656158447,285.475250244,-0.0178248696029,102.057,102.057,-0.2778,9.9724,-699.6483,19.9928
57,290.656158447,285.289215088,-0.018464922905,104.18,104.18,-0.2865,9.9869,-721.4619,20.0218
58,290.656158447,285.226257324,-0.0186815280467,105.241,105.241,-0.2846,9.9856,-716.6144,20.0193
59,290.656158447,285.121337891,-0.0190425030887,106.424,106.427,-0.2897,9.9746,-729.541,19.9973
60,290.656158447,284.818023682,-0.0200860518962,110.483,110.483,-0.2987,9.9788,-752.1624,20.0057
61,290.656158447,284.614318848,-0.020786896348,112.042,112.042,-0.3084,9.983,-776.3997,20.0141
62,290.656158447,284.383911133,-0.0215796120465,115.163,115.163,-0.3103,9.9843,-781.2472,20.0167
63,290.656158447,284.109405518,-0.0225240476429,118.161,118.161,-0.3168,9.9824,-797.4053,20.0128
64,290.656158447,283.74130249,-0.0237905029207,122.218,122.218,-0.3219,9.9736,-810.3319,19.9953
