"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,239.820770264,239.820770264,0,0,0.003,-0.039,9.9785,-100.9876,20.005
1,239.820770264,239.84387207,9.63294660323e-05,0.667,0.667,-0.0448,9.9727,-115.53,19.9934
2,239.820770264,239.845413208,0.000102755671833,1.352,1.352,-0.0628,9.9765,-160.7729,20.0012
3,239.820770264,239.834213257,5.60543339816e-05,3.225,3.226,-0.0912,9.9872,-231.8689,20.0225
4,239.820770264,239.854522705,0.000140740274219,4.035,4.036,-0.1012,9.9782,-256.9141,20.0044
5,239.820770264,239.884628296,0.000266273971647,4.161,4.161,-0.1021,9.9807,-259.3378,20.0096
6,239.820770264,239.886169434,0.000272700184723,4.721,4.722,-0.1089,9.9772,-276.3039,20.0025
7,239.820770264,239.911773682,0.000379464298021,5.784,5.784,-0.1202,9.9807,-304.5807,20.0096
8,239.820770264,239.867828369,0.00019622198306,6.72,6.721,-0.1357,9.9775,-343.3604,20.0031
9,239.820770264,239.889434814,0.000286316120764,7.966,7.966,-0.1479,9.9649,-374.0609,19.9779
10,239.820770264,239.891113281,0.000293314951705,9.029,9.029,-0.1805,9.9717,-455.6597,19.9915
11,239.820770264,239.936935425,0.000484383228468,9.965,9.965,-0.2017,9.9814,-508.9817,20.0109
12,239.820770264,239.945007324,0.000518041313626,10.964,10.965,-0.2162,9.9746,-545.3377,19.9973
13,239.820770264,239.976074219,0.000647583394311,11.652,11.653,-0.2327,9.9807,-586.541,20.0096
14,239.820770264,239.946609497,0.000524721981492,11.898,11.898,-0.2288,9.9714,-576.8461,19.9908
15,239.820770264,239.945571899,0.000520395464264,13.273,13.273,-0.2568,9.9698,-647.1342,19.9876
16,239.820770264,239.970672607,0.000625059881713,14.145,14.145,-0.2784,9.9769,-701.2641,20.0018
17,239.820770264,239.971160889,0.000627095927484,15.017,15.017,-0.2923,9.9804,-736.0042,20.0089
18,239.820770264,239.992263794,0.000715090427548,15.828,15.828,-0.3119,9.9817,-785.2867,20.0115
19,239.820770264,240.034683228,0.000891970121302,16.642,16.642,-0.339,9.984,-853.1511,20.016
20,239.820770264,239.97428894,0.000640139216557,17.266,17.266,-0.3339,9.9836,-840.2245,20.0154
21,239.820770264,240.01171875,0.00079621328041,18.141,18.141,-0.3545,9.9759,-891.9307,19.9999
22,239.820770264,239.973480225,0.00063676701393,18.952,18.953,-0.3729,9.9814,-937.9816,20.0109
23,239.820770264,239.977798462,0.00065477314638,19.2,19.2,-0.3783,9.982,-951.716,20.0121
24,239.820770264,239.984024048,0.000680732482579,20.323,20.323,-0.4003,9.9682,-1006.6539,19.9844
25,239.820770264,240.050292969,0.000957059324719,21.133,21.133,-0.4215,9.9817,-1059.9759,20.0115
26,239.820770264,240.007675171,0.000779352441896,22.131,22.131,-0.4357,9.9769,-1095.5239,20.0018
27,239.820770264,240.06237793,0.00100745097734,23.131,23.131,-0.4654,9.9691,-1169.8515,19.9863
28,239.820770264,240.074630737,0.00105854251888,23.69,23.69,-0.4699,9.9814,-1181.1623,20.0109
29,239.820770264,240.054534912,0.000974747294094,24.566,24.566,-0.4905,9.9749,-1232.8685,19.9979
30,239.820770264,240.045455933,0.000936889962759,25.127,25.127,-0.4953,9.9762,-1244.9871,20.0005
31,239.820770264,240.092330933,0.00113234843593,26.064,26.064,-0.516,9.9824,-1296.6933,20.0128
32,239.820770264,240.079299927,0.00107801193371,26.811,26.811,-0.5288,9.9743,-1329.0097,19.9966
33,239.820770264,240.132553101,0.00130006601103,27.812,27.812,-0.5501,9.9814,-1382.3317,20.0109
34,239.820770264,240.113235474,0.00121951580513,28.685,28.685,-0.5608,9.9807,-1408.9927,20.0096
35,239.820770264,240.16317749,0.00142776302528,29.308,30.056,-0.5901,9.9791,-1482.5125,20.0063
36,239.820770264,240.166564941,0.0014418879291,31.303,31.307,-0.6136,9.9695,-1541.4899,19.987
37,239.820770264,240.234039307,0.0017232412938,32.116,32.116,-0.6233,9.9695,-1565.7272,19.987
38,239.820770264,240.191894531,0.00154750677757,33.364,33.364,-0.6523,9.9795,-1638.439,20.007
39,239.820770264,240.215042114,0.00164402707014,33.986,33.987,-0.6516,9.9788,-1636.8232,20.0057
40,239.820770264,240.26222229,0.0018407581374,35.175,35.175,-0.6797,9.9772,-1707.1113,20.0025
41,239.820770264,240.236236572,0.00173240341246,36.108,36.108,-0.6903,9.9778,-1733.7723,20.0037
42,239.820770264,240.256362915,0.00181632582098,37.169,37.169,-0.7116,9.9807,-1787.0944,20.0096
43,239.820770264,240.267318726,0.00186200917233,38.045,38.045,-0.719,9.9911,-1805.6763,20.0302
44,239.820770264,240.284942627,0.00193549692631,39.103,39.103,-0.7367,9.9811,-1850.1113,20.0102
45,239.820770264,240.328292847,0.00211625779048,39.979,39.979,-0.7499,9.9836,-1883.2356,20.0154
