"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,426.282775879,426.282775879,0,0,0.00299999999993,-0.0171,9.9785,-46.0498,20.005
1,426.282775879,426.285736084,6.94422851666e-06,3.208,3.208,-0.0183,9.974,-49.2814,19.996
2,426.282775879,426.272888184,-2.31951562455e-05,3.333,3.333,-0.0116,9.9846,-32.3153,20.0173
3,426.282775879,426.24005127,-0.000100225981441,7.388,7.388,-0.0309,9.9682,-80.7899,19.9844
4,426.282775879,426.197753906,-0.000199449699721,7.957,7.957,-0.0406,9.9733,-105.0271,19.9947
5,426.282775879,426.179351807,-0.000242618465563,12.014,12.014,-0.0435,9.9782,-112.2983,20.0044
6,426.282775879,426.172454834,-0.000258797808783,12.318,12.318,-0.049,9.9714,-126.0328,19.9908
7,426.282775879,426.19442749,-0.000207253004191,12.825,12.825,-0.0541,9.9782,-138.9593,20.0044
8,426.282775879,426.153930664,-0.000302252912661,13.191,13.191,-0.0374,9.9804,-96.948,20.0089
9,426.282775879,426.205749512,-0.000180693125003,13.379,13.379,-0.0548,9.9675,-140.5751,19.9831
10,426.282775879,426.140655518,-0.000333394564223,14.126,14.126,-0.0557,9.9688,-142.9989,19.9857
11,426.282775879,426.186431885,-0.000226009593462,14.253,14.253,-0.0612,9.9707,-156.7333,19.9895
12,426.282775879,426.134002686,-0.000349001173163,16.998,16.998,-0.0667,9.9714,-170.4678,19.9908
13,426.282775879,426.084503174,-0.000465120130684,18.869,18.869,-0.0699,9.982,-178.5469,20.0121
14,426.282775879,426.106292725,-0.00041400489863,19.869,19.869,-0.0744,9.9865,-189.8576,20.0212
15,426.282775879,426.003875732,-0.000654260860756,23.861,23.861,-0.0902,9.9843,-229.4452,20.0167
16,426.282775879,425.985137939,-0.000698217132594,27.919,27.919,-0.1025,9.9753,-260.1457,19.9986
17,426.282775879,425.9815979,-0.000706521561369,28.293,28.293,-0.1102,9.9785,-279.5355,20.005
18,426.282775879,425.954467773,-0.000770165061112,29.416,29.416,-0.1095,9.9791,-277.9197,20.0063
19,426.282775879,425.959289551,-0.000758853857405,29.541,29.541,-0.1063,9.9711,-269.8406,19.9902
20,426.282775879,425.857940674,-0.00099660421256,31.975,31.975,-0.1173,9.9849,-297.3095,20.018
21,426.282775879,425.714080811,-0.00133407942485,36.028,36.028,-0.1195,9.9698,-302.9649,19.9876
22,426.282775879,425.782714844,-0.0011730735423,36.405,36.405,-0.1302,9.9788,-329.6259,20.0057
23,426.282775879,425.598693848,-0.00160476111341,40.46,40.461,-0.1524,9.9775,-385.3716,20.0031
24,426.282775879,425.606750488,-0.00158586143516,40.958,40.959,-0.1511,9.9772,-382.14,20.0025
25,426.282775879,425.489837646,-0.00186012266204,42.767,42.768,-0.1566,9.9714,-395.8744,19.9908
26,426.282775879,425.485900879,-0.0018693577731,42.893,42.893,-0.1563,9.9704,-395.0665,19.9889
27,426.282775879,425.423614502,-0.00201547285542,44.704,44.705,-0.1621,9.9791,-409.6089,20.0063
28,426.282775879,425.252471924,-0.00241694948636,48.759,48.759,-0.1824,9.982,-460.5072,20.0121
29,426.282775879,425.238922119,-0.00244873552583,49.01,49.01,-0.1875,9.9785,-473.4337,20.005
30,426.282775879,425.071105957,-0.00284240883775,53.126,53.126,-0.2075,9.9653,-523.5241,19.9786
31,426.282775879,425.074890137,-0.0028335317038,53.565,53.565,-0.2011,9.9698,-507.3659,19.9876
32,426.282775879,424.943023682,-0.00314287189394,56.495,56.495,-0.2111,9.9756,-532.4111,19.9992
33,426.282775879,424.908843994,-0.00322305271402,57.121,57.121,-0.2082,9.9833,-525.1399,20.0147
34,426.282775879,424.922943115,-0.00318997818977,57.309,57.309,-0.213,9.9814,-537.2586,20.0109
35,426.282775879,424.847595215,-0.0033667339012,57.933,57.933,-0.2146,9.9733,-541.2981,19.9947
36,426.282775879,424.86807251,-0.0033186969813,58.055,58.055,-0.2149,9.9772,-542.106,20.0025
37,426.282775879,424.659240723,-0.00380858732387,61.738,61.738,-0.2378,9.9814,-599.4676,20.0109
38,426.282775879,424.561309814,-0.00403831945732,62.987,62.987,-0.2352,9.9727,-593.0043,19.9934
39,426.282775879,424.505218506,-0.00416990183294,63.173,63.174,-0.2407,9.9827,-606.7388,20.0134
40,426.282775879,424.427062988,-0.00435324385762,65.855,65.855,-0.2472,9.9849,-622.8969,20.018
41,426.282775879,424.356048584,-0.0045198337175,66.606,66.607,-0.2514,9.9782,-633.3998,20.0044
42,426.282775879,424.424072266,-0.00436025951058,66.792,66.792,-0.2459,9.9762,-619.6653,20.0005
43,426.282775879,424.10534668,-0.00510794529691,69.848,69.849,-0.2581,9.9824,-650.3659,20.0128
44,426.282775879,423.92288208,-0.00553598208353,73.905,73.905,-0.2765,9.9791,-696.4167,20.0063
45,426.282775879,423.895721436,-0.00559969712049,75.34,75.34,-0.2836,9.9811,-714.1907,20.0102
