"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,233.205917358,233.205917358,0,0,0.003,-0.039,9.9785,-100.9876,20.005
1,233.205917358,233.227111816,9.08830188564e-05,0.667,0.667,-0.0448,9.9727,-115.53,19.9934
2,233.205917358,233.197006226,-3.82114340027e-05,1.352,1.352,-0.0628,9.9765,-160.7729,20.0012
3,233.205917358,233.190093994,-6.78514697938e-05,3.225,3.226,-0.0912,9.9872,-231.8689,20.0225
4,233.205917358,233.193740845,-5.22135705978e-05,4.035,4.036,-0.1012,9.9782,-256.9141,20.0044
5,233.205917358,233.229995728,0.000103249389213,4.161,4.161,-0.1021,9.9807,-259.3378,20.0096
6,233.205917358,233.198318481,-3.25844084728e-05,4.721,4.722,-0.1089,9.9772,-276.3039,20.0025
7,233.205917358,233.199462891,-2.7677118851e-05,5.784,5.784,-0.1202,9.9807,-304.5807,20.0096
8,233.205917358,233.20703125,4.77642925034e-06,6.72,6.721,-0.1357,9.9775,-343.3604,20.0031
9,233.205917358,233.177093506,-0.000123598292703,7.966,7.966,-0.1479,9.9649,-374.0609,19.9779
10,233.205917358,233.187744141,-7.79277761467e-05,9.029,9.029,-0.1805,9.9717,-455.6597,19.9915
11,233.205917358,233.21496582,3.88003099943e-05,9.965,9.965,-0.2017,9.9814,-508.9817,20.0109
12,233.205917358,233.200805664,-2.19192315853e-05,10.964,10.965,-0.2162,9.9746,-545.3377,19.9973
13,233.205917358,233.207473755,6.67391486786e-06,11.652,11.653,-0.2327,9.9807,-586.541,20.0096
14,233.205917358,233.277145386,0.000305429770378,11.898,11.898,-0.2288,9.9714,-576.8461,19.9908
15,233.205917358,233.309051514,0.00044224501471,13.273,13.273,-0.2568,9.9698,-647.1342,19.9876
16,233.205917358,233.258804321,0.000226782256505,14.145,14.145,-0.2784,9.9769,-701.2641,20.0018
17,233.205917358,233.286483765,0.000345473235939,15.017,15.017,-0.2923,9.9804,-736.0042,20.0089
18,233.205917358,233.24230957,0.000156051843078,15.828,15.828,-0.3119,9.9817,-785.2867,20.0115
19,233.205917358,233.249633789,0.000187458499568,16.642,16.642,-0.339,9.984,-853.1511,20.016
20,233.205917358,233.245910645,0.000171493447851,17.266,17.266,-0.3339,9.9836,-840.2245,20.0154
21,233.205917358,233.243133545,0.000159585091751,18.141,18.141,-0.3545,9.9759,-891.9307,19.9999
22,233.205917358,233.225494385,8.39473796077e-05,18.952,18.953,-0.3729,9.9814,-937.9816,20.0109
23,233.205917358,233.182830811,-9.89964100881e-05,19.2,19.2,-0.3783,9.982,-951.716,20.0121
24,233.205917358,233.219482422,5.8167748648e-05,20.323,20.323,-0.4003,9.9682,-1006.6539,19.9844
25,233.205917358,233.224319458,7.89092300693e-05,21.133,21.133,-0.4215,9.9817,-1059.9759,20.0115
26,233.205917358,233.220245361,6.14392774878e-05,22.131,22.131,-0.4357,9.9769,-1095.5239,20.0018
27,233.205917358,233.243774414,0.000162333162734,23.131,23.131,-0.4654,9.9691,-1169.8515,19.9863
28,233.205917358,233.277282715,0.00030601862818,23.69,23.69,-0.4699,9.9814,-1181.1623,20.0109
29,233.205917358,233.226593018,8.8658380264e-05,24.566,24.566,-0.4905,9.9749,-1232.8685,19.9979
30,233.205917358,233.261474609,0.000238232591073,25.127,25.127,-0.4953,9.9762,-1244.9871,20.0005
31,233.205917358,233.277282715,0.00030601862818,26.064,26.064,-0.516,9.9824,-1296.6933,20.0128
32,233.205917358,233.314331055,0.000464883982204,26.811,26.811,-0.5288,9.9743,-1329.0097,19.9966
33,233.205917358,233.277877808,0.000308570422931,27.812,27.812,-0.5501,9.9814,-1382.3317,20.0109
34,233.205917358,233.280471802,0.000319693615893,28.685,28.685,-0.5608,9.9807,-1408.9927,20.0096
35,233.205917358,233.300933838,0.000407435960369,29.308,30.056,-0.5901,9.9791,-1482.5125,20.0063
36,233.205917358,233.286972046,0.000347567023709,31.303,31.307,-0.6136,9.9695,-1541.4899,19.987
37,233.205917358,233.300201416,0.000404295307817,32.116,32.116,-0.6233,9.9695,-1565.7272,19.987
38,233.205917358,233.298690796,0.000397817668272,33.364,33.364,-0.6523,9.9795,-1638.439,20.007
39,233.205917358,233.272186279,0.000284164823825,33.986,33.987,-0.6516,9.9788,-1636.8232,20.0057
40,233.205917358,233.29800415,0.000394873321056,35.175,35.175,-0.6797,9.9772,-1707.1113,20.0025
41,233.205917358,233.290893555,0.000364382663975,36.108,36.108,-0.6903,9.9778,-1733.7723,20.0037
42,233.205917358,233.327331543,0.000520630797837,37.169,37.169,-0.7116,9.9807,-1787.0944,20.0096
43,233.205917358,233.302368164,0.000413586443756,38.045,38.045,-0.719,9.9911,-1805.6763,20.0302
44,233.205917358,233.320953369,0.000493280822411,39.103,39.103,-0.7367,9.9811,-1850.1113,20.0102
45,233.205917358,233.341918945,0.000583182380069,39.979,39.979,-0.7499,9.9836,-1883.2356,20.0154
46,233.205917358,233.377502441,0.000735766428988,41.289,41.289,-0.7715,9.9836,-1937.3655,20.0154
47,233.205917358,233.283981323,0.000334742653649,42.537,42.537,-0.7789,9.9778,-1955.9474,20.0037
48,233.205917358,233.350158691,0.000618514895905,43.659,43.659,-0.8044,9.9859,-2019.7723,20.0199
49,233.205917358,233.330001831,0.000532081176061,44.594,44.594,-0.8134,9.9865,-2042.3938,20.0212
50,233.205917358,233.352401733,0.000628133188002,46.217,46.217,-0.8318,9.9817,-2088.4446,20.0115
51,233.205917358,233.303451538,0.000418231997173,47.903,47.903,-0.8466,9.9769,-2125.6085,20.0018
52,233.205917358,233.384002686,0.000763639807701,49.152,49.152,-0.8569,9.9746,-2151.4616,19.9973
53,233.205917358,233.365249634,0.000683225691319,50.462,50.462,-0.8721,9.9843,-2189.4333,20.0167
54,233.205917358,233.385299683,0.000769201433286,52.021,52.021,-0.9011,9.9756,-2262.1452,19.9992
