"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,350.035705566,350.035705566,0,0,0.00399999999996,-0.0145,9.9843,-17.4484,20.0167
1,350.035705566,349.981933594,-0.000153618530021,3.42,3.421,-0.0283,9.9791,-38.2872,20.0063
2,350.035705566,349.984710693,-0.000145684782183,3.723,3.723,-0.0541,9.9788,-77.0571,20.0057
3,350.035705566,349.990447998,-0.000129294145154,4.227,4.228,-0.0757,9.9836,-109.5268,20.0154
4,350.035705566,349.973510742,-0.000177681373316,5.156,5.156,-0.096,9.9836,-140.0581,20.0154
5,350.035705566,350.038452148,7.84657640907e-06,5.657,5.658,-0.1063,9.9824,-155.566,20.0128
6,350.035705566,349.967132568,-0.000195902859559,6.469,6.469,-0.1286,9.9782,-189.005,20.0044
7,350.035705566,349.978088379,-0.000164603741723,7.154,7.154,-0.1531,9.9759,-225.8363,19.9999
8,350.035705566,349.940948486,-0.000270706892479,7.527,7.527,-0.1653,9.9798,-244.252,20.0076
9,350.035705566,349.959381104,-0.000218047644012,7.903,7.903,-0.1995,9.9804,-295.6221,20.0089
10,350.035705566,349.943145752,-0.000264429632807,8.402,8.402,-0.2136,9.9643,-316.9455,19.9766
11,350.035705566,349.941070557,-0.000270358170383,8.588,8.588,-0.2275,9.9678,-337.7843,19.9837
12,350.035705566,349.959197998,-0.00021857075626,8.9,8.9,-0.2539,9.9756,-377.5234,19.9992
13,350.035705566,349.957366943,-0.000223801805987,9.091,9.091,-0.2729,9.9849,-406.1161,20.018
14,350.035705566,349.963287354,-0.000206888071261,9.337,9.337,-0.2971,9.9827,-442.4629,20.0134
15,350.035705566,349.955871582,-0.000228073826293,9.649,9.649,-0.3177,9.9772,-473.4787,20.0025
16,350.035705566,349.948699951,-0.000248562108027,9.775,9.775,-0.3268,9.9824,-487.0482,20.0128
17,350.035705566,349.929718018,-0.000302790664136,10.024,10.024,-0.3561,9.9756,-531.1489,19.9992
18,350.035705566,349.919281006,-0.000332607683958,10.15,10.15,-0.369,9.9833,-550.5338,20.0147
19,350.035705566,349.926391602,-0.000312293763272,10.399,10.399,-0.3967,9.9769,-592.2114,20.0018
20,350.035705566,349.898986816,-0.000390585162677,10.525,10.525,-0.4151,9.9788,-619.8349,20.0057
21,350.035705566,349.924926758,-0.000316478603054,10.716,10.716,-0.4392,9.9749,-656.1817,19.9979
22,350.035705566,349.894866943,-0.000402355013648,10.9,10.9,-0.4512,9.9743,-674.1127,19.9966
23,350.035705566,349.904449463,-0.000374979194021,11.023,11.023,-0.4708,9.9775,-703.6747,20.0031
24,350.035705566,349.888702393,-0.000419966236223,11.271,11.271,-0.5037,9.9785,-753.1063,20.005
25,350.035705566,349.88583374,-0.000428161525633,11.524,11.524,-0.5311,9.9762,-794.2993,20.0005
26,350.035705566,349.857574463,-0.000508894096129,11.71,11.71,-0.5666,9.9846,-847.6078,20.0173
27,350.035705566,349.871124268,-0.000470184313599,11.897,11.897,-0.5907,9.9756,-883.9545,19.9992
28,350.035705566,349.865905762,-0.000485092808958,12.084,12.084,-0.6123,9.9853,-916.4243,20.0186
29,350.035705566,349.854553223,-0.000517525302712,12.209,12.209,-0.6378,9.9788,-954.7095,20.0057
