General : End date,"3/27/2025"
Maximum Load : Time at Maximum Load,"32.60000",s
Maximum Load : Maximum Load,"9405.98730",N
Maximum Load : Compressive stress at Maximum Load,"155.80463",MPa
Maximum Load : Compressive strain (Extension) at Maximum Load,"0.00650",mm/mm
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Test : Rate 1,"1.20000",mm/min

Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","12.79939","0.21201","0.00000"
"0.10000","0.00028","13.86271","0.22963","0.00000"
"0.20000","0.00112","16.33431","0.27057","0.00001"
"0.30000","0.00356","25.69210","0.42557","0.00004"
"0.40000","0.00581","34.47122","0.57100","0.00006"
"0.50000","0.00781","42.83734","0.70958","0.00008"
"0.60000","0.01004","52.42931","0.86846","0.00010"
"0.70000","0.01170","58.94704","0.97642","0.00012"
"0.80000","0.01384","67.01511","1.11007","0.00014"
"0.90000","0.01618","72.87679","1.20716","0.00016"
"1.00000","0.01780","75.89476","1.25715","0.00018"
"1.10000","0.01992","80.54602","1.33420","0.00020"
"1.20000","0.02196","83.84501","1.38884","0.00022"
"1.30000","0.02373","87.29490","1.44599","0.00024"
"1.40000","0.02616","92.89217","1.53870","0.00026"
"1.50000","0.02805","95.08699","1.57506","0.00028"
"1.60000","0.02972","98.67727","1.63453","0.00030"
"1.70000","0.03213","103.74947","1.71855","0.00032"
"1.80000","0.03392","106.12827","1.75795","0.00034"
"1.90000","0.03571","109.59420","1.81536","0.00036"
"2.00000","0.03826","114.71830","1.90024","0.00038"
"2.10000","0.03998","116.68673","1.93285","0.00040"
"2.20000","0.04180","120.61587","1.99793","0.00042"
"2.30000","0.04410","124.83129","2.06776","0.00044"
"2.40000","0.04582","127.72334","2.11566","0.00046"
"2.50000","0.04780","132.08589","2.18792","0.00048"
"2.60000","0.05026","136.93251","2.26821","0.00050"
"2.70000","0.05187","139.86191","2.31673","0.00052"
"2.80000","0.05392","145.36461","2.40788","0.00054"
"2.90000","0.05611","149.59943","2.47803","0.00056"
"3.00000","0.05771","153.51419","2.54287","0.00058"
"3.10000","0.05992","160.09018","2.65180","0.00060"
"3.20000","0.06220","164.72881","2.72864","0.00062"
"3.30000","0.06381","168.78555","2.79583","0.00064"
"3.40000","0.06601","175.33385","2.90430","0.00066"
"3.50000","0.06796","179.82436","2.97868","0.00068"
"3.60000","0.06969","184.84314","3.06182","0.00070"
"3.70000","0.07215","193.17815","3.19988","0.00072"
"3.80000","0.07404","197.09615","3.26478","0.00074"
"3.90000","0.07572","202.11118","3.34785","0.00076"
"4.00000","0.07817","209.81061","3.47539","0.00078"
"4.10000","0.07989","213.47836","3.53614","0.00080"
"4.20000","0.08174","219.12411","3.62966","0.00082"
"4.30000","0.08424","227.15686","3.76272","0.00084"
"4.40000","0.08595","231.04805","3.82717","0.00086"
"4.50000","0.08778","237.03552","3.92635","0.00088"
"4.60000","0.09018","245.17288","4.06114","0.00090"
"4.70000","0.09181","250.26321","4.14546","0.00092"
"4.80000","0.09379","258.98068","4.28986","0.00094"
"4.90000","0.09622","268.57318","4.44876","0.00096"
"5.00000","0.09786","274.23572","4.54255","0.00098"
"5.10000","0.09990","283.87726","4.70226","0.00100"
"5.20000","0.10207","292.11508","4.83871","0.00102"
"5.30000","0.10374","298.64020","4.94680","0.00104"
"5.40000","0.10596","309.93182","5.13384","0.00106"
"5.50000","0.10820","318.11365","5.26936","0.00108"
"5.60000","0.10976","324.07056","5.36804","0.00110"
"5.70000","0.11201","335.87836","5.56363","0.00112"
"5.80000","0.11401","343.58127","5.69122","0.00114"
"5.90000","0.11572","351.30286","5.81912","0.00116"
"6.00000","0.11822","365.69873","6.05758","0.00118"
"6.10000","0.12000","372.16669","6.16472","0.00120"
"6.20000","0.12173","380.52643","6.30320","0.00122"
"6.30000","0.12414","394.64612","6.53708","0.00124"
"6.40000","0.12594","402.10834","6.66069","0.00126"
"6.50000","0.12772","411.45877","6.81557","0.00128"
"6.60000","0.13031","427.50131","7.08131","0.00130"
"6.70000","0.13188","433.93433","7.18787","0.00132"
"6.80000","0.13374","445.09708","7.37277","0.00134"
"6.90000","0.13616","460.47812","7.62755","0.00136"
"7.00000","0.13784","468.85550","7.76631","0.00138"
"7.10000","0.13978","481.84286","7.98144","0.00140"
"7.20000","0.14225","497.95770","8.24837","0.00142"
"7.30000","0.14383","506.62634","8.39197","0.00144"
"7.40000","0.14587","521.70673","8.64176","0.00146"
"7.50000","0.14803","535.95996","8.87786","0.00148"
"7.60000","0.14976","547.53937","9.06967","0.00150"
"7.70000","0.15206","566.62958","9.38588","0.00152"
"7.80000","0.15413","579.86646","9.60515","0.00154"
"7.90000","0.15574","591.20844","9.79302","0.00156"
"8.00000","0.15799","611.52435","10.12954","0.00158"
"8.10000","0.16001","626.82947","10.38306","0.00160"
"8.20000","0.16171","640.46722","10.60896","0.00162"
"8.30000","0.16421","665.86749","11.02970","0.00164"
"8.40000","0.16600","679.12054","11.24923","0.00166"
"8.50000","0.16778","695.13690","11.51453","0.00168"
"8.60000","0.17014","719.38788","11.91623","0.00170"
"8.70000","0.17189","733.90741","12.15674","0.00172"
