"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,314.039794922,314.039794922,0,0,0.00400000000002,-0.0129,9.9727,-15.0253,19.9934
1,314.039794922,314.053436279,4.34383073298e-05,3.279,3.279,-0.0351,9.9772,-48.4643,20.0025
2,314.039794922,314.081054688,0.00013138387294,3.653,3.653,-0.0577,9.9782,-82.3879,20.0044
3,314.039794922,314.096252441,0.000179778231541,3.902,3.902,-0.0728,9.9749,-105.1652,19.9979
4,314.039794922,314.073699951,0.000107964115159,4.03,4.03,-0.0715,9.9762,-103.2267,20.0005
5,314.039794922,314.051086426,3.59556470357e-05,4.154,4.154,-0.0744,9.9762,-107.5883,20.0005
6,314.039794922,314.037353516,-7.77419427322e-06,4.596,4.596,-0.088,9.9843,-127.9425,20.0167
7,314.039794922,314.048309326,2.71125009021e-05,4.778,4.778,-0.0983,9.9804,-143.4504,20.0089
8,314.039794922,314.102081299,0.000198339126655,5.714,5.714,-0.1299,9.9769,-190.9435,20.0018
9,314.039794922,314.074157715,0.000109421780508,6.273,6.273,-0.1492,9.9775,-220.0209,20.0031
10,314.039794922,314.060394287,6.55947587802e-05,6.835,6.835,-0.1782,9.9827,-263.6369,20.0134
11,314.039794922,314.085510254,0.000145571786561,7.15,7.15,-0.193,9.9746,-285.9296,19.9973
12,314.039794922,314.115509033,0.000241097193793,7.648,7.648,-0.2172,9.9772,-322.2763,20.0025
13,314.039794922,314.144165039,0.000332346797222,8.022,8.022,-0.241,9.9836,-358.1384,20.0154
14,314.039794922,314.117004395,0.000245858886046,8.396,8.396,-0.263,9.9775,-391.0928,20.0031
15,314.039794922,314.080535889,0.000129731866764,8.521,8.522,-0.271,9.9743,-403.2084,19.9966
16,314.039794922,314.048553467,2.78899206023e-05,8.833,8.833,-0.2868,9.9801,-426.9549,20.0083
17,314.039794922,314.087127686,0.000150722189574,9.145,9.145,-0.3165,9.9804,-471.5402,20.0089
18,314.039794922,314.098480225,0.000186872188351,9.462,9.462,-0.3416,9.9749,-509.3408,19.9979
19,314.039794922,314.092712402,0.000168505648617,9.581,9.581,-0.3509,9.9882,-523.3949,20.0244
20,314.039794922,314.110656738,0.000225645970204,9.83,9.83,-0.3741,9.9807,-558.2878,20.0096
21,314.039794922,314.104797363,0.000206987911952,10.019,10.019,-0.3919,9.9788,-584.9421,20.0057
22,314.039794922,314.095458984,0.000177251626155,10.204,10.204,-0.4128,9.9775,-616.4426,20.0031
23,314.039794922,314.048858643,2.88616938633e-05,10.393,10.393,-0.4312,9.9753,-644.0661,19.9986
24,314.039794922,314.104187012,0.000205044358154,10.581,10.581,-0.4625,9.9791,-691.0745,20.0063
25,314.039794922,314.128295898,0.000281814514892,10.706,10.707,-0.4824,9.9791,-721.1212,20.0063
26,314.039794922,314.13973999,0.000318256061291,10.891,10.891,-0.5027,9.9753,-751.6524,19.9986
27,314.039794922,314.111419678,0.000228075412451,11.018,11.018,-0.5172,9.9785,-773.4605,20.005
28,314.039794922,314.094787598,0.000175113716978,11.142,11.142,-0.543,9.9788,-812.2303,20.0057
29,314.039794922,314.075958252,0.000115155249659,11.33,11.33,-0.5637,9.9791,-843.2462,20.0063
30,314.039794922,314.087249756,0.000151110900333,11.454,11.454,-0.5827,9.9762,-871.839,20.0005
31,314.039794922,314.153533936,0.000362180260709,11.579,11.579,-0.6043,9.9795,-904.3087,20.007
32,314.039794922,314.124755859,0.000270541961072,11.702,11.702,-0.6271,9.9743,-938.717,19.9966
33,314.039794922,314.105865479,0.000210389116546,11.827,11.827,-0.6594,9.9788,-987.1793,20.0057
34,314.039794922,314.114074707,0.000236529842368,12.014,12.014,-0.6794,9.9688,-1017.2259,19.9857
35,314.039794922,314.107147217,0.000214470579522,12.141,12.141,-0.6987,9.9753,-1046.3033,19.9986
36,314.039794922,314.104675293,0.000206599201192,12.265,12.265,-0.7232,9.9872,-1083.1347,20.0225
37,314.039794922,314.119262695,0.000253050005995,12.388,12.388,-0.7544,9.9817,-1130.1431,20.0115
38,314.039794922,314.13482666,0.000302610482322,12.577,12.577,-0.7883,9.9772,-1181.0286,20.0025
39,314.039794922,314.116210938,0.000243332266109,12.763,12.763,-0.8302,9.9791,-1244.0296,20.0063
40,314.039794922,314.113525391,0.000234780658502,12.951,12.951,-0.8682,9.9782,-1301.2152,20.0044
41,314.039794922,314.111846924,0.00022943590011,13.14,13.14,-0.8972,9.9785,-1344.8313,20.005
42,314.039794922,314.122314453,0.00026276774588,13.264,13.265,-0.9398,9.9801,-1408.8015,20.0083
43,314.039794922,314.10760498,0.000215928230318,13.387,13.387,-0.951,9.9795,-1425.7634,20.007
44,314.039794922,314.094970703,0.000175696783117,13.516,13.516,-0.9939,9.9798,-1490.2183,20.0076
45,314.039794922,314.146057129,0.000338371784892,13.7,13.7,-1.0355,9.9778,-1552.7347,20.0037
46,314.039794922,314.116424561,0.000244012509938,13.886,13.886,-1.0761,9.9782,-1613.7972,20.0044
47,314.039794922,314.140563965,0.000320879858918,14.075,14.075,-1.1112,9.9782,-1666.6212,20.0044
48,314.039794922,314.124145508,0.000268598407274,14.26,14.261,-1.1583,9.9804,-1737.3762,20.0089
49,314.039794922,314.137939453,0.000312522606691,14.449,14.449,-1.194,9.9778,-1791.1694,20.0037
50,314.039794922,314.128173828,0.000281425804133,14.636,14.636,-1.2318,9.9814,-1847.8704,20.0109
51,314.039794922,314.134521484,0.000301638734527,14.824,14.824,-1.2769,9.9804,-1915.7177,20.0089
52,314.039794922,314.149139404,0.000348186702468,15.009,15.009,-1.311,9.9804,-1967.0878,20.0089
53,314.039794922,314.139221191,0.000316604040563,15.139,15.139,-1.3336,9.9788,-2001.0114,20.0057
54,314.039794922,314.164642334,0.000397552852519,15.263,15.264,-1.3649,9.9782,-2048.0199,20.0044
55,314.039794922,314.11907959,0.000252466939855,15.383,15.384,-1.399,9.9811,-2099.39,20.0102
56,314.039794922,314.117675781,0.000247996795224,15.51,15.51,-1.43,9.9849,-2145.9139,20.018
57,314.039794922,314.147338867,0.000342453247868,15.696,15.696,-1.4557,9.9827,-2184.6838,20.0134
58,314.039794922,314.138824463,0.000315340730594,15.82,15.82,-1.4799,9.9753,-2221.0306,19.9986
59,314.039794922,314.106933594,0.000213790335692,15.949,15.949,-1.5115,9.9795,-2268.5237,20.007
60,314.039794922,314.159393311,0.000380838318961,16.071,16.26,-1.5898,9.9759,-2386.2873,19.9999
61,314.039794922,314.164215088,0.00039619236486,16.507,16.695,-1.6933,9.9775,-2541.8515,20.0031
62,314.039794922,314.126739502,0.000276858481811,16.945,17.132,-1.7977,9.9817,-2698.8697,20.0115
63,314.039794922,314.153625488,0.000362471793778,17.382,17.571,-1.9086,9.9656,-2865.5803,19.9792
64,314.039794922,314.169677734,0.000413587113144,17.882,17.886,-1.9601,9.9814,-2943.1202,20.0109
65,314.039794922,314.184906006,0.000462078634882,18.004,18.004,-2.0094,9.9765,-3017.2677,20.0012
66,314.039794922,314.173278809,0.000425054051448,18.191,18.192,-2.0562,9.9782,-3087.5382,20.0044
67,314.039794922,314.17175293,0.000420195166953,18.319,18.319,-2.0716,9.9775,-3110.8002,20.0031
68,314.039794922,314.161437988,0.000387349224184,18.442,18.442,-2.1155,9.9778,-3176.7091,20.0037
69,314.039794922,314.170349121,0.000415725022322,18.629,18.629,-2.1503,9.9749,-3229.0485,19.9979
70,314.039794922,314.166534424,0.000403577840189,18.754,18.754,-2.1925,9.9746,-3292.5343,19.9973
71,314.039794922,314.128143311,0.000281328626443,18.879,18.879,-2.2305,9.9772,-3349.72,20.0025
72,314.039794922,314.129455566,0.000285507267108,19.066,19.066,-2.2776,9.9775,-3420.4751,20.0031
73,314.039794922,314.134307861,0.000300958490698,19.196,19.196,-2.313,9.9772,-3473.7838,20.0025
74,314.039794922,314.143493652,0.000330208888045,19.377,19.378,-2.3556,9.9827,-3537.7543,20.0134
75,314.039794922,314.178771973,0.000442545977421,19.567,19.567,-2.4013,9.9785,-3606.571,20.005
76,314.039794922,314.159576416,0.0003814213851,19.691,19.691,-2.4355,9.9746,-3657.9412,19.9973
77,314.039794922,314.142333984,0.000326516135829,19.815,19.816,-2.4661,9.9801,-3703.9805,20.0083
78,314.039794922,314.146575928,0.00034002380562,20.005,20.005,-2.5025,9.9753,-3758.7431,19.9986
79,314.039794922,314.143463135,0.000330111710355,20.126,20.126,-2.5296,9.9669,-3799.4516,19.9818
80,314.039794922,314.159362793,0.000380741141271,20.25,20.251,-2.5815,9.9736,-3877.4762,19.9953
81,314.039794922,314.164367676,0.00039667825331,20.376,20.377,-2.6137,9.9775,-3925.9386,20.0031
