"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,280,280,0,0,0.004,-0.019,9.9791,-24.2332,20.0063
1,280,279.976074219,-8.54492172948e-05,3.668,3.668,-0.0113,9.9798,-12.6022,20.0076
2,280,279.97869873,-7.60759648983e-05,4.48,4.48,-0.0345,9.9798,-47.4951,20.0076
3,280,279.996887207,-1.11171175377e-05,4.666,4.666,-0.0554,9.9801,-78.9956,20.0083
4,280,280.012695312,4.53404027212e-05,5.292,5.292,-0.0699,9.9791,-100.8036,20.0063
5,280,280.049407959,0.00017645698972,9.346,9.346,-0.0702,9.9827,-101.2882,20.0134
6,280,280.023834229,8.51222430356e-05,12.404,12.404,-0.0957,9.9795,-139.5734,20.007
7,280,279.996917725,-1.10081264211e-05,13.965,13.965,-0.1057,9.9843,-154.5968,20.0167
8,280,280.010345459,3.69480694644e-05,15.647,15.647,-0.1266,9.9791,-186.0973,20.0063
9,280,280.036193848,0.000129263746203,17.583,17.583,-0.146,9.9733,-215.1746,19.9947
10,280,280.03503418,0.000125122067402,18.455,18.456,-0.1727,9.9772,-255.3984,20.0025
11,280,280.005615234,2.00544091058e-05,20.327,20.327,-0.1969,9.9804,-291.7451,20.0089
12,280,279.987060547,-4.62123316538e-05,21.263,21.264,-0.2091,9.9827,-310.1608,20.0134
13,280,280.040252686,0.000143759592902,22.013,22.013,-0.2278,9.9785,-338.2689,20.005
14,280,280.016113281,5.75474332436e-05,22.578,22.578,-0.2475,9.9791,-367.8309,20.0063
15,280,280.03704834,0.000132315501105,23.635,23.635,-0.2788,9.9898,-414.8393,20.0277
16,280,279.988525391,-4.09807471442e-05,23.823,23.823,-0.2794,9.983,-415.8086,20.0141
17,280,280.030029297,0.000107247491542,24.635,24.636,-0.3032,9.9811,-451.6707,20.0102
18,280,280.055999756,0.000199999121833,25.322,25.322,-0.3377,9.9791,-503.5254,20.0063
19,280,280.017852783,6.37599368929e-05,25.696,25.696,-0.3561,9.9762,-531.1489,20.0005
20,280,280.031860352,0.00011378696945,25.946,25.947,-0.3764,9.9778,-561.6801,20.0037
21,280,280.037536621,0.00013405935897,26.193,26.193,-0.3887,9.9772,-580.0958,20.0025
22,280,280.030395508,0.000108555388579,26.445,26.445,-0.4051,9.9933,-604.8116,20.0348
23,280,280.034790039,0.000124250145745,26.634,26.634,-0.4302,9.982,-642.6122,20.0121
24,280,280.041046143,0.000146593360114,26.882,26.882,-0.455,9.9807,-679.9282,20.0096
25,280,280.023864746,8.52312368806e-05,27.067,27.067,-0.4737,9.9727,-708.0363,19.9934
26,280,279.993560791,-2.29971756198e-05,27.255,27.255,-0.4992,9.9795,-746.3216,20.007
