"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,382.064117432,382.064117432,0,0,0.004,-0.0171,9.9749,-17.4469,19.9979
1,382.064117432,382.122009277,0.000151523898239,3.74,3.741,-0.0457,9.9791,-46.2022,20.0063
2,382.064117432,382.084136963,5.23983544554e-05,4.241,4.241,-0.078,9.9743,-78.5115,19.9966
3,382.064117432,382.095703125,8.26711839181e-05,4.616,4.617,-0.0947,9.9749,-95.3123,19.9979
4,382.064117432,382.10244751,0.000100323683,5.114,5.115,-0.1321,9.9843,-132.7911,20.0167
5,382.064117432,382.09387207,7.78786561568e-05,5.739,5.74,-0.1701,9.9788,-170.916,20.0057
6,382.064117432,382.087493896,6.11846626271e-05,6.236,6.237,-0.2011,9.9785,-201.9329,20.005
7,382.064117432,382.087280273,6.06255343882e-05,6.673,6.674,-0.224,9.9817,-224.8725,20.0115
8,382.064117432,382.059967041,-1.08630738396e-05,7.298,7.298,-0.2588,9.9801,-259.7665,20.0083
9,382.064117432,382.054779053,-2.44419152295e-05,7.611,7.611,-0.2897,9.9795,-290.7834,20.007
10,382.064117432,382.041412354,-5.94274024479e-05,7.987,7.987,-0.3168,9.9807,-317.9232,20.0096
11,382.064117432,382.069976807,1.53361033881e-05,8.36,8.36,-0.349,9.9804,-350.2325,20.0089
12,382.064117432,382.116333008,0.000136667047627,8.67,8.67,-0.3677,9.9727,-368.9719,19.9934
13,382.064117432,382.055908203,-2.14865212911e-05,8.984,8.984,-0.4044,9.9788,-405.8045,20.0057
14,382.064117432,382.025299072,-0.000101601690403,9.233,9.233,-0.437,9.9743,-438.4369,19.9966
15,382.064117432,382.038970947,-6.58174467389e-05,9.483,9.483,-0.467,9.974,-468.4845,19.996
16,382.064117432,382.03112793,-8.63454624778e-05,9.731,9.732,-0.5092,9.9801,-510.8096,20.0083
17,382.064117432,382.036895752,-7.12489854777e-05,9.918,9.918,-0.5337,9.9772,-535.3647,20.0025
18,382.064117432,382.027770996,-9.51317706495e-05,10.107,10.107,-0.5611,10.0027,-562.8276,20.0535
19,382.064117432,382.052185059,-3.1231335015e-05,10.295,10.295,-0.591,9.9765,-592.8752,20.0012
20,382.064117432,382.03036499,-8.8342349045e-05,10.481,10.481,-0.6181,9.9807,-620.015,20.0096
21,382.064117432,382.021087646,-0.00011262451153,10.668,10.668,-0.6452,9.9782,-647.1548,20.0044
22,382.064117432,382.023986816,-0.000105036335299,10.854,10.854,-0.6813,9.9753,-683.3412,19.9986
23,382.064117432,382.007415771,-0.000148408755194,11.041,11.041,-0.7061,9.9759,-708.2194,19.9999
24,382.064117432,381.990844727,-0.00019178117509,11.233,11.233,-0.7451,9.9707,-747.3136,19.9895
25,382.064117432,382.018493652,-0.000119413933135,11.418,11.418,-0.7741,9.9759,-776.392,19.9999
26,382.064117432,382.027587891,-9.56110234256e-05,11.542,11.542,-0.7957,9.9788,-798.0392,20.0057
27,382.064117432,381.987884521,-0.000199529094971,11.729,11.729,-0.8344,9.9772,-836.8104,20.0025
28,382.064117432,381.949981689,-0.000298734521493,11.852,11.853,-0.8547,9.9785,-857.1652,20.005
29,382.064117432,382.002044678,-0.000162466851179,11.979,11.979,-0.8785,9.9727,-881.0741,19.9934
30,382.064117432,381.977722168,-0.00022612765315,12.165,12.165,-0.9108,9.9811,-913.3834,20.0102
31,382.064117432,381.993835449,-0.000183953365195,12.353,12.354,-0.9507,9.9756,-953.4469,19.9992
32,382.064117432,381.957794189,-0.000278286373941,12.476,12.477,-0.9775,9.9769,-980.2637,20.0018
