General : End date,"3/27/2025"
Maximum Load : Time at Maximum Load,"43.20000",s
Maximum Load : Maximum Load,"7964.78223",N
Maximum Load : Compressive stress at Maximum Load,"140.74043",MPa
Maximum Load : Compressive strain (Extension) at Maximum Load,"0.00862",mm/mm
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Test : Rate 1,"1.20000",mm/min

Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","13.43435","0.23739","0.00000"
"0.10000","0.00031","14.81297","0.26175","0.00000"
"0.20000","0.00131","20.37282","0.35999","0.00001"
"0.30000","0.00357","33.71364","0.59573","0.00004"
"0.40000","0.00574","46.01273","0.81306","0.00006"
"0.50000","0.00837","61.27689","1.08278","0.00008"
"0.60000","0.00993","70.04579","1.23773","0.00010"
"0.70000","0.01193","81.04836","1.43215","0.00012"
"0.80000","0.01426","89.44469","1.58052","0.00014"
"0.90000","0.01590","91.61108","1.61880","0.00016"
"1.00000","0.01807","97.27201","1.71883","0.00018"
"1.10000","0.02024","100.14098","1.76953","0.00020"
"1.20000","0.02186","103.84412","1.83496","0.00022"
"1.30000","0.02408","108.98399","1.92578","0.00024"
"1.40000","0.02614","111.23378","1.96554","0.00026"
"1.50000","0.02785","114.30296","2.01977","0.00028"
"1.60000","0.03033","117.99429","2.08500","0.00030"
"1.70000","0.03218","88.44285","1.56282","0.00032"
"1.80000","0.03386","91.81797","1.62246","0.00034"
"1.90000","0.03623","96.26772","1.70108","0.00036"
"2.00000","0.03800","96.59064","1.70679","0.00038"
"2.10000","0.03987","97.08109","1.71546","0.00040"
"2.20000","0.04248","97.53304","1.72344","0.00042"
"2.30000","0.04402","94.11994","1.66313","0.00044"
"2.40000","0.04588","95.53724","1.68818","0.00046"
"2.50000","0.04828","96.78624","1.71025","0.00048"
"2.60000","0.05000","94.96856","1.67813","0.00050"
"2.70000","0.05193","95.96869","1.69580","0.00052"
"2.80000","0.05436","95.86903","1.69404","0.00054"
"2.90000","0.05599","94.63548","1.67224","0.00056"
"3.00000","0.05804","96.22025","1.70024","0.00058"
"3.10000","0.06017","95.56677","1.68870","0.00060"
"3.20000","0.06191","95.27630","1.68356","0.00062"
"3.30000","0.06416","97.22551","1.71801","0.00064"
"3.40000","0.06631","95.25146","1.68313","0.00066"
"3.50000","0.06792","95.04713","1.67952","0.00068"
"3.60000","0.07012","97.05389","1.71498","0.00070"
"3.70000","0.07207","95.93157","1.69514","0.00072"
"3.80000","0.07386","96.06326","1.69747","0.00074"
"3.90000","0.07638","98.33566","1.73762","0.00076"
"4.00000","0.07820","95.74976","1.69193","0.00078"
"4.10000","0.07987","96.21811","1.70021","0.00080"
"4.20000","0.08220","98.23737","1.73589","0.00082"
"4.30000","0.08398","97.30958","1.71949","0.00084"
"4.40000","0.08590","98.06585","1.73286","0.00086"
"4.50000","0.08841","99.28230","1.75435","0.00088"
"4.60000","0.09007","97.86020","1.72922","0.00090"
"4.70000","0.09190","99.08838","1.75093","0.00092"
"4.80000","0.09425","100.51417","1.77612","0.00094"
"4.90000","0.09595","99.65169","1.76088","0.00096"
"5.00000","0.09793","101.19168","1.78809","0.00098"
"5.10000","0.10034","101.34362","1.79078","0.00100"
"5.20000","0.10203","100.74046","1.78012","0.00102"
"5.30000","0.10407","102.52411","1.81164","0.00104"
"5.40000","0.10610","102.39717","1.80939","0.00106"
"5.50000","0.10789","102.67270","1.81426","0.00108"
"5.60000","0.11023","105.26658","1.86010","0.00110"
"5.70000","0.11226","103.74976","1.83329","0.00112"
"5.80000","0.11392","103.91902","1.83628","0.00114"
