"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,337.001495361,337.001495361,0,0,0.00399999999999,-0.0183,9.9765,-18.7393,20.0012
1,337.001495361,336.975372314,-7.75161170168e-05,3.701,3.701,-0.0129,9.9756,-13.2467,19.9992
2,337.001495361,337.019744873,5.4152613302e-05,4.198,4.198,-0.0467,9.9749,-47.1715,19.9979
3,337.001495361,336.982818604,-5.54204016225e-05,4.695,4.695,-0.0812,9.9814,-81.7424,20.0109
4,337.001495361,337.011352539,2.92496551992e-05,5.26,5.26,-0.116,9.9798,-116.6364,20.0076
5,337.001495361,336.978790283,-6.73738177284e-05,5.756,5.756,-0.1299,9.9782,-130.5294,20.0044
6,337.001495361,336.998199463,-9.78007028607e-06,6.629,6.629,-0.1692,9.9824,-169.9467,20.0128
7,337.001495361,337.028717041,8.07761389297e-05,7.444,7.444,-0.1914,9.9807,-192.2401,20.0096
8,337.001495361,337.005065918,1.05950766738e-05,8.252,8.252,-0.2314,9.9778,-232.3036,20.0037
9,337.001495361,337.009246826,2.30012774409e-05,8.938,8.938,-0.2581,9.9724,-259.1203,19.9928
10,337.001495361,337.014709473,3.92108377127e-05,9.687,9.687,-0.2881,9.9753,-289.168,19.9986
11,337.001495361,337.008453369,2.06468157558e-05,10.25,10.25,-0.32,9.9817,-321.1542,20.0115
12,337.001495361,337.002075195,1.72056797965e-06,10.749,10.749,-0.3503,9.9775,-351.5249,20.0031
13,337.001495361,337.008361816,2.03751478693e-05,11.184,11.184,-0.3661,9.9743,-367.3564,19.9966
14,337.001495361,336.951416016,-0.000148602746776,11.748,11.748,-0.4131,9.9762,-414.528,20.0005
15,337.001495361,337.023590088,6.5562693635e-05,12.12,12.12,-0.4425,9.9788,-443.9294,20.0057
16,337.001495361,337.011199951,2.87968741759e-05,12.433,12.433,-0.4628,9.9785,-464.2843,20.005
17,337.001495361,336.998565674,-8.69339601195e-06,12.807,12.807,-0.4921,9.9824,-493.6857,20.0128
18,337.001495361,337.016143799,4.34669818787e-05,13.245,13.245,-0.5317,9.9736,-533.4261,19.9953
19,337.001495361,337.023590088,6.5562693635e-05,13.62,13.62,-0.5582,9.9791,-559.9198,20.0063
20,337.001495361,336.987823486,-4.05691826018e-05,14.056,14.056,-0.5988,10.0017,-600.6295,20.0516
21,337.001495361,337.015533447,4.16558577854e-05,14.429,14.429,-0.6284,9.9724,-630.354,19.9928
22,337.001495361,337.017364502,4.70892300655e-05,14.681,14.681,-0.6558,9.9824,-657.8169,20.0128
23,337.001495361,336.984863281,-4.93531333632e-05,14.991,14.991,-0.6781,9.9798,-680.1103,20.0076
24,337.001495361,336.996551514,-1.46701058839e-05,15.303,15.304,-0.7113,9.982,-713.3889,20.0121
25,337.001495361,337.026794434,7.50710969442e-05,15.553,15.553,-0.7367,9.9846,-738.9132,20.0173
26,337.001495361,336.985473633,-4.75420092698e-05,15.989,15.989,-0.7751,9.9666,-777.3613,19.9811
27,337.001495361,336.990936279,-3.1332448998e-05,16.176,16.177,-0.8102,9.984,-812.5784,20.016
28,337.001495361,336.989624023,-3.52263668901e-05,16.488,16.488,-0.8292,9.9769,-831.6409,20.0018
29,337.001495361,336.985900879,-4.62742245873e-05,16.68,16.68,-0.8582,9.983,-860.7193,20.0141
30,337.001495361,337.026672363,7.47088706703e-05,16.927,16.927,-0.8743,9.9843,-876.8739,20.0167
31,337.001495361,336.99798584,-1.04139644463e-05,17.239,17.239,-0.9262,9.9778,-928.8919,20.0037
32,337.001495361,337.042449951,0.000121526434668,17.49,17.49,-0.961,9.9765,-963.7859,20.0012
33,337.001495361,337.020721436,5.7050412579e-05,17.674,17.675,-0.9823,9.9788,-985.1101,20.0057
34,337.001495361,336.996795654,-1.39456560646e-05,17.863,17.863,-1.0113,9.9801,-1014.1884,20.0083
35,337.001495361,336.994476318,-2.08279288927e-05,18.051,18.051,-1.04,9.9778,-1042.9437,20.0037
36,337.001495361,337.031768799,8.98317593965e-05,18.303,18.303,-1.0787,9.9772,-1081.7149,20.0025
37,337.001495361,336.994262695,-2.1461821234e-05,18.487,18.487,-1.1006,9.9791,-1103.6852,20.0063
38,337.001495361,336.984558105,-5.02586954099e-05,18.672,18.672,-1.128,9.9814,-1131.1481,20.0109
39,337.001495361,337.007415771,1.75679051608e-05,18.924,18.924,-1.1699,9.9785,-1173.1502,20.005
40,337.001495361,336.984954834,-4.90814672958e-05,19.046,19.046,-1.1995,9.9807,-1202.8748,20.0096
41,337.001495361,336.981933594,-5.80465311941e-05,19.236,19.237,-1.2214,9.9727,-1224.8451,19.9934
42,337.001495361,336.979248047,-6.60154764773e-05,19.423,19.423,-1.2533,9.9756,-1256.8313,19.9992
43,337.001495361,337.021636963,5.9767098719e-05,19.547,19.547,-1.274,9.9749,-1277.5093,19.9979
44,337.001495361,337.007415771,1.75679051608e-05,19.733,19.734,-1.3191,9.9788,-1322.7423,20.0057
45,337.001495361,336.994812012,-1.98318102775e-05,19.859,19.859,-1.3388,9.9791,-1342.451,20.0063
46,337.001495361,337.019348145,5.29753815499e-05,20.047,20.047,-1.3703,9.9807,-1374.1141,20.0096
47,337.001495361,337.001159668,-9.96118274088e-07,20.234,20.235,-1.401,9.9817,-1404.808,20.0115
48,337.001495361,336.995361328,-1.82017975021e-05,20.359,20.359,-1.4335,9.9775,-1437.4404,20.0031
49,337.001495361,337.005493164,1.18628631753e-05,20.546,20.547,-1.4799,9.9817,-1483.9658,20.0115
