General : End date,"3/27/2025"
Maximum Load : Time at Maximum Load,"36.80000",s
Maximum Load : Maximum Load,"11285.69141",N
Maximum Load : Compressive stress at Maximum Load,"198.27530",MPa
Maximum Load : Compressive strain (Extension) at Maximum Load,"0.00734",mm/mm
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Test : Rate 1,"1.20000",mm/min

Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","13.67308","0.24022","0.00000"
"0.10000","0.00020","14.16362","0.24884","0.00000"
"0.20000","0.00123","18.05903","0.31727","0.00001"
"0.30000","0.00299","25.75850","0.45254","0.00003"
"0.40000","0.00572","37.93581","0.66648","0.00006"
"0.50000","0.00785","47.74462","0.83881","0.00008"
"0.60000","0.00953","55.66888","0.97803","0.00010"
"0.70000","0.01186","67.25685","1.18162","0.00012"
"0.80000","0.01359","75.36826","1.32412","0.00014"
"0.90000","0.01559","84.93600","1.49222","0.00016"
"1.00000","0.01812","95.36703","1.67548","0.00018"
"1.10000","0.01971","99.09365","1.74095","0.00020"
"1.20000","0.02160","103.51392","1.81861","0.00022"
"1.30000","0.02392","108.72782","1.91021","0.00024"
"1.40000","0.02560","112.85857","1.98278","0.00026"
"1.50000","0.02771","118.47686","2.08149","0.00028"
"1.60000","0.02999","123.46914","2.16920","0.00030"
"1.70000","0.03164","127.75284","2.24446","0.00032"
"1.80000","0.03379","133.61873","2.34751","0.00034"
"1.90000","0.03576","137.77338","2.42050","0.00036"
"2.00000","0.03755","142.69212","2.50692","0.00038"
"2.10000","0.03997","149.58565","2.62803","0.00040"
"2.20000","0.04190","153.79984","2.70207","0.00042"
"2.30000","0.04357","158.25252","2.78030","0.00044"
"2.40000","0.04590","164.88058","2.89674","0.00046"
"2.50000","0.04773","169.16711","2.97205","0.00048"
"2.60000","0.04949","174.23189","3.06103","0.00049"
"2.70000","0.05215","182.10910","3.19943","0.00052"
"2.80000","0.05382","186.01086","3.26798","0.00054"
"2.90000","0.05556","191.48479","3.36415","0.00056"
"3.00000","0.05787","198.35957","3.48493","0.00058"
"3.10000","0.05964","203.16565","3.56936","0.00060"
"3.20000","0.06163","209.55669","3.68165","0.00062"
"3.30000","0.06407","216.44800","3.80272","0.00064"
"3.40000","0.06568","221.16039","3.88551","0.00066"
"3.50000","0.06768","227.88994","4.00374","0.00068"
"3.60000","0.06988","234.02574","4.11154","0.00070"
"3.70000","0.07154","239.34576","4.20500","0.00072"
"3.80000","0.07375","246.95494","4.33869","0.00074"
"3.90000","0.07600","253.22116","4.44877","0.00076"
"4.00000","0.07764","258.38391","4.53948","0.00078"
"4.10000","0.07979","265.79861","4.66974","0.00080"
"4.20000","0.08178","271.56506","4.77105","0.00082"
"4.30000","0.08353","277.64038","4.87779","0.00084"
"4.40000","0.08600","287.03223","5.04279","0.00086"
"4.50000","0.08786","292.46930","5.13832","0.00088"
"4.60000","0.08952","298.92468","5.25173","0.00090"
"4.70000","0.09194","308.23392","5.41528","0.00092"
"4.80000","0.09369","314.02673","5.51705","0.00094"
"4.90000","0.09552","321.28418","5.64456","0.00096"
"5.00000","0.09810","331.50229","5.82408","0.00098"
"5.10000","0.09976","337.28098","5.92560","0.00100"
"5.20000","0.10161","346.28201","6.08374","0.00102"
"5.30000","0.10393","357.37732","6.27867","0.00104"
"5.40000","0.10563","365.40717","6.41974","0.00106"
"5.50000","0.10762","375.77515","6.60189","0.00108"
"5.60000","0.11007","388.24854","6.82103","0.00110"
"5.70000","0.11166","396.05441","6.95817","0.00112"
"5.80000","0.11373","407.93115","7.16683","0.00114"
"5.90000","0.11590","419.25580","7.36579","0.00116"
"6.00000","0.11751","428.43878","7.52713","0.00118"
"6.10000","0.11977","442.51611","7.77445","0.00120"
"6.20000","0.12202","454.97311","7.99330","0.00122"
"6.30000","0.12360","464.42764","8.15941","0.00124"
"6.40000","0.12584","479.02045","8.41578","0.00126"
"6.50000","0.12775","490.21222","8.61241","0.00128"
"6.60000","0.12949","501.38794","8.80875","0.00129"
"6.70000","0.13198","518.63568","9.11177","0.00132"
"6.80000","0.13385","529.69141","9.30601","0.00134"
"6.90000","0.13553","541.27826","9.50957","0.00136"
"7.00000","0.13798","559.12848","9.82318","0.00138"
"7.10000","0.13967","569.97992","10.01383","0.00140"
"7.20000","0.14155","584.02551","10.26059","0.00142"
"7.30000","0.14402","603.80273","10.60805","0.00144"
"7.40000","0.14573","616.72919","10.83515","0.00146"
"7.50000","0.14758","632.84760","11.11833","0.00148"
"7.60000","0.14999","654.57153","11.49999","0.00150"
"7.70000","0.15162","668.60492","11.74654","0.00152"
"7.80000","0.15359","688.05884","12.08832","0.00154"
"7.90000","0.15602","711.80750","12.50556","0.00156"
"8.00000","0.15766","727.30731","12.77787","0.00158"
"8.10000","0.15973","749.50446","13.16784","0.00160"
"8.20000","0.16186","770.90692","13.54386","0.00162"
"8.30000","0.16353","788.39862","13.85116","0.00164"
"8.40000","0.16578","814.70984","14.31342","0.00166"
"8.50000","0.16799","838.30365","14.72793","0.00168"
"8.60000","0.16957","855.73456","15.03417","0.00170"
"8.70000","0.17183","883.92456","15.52944","0.00172"
