"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,350.001434326,350.001434326,0,0,0.004,-0.0074,9.9769,-6.7867,20.0018
1,350.001434326,350.043304443,0.000119628413813,2.909,2.909,-0.037,9.974,-51.372,19.996
2,350.001434326,350.020568848,5.46698356629e-05,3.095,3.095,-0.0525,9.9749,-74.634,19.9979
3,350.001434326,350.047790527,0.000132445740746,3.282,3.282,-0.0802,9.9782,-116.3115,20.0044
4,350.001434326,350.006072998,1.32532941279e-05,3.471,3.472,-0.087,9.9798,-126.4886,20.0076
5,350.001434326,350.002075195,1.83104714324e-06,3.971,3.971,-0.1099,9.9782,-160.8969,20.0044
6,350.001434326,350.025939941,7.00157543179e-05,4.718,4.718,-0.1331,9.9772,-195.7897,20.0025
7,350.001434326,349.971679688,-8.50129072205e-05,5.341,5.341,-0.155,9.9788,-228.7441,20.0057
8,350.001434326,350.018859863,4.97870460094e-05,5.903,5.903,-0.1705,9.9778,-252.006,20.0037
9,350.001434326,349.998046875,-9.67839241639e-06,6.841,6.841,-0.1946,9.9788,-288.3527,20.0057
10,350.001434326,349.970672607,-8.78902646946e-05,7.151,7.151,-0.2033,9.9788,-301.4375,20.0057
11,350.001434326,349.965057373,-0.000103933729406,7.777,7.777,-0.2314,9.9785,-343.5997,20.005
12,350.001434326,349.957946777,-0.000124249636428,8.214,8.214,-0.2594,9.9788,-385.762,20.0057
13,350.001434326,349.966064453,-0.000101056364656,8.462,8.462,-0.2758,9.9759,-410.4777,19.9999
14,350.001434326,349.97366333,-7.93453800725e-05,8.839,8.839,-0.3,9.9762,-446.8245,20.0005
15,350.001434326,349.967681885,-9.64351493167e-05,9.148,9.148,-0.3152,9.9756,-469.6018,19.9992
16,350.001434326,349.932800293,-0.000196096429136,9.399,9.399,-0.3316,9.9795,-494.3175,20.007
17,350.001434326,349.935241699,-0.000189121012227,9.649,9.649,-0.3429,9.9785,-511.2793,20.005
18,350.001434326,349.96496582,-0.000104195307358,9.896,9.896,-0.3638,9.9775,-542.7798,20.0031
19,350.001434326,349.948059082,-0.000152500069817,10.272,10.272,-0.4032,9.9795,-601.9039,20.007
20,350.001434326,349.899810791,-0.000290351774311,10.522,10.524,-0.4135,9.9788,-617.4118,20.0057
