General : End date,"3/27/2025"
Maximum Load : Time at Maximum Load,"44.23900",s
Maximum Load : Maximum Load,"7572.46240",N
Maximum Load : Compressive stress at Maximum Load,"135.95207",MPa
Maximum Load : Compressive strain (Extension) at Maximum Load,"0.00883",mm/mm
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Test : Rate 1,"1.20000",mm/min

Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","13.30240","0.23882","0.00000"
"0.10000","0.00028","13.69055","0.24579","0.00000"
"0.20000","0.00121","15.94898","0.28634","0.00001"
"0.30000","0.00321","20.83568","0.37407","0.00003"
"0.40000","0.00617","28.57301","0.51299","0.00006"
"0.50000","0.00782","32.31959","0.58025","0.00008"
"0.60000","0.00990","37.22766","0.66837","0.00010"
"0.70000","0.01210","41.06591","0.73728","0.00012"
"0.80000","0.01369","42.80333","0.76847","0.00014"
"0.90000","0.01592","45.73878","0.82117","0.00016"
"1.00000","0.01821","47.57062","0.85406","0.00018"
"1.10000","0.01981","48.91569","0.87821","0.00020"
"1.20000","0.02205","51.85059","0.93090","0.00022"
"1.30000","0.02396","53.56563","0.96169","0.00024"
"1.40000","0.02571","55.38410","0.99434","0.00026"
"1.50000","0.02819","58.96856","1.05869","0.00028"
"1.60000","0.03006","60.41601","1.08468","0.00030"
"1.70000","0.03176","62.40390","1.12037","0.00032"
"1.80000","0.03420","66.00804","1.18507","0.00034"
"1.90000","0.03589","67.28841","1.20806","0.00036"
"2.00000","0.03776","69.83589","1.25380","0.00038"
"2.10000","0.04025","73.48448","1.31930","0.00040"
"2.20000","0.04194","74.81579","1.34320","0.00042"
"2.30000","0.04381","77.58717","1.39296","0.00044"
"2.40000","0.04620","80.90491","1.45252","0.00046"
"2.50000","0.04782","82.38583","1.47911","0.00048"
"2.60000","0.04984","85.79566","1.54033","0.00050"
"2.70000","0.05224","88.85783","1.59531","0.00052"
"2.80000","0.05387","90.50916","1.62495","0.00054"
"2.90000","0.05594","94.04082","1.68836","0.00056"
"3.00000","0.05809","96.57339","1.73383","0.00058"
"3.10000","0.05977","98.65813","1.77126","0.00060"
"3.20000","0.06204","102.84917","1.84650","0.00062"
"3.30000","0.06422","105.15092","1.88783","0.00064"
"3.40000","0.06578","107.09193","1.92267","0.00066"
"3.50000","0.06806","111.33005","1.99876","0.00068"
"3.60000","0.07002","113.31264","2.03436","0.00070"
"3.70000","0.07177","115.93073","2.08136","0.00072"
"3.80000","0.07425","120.29026","2.15963","0.00074"
"3.90000","0.07601","121.45758","2.18059","0.00076"
"4.00000","0.07775","123.96989","2.22569","0.00078"
"4.10000","0.08018","127.96859","2.29748","0.00080"
"4.20000","0.08193","129.17998","2.31923","0.00082"
"4.30000","0.08376","131.78186","2.36594","0.00084"
"4.40000","0.08632","135.40871","2.43106","0.00086"
"4.50000","0.08788","136.09836","2.44344","0.00088"
"4.60000","0.08980","138.81187","2.49216","0.00090"
"4.70000","0.09217","141.63126","2.54277","0.00092"
"4.80000","0.09386","142.80544","2.56385","0.00094"
"4.90000","0.09584","145.55327","2.61319","0.00096"
"5.00000","0.09829","148.12888","2.65943","0.00098"
"5.10000","0.09984","148.91487","2.67354","0.00100"
"5.20000","0.10192","152.01491","2.72920","0.00102"
"5.30000","0.10404","153.99477","2.76474","0.00104"
"5.40000","0.10580","155.51535","2.79204","0.00106"
"5.50000","0.10816","159.48210","2.86326","0.00108"
"5.60000","0.11012","160.31030","2.87813","0.00110"
"5.70000","0.11177","162.04713","2.90931","0.00112"
"5.80000","0.11405","165.64455","2.97390","0.00114"
"5.90000","0.11603","167.00926","2.99840","0.00116"
"6.00000","0.11776","168.48820","3.02495","0.00118"
"6.10000","0.12025","172.65068","3.09968","0.00120"
"6.20000","0.12200","172.78535","3.10210","0.00122"
"6.30000","0.12381","174.74181","3.13722","0.00124"
"6.40000","0.12616","177.89308","3.19380","0.00126"
"6.50000","0.12789","178.51750","3.20501","0.00128"
"6.60000","0.12978","180.71130","3.24440","0.00130"
"6.70000","0.13237","184.64409","3.31500","0.00132"
"6.80000","0.13392","184.57111","3.31369","0.00134"
"6.90000","0.13583","187.58549","3.36781","0.00136"
"7.00000","0.13811","190.73468","3.42435","0.00138"
"7.10000","0.13984","192.20306","3.45071","0.00140"
"7.20000","0.14190","195.40367","3.50818","0.00142"
"7.30000","0.14429","198.34973","3.56107","0.00144"
"7.40000","0.14584","199.20039","3.57634","0.00146"
"7.50000","0.14791","202.82899","3.64149","0.00148"
"7.60000","0.14997","204.97729","3.68006","0.00150"
"7.70000","0.15179","207.19388","3.71985","0.00152"
"7.80000","0.15417","211.62883","3.79947","0.00154"
"7.90000","0.15611","213.23900","3.82838","0.00156"
"8.00000","0.15781","216.01631","3.87825","0.00158"
"8.10000","0.16006","221.18195","3.97099","0.00160"
"8.20000","0.16196","223.56004","4.01368","0.00162"
"8.30000","0.16373","226.47878","4.06608","0.00164"
"8.40000","0.16627","232.55937","4.17525","0.00166"
"8.50000","0.16804","234.21841","4.20504","0.00168"
"8.60000","0.16985","237.39420","4.26205","0.00170"
"8.70000","0.17211","242.36638","4.35132","0.00172"
"8.80000","0.17384","244.57266","4.39093","0.00174"
"8.90000","0.17579","248.65331","4.46419","0.00176"
"9.00000","0.17831","254.03462","4.56081","0.00178"
"9.10000","0.17994","255.67961","4.59034","0.00180"
"9.20000","0.18182","259.73642","4.66317","0.00182"
"9.30000","0.18414","264.88559","4.75562","0.00184"
"9.40000","0.18580","267.22601","4.79764","0.00186"
"9.50000","0.18793","272.66467","4.89528","0.00188"
"9.60000","0.19025","276.88120","4.97098","0.00190"
"9.70000","0.19188","279.29651","5.01434","0.00192"
"9.80000","0.19396","284.80786","5.11329","0.00194"
"9.90000","0.19600","288.77649","5.18454","0.00196"
"10.00000","0.19778","292.15997","5.24529","0.00198"
"10.10000","0.20018","299.55875","5.37812","0.00200"
"10.20000","0.20209","302.20398","5.42561","0.00202"
"10.30000","0.20382","305.99158","5.49361","0.00204"
"10.40000","0.20613","312.76859","5.61529","0.00206"
"10.50000","0.20790","315.74152","5.66866","0.00208"
"10.60000","0.20969","320.02194","5.74551","0.00210"
"10.70000","0.21232","328.65906","5.90057","0.00212"
"10.80000","0.21402","330.90079","5.94082","0.00214"
"10.90000","0.21582","335.60880","6.02535","0.00216"
"11.00000","0.21810","342.85538","6.15545","0.00218"
"11.10000","0.21986","346.45966","6.22016","0.00220"
"11.20000","0.22177","352.23892","6.32392","0.00222"
"11.30000","0.22432","360.27414","6.46818","0.00224"
"11.40000","0.22587","362.88959","6.51513","0.00226"
"11.50000","0.22786","369.78329","6.63890","0.00228"
"11.60000","0.23013","376.52402","6.75992","0.00230"
"11.70000","0.23180","380.51321","6.83154","0.00232"
"11.80000","0.23395","388.41843","6.97346","0.00234"
"11.90000","0.23622","394.74017","7.08696","0.00236"
"12.00000","0.23785","398.67093","7.15753","0.00238"
"12.10000","0.24003","406.95938","7.30634","0.00240"
"12.20000","0.24199","412.30298","7.40227","0.00242"
"12.30000","0.24378","417.85971","7.50204","0.00244"
"12.40000","0.24621","427.67416","7.67824","0.00246"
"12.50000","0.24810","431.66693","7.74992","0.00248"
"12.60000","0.24980","436.91928","7.84422","0.00250"
"12.70000","0.25223","446.79181","8.02147","0.00252"
"12.80000","0.25387","450.08240","8.08055","0.00254"
"12.90000","0.25570","456.54712","8.19661","0.00256"
"13.00000","0.25830","467.43835","8.39215","0.00258"
"13.10000","0.26001","470.89761","8.45425","0.00260"
"13.20000","0.26182","477.42822","8.57150","0.00262"
"13.30000","0.26416","486.63943","8.73687","0.00264"
"13.40000","0.26581","490.93091","8.81392","0.00266"
"13.50000","0.26777","498.80035","8.95520","0.00268"
"13.60000","0.27026","508.55075","9.13026","0.00270"
"13.70000","0.27186","512.52081","9.20153","0.00272"
"13.80000","0.27389","521.25806","9.35840","0.00274"
"13.90000","0.27614","529.51147","9.50657","0.00276"
"14.00000","0.27780","534.94446","9.60412","0.00278"
"14.10000","0.27997","545.11121","9.78664","0.00280"
"14.20000","0.28218","553.06934","9.92952","0.00282"
"14.30000","0.28380","558.31000","10.02361","0.00284"
"14.40000","0.28603","569.48877","10.22431","0.00286"
"14.50000","0.28803","576.35004","10.34749","0.00288"
"14.60000","0.28972","582.79230","10.46315","0.00290"
"14.70000","0.29221","595.86737","10.69789","0.00292"
"14.80000","0.29405","601.47198","10.79852","0.00294"
"14.90000","0.29578","608.41779","10.92322","0.00296"
"15.00000","0.29820","620.91113","11.14752","0.00298"
"15.10000","0.29991","626.50061","11.24787","0.00300"
"15.20000","0.30171","634.55292","11.39243","0.00302"
"15.30000","0.30437","648.76001","11.64750","0.00304"
"15.40000","0.30597","653.30176","11.72904","0.00306"
"15.50000","0.30779","662.26776","11.89001","0.00308"
"15.60000","0.31020","674.99719","12.11855","0.00310"
"15.70000","0.31186","681.13409","12.22873","0.00312"
"15.80000","0.31383","691.66174","12.41774","0.00314"
"15.90000","0.31625","703.80750","12.63580","0.00316"
"16.00000","0.31785","710.31946","12.75271","0.00318"
"16.10000","0.31989","722.12201","12.96460","0.00320"
"16.20000","0.32214","733.45312","13.16804","0.00322"
"16.30000","0.32380","740.74182","13.29889","0.00324"
"16.40000","0.32603","754.70190","13.54953","0.00326"
"16.50000","0.32812","764.19556","13.71997","0.00328"
"16.60000","0.32975","772.26746","13.86489","0.00330"
"16.70000","0.33202","786.98285","14.12908","0.00332"
"16.80000","0.33403","796.73145","14.30410","0.00334"
"16.90000","0.33574","805.77936","14.46655","0.00336"
"17.00000","0.33827","823.38312","14.78259","0.00338"
"17.10000","0.34004","830.56500","14.91153","0.00340"
"17.20000","0.34176","840.73981","15.09421","0.00342"
"17.30000","0.34415","857.08453","15.38765","0.00344"
"17.40000","0.34590","865.80475","15.54421","0.00346"
"17.50000","0.34776","877.36212","15.75171","0.00348"
"17.60000","0.35037","895.75928","16.08200","0.00350"
"17.70000","0.35191","902.73291","16.20720","0.00352"
"17.80000","0.35376","915.32355","16.43324","0.00354"
"17.90000","0.35618","932.26831","16.73746","0.00356"
"18.00000","0.35788","941.40765","16.90155","0.00358"
"18.10000","0.35984","955.33392","17.15157","0.00360"
"18.20000","0.36224","971.73499","17.44603","0.00362"
"18.30000","0.36388","981.41302","17.61978","0.00364"
"18.40000","0.36592","996.69073","17.89407","0.00366"
"18.50000","0.36807","1011.02850","18.15148","0.00368"
"18.60000","0.36978","1021.92712","18.34715","0.00370"
"18.70000","0.37209","1040.99426","18.68947","0.00372"
"18.80000","0.37416","1053.34656","18.91124","0.00374"
"18.90000","0.37581","1064.24792","19.10696","0.00376"
"19.00000","0.37803","1082.57397","19.43597","0.00378"
"19.10000","0.37996","1094.85803","19.65652","0.00380"
"19.20000","0.38173","1107.55042","19.88439","0.00382"
"19.30000","0.38430","1129.43872","20.27736","0.00384"
"19.40000","0.38607","1139.40723","20.45633","0.00386"
"19.50000","0.38776","1151.77100","20.67830","0.00388"
"19.60000","0.39007","1171.29431","21.02881","0.00390"
"19.70000","0.39188","1183.31970","21.24471","0.00392"
"19.80000","0.39380","1198.35913","21.51472","0.00394"
"19.90000","0.39630","1219.20398","21.88896","0.00396"
"20.00000","0.39795","1229.59033","22.07543","0.00398"
"20.10000","0.39978","1244.36694","22.34072","0.00400"
"20.20000","0.40215","1264.23755","22.69747","0.00402"
"20.30000","0.40382","1275.58423","22.90118","0.00404"
"20.40000","0.40584","1293.19482","23.21735","0.00406"
"20.50000","0.40822","1312.40833","23.56230","0.00408"
"20.60000","0.40989","1324.19360","23.77389","0.00410"
"20.70000","0.41197","1342.62634","24.10482","0.00412"
"20.80000","0.41399","1357.84009","24.37796","0.00414"
"20.90000","0.41577","1372.17480","24.63532","0.00416"
"21.00000","0.41816","1394.75757","25.04075","0.00418"
"21.10000","0.42013","1408.33484","25.28452","0.00420"
"21.20000","0.42179","1420.98865","25.51169","0.00422"
"21.30000","0.42405","1442.68945","25.90130","0.00424"
"21.40000","0.42598","1456.57422","26.15058","0.00426"
"21.50000","0.42773","1470.87610","26.40735","0.00428"
"21.60000","0.43037","1497.03699","26.87703","0.00430"
"21.70000","0.43205","1507.48975","27.06469","0.00432"
"21.80000","0.43378","1522.04419","27.32599","0.00434"
"21.90000","0.43608","1543.92236","27.71878","0.00436"
"22.00000","0.43787","1557.49768","27.96251","0.00438"
"22.10000","0.43978","1574.50720","28.26789","0.00440"
"22.20000","0.44230","1598.28699","28.69482","0.00442"
"22.30000","0.44391","1609.63611","28.89857","0.00444"
"22.40000","0.44588","1628.00195","29.22830","0.00446"
"22.50000","0.44811","1647.90698","29.58567","0.00448"
"22.60000","0.44977","1660.92444","29.81938","0.00450"
"22.70000","0.45189","1682.03320","30.19835","0.00452"
"22.80000","0.45424","1702.93530","30.57362","0.00454"
"22.90000","0.45586","1715.39648","30.79734","0.00456"
"23.00000","0.45794","1736.08459","31.16876","0.00458"
"23.10000","0.46001","1754.40796","31.49773","0.00460"
"23.20000","0.46176","1769.17188","31.76280","0.00462"
"23.30000","0.46419","1795.22412","32.23053","0.00464"
"23.40000","0.46610","1809.68457","32.49014","0.00466"
"23.50000","0.46775","1824.24890","32.75162","0.00468"
"23.60000","0.47015","1850.22620","33.21800","0.00470"
"23.70000","0.47195","1864.10400","33.46716","0.00472"
"23.80000","0.47371","1880.06384","33.75369","0.00474"
"23.90000","0.47631","1908.53723","34.26489","0.00476"
"24.00000","0.47801","1920.73157","34.48382","0.00478"
"24.10000","0.47982","1937.92773","34.79255","0.00480"
"24.20000","0.48212","1961.60583","35.21766","0.00482"
"24.30000","0.48386","1976.21851","35.48000","0.00484"
"24.40000","0.48581","1995.61365","35.82821","0.00486"
"24.50000","0.48832","2021.84094","36.29908","0.00488"
"24.60000","0.48989","2033.52051","36.50877","0.00490"
"24.70000","0.49190","2054.50610","36.88554","0.00492"
"24.80000","0.49415","2076.66138","37.28330","0.00494"
"24.90000","0.49573","2089.90552","37.52108","0.00496"
"25.00000","0.49792","2114.47974","37.96227","0.00498"
"25.10000","0.50024","2137.49805","38.37553","0.00500"
"25.20000","0.50184","2150.71948","38.61290","0.00502"
"25.30000","0.50401","2175.00879","39.04898","0.00504"
"25.40000","0.50601","2193.92578","39.38861","0.00506"
"25.50000","0.50770","2209.95483","39.67638","0.00508"
"25.60000","0.51016","2239.46606","40.20621","0.00510"
"25.70000","0.51207","2256.32617","40.50891","0.00512"
"25.80000","0.51373","2272.27148","40.79519","0.00514"
"25.90000","0.51618","2301.78955","41.32514","0.00516"
"26.00000","0.51793","2316.67969","41.59247","0.00518"
"26.10000","0.51976","2335.82959","41.93628","0.00520"
"26.20000","0.52227","2365.89771","42.47610","0.00522"
"26.30000","0.52398","2380.65771","42.74110","0.00524"
"26.40000","0.52577","2399.44556","43.07840","0.00526"
"26.50000","0.52822","2428.74805","43.60448","0.00528"
"26.60000","0.52984","2442.66113","43.85427","0.00530"
"26.70000","0.53178","2464.94189","44.25429","0.00532"
"26.80000","0.53428","2494.26294","44.78070","0.00534"
"26.90000","0.53588","2508.40625","45.03463","0.00536"
"27.00000","0.53788","2531.88599","45.45617","0.00538"
"27.10000","0.54012","2556.90649","45.90538","0.00540"
"27.20000","0.54176","2572.74854","46.18980","0.00542"
"27.30000","0.54396","2600.21802","46.68297","0.00544"
"27.40000","0.54625","2625.26245","47.13260","0.00546"
"27.50000","0.54777","2639.34692","47.38547","0.00548"
"27.60000","0.55002","2668.06787","47.90111","0.00550"
"27.70000","0.55205","2689.92993","48.29361","0.00552"
"27.80000","0.55374","2707.64941","48.61174","0.00554"
"27.90000","0.55624","2741.25732","49.21511","0.00556"
"28.00000","0.55804","2758.61548","49.52675","0.00558"
"28.10000","0.55973","2776.87598","49.85460","0.00560"
"28.20000","0.56217","2809.39355","50.43840","0.00562"
"28.30000","0.56396","2826.84668","50.75174","0.00564"
"28.40000","0.56573","2846.71777","51.10850","0.00566"
"28.50000","0.56835","2882.34717","51.74817","0.00568"
"28.60000","0.56991","2896.28003","51.99831","0.00570"
"28.70000","0.57174","2918.43384","52.39605","0.00572"
"28.80000","0.57421","2951.46338","52.98904","0.00574"
"28.90000","0.57587","2968.31030","53.29151","0.00576"
"29.00000","0.57777","2992.04077","53.71755","0.00578"
"29.10000","0.58030","3025.69922","54.32184","0.00580"
"29.20000","0.58185","3040.93579","54.59539","0.00582"
"29.30000","0.58387","3067.61353","55.07434","0.00584"
"29.40000","0.58608","3095.25366","55.57058","0.00586"
"29.50000","0.58778","3114.69165","55.91956","0.00588"
"29.60000","0.59005","3146.23901","56.48595","0.00590"
"29.70000","0.59217","3171.01416","56.93075","0.00592"
"29.80000","0.59375","3188.49243","57.24454","0.00594"
"29.90000","0.59600","3220.25000","57.81470","0.00596"
"30.00000","0.59805","3244.68311","58.25336","0.00598"
"30.10000","0.59974","3264.17017","58.60322","0.00600"
"30.20000","0.60224","3301.25586","59.26904","0.00602"
"30.30000","0.60404","3320.23364","59.60976","0.00604"
"30.40000","0.60579","3341.58496","59.99309","0.00606"
"30.50000","0.60816","3375.23145","60.59716","0.00608"
"30.60000","0.60991","3394.19849","60.93768","0.00610"
"30.70000","0.61175","3417.16187","61.34996","0.00612"
"30.80000","0.61437","3455.34717","62.03551","0.00614"
"30.90000","0.61595","3470.71875","62.31149","0.00616"
"31.00000","0.61780","3494.61987","62.74060","0.00618"
"31.10000","0.62013","3527.29004","63.32714","0.00620"
"31.20000","0.62183","3546.73853","63.67631","0.00622"
"31.30000","0.62381","3573.59155","64.15841","0.00624"
"31.40000","0.62631","3609.05566","64.79512","0.00626"
"31.50000","0.62787","3625.65527","65.09314","0.00628"
"31.60000","0.62985","3654.10376","65.60389","0.00630"
"31.70000","0.63198","3683.32739","66.12856","0.00632"
"31.80000","0.63378","3706.31738","66.54131","0.00634"
"31.90000","0.63612","3743.04395","67.20068","0.00636"
"32.00000","0.63814","3769.04541","67.66749","0.00638"
"32.10000","0.63981","3790.33130","68.04964","0.00640"
"32.20000","0.64200","3824.28174","68.65917","0.00642"
"32.30000","0.64399","3850.62427","69.13211","0.00644"
"32.40000","0.64571","3873.59937","69.54459","0.00646"
"32.50000","0.64824","3915.50220","70.29690","0.00648"
"32.60000","0.65006","3937.92163","70.69941","0.00650"
"32.70000","0.65182","3962.00049","71.13171","0.00652"
"32.80000","0.65412","3998.23926","71.78232","0.00654"
"32.90000","0.65586","4020.68384","72.18527","0.00656"
"33.00000","0.65777","4048.99536","72.69357","0.00658"
"33.10000","0.66034","4091.14917","73.45037","0.00660"
"33.20000","0.66197","4111.48584","73.81549","0.00662"
"33.30000","0.66375","4137.72314","74.28654","0.00664"
"33.40000","0.66619","4178.35107","75.01595","0.00666"
"33.50000","0.66779","4198.47559","75.37726","0.00668"
"33.60000","0.66988","4232.62891","75.99043","0.00670"
"33.70000","0.67231","4271.26221","76.68403","0.00672"
"33.80000","0.67388","4291.65381","77.05013","0.00674"
"33.90000","0.67587","4316.93115","77.50394","0.00676"
"34.00000","0.67803","4348.06445","78.06290","0.00678"
"34.10000","0.67978","4371.80078","78.48904","0.00680"
"34.20000","0.68213","4411.96973","79.21022","0.00682"
"34.30000","0.68412","4439.68457","79.70779","0.00684"
"34.40000","0.68578","4462.44238","80.11638","0.00686"
"34.50000","0.68810","4502.68359","80.83885","0.00688"
"34.60000","0.68991","4527.69678","81.28793","0.00690"
"34.70000","0.69167","4553.91016","81.75854","0.00692"
"34.80000","0.69430","4602.21045","82.62570","0.00694"
"34.90000","0.69606","4625.62207","83.04602","0.00696"
"35.00000","0.69777","4651.18457","83.50496","0.00698"
"35.10000","0.70012","4692.60840","84.24866","0.00700"
"35.20000","0.70188","4717.52393","84.69598","0.00702"
"35.30000","0.70376","4748.15967","85.24600","0.00704"
"35.40000","0.70637","4795.39014","86.09395","0.00706"
"35.50000","0.70786","4813.76855","86.42390","0.00708"
"35.60000","0.70980","4846.85107","87.01785","0.00710"
"35.70000","0.71216","4888.06982","87.75787","0.00712"
"35.80000","0.71382","4911.99268","88.18737","0.00714"
"35.90000","0.71591","4949.15967","88.85465","0.00716"
"36.00000","0.71825","4989.57617","89.58027","0.00718"
"36.10000","0.71981","5011.77930","89.97889","0.00720"
"36.20000","0.72196","5051.29932","90.68842","0.00722"
"36.30000","0.72402","5085.43066","91.30119","0.00724"
"36.40000","0.72578","5113.83252","91.81110","0.00726"
"36.50000","0.72815","5159.40869","92.62935","0.00728"
"36.60000","0.73013","5190.91211","93.19495","0.00730"
"36.70000","0.73177","5216.74463","93.65873","0.00732"
"36.80000","0.73417","5263.72461","94.50219","0.00734"
"36.90000","0.73590","5289.49219","94.96481","0.00736"
"37.00000","0.73769","5320.52197","95.52190","0.00738"
"37.10000","0.74028","5372.08154","96.44757","0.00740"
"37.20000","0.74204","5398.71045","96.92565","0.00742"
"37.30000","0.74379","5428.89404","97.46755","0.00744"
"37.40000","0.74618","5474.96436","98.29468","0.00746"
"37.50000","0.74785","5500.74414","98.75751","0.00748"
"37.60000","0.74976","5535.48535","99.38124","0.00750"
