General : End date,"3/27/2025"
Maximum Load : Time at Maximum Load,,s
Maximum Load : Maximum Load,,N
Maximum Load : Compressive stress at Maximum Load,,MPa
Maximum Load : Compressive strain (Extension) at Maximum Load,,mm/mm
Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Test : Rate 1,"1.20000",mm/min

Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","13.94123","0.26100","0.00000"
"0.10000","0.00028","14.76087","0.27635","0.00000"
"0.20000","0.00110","17.64054","0.33026","0.00001"
"0.30000","0.00381","27.59022","0.51653","0.00004"
"0.40000","0.00578","34.08287","0.63808","0.00006"
"0.50000","0.00807","41.29668","0.77314","0.00008"
"0.60000","0.00996","46.94718","0.87892","0.00010"
"0.70000","0.01175","52.28007","0.97876","0.00012"
"0.80000","0.01433","59.83768","1.12025","0.00014"
"0.90000","0.01609","64.48431","1.20725","0.00016"
"1.00000","0.01777","69.04684","1.29266","0.00018"
"1.10000","0.02013","76.03520","1.42350","0.00020"
"1.20000","0.02186","80.71923","1.51119","0.00022"
"1.30000","0.02385","86.54443","1.62025","0.00024"
"1.40000","0.02637","93.82286","1.75651","0.00026"
"1.50000","0.02799","97.90627","1.83296","0.00028"
"1.60000","0.02984","103.31762","1.93427","0.00030"
"1.70000","0.03215","109.61909","2.05224","0.00032"
"1.80000","0.03386","113.81641","2.13082","0.00034"
"1.90000","0.03595","119.47000","2.23666","0.00036"
"2.00000","0.03823","124.73991","2.33532","0.00038"
"2.10000","0.03993","128.28467","2.40169","0.00040"
"2.20000","0.04204","133.45351","2.49846","0.00042"
"2.30000","0.04401","137.24721","2.56948","0.00044"
"2.40000","0.04581","140.69032","2.63394","0.00046"
"2.50000","0.04828","146.54117","2.74348","0.00048"
"2.60000","0.05014","149.01906","2.78987","0.00050"
"2.70000","0.05184","151.82071","2.84232","0.00052"
"2.80000","0.05414","156.56874","2.93121","0.00054"
"2.90000","0.05598","158.88959","2.97466","0.00056"
"3.00000","0.05777","161.93411","3.03166","0.00058"
"3.10000","0.06041","167.46182","3.13514","0.00060"
"3.20000","0.06206","169.04807","3.16484","0.00062"
"3.30000","0.06385","172.33797","3.22643","0.00064"
"3.40000","0.06613","176.83769","3.31067","0.00066"
"3.50000","0.06792","179.51414","3.36078","0.00068"
"3.60000","0.06986","183.36305","3.43284","0.00070"
"3.70000","0.07233","188.26147","3.52455","0.00072"
"3.80000","0.07394","190.68350","3.56989","0.00074"
"3.90000","0.07595","195.09827","3.65254","0.00076"
"4.00000","0.07814","199.24297","3.73014","0.00078"
"4.10000","0.07981","202.26489","3.78671","0.00080"
"4.20000","0.08200","207.40631","3.88297","0.00082"
"4.30000","0.08426","211.56976","3.96091","0.00084"
"4.40000","0.08591","214.44406","4.01472","0.00086"
"4.50000","0.08804","219.30293","4.10569","0.00088"
"4.60000","0.09005","222.97569","4.17445","0.00090"
"4.70000","0.09179","226.19287","4.23468","0.00092"
"4.80000","0.09429","232.36748","4.35028","0.00094"
"4.90000","0.09613","234.92023","4.39807","0.00096"
"5.00000","0.09782","238.32237","4.46176","0.00098"
"5.10000","0.10021","244.33835","4.57439","0.00100"
"5.20000","0.10198","247.26945","4.62927","0.00102"
"5.30000","0.10376","251.22151","4.70325","0.00104"
"5.40000","0.10637","258.20020","4.83391","0.00106"
"5.50000","0.10804","261.00763","4.88647","0.00108"
"5.60000","0.10987","265.40762","4.96884","0.00110"
"5.70000","0.11218","271.30182","5.07919","0.00112"
"5.80000","0.11391","274.69794","5.14277","0.00114"
"5.90000","0.11589","279.61447","5.23481","0.00116"
"6.00000","0.11835","286.02762","5.35488","0.00118"
"6.10000","0.11993","288.86969","5.40809","0.00120"
"6.20000","0.12201","294.64276","5.51617","0.00122"
"6.30000","0.12418","299.76270","5.61202","0.00124"
"6.40000","0.12578","303.17026","5.67582","0.00126"
"6.50000","0.12799","309.68088","5.79770","0.00128"
"6.60000","0.13026","315.40024","5.90478","0.00130"
"6.70000","0.13189","319.02640","5.97267","0.00132"
"6.80000","0.13410","325.94357","6.10217","0.00134"
"6.90000","0.13603","330.54410","6.18830","0.00136"
"7.00000","0.13776","334.93228","6.27045","0.00138"
"7.10000","0.14026","343.54382","6.43167","0.00140"
"7.20000","0.14211","347.64847","6.50852","0.00142"
"7.30000","0.14381","352.09955","6.59185","0.00144"
"7.40000","0.14627","360.86743","6.75600","0.00146"
"7.50000","0.14796","364.73749","6.82845","0.00148"
"7.60000","0.14979","370.10385","6.92892","0.00150"
"7.70000","0.15232","379.76700","7.10982","0.00152"
"7.80000","0.15401","384.04233","7.18987","0.00154"
"7.90000","0.15584","390.27570","7.30656","0.00156"
"8.00000","0.15826","400.19336","7.49224","0.00158"
"8.10000","0.15987","404.82431","7.57894","0.00160"
"8.20000","0.16186","412.79327","7.72813","0.00162"
"8.30000","0.16431","422.54352","7.91067","0.00164"
"8.40000","0.16592","427.16058","7.99711","0.00166"
"8.50000","0.16796","435.43860","8.15208","0.00168"
"8.60000","0.17016","443.70297","8.30680","0.00170"
"8.70000","0.17180","448.91342","8.40435","0.00172"
