"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,350.035705566,350.035705566,0,0,0.00399999999996,-0.0222,9.9817,-29.0794,20.0115
1,350.035705566,350.07901001,0.000123714358779,3.698,3.698,-0.027,9.9759,-36.3487,19.9999
2,350.035705566,350.046844482,3.18222264468e-05,3.887,3.887,-0.0309,9.9798,-42.1642,20.0076
3,350.035705566,350.065673828,8.56148690218e-05,4.699,4.699,-0.0593,9.9798,-84.811,20.0076
4,350.035705566,350.066436768,8.77944767126e-05,5.635,5.635,-0.0738,9.9804,-106.6191,20.0089
5,350.035705566,350.08114624,0.000129817257402,6.507,6.507,-0.0986,9.9795,-143.935,20.007
6,350.035705566,350.082855225,0.000134699570481,6.756,6.756,-0.1031,9.9775,-150.7198,20.0031
7,350.035705566,350.083984375,0.000137925380841,10.251,10.251,-0.117,9.982,-171.5586,20.0121
8,350.035705566,350.078399658,0.000121970675536,11.063,11.064,-0.1218,9.9798,-178.8279,20.0076
9,350.035705566,350.098968506,0.000180732822628,11.812,11.813,-0.1518,9.9714,-223.8979,19.9908
10,350.035705566,350.065093994,8.39583735797e-05,12.309,12.31,-0.1714,9.9798,-253.4599,20.0076
11,350.035705566,350.085327148,0.000141761483974,12.808,12.809,-0.1991,9.9756,-295.1374,19.9992
12,350.035705566,350.085906982,0.000143417986692,13.37,13.371,-0.2136,9.9756,-316.9455,19.9992
13,350.035705566,350.110076904,0.000212467857637,13.745,13.746,-0.2343,9.982,-347.9614,20.0121
14,350.035705566,350.095428467,0.000170619445271,14.182,14.183,-0.2652,9.9653,-394.4852,19.9786
15,350.035705566,350.10369873,0.000194246371393,14.433,14.433,-0.2813,9.9791,-418.7163,20.0063
16,350.035705566,350.106079102,0.000201046728762,14.682,14.682,-0.3023,9.9772,-450.2168,20.0025
17,350.035705566,350.089233398,0.000152921056724,15.058,15.058,-0.3255,9.9769,-485.1097,20.0018
18,350.035705566,350.091583252,0.000159634248121,15.307,15.307,-0.3442,9.9759,-513.2178,19.9999
19,350.035705566,350.113800049,0.00022310433269,15.556,15.557,-0.3632,9.9759,-541.8106,19.9999
20,350.035705566,350.113220215,0.000221447829972,15.681,15.681,-0.3716,9.9746,-554.4108,19.9973
21,350.035705566,350.053710938,5.1438670198e-05,15.929,15.929,-0.397,9.9817,-592.696,20.0115
22,350.035705566,350.088867188,0.000151874846779,16.116,16.116,-0.4183,9.9801,-624.6811,20.0083
23,350.035705566,350.11630249,0.000230253441259,16.369,16.369,-0.4538,9.9765,-677.9897,20.0012
24,350.035705566,350.127929688,0.000263470603386,16.679,16.679,-0.4744,9.9795,-709.0056,20.007
25,350.035705566,350.128509521,0.000265127106104,16.864,16.865,-0.5018,9.9801,-750.1985,20.0083
26,350.035705566,350.130279541,0.000270183780231,16.99,16.99,-0.5131,9.9788,-767.1604,20.0057
27,350.035705566,350.114746094,0.000225807045354,17.177,17.177,-0.5388,9.9772,-805.9302,20.0025
