"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,286.01574707,286.01574707,0,0,0.00400000000002,-0.0135,9.9775,-15.9946,20.0031
1,286.01574707,285.982116699,-0.000117582232633,3.396,3.396,-0.0312,9.974,-42.6488,19.996
2,286.01574707,285.992889404,-7.99175104476e-05,4.514,4.514,-0.0519,9.9778,-73.6647,20.0037
3,286.01574707,285.970581055,-0.000157914430019,5.83,5.831,-0.0644,9.9785,-92.565,20.005
4,286.01574707,285.988098145,-9.6669245977e-05,6.639,6.639,-0.0876,9.9833,-127.4579,20.0147
5,286.01574707,285.971618652,-0.000154286666657,7.821,7.821,-0.0992,9.9778,-144.9043,20.0037
6,286.01574707,285.956573486,-0.000206889249966,9.072,9.072,-0.1221,9.9811,-179.3125,20.0102
7,286.01574707,285.951660156,-0.000224067785894,10.756,10.756,-0.1502,9.9824,-221.4747,20.0128
8,286.01574707,285.929443359,-0.000301744614262,11.379,11.379,-0.1634,9.9788,-241.3443,20.0057
9,286.01574707,285.894165039,-0.000425088597694,12.251,12.251,-0.1827,9.9791,-270.4217,20.0063
10,286.01574707,285.923583984,-0.000322230800521,13.003,13.003,-0.2069,9.9749,-306.7684,19.9979
11,286.01574707,285.893859863,-0.000426155573223,13.499,13.5,-0.2256,9.9778,-334.8765,20.0037
12,286.01574707,285.90435791,-0.000389451131923,14.063,14.063,-0.2462,9.9791,-365.8924,20.0063
13,286.01574707,285.874328613,-0.000494442880154,14.688,14.688,-0.2736,9.9811,-407.0854,20.0102
14,286.01574707,285.879760742,-0.000475450506201,15.184,15.184,-0.292,9.9811,-434.7089,20.0102
15,286.01574707,285.900726318,-0.000402148318244,15.497,15.497,-0.3094,9.9788,-460.8785,20.0057
16,286.01574707,285.869110107,-0.000512688420713,15.933,15.933,-0.3248,9.9827,-484.1404,20.0134
17,286.01574707,285.868530273,-0.000514715677127,16.434,16.434,-0.36,9.983,-536.9644,20.0141
18,286.01574707,285.86038208,-0.000543204310816,16.87,16.87,-0.3703,9.9698,-552.4723,19.9876
19,286.01574707,285.835144043,-0.000631444330793,17.184,17.184,-0.3928,9.9743,-586.3959,19.9966
20,286.01574707,285.83694458,-0.000625149114057,17.556,17.556,-0.4157,9.9691,-620.8042,19.9863
21,286.01574707,285.855133057,-0.000561556546018,17.997,17.997,-0.4396,9.9795,-656.6663,20.007
22,286.01574707,285.828369141,-0.000655131530948,18.305,18.305,-0.4544,9.9762,-678.9589,20.0005
23,286.01574707,285.828216553,-0.00065566500416,18.493,18.494,-0.4686,9.9765,-700.2824,20.0012
24,286.01574707,285.80657959,-0.000731314532459,18.867,18.868,-0.496,9.9785,-741.4753,20.005
25,286.01574707,285.794952393,-0.000771966879256,19.115,19.115,-0.5092,9.9769,-761.3449,20.0018
26,286.01574707,285.780944824,-0.000820941699203,19.427,19.428,-0.5324,9.9795,-796.2377,20.007
27,286.01574707,285.795715332,-0.000769299396779,19.554,19.554,-0.5411,9.9798,-809.3226,20.0076
28,286.01574707,285.783599854,-0.000811658857856,19.864,19.864,-0.5682,9.9811,-850.0309,20.0102
29,286.01574707,285.75491333,-0.000911955896299,20.115,20.116,-0.5846,9.9769,-874.7467,20.0018
30,286.01574707,285.778594971,-0.00082915747771,20.364,20.364,-0.5985,9.9788,-895.5855,20.0057
31,286.01574707,285.783538818,-0.000811872247141,20.614,20.614,-0.6223,9.9775,-931.4476,20.0031
32,286.01574707,285.765777588,-0.000873971031979,20.865,20.865,-0.6497,9.9801,-972.6406,20.0083
33,286.01574707,285.77432251,-0.000844095367938,21.113,21.113,-0.6694,9.9798,-1002.2026,20.0076
34,286.01574707,285.744415283,-0.000948660308495,21.3,21.3,-0.69,9.9724,-1033.2185,19.9928
35,286.01574707,285.732269287,-0.000991126522422,21.487,21.488,-0.7061,9.9814,-1057.4497,20.0109
36,286.01574707,285.713012695,-0.00105845357757,21.801,21.801,-0.7361,9.9846,-1102.5196,20.0173
