"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,373.876983643,373.876983643,0,0,0.00400000000002,-0.0441,9.9778,-39.721,10.0004
1,373.876983643,373.796539307,-0.000215162581299,3.824,3.824,-0.0454,9.9772,-41.0128,9.9998
2,373.876983643,373.852233887,-6.61975936964e-05,7.63,7.631,-0.0619,9.9759,-57.4826,9.9985
3,373.876983643,373.857147217,-5.30560246261e-05,8.068,8.069,-0.0767,9.9775,-72.3378,10.0001
4,373.876983643,373.859008789,-4.80769194837e-05,8.567,8.567,-0.0938,9.9788,-89.4535,10.0014
5,373.876983643,373.821472168,-0.000148475242895,9.191,9.191,-0.1147,9.9778,-110.4445,10.0004
6,373.876983643,373.789794922,-0.000233201630181,9.814,9.814,-0.1199,9.9769,-115.6115,9.9994
7,373.876983643,373.832763672,-0.000118274117995,10.376,10.376,-0.1337,9.9749,-129.4978,9.9975
8,373.876983643,373.851409912,-6.84014594299e-05,10.939,10.939,-0.1495,9.9772,-145.3218,9.9998
9,373.876983643,373.838012695,-0.000104234677565,11.566,11.566,-0.1676,9.9827,-163.4063,10.0053
10,373.876983643,373.837646484,-0.000105214174255,12.125,12.125,-0.1824,9.9775,-178.2615,10.0001
11,373.876983643,373.82333374,-0.000143496130477,12.624,12.624,-0.1956,9.9775,-191.5019,10.0001
12,373.876983643,373.837524414,-0.000105540675577,13.06,13.06,-0.2136,9.9743,-209.5865,9.9969
13,373.876983643,373.831848145,-0.000120722856082,13.558,13.558,-0.2304,9.9798,-226.3792,10.0023
14,373.876983643,373.843261719,-9.0195237135e-05,13.872,13.872,-0.2401,9.9762,-236.0674,9.9988
15,373.876983643,373.825317383,-0.000138190531288,14.369,14.369,-0.2572,9.9772,-253.1831,9.9998
16,373.876983643,373.804138184,-0.000194838037714,14.81,14.81,-0.2736,9.9782,-269.6529,10.0007
17,373.876983643,373.825469971,-0.000137782408274,15.118,15.118,-0.2836,9.9878,-279.664,10.0104
18,373.876983643,373.820953369,-0.000149862855324,15.43,15.43,-0.2971,9.9772,-293.2274,9.9998
19,373.876983643,373.811950684,-0.000173942127731,15.994,15.994,-0.3297,9.9811,-325.8442,10.0036
20,373.876983643,373.802612305,-0.000198919267859,16.241,16.241,-0.3313,9.9791,-327.4589,10.0017
21,373.876983643,373.705841064,-0.000457751040813,16.68,16.68,-0.3426,9.9746,-338.7617,9.9972
22,373.876983643,373.816467285,-0.000161861680681,16.994,16.994,-0.3616,9.9775,-357.815,10.0001
23,373.876983643,373.823608398,-0.000142761520692,17.243,17.243,-0.3725,9.9762,-368.7949,9.9988
24,373.876983643,373.807617188,-0.000185532830073,17.802,17.802,-0.4006,9.9785,-396.8906,10.0011
25,373.876983643,373.80291748,-0.00019810302183,18.054,18.054,-0.4067,9.9762,-403.0264,9.9988
26,373.876983643,373.731231689,-0.000389839318814,18.362,18.362,-0.4264,9.9795,-422.7256,10.002
27,373.876983643,373.767120361,-0.000293848745059,18.799,18.799,-0.4376,9.9756,-434.0284,9.9981
28,373.876983643,373.770507812,-0.000284788402496,19.05,19.05,-0.448,9.9782,-444.3625,10.0007
29,373.876983643,373.759643555,-0.000313846772769,19.487,19.487,-0.4689,9.9775,-465.3534,10.0001
30,373.876983643,373.768981934,-0.000288869632641,19.799,19.799,-0.484,9.9765,-480.5315,9.9991
31,373.876983643,373.810028076,-0.000179084483534,20.111,20.111,-0.4979,9.9814,-494.4179,10.004
32,373.876983643,373.745269775,-0.00035229200148,20.421,20.421,-0.5121,9.9791,-508.6272,10.0017
33,373.876983643,373.787536621,-0.000239241853706,20.796,20.797,-0.5327,9.9778,-529.2952,10.0004
34,373.876983643,373.745788574,-0.000350904359948,21.045,21.045,-0.5392,9.9798,-535.754,10.0023
35,373.876983643,373.759063721,-0.000315397657687,21.357,21.357,-0.5556,9.972,-552.2238,9.9946
36,373.876983643,373.764404297,-0.000301113323076,21.669,21.669,-0.5678,9.9769,-564.4955,9.9994
37,373.876983643,373.754852295,-0.000326661858708,21.921,21.921,-0.584,9.9759,-580.6424,9.9985
38,373.876983643,373.744903564,-0.000353271490894,22.169,22.169,-0.5952,9.9756,-591.9452,9.9981
39,373.876983643,373.757049561,-0.000320784864016,22.605,22.606,-0.6168,9.9778,-613.5821,10.0004
40,373.876983643,373.755981445,-0.000323641725117,22.855,22.855,-0.631,9.9775,-627.7913,10.0001
41,373.876983643,373.743438721,-0.000357189477654,23.229,23.229,-0.6503,9.9762,-647.1676,9.9988
42,373.876983643,373.738525391,-0.000370331050362,23.479,23.479,-0.6639,9.9795,-660.731,10.002
43,373.876983643,373.745025635,-0.00035294497502,23.791,23.791,-0.6748,9.9795,-671.7109,10.002
44,373.876983643,373.746368408,-0.000349353504134,24.042,24.042,-0.6897,9.9807,-686.5661,10.0033
45,373.876983643,373.745483398,-0.000351720605977,24.352,24.352,-0.6987,9.9759,-695.6084,9.9985
46,373.876983643,373.749542236,-0.000340864527971,24.665,24.666,-0.7209,9.9795,-717.8911,10.002
47,373.876983643,373.748931885,-0.000342497020029,24.976,24.977,-0.7399,9.9798,-736.9444,10.0023
48,373.876983643,373.792175293,-0.000226834905334,25.288,25.288,-0.7532,9.9759,-750.1849,9.9985
49,373.876983643,373.73236084,-0.000386819214327,25.539,25.54,-0.7657,9.9785,-762.7795,10.0011
50,373.876983643,373.718200684,-0.000424693047535,25.912,25.912,-0.7893,9.9814,-786.354,10.004
51,373.876983643,373.749023438,-0.000342252169503,26.1,26.1,-0.7992,9.9749,-796.3651,9.9975
52,373.876983643,373.719055176,-0.000422407552833,26.414,26.415,-0.8102,9.9707,-807.345,9.9933
53,373.876983643,373.753112793,-0.000331314455252,26.724,26.724,-0.8295,9.9791,-826.7213,10.0017
54,373.876983643,373.689819336,-0.000500603986438,26.977,26.977,-0.8418,9.9666,-838.9929,9.9891
55,373.876983643,373.722808838,-0.000412367720855,27.285,27.286,-0.8585,9.9682,-855.7857,9.9907
56,373.876983643,373.74911499,-0.000342007289873,27.537,27.538,-0.8663,9.9765,-863.5362,9.9991
57,373.876983643,373.752349854,-0.000333355070325,27.79,27.79,-0.8837,9.983,-880.9749,10.0056
58,373.876983643,373.678710938,-0.000530315330252,28.096,28.097,-0.9017,9.982,-899.0594,10.0046
59,373.876983643,373.783294678,-0.000250587676419,28.408,28.408,-0.9169,9.9801,-914.2375,10.0027
60,373.876983643,373.702484131,-0.000466729747131,28.722,28.722,-0.9317,9.9765,-929.0927,9.9991
61,373.876983643,373.698852539,-0.000476443092339,28.91,28.911,-0.9411,9.9775,-938.4579,10.0001
62,373.876983643,373.727661133,-0.000399389420636,29.221,29.222,-0.9597,9.9762,-957.1883,9.9988
63,373.876983643,373.738372803,-0.000370739173377,29.596,29.597,-0.9746,9.9788,-972.0435,10.0014
64,373.876983643,373.70123291,-0.000470076367492,29.781,29.782,-0.9839,9.9801,-981.4087,10.0027
65,373.876983643,373.724151611,-0.000408776249969,30.157,30.157,-1.0103,9.9769,-1007.8897,9.9994
66,373.876983643,373.711975098,-0.000441344483988,30.47,30.47,-1.0329,9.9769,-1030.4953,9.9994
67,373.876983643,373.701171875,-0.000470239610877,30.656,30.657,-1.0319,9.9749,-1029.5265,9.9975
68,373.876983643,373.711517334,-0.000442568853032,30.967,30.967,-1.05,9.9785,-1047.6111,10.0011
69,373.876983643,373.719940186,-0.00042004045099,31.218,31.219,-1.0642,9.9804,-1061.8203,10.003
70,373.876983643,373.732025146,-0.000387717096601,31.59,31.591,-1.088,9.9833,-1085.7178,10.0059
71,373.876983643,373.717285156,-0.000427141785622,31.845,31.846,-1.0928,9.9759,-1090.5619,9.9985
72,373.876983643,373.713928223,-0.000436120521044,32.155,32.155,-1.1128,9.9772,-1110.584,9.9998
73,373.876983643,373.707550049,-0.000453180051409,32.404,32.405,-1.1254,9.9775,-1123.1786,10.0001
74,373.876983643,373.721557617,-0.000415714341216,32.655,32.656,-1.1405,9.9782,-1138.3567,10.0007
75,373.876983643,373.739807129,-0.000366902793758,32.966,32.966,-1.1528,9.9762,-1150.6284,9.9988
76,373.876983643,373.724182129,-0.000408694613725,33.279,33.279,-1.166,9.9775,-1163.8689,10.0001
77,373.876983643,373.747680664,-0.000345843640389,33.588,33.588,-1.1789,9.9778,-1176.7864,10.0004
78,373.876983643,373.714660645,-0.000434161513112,33.9,33.9,-1.2095,9.983,-1207.4656,10.0056
79,373.876983643,373.717926025,-0.000425427686423,34.15,34.15,-1.2121,9.974,-1210.0491,9.9965
80,373.876983643,373.720367432,-0.000418897718191,34.527,34.527,-1.234,9.9788,-1232.0089,10.0014
81,373.876983643,373.711547852,-0.000442487216787,34.712,34.712,-1.2411,9.9791,-1239.1135,10.0017
82,373.876983643,373.706665039,-0.000455547182355,34.961,34.961,-1.2492,9.9807,-1247.187,10.0033
83,373.876983643,373.713745117,-0.000436610251199,35.336,35.336,-1.2724,9.972,-1270.4385,9.9946
84,373.876983643,373.67791748,-0.000532437581569,35.585,35.585,-1.2894,9.9791,-1287.5543,10.0017
85,373.876983643,373.76864624,-0.000289767514914,35.961,35.961,-1.3072,9.9785,-1305.3159,10.0011
86,373.876983643,373.73348999,-0.000383799109841,36.209,36.209,-1.3152,9.9772,-1313.3894,9.9998
87,373.876983643,373.722412109,-0.000413428846514,36.457,36.458,-1.3304,9.9759,-1328.5675,9.9985
88,373.876983643,373.722259521,-0.000413836969528,36.77,36.77,-1.3471,9.9753,-1345.3603,9.9978
89,373.876983643,373.718261719,-0.00042452980415,37.145,37.145,-1.3636,9.9795,-1361.8301,10.002
90,373.876983643,373.713500977,-0.000437263253843,37.394,37.394,-1.3774,9.9795,-1375.7165,10.002
91,373.876983643,373.724731445,-0.000407225394156,37.706,37.706,-1.3929,9.9765,-1391.2175,9.9991
92,373.876983643,373.732391357,-0.000386737607187,38.018,38.018,-1.41,9.9753,-1408.3333,9.9978
93,373.876983643,373.719848633,-0.00042028533062,38.394,38.394,-1.4296,9.9782,-1428.0325,10.0007
94,373.876983643,373.694458008,-0.000488197023515,38.643,38.643,-1.4451,9.9775,-1443.5336,10.0001
95,373.876983643,373.728271484,-0.000397756928578,39.019,39.019,-1.4528,9.9782,-1451.2841,10.0007
96,373.876983643,373.71105957,-0.000443793222075,39.268,39.268,-1.469,9.9762,-1467.431,9.9988
97,373.876983643,373.705993652,-0.000457342917798,39.642,39.642,-1.4847,9.9756,-1483.255,9.9981
98,373.876983643,373.735290527,-0.000378983240807,40.017,40.017,-1.5038,9.9733,-1502.3084,9.9959
99,373.876983643,373.697113037,-0.000481095688883,40.202,40.202,-1.5147,9.9801,-1513.2883,10.0027
100,373.876983643,373.715637207,-0.00043154953164,40.515,40.515,-1.5283,9.9801,-1526.8517,10.0027
101,373.876983643,373.771453857,-0.000282258028165,40.889,40.889,-1.5447,9.9795,-1543.3216,10.002
102,373.876983643,373.708679199,-0.000450159946922,41.202,41.202,-1.5618,9.9798,-1560.4373,10.0023
103,373.876983643,373.698791504,-0.000476606335724,41.513,41.513,-1.5721,9.9772,-1570.7713,9.9998
