Specimen properties : Specimen label,"5"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"9.00000",mm
Specimen properties : Width,"10.90000",mm
Specimen properties : Support span,"28.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Monday, April 28, 2025 1:44:10 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00015","41.21854","0.00000","1.96079","0.00002"
"0.10000","0.00071","41.65110","0.00004","1.98136","0.00058"
"0.20000","0.00174","42.11676","0.00011","2.00352","0.00162"
"0.30000","0.00390","43.31620","0.00026","2.06057","0.00377"
"0.40000","0.00556","44.13394","0.00037","2.09947","0.00543"
"0.50000","0.00769","45.20592","0.00052","2.15047","0.00756"
"0.60000","0.00931","45.99687","0.00063","2.18809","0.00918"
"0.70000","0.01071","46.62679","0.00073","2.21806","0.01058"
"0.80000","0.01237","47.49580","0.00084","2.25940","0.01224"
"0.90000","0.01435","48.32993","0.00098","2.29908","0.01423"
"1.00000","0.01569","48.86402","0.00107","2.32449","0.01557"
"1.10000","0.01723","49.67601","0.00118","2.36311","0.01710"
"1.20000","0.01940","50.63363","0.00133","2.40867","0.01927"
"1.30000","0.02097","51.22542","0.00144","2.43682","0.02084"
"1.40000","0.02239","51.79301","0.00153","2.46382","0.02226"
"1.50000","0.02409","52.49328","0.00165","2.49713","0.02396"
"1.60000","0.02597","53.34156","0.00178","2.53748","0.02584"
"1.70000","0.02736","53.81374","0.00188","2.55995","0.02723"
"1.80000","0.02895","54.38412","0.00198","2.58708","0.02882"
"1.90000","0.03118","55.45112","0.00214","2.63784","0.03105"
"2.00000","0.03258","55.86530","0.00223","2.65754","0.03245"
"2.10000","0.03399","56.40163","0.00233","2.68305","0.03386"
"2.20000","0.03584","57.20300","0.00246","2.72118","0.03571"
"2.30000","0.03765","57.77140","0.00258","2.74821","0.03752"
"2.40000","0.03906","58.11920","0.00268","2.76476","0.03893"
"2.50000","0.04063","58.83823","0.00279","2.79896","0.04050"
"2.60000","0.04285","59.73130","0.00294","2.84145","0.04273"
"2.70000","0.04425","60.01937","0.00304","2.85515","0.04413"
"2.80000","0.04566","60.54016","0.00314","2.87993","0.04553"
"2.90000","0.04756","61.27053","0.00327","2.91467","0.04743"
"3.00000","0.04925","61.69287","0.00338","2.93476","0.04912"
"3.10000","0.05070","62.15052","0.00348","2.95653","0.05057"
"3.20000","0.05234","62.78447","0.00360","2.98669","0.05221"
"3.30000","0.05450","63.70852","0.00375","3.03065","0.05437"
"3.40000","0.05587","64.05120","0.00384","3.04695","0.05574"
"3.50000","0.05733","64.48143","0.00394","3.06741","0.05720"
"3.60000","0.05936","65.22272","0.00408","3.10268","0.05924"
"3.70000","0.06089","65.63464","0.00418","3.12227","0.06076"
"3.80000","0.06228","65.98460","0.00428","3.13892","0.06215"
"3.90000","0.06402","66.60267","0.00440","3.16832","0.06389"
"4.00000","0.06617","67.57037","0.00455","3.21436","0.06604"
"4.10000","0.06753","67.73191","0.00464","3.22204","0.06740"
"4.20000","0.06900","68.28039","0.00474","3.24813","0.06887"
"4.30000","0.07100","69.08487","0.00488","3.28640","0.07087"
"4.40000","0.07251","69.37147","0.00499","3.30004","0.07238"
"4.50000","0.07399","69.91946","0.00509","3.32610","0.07386"
