"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,365.689758301,365.689758301,0,0,0.003,-0.048,9.9746,-43.5963,9.9972
1,365.689758301,365.627838135,-0.000169324310264,3.676,3.676,-0.0464,9.9765,-41.9816,9.9991
2,365.689758301,365.617370605,-0.000197948378627,5.111,5.111,-0.0606,9.9762,-56.1909,9.9988
3,365.689758301,365.637908936,-0.000141785116284,6.419,6.419,-0.0818,9.9798,-77.5048,10.0023
4,365.689758301,365.619567871,-0.000191939834622,7.609,7.61,-0.0921,9.9853,-87.8388,10.0078
5,365.689758301,365.62310791,-0.000182259391295,8.916,8.916,-0.1054,9.9785,-101.0793,10.0011
6,365.689758301,365.635162354,-0.000149295810843,10.227,10.228,-0.1247,9.9769,-120.4555,9.9994
7,365.689758301,365.648376465,-0.000113161047921,11.474,11.474,-0.1395,9.9798,-135.3107,10.0023
8,365.689758301,365.625671387,-0.000175249413587,12.286,12.286,-0.1495,9.9778,-145.3218,10.0004
9,365.689758301,365.633544922,-0.000153718763613,13.599,13.599,-0.1698,9.974,-165.6669,9.9965
10,365.689758301,365.622833252,-0.000183010459295,14.531,14.532,-0.1827,9.9795,-178.5844,10.002
11,365.689758301,365.63067627,-0.000161563264555,15.405,15.405,-0.2004,9.9795,-196.346,10.002
12,365.689758301,365.600921631,-0.000242929061642,16.154,16.154,-0.2146,9.9785,-210.5553,10.0011
13,365.689758301,365.568328857,-0.000332055904437,17.028,17.028,-0.2294,9.9778,-225.4104,10.0004
14,365.689758301,365.560394287,-0.000353753450327,17.841,17.841,-0.243,9.9746,-238.9738,9.9972
15,365.689758301,365.52911377,-0.000439291849034,18.775,18.775,-0.2594,9.9804,-255.4437,10.003
16,365.689758301,365.521789551,-0.000459320348455,19.463,19.463,-0.2768,9.9798,-272.8823,10.0023
17,365.689758301,365.521118164,-0.000461156305391,20.087,20.087,-0.2923,9.9759,-288.3833,9.9985
18,365.689758301,365.506774902,-0.000500378780998,20.835,20.835,-0.3016,9.9765,-297.7486,9.9991
19,365.689758301,365.495391846,-0.000531506433617,21.645,21.645,-0.321,9.974,-317.1248,9.9965
20,365.689758301,365.420806885,-0.000735463341698,22.271,22.271,-0.3322,9.9791,-328.4277,10.0017
21,365.689758301,365.453552246,-0.000645919237286,23.021,23.021,-0.3509,9.9778,-347.1581,10.0004
22,365.689758301,365.45993042,-0.000628477777354,23.834,23.834,-0.3625,9.9765,-358.7839,9.9991
23,365.689758301,365.433166504,-0.000701665238012,24.578,24.578,-0.3838,9.9765,-380.0978,9.9991
24,365.689758301,365.409179688,-0.00076725857798,25.139,25.139,-0.3925,9.9775,-388.8171,10.0001
25,365.689758301,365.388824463,-0.000822921167128,25.951,25.951,-0.4061,9.973,-402.3805,9.9956
26,365.689758301,365.344085693,-0.00094526191242,26.637,26.637,-0.4238,9.9753,-420.1421,9.9978
27,365.689758301,365.327911377,-0.000989491585642,27.386,27.386,-0.4389,9.9756,-435.3202,9.9981
28,365.689758301,365.333831787,-0.000973301823251,27.948,27.948,-0.4502,9.9762,-446.623,9.9988
29,365.689758301,365.305023193,-0.00105208065361,28.633,28.633,-0.4689,9.9782,-465.3534,10.0007
30,365.689758301,365.279754639,-0.00112117896788,29.195,29.195,-0.4789,9.9756,-475.3645,9.9981
31,365.689758301,365.277526855,-0.00112727098167,29.945,29.945,-0.4989,9.9795,-495.3867,10.002
32,365.689758301,365.311950684,-0.00103313697036,30.444,30.444,-0.5121,9.9788,-508.6272,10.0014
33,365.689758301,365.256561279,-0.00118460250087,31.194,31.194,-0.5253,9.9849,-521.8676,10.0075
34,365.689758301,365.236419678,-0.00123968091793,31.881,31.881,-0.5395,9.9791,-536.0769,10.0017
35,365.689758301,365.197052002,-0.00134733412415,32.505,32.505,-0.5562,9.9798,-552.8697,10.0023
36,365.689758301,365.233032227,-0.00124894408509,33.252,33.253,-0.5698,9.9811,-566.4331,10.0036
37,365.689758301,365.227264404,-0.00126471661497,33.813,33.813,-0.5888,9.9791,-585.4864,10.0017
38,365.689758301,365.216339111,-0.00129459239542,34.437,34.438,-0.6046,9.9727,-601.3104,9.9952
39,365.689758301,365.156066895,-0.00145941029768,35,35.001,-0.6175,9.9749,-614.2279,9.9975
40,365.689758301,365.183929443,-0.00138321856502,35.625,35.625,-0.6329,9.9753,-629.729,9.9978
41,365.689758301,365.158996582,-0.00145139894448,36.247,36.247,-0.6465,9.9753,-643.2924,9.9978
42,365.689758301,365.153289795,-0.00146700441837,36.746,36.746,-0.6594,9.9791,-656.2099,10.0017
43,365.689758301,365.120330811,-0.00155713269487,37.557,37.558,-0.6835,9.9769,-680.4303,9.9994
44,365.689758301,365.086181641,-0.00165051559452,38.183,38.183,-0.6955,9.9788,-692.379,10.0014
45,365.689758301,365.103637695,-0.0016027810052,38.743,38.743,-0.7093,9.982,-706.2653,10.0046
46,365.689758301,365.067108154,-0.00170267315116,39.245,39.246,-0.7216,9.9769,-718.537,9.9994
47,365.689758301,365.065979004,-0.00170576095115,39.741,39.741,-0.7283,9.9749,-725.3187,9.9975
48,365.689758301,365.043304443,-0.00176776584703,40.554,40.554,-0.7535,9.9795,-750.5079,10.002
49,365.689758301,364.990753174,-0.00191147031728,41.115,41.115,-0.7715,9.9785,-768.5924,10.0011
50,365.689758301,364.99508667,-0.00189962016884,41.552,41.552,-0.7767,9.9753,-773.7594,9.9978
51,365.689758301,364.957214355,-0.00200318428688,42.425,42.425,-0.8012,9.9746,-798.3027,9.9972
52,365.689758301,364.893066406,-0.00217860052362,43.049,43.049,-0.817,9.9753,-814.1267,9.9978
53,365.689758301,364.911743164,-0.00212752772495,43.611,43.611,-0.8357,9.9769,-832.8571,9.9994
54,365.689758301,364.879180908,-0.00221657124348,44.233,44.233,-0.8434,9.9795,-840.6076,10.002
55,365.689758301,364.874755859,-0.00222867168486,44.733,44.734,-0.8498,9.9775,-847.0664,10.0001
56,365.689758301,364.843566895,-0.00231395987794,45.42,45.42,-0.8682,9.9788,-865.4739,10.0014
57,365.689758301,364.813812256,-0.00239532557316,46.106,46.106,-0.8879,9.9778,-885.1731,10.0004
58,365.689758301,364.795959473,-0.00244414503686,46.545,46.545,-0.904,9.9814,-901.32,10.004
59,365.689758301,364.77243042,-0.00250848662108,47.416,47.416,-0.9211,9.9765,-918.4357,9.9991
60,365.689758301,364.728607178,-0.00262832385488,47.855,47.855,-0.9298,9.9782,-927.1551,10.0007
61,365.689758301,364.698150635,-0.00271160900593,48.666,48.666,-0.952,9.9772,-949.4378,9.9998
62,365.689758301,364.690643311,-0.00273213838227,49.288,49.288,-0.9646,9.9785,-962.0324,10.0011
63,365.689758301,364.6690979,-0.00279105547816,49.849,49.849,-0.9749,9.9759,-972.3664,9.9985
64,365.689758301,364.647796631,-0.00284930504858,50.604,50.604,-0.9926,9.9756,-990.128,9.9981
65,365.689758301,364.634979248,-0.00288435490802,50.972,50.972,-1.0074,9.9791,-1004.9832,10.0017
66,365.689758301,364.571563721,-0.00305776833557,51.722,51.723,-1.0226,9.9775,-1020.1613,10.0001
67,365.689758301,364.560058594,-0.00308922980912,52.41,52.41,-1.0306,9.9753,-1028.2348,9.9978
68,365.689758301,364.510681152,-0.00322425528429,53.221,53.222,-1.0568,9.9775,-1054.3928,10.0001
69,365.689758301,364.515594482,-0.00321081955917,53.782,53.782,-1.069,9.9749,-1066.6644,9.9975
70,365.689758301,364.446685791,-0.00339925428852,54.531,54.531,-1.0858,9.9759,-1083.4572,9.9985
71,365.689758301,364.432098389,-0.00343914446421,55.219,55.219,-1.099,9.9785,-1096.6977,10.0011
72,365.689758301,364.430450439,-0.00344365090132,55.902,55.903,-1.1154,9.9788,-1113.1675,10.0014
73,365.689758301,364.336639404,-0.00370018254034,56.526,56.526,-1.126,9.9804,-1123.8245,10.003
74,365.689758301,364.357757568,-0.00364243378863,57.277,57.277,-1.1434,9.9827,-1141.2632,10.0053
75,365.689758301,364.324279785,-0.00373398070224,57.963,57.963,-1.1576,9.9743,-1155.4725,9.9969
76,365.689758301,364.290649414,-0.00382594484836,58.649,58.649,-1.1705,9.9759,-1168.39,9.9985
77,365.689758301,364.231903076,-0.00398659007624,59.461,59.461,-1.1899,9.9772,-1187.7663,9.9998
78,365.689758301,364.200866699,-0.0040714610368,60.083,60.084,-1.2024,9.9807,-1200.3609,10.0033
79,365.689758301,364.129119873,-0.00426765671,60.894,60.895,-1.2179,9.9782,-1215.8619,10.0007
80,365.689758301,364.092285156,-0.0043683834374,61.644,61.644,-1.2363,9.9782,-1234.2694,10.0007
81,365.689758301,364.052276611,-0.00447778915986,62.267,62.268,-1.2459,9.9753,-1243.9576,9.9978
82,365.689758301,364.087036133,-0.00438273744658,63.017,63.017,-1.2624,9.9769,-1260.4274,9.9994
83,365.689758301,363.942352295,-0.00477838376537,63.765,63.765,-1.2743,9.9769,-1272.3762,9.9994
84,365.689758301,363.959564209,-0.00473131658509,64.639,64.639,-1.2943,9.9801,-1292.3984,10.0027
85,365.689758301,363.899719238,-0.0048949662596,65.265,65.265,-1.3049,9.9759,-1303.0553,9.9985
86,365.689758301,363.869140625,-0.00497858552262,66.261,66.261,-1.323,9.9749,-1321.1399,9.9975
87,365.689758301,363.811004639,-0.00513756182045,67.011,67.011,-1.3365,9.9772,-1334.7033,9.9998
88,365.689758301,363.728668213,-0.00536271557212,67.821,67.822,-1.3475,9.9788,-1345.6832,10.0014
89,365.689758301,363.7159729,-0.00539743155241,68.447,68.447,-1.3636,9.9782,-1361.8301,10.0007
90,365.689758301,363.645751953,-0.00558945490047,69.445,69.445,-1.3807,9.9772,-1378.9459,9.9998
91,365.689758301,363.603912354,-0.0057038674131,70.441,70.441,-1.4032,9.9804,-1401.5516,10.003
92,365.689758301,363.538421631,-0.00588295562193,71.317,71.318,-1.4109,9.9772,-1409.3021,9.9998
93,365.689758301,363.509368896,-0.00596240209416,71.692,71.693,-1.4184,9.9778,-1416.7297,10.0004
94,365.689758301,363.375091553,-0.00632959138602,73.125,73.126,-1.4432,9.9795,-1441.5959,10.002
95,365.689758301,363.396087646,-0.00627217628062,73.936,73.937,-1.457,9.9707,-1455.4823,9.9933
96,365.689758301,363.314117432,-0.00649632886052,74.998,74.999,-1.4725,9.9765,-1470.9833,9.9991
97,365.689758301,363.224456787,-0.00674151116982,75.935,75.936,-1.4886,9.9762,-1487.1303,9.9988
98,365.689758301,363.166015625,-0.00690132193267,76.931,76.931,-1.5012,9.9775,-1499.7249,10.0001
99,365.689758301,363.098968506,-0.00708466582,78.056,78.056,-1.517,9.9769,-1515.5488,9.9994
100,365.689758301,363.048400879,-0.00722294626758,79.053,79.053,-1.5302,9.9765,-1528.7893,9.9991
101,365.689758301,362.948577881,-0.00749591784552,79.991,79.991,-1.5479,9.9814,-1546.5509,10.004
102,365.689758301,362.856903076,-0.00774660799652,81.112,81.112,-1.5627,9.9769,-1561.4061,9.9994
103,365.689758301,362.812835693,-0.00786711275578,82.11,82.11,-1.5776,9.9759,-1576.2613,9.9985
104,365.689758301,362.763183594,-0.00800288934261,83.422,83.422,-1.5937,9.9801,-1592.4082,10.0027
105,365.689758301,362.693908691,-0.00819232594222,84.358,84.358,-1.6066,9.9817,-1605.3258,10.0043
106,365.689758301,362.556213379,-0.00856886152178,85.485,85.485,-1.615,9.973,-1613.7222,9.9956
107,365.689758301,362.45111084,-0.00885627046227,86.977,86.977,-1.6285,9.9772,-1627.2856,9.9998
108,365.689758301,362.354919434,-0.0091193113476,88.165,88.165,-1.6488,9.9775,-1647.6307,10.0001
109,365.689758301,362.25668335,-0.00938794389367,89.413,89.413,-1.6639,9.9785,-1662.8088,10.0011
110,365.689758301,362.07421875,-0.00988690368831,91.035,91.035,-1.6775,9.9749,-1676.3723,9.9975
111,365.689758301,361.990905762,-0.0101147284731,92.47,92.47,-1.6975,9.9788,-1696.3945,10.0014
112,365.689758301,361.841217041,-0.0105240605772,93.842,93.843,-1.7123,9.9775,-1711.2496,10.0001
113,365.689758301,361.74017334,-0.0108003709465,95.463,95.464,-1.7265,9.9691,-1725.4589,9.9917
114,365.689758301,361.654327393,-0.011035121046,96.774,96.775,-1.7423,9.9782,-1741.2829,10.0007
115,365.689758301,361.586242676,-0.0112213026732,97.835,97.835,-1.75,9.9798,-1749.0335,10.0023
116,365.689758301,361.329437256,-0.0119235524908,100.331,100.331,-1.7697,9.9769,-1768.7327,9.9994
117,365.689758301,361.17980957,-0.0123327178881,102.018,102.018,-1.7864,9.9769,-1785.5255,9.9994
118,365.689758301,361.023864746,-0.0127591583878,103.825,103.825,-1.8028,9.9775,-1801.9954,10.0001
119,365.689758301,360.868164062,-0.0131849311292,105.448,105.448,-1.818,9.9772,-1817.1735,9.9998
120,365.689758301,360.664001465,-0.0137432254851,107.385,107.385,-1.8261,9.9759,-1825.247,9.9985
121,365.689758301,360.426544189,-0.0143925659359,109.819,109.819,-1.846,9.9811,-1845.2692,10.0036
122,365.689758301,360.273071289,-0.0148122468963,111.376,111.376,-1.8583,9.9775,-1857.5409,10.0001
123,365.689758301,359.964904785,-0.0156549457461,114.31,114.31,-1.8741,9.9749,-1873.3649,9.9975
124,365.689758301,359.779754639,-0.0161612499505,115.995,115.995,-1.8886,9.982,-1887.8971,10.0046
125,365.689758301,359.514343262,-0.0168870333582,118.677,118.678,-1.9034,9.9746,-1902.7523,9.9972
126,365.689758301,359.273864746,-0.0175446365029,121.234,121.235,-1.9198,9.9772,-1919.2222,9.9998
127,365.689758301,359.051605225,-0.0181524176151,123.295,123.296,-1.9363,9.9782,-1935.692,10.0007
128,365.689758301,358.732910156,-0.0190239083022,126.228,126.228,-1.9488,9.9704,-1948.2867,9.993
129,365.689758301,358.415039062,-0.0198931451887,129.347,129.347,-1.9601,9.9778,-1959.5895,10.0004
130,365.689758301,358.067901611,-0.0208424124867,132.405,132.405,-1.9798,9.9785,-1979.2888,10.0011
131,365.689758301,357.780914307,-0.0216271951795,134.901,134.901,-1.9833,9.9759,-1982.8411,9.9985
132,365.689758301,357.296081543,-0.0229529999197,138.956,138.957,-2.0036,9.9804,-2003.1862,10.003
133,365.689758301,357.105041504,-0.0234754085541,140.518,140.518,-2.0133,9.9769,-2012.8744,9.9994
134,365.689758301,356.607421875,-0.024836178869,144.574,144.575,-2.022,9.9782,-2021.5938,10.0007
135,365.689758301,356.526885986,-0.0250564087182,145.073,145.073,-2.0246,9.9791,-2024.1773,10.0017
136,365.689758301,356.011169434,-0.0264666657895,149.129,149.129,-2.0323,9.9753,-2031.9278,9.9978
