Specimen properties : Specimen label,"8"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"8.50000",mm
Specimen properties : Width,"9.80000",mm
Specimen properties : Support span,"28.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Monday, April 28, 2025 3:41:27 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00009","26.93951","0.00000","1.59799","0.00002"
"0.10000","0.00056","27.37507","0.00003","1.62383","0.00049"
"0.20000","0.00120","28.10001","0.00007","1.66683","0.00113"
"0.30000","0.00332","30.45607","0.00021","1.80659","0.00325"
"0.40000","0.00511","32.47497","0.00033","1.92635","0.00504"
"0.50000","0.00727","34.90469","0.00047","2.07047","0.00720"
"0.60000","0.00894","36.77213","0.00058","2.18124","0.00887"
"0.70000","0.01035","38.24244","0.00067","2.26846","0.01028"
"0.80000","0.01192","40.03872","0.00077","2.37501","0.01185"
"0.90000","0.01399","42.47462","0.00091","2.51950","0.01392"
"1.00000","0.01534","43.72028","0.00099","2.59339","0.01527"
"1.10000","0.01686","45.49561","0.00109","2.69870","0.01679"
"1.20000","0.01898","47.92202","0.00123","2.84263","0.01891"
"1.30000","0.02057","49.62571","0.00133","2.94369","0.02050"
"1.40000","0.02199","51.17170","0.00143","3.03540","0.02192"
"1.50000","0.02374","53.16187","0.00154","3.15345","0.02366"
"1.60000","0.02553","55.27959","0.00166","3.27907","0.02546"
"1.70000","0.02697","56.75786","0.00175","3.36675","0.02689"
"1.80000","0.02857","58.59362","0.00185","3.47565","0.02849"
"1.90000","0.03074","61.20436","0.00200","3.63051","0.03067"
"2.00000","0.03223","62.69219","0.00209","3.71877","0.03216"
"2.10000","0.03364","64.21088","0.00218","3.80885","0.03356"
"2.20000","0.03538","66.26846","0.00230","3.93090","0.03531"
"2.30000","0.03727","68.52739","0.00242","4.06490","0.03720"
"2.40000","0.03865","69.96722","0.00251","4.15030","0.03858"
"2.50000","0.04022","71.72537","0.00261","4.25459","0.04015"
"2.60000","0.04251","74.60456","0.00276","4.42538","0.04244"
"2.70000","0.04388","75.92165","0.00285","4.50351","0.04380"
"2.80000","0.04529","77.38689","0.00294","4.59042","0.04521"
"2.90000","0.04711","79.48991","0.00306","4.71517","0.04703"
"3.00000","0.04883","81.35878","0.00317","4.82603","0.04875"
"3.10000","0.05030","82.85967","0.00327","4.91506","0.05023"
"3.20000","0.05198","84.66839","0.00338","5.02235","0.05191"
"3.30000","0.05412","87.15413","0.00352","5.16980","0.05405"
"3.40000","0.05548","88.26444","0.00360","5.23566","0.05540"
"3.50000","0.05693","89.69260","0.00370","5.32037","0.05685"
"3.60000","0.05888","92.04720","0.00383","5.46004","0.05881"
"3.70000","0.06045","93.39227","0.00393","5.53983","0.06038"
"3.80000","0.06189","94.82173","0.00402","5.62462","0.06182"
"3.90000","0.06361","96.74930","0.00413","5.73896","0.06354"
"4.00000","0.06576","99.24695","0.00427","5.88712","0.06569"
"4.10000","0.06713","100.38420","0.00436","5.95457","0.06705"
"4.20000","0.06862","101.82144","0.00446","6.03983","0.06855"
"4.30000","0.07055","103.96219","0.00458","6.16681","0.07047"
"4.40000","0.07212","105.47807","0.00469","6.25673","0.07205"
"4.50000","0.07358","106.92132","0.00478","6.34234","0.07351"
"4.60000","0.07537","108.86331","0.00490","6.45754","0.07529"
"4.70000","0.07743","111.10915","0.00503","6.59075","0.07736"
"4.80000","0.07871","112.08339","0.00512","6.64854","0.07864"
"4.90000","0.08026","113.64807","0.00522","6.74136","0.08019"
"5.00000","0.08232","116.11455","0.00535","6.88766","0.08224"
"5.10000","0.08377","117.28823","0.00544","6.95728","0.08369"
"5.20000","0.08522","118.68369","0.00554","7.04006","0.08515"
"5.30000","0.08712","120.79724","0.00566","7.16543","0.08705"
"5.40000","0.08907","122.87768","0.00579","7.28884","0.08900"
"5.50000","0.09038","124.03268","0.00587","7.35735","0.09031"
"5.60000","0.09197","125.58542","0.00598","7.44946","0.09190"
"5.70000","0.09397","127.95280","0.00611","7.58988","0.09390"
"5.80000","0.09541","129.36583","0.00620","7.67370","0.09533"
"5.90000","0.09692","130.70998","0.00630","7.75343","0.09685"
"6.00000","0.09890","133.24046","0.00643","7.90354","0.09883"
"6.10000","0.10067","134.91280","0.00654","8.00274","0.10060"
"6.20000","0.10202","136.10413","0.00663","8.07340","0.10194"
"6.30000","0.10365","137.93040","0.00674","8.18173","0.10358"
"6.40000","0.10574","140.33081","0.00687","8.32412","0.10567"
"6.50000","0.10700","141.40387","0.00696","8.38777","0.10693"
"6.60000","0.10850","142.77710","0.00705","8.46923","0.10843"
"6.70000","0.11060","145.55582","0.00719","8.63406","0.11052"
"6.80000","0.11231","147.18150","0.00730","8.73049","0.11224"
"6.90000","0.11367","148.40656","0.00739","8.80316","0.11360"
"7.00000","0.11537","150.16936","0.00750","8.90772","0.11529"
"7.10000","0.11727","152.33684","0.00762","9.03629","0.11720"
"7.20000","0.11867","153.67371","0.00771","9.11559","0.11859"
"7.30000","0.12018","155.20534","0.00781","9.20645","0.12011"
"7.40000","0.12234","157.87117","0.00795","9.36458","0.12227"
"7.50000","0.12391","159.46603","0.00806","9.45918","0.12384"
"7.60000","0.12528","160.66774","0.00815","9.53046","0.12521"
"7.70000","0.12705","162.60417","0.00826","9.64533","0.12698"
"7.80000","0.12900","165.05728","0.00839","9.79084","0.12893"
"7.90000","0.13033","166.10907","0.00847","9.85323","0.13026"
"8.00000","0.13191","167.59976","0.00858","9.94166","0.13184"
"8.10000","0.13402","170.48320","0.00871","10.11270","0.13395"
"8.20000","0.13553","171.72864","0.00881","10.18657","0.13546"
"8.30000","0.13692","173.07910","0.00890","10.26668","0.13685"
"8.40000","0.13877","175.39159","0.00902","10.40385","0.13870"
"8.50000","0.14064","177.39749","0.00914","10.52284","0.14057"
"8.60000","0.14199","178.66846","0.00923","10.59823","0.14191"
"8.70000","0.14358","180.36865","0.00934","10.69908","0.14350"
"8.80000","0.14575","183.26631","0.00948","10.87096","0.14567"
"8.90000","0.14716","184.33241","0.00957","10.93420","0.14709"
"9.00000","0.14860","185.87677","0.00966","11.02581","0.14853"
"9.10000","0.15053","188.16728","0.00979","11.16168","0.15046"
"9.20000","0.15220","189.92216","0.00990","11.26577","0.15213"
"9.30000","0.15362","191.27553","0.00999","11.34605","0.15354"
"9.40000","0.15523","192.99815","0.01009","11.44823","0.15516"
"9.50000","0.15750","196.13892","0.01024","11.63454","0.15743"
"9.60000","0.15881","197.05910","0.01033","11.68912","0.15874"
"9.70000","0.16024","198.56572","0.01042","11.77849","0.16017"
"9.80000","0.16219","201.01064","0.01055","11.92352","0.16212"
"9.90000","0.16387","202.80446","0.01065","12.02992","0.16379"
"10.00000","0.16529","203.94348","0.01075","12.09749","0.16521"
"10.10000","0.16699","205.98822","0.01086","12.21878","0.16692"
"10.20000","0.16906","208.63440","0.01099","12.37574","0.16899"
"10.30000","0.17041","209.90265","0.01108","12.45097","0.17034"
"10.40000","0.17191","211.19254","0.01118","12.52749","0.17184"
"10.50000","0.17396","214.01590","0.01131","12.69496","0.17389"
"10.60000","0.17550","215.49384","0.01141","12.78263","0.17543"
"10.70000","0.17692","216.72314","0.01150","12.85555","0.17685"
"10.80000","0.17872","218.90523","0.01162","12.98499","0.17864"
"10.90000","0.18075","221.45503","0.01175","13.13624","0.18068"
"11.00000","0.18204","222.42491","0.01184","13.19377","0.18196"
"11.10000","0.18357","224.09088","0.01194","13.29259","0.18350"
"11.20000","0.18561","226.68236","0.01207","13.44631","0.18554"
"11.30000","0.18715","228.07135","0.01217","13.52870","0.18707"
"11.40000","0.18860","229.45705","0.01226","13.61090","0.18852"
"11.50000","0.19045","231.71214","0.01238","13.74467","0.19038"
"11.60000","0.19239","234.12944","0.01251","13.88805","0.19232"
"11.70000","0.19368","235.09387","0.01259","13.94526","0.19361"
"11.80000","0.19525","236.79942","0.01270","14.04643","0.19517"
"11.90000","0.19731","239.58092","0.01283","14.21142","0.19724"
"12.00000","0.19875","240.87704","0.01292","14.28831","0.19868"
"12.10000","0.20024","242.25917","0.01302","14.37029","0.20016"
"12.20000","0.20225","244.99504","0.01315","14.53258","0.20218"
"12.30000","0.20398","246.79082","0.01326","14.63910","0.20391"
"12.40000","0.20533","247.76373","0.01335","14.69681","0.20526"
"12.50000","0.20694","249.49812","0.01346","14.79969","0.20686"
"12.60000","0.20901","252.48099","0.01359","14.97663","0.20894"
"12.70000","0.21043","253.56694","0.01368","15.04104","0.21036"
"12.80000","0.21188","255.00272","0.01378","15.12621","0.21181"
"12.90000","0.21396","257.80759","0.01391","15.29259","0.21389"
"13.00000","0.21558","259.47076","0.01402","15.39125","0.21550"
"13.10000","0.21700","260.77243","0.01411","15.46846","0.21692"
"13.20000","0.21870","262.78131","0.01422","15.58762","0.21863"
"13.30000","0.22062","265.22754","0.01435","15.73273","0.22055"
"13.40000","0.22204","266.56635","0.01444","15.81214","0.22197"
"13.50000","0.22356","267.88937","0.01454","15.89062","0.22349"
"13.60000","0.22572","271.17987","0.01468","16.08581","0.22564"
"13.70000","0.22725","272.48080","0.01478","16.16297","0.22718"
"13.80000","0.22865","273.78226","0.01487","16.24017","0.22858"
"13.90000","0.23036","275.87564","0.01498","16.36435","0.23029"
"14.00000","0.23226","278.24753","0.01510","16.50504","0.23219"
"14.10000","0.23369","279.43777","0.01520","16.57565","0.23361"
"14.20000","0.23522","281.06949","0.01530","16.67244","0.23515"
"14.30000","0.23742","284.19144","0.01544","16.85762","0.23735"
"14.40000","0.23888","285.53741","0.01553","16.93746","0.23881"
"14.50000","0.24028","286.80692","0.01563","17.01277","0.24021"
"14.60000","0.24205","289.01462","0.01574","17.14372","0.24197"
"14.70000","0.24382","291.07462","0.01586","17.26592","0.24375"
"14.80000","0.24532","292.55307","0.01595","17.35362","0.24524"
"14.90000","0.24695","294.38821","0.01606","17.46247","0.24688"
"15.00000","0.24911","297.54831","0.01620","17.64992","0.24903"
"15.10000","0.25050","298.59479","0.01629","17.71200","0.25043"
"15.20000","0.25195","300.00388","0.01638","17.79558","0.25188"
"15.30000","0.25377","302.30173","0.01650","17.93189","0.25370"
"15.40000","0.25555","304.45792","0.01662","18.05979","0.25548"
"15.50000","0.25695","305.65826","0.01671","18.13099","0.25688"
"15.60000","0.25860","307.55014","0.01682","18.24321","0.25852"
"15.70000","0.26077","310.63867","0.01696","18.42642","0.26069"
"15.80000","0.26216","311.79010","0.01705","18.49472","0.26209"
"15.90000","0.26366","313.34695","0.01715","18.58707","0.26359"
"16.00000","0.26555","315.89871","0.01727","18.73843","0.26548"
"16.10000","0.26709","317.45251","0.01737","18.83060","0.26702"
"16.20000","0.26860","318.98721","0.01747","18.92163","0.26853"
"16.30000","0.27039","321.25696","0.01758","19.05627","0.27032"
"16.40000","0.27240","323.87543","0.01771","19.21159","0.27232"
"16.50000","0.27380","325.09808","0.01781","19.28412","0.27373"
"16.60000","0.27524","326.42606","0.01790","19.36289","0.27517"
