Specimen properties : Specimen label,"4"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"8.10000",mm
Specimen properties : Width,"11.10000",mm
Specimen properties : Support span,"28.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Monday, April 28, 2025 3:03:24 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00007","21.59181","0.00000","1.24522","0.00001"
"0.10000","0.00050","22.12017","0.00003","1.27569","0.00044"
"0.20000","0.00104","22.61580","0.00006","1.30427","0.00098"
"0.30000","0.00327","24.90703","0.00020","1.43641","0.00321"
"0.40000","0.00518","26.89194","0.00032","1.55088","0.00512"
"0.50000","0.00673","28.37543","0.00041","1.63644","0.00667"
"0.60000","0.00886","30.77445","0.00055","1.77479","0.00880"
"0.70000","0.01048","32.32769","0.00065","1.86437","0.01041"
"0.80000","0.01187","33.67347","0.00073","1.94198","0.01181"
"0.90000","0.01352","35.48764","0.00083","2.04660","0.01346"
"1.00000","0.01550","37.48844","0.00096","2.16199","0.01544"
"1.10000","0.01688","38.79942","0.00104","2.23759","0.01682"
"1.20000","0.01840","40.37530","0.00114","2.32848","0.01834"
"1.30000","0.02059","42.75399","0.00127","2.46566","0.02053"
"1.40000","0.02214","44.23672","0.00137","2.55117","0.02208"
"1.50000","0.02349","45.68501","0.00145","2.63469","0.02343"
"1.60000","0.02518","47.32467","0.00156","2.72925","0.02512"
"1.70000","0.02706","49.27989","0.00167","2.84201","0.02700"
"1.80000","0.02852","50.81673","0.00176","2.93064","0.02846"
"1.90000","0.03015","52.42230","0.00186","3.02324","0.03009"
"2.00000","0.03231","54.70698","0.00200","3.15500","0.03225"
"2.10000","0.03372","56.15287","0.00209","3.23838","0.03366"
"2.20000","0.03515","57.67902","0.00218","3.32640","0.03509"
"2.30000","0.03694","59.71199","0.00229","3.44364","0.03688"
"2.40000","0.03879","61.67469","0.00240","3.55683","0.03873"
"2.50000","0.04016","63.12300","0.00249","3.64036","0.04010"
"2.60000","0.04178","64.84044","0.00259","3.73940","0.04172"
"2.70000","0.04397","67.57207","0.00272","3.89694","0.04391"
"2.80000","0.04538","69.00881","0.00281","3.97980","0.04532"
"2.90000","0.04686","70.63168","0.00290","4.07339","0.04680"
"3.00000","0.04873","72.89695","0.00302","4.20403","0.04867"
"3.10000","0.05032","74.56848","0.00312","4.30043","0.05026"
"3.20000","0.05183","76.27409","0.00321","4.39879","0.05177"
"3.30000","0.05356","78.30750","0.00332","4.51606","0.05350"
"3.40000","0.05564","80.80271","0.00345","4.65996","0.05558"
"3.50000","0.05703","82.22345","0.00353","4.74190","0.05697"
"3.60000","0.05844","83.79065","0.00362","4.83228","0.05838"
"3.70000","0.06040","86.19940","0.00374","4.97119","0.06034"
"3.80000","0.06205","87.85480","0.00384","5.06666","0.06199"
"3.90000","0.06348","89.44136","0.00393","5.15816","0.06342"
"4.00000","0.06524","91.42860","0.00404","5.27276","0.06518"
"4.10000","0.06731","93.85473","0.00417","5.41268","0.06725"
"4.20000","0.06866","95.29440","0.00425","5.49571","0.06860"
"4.30000","0.07013","96.65883","0.00434","5.57440","0.07007"
"4.40000","0.07209","98.89169","0.00447","5.70317","0.07203"
"4.50000","0.07363","100.47672","0.00456","5.79458","0.07357"
"4.60000","0.07512","101.88058","0.00465","5.87554","0.07506"
"4.70000","0.07698","104.11469","0.00477","6.00438","0.07692"
"4.80000","0.07891","106.21610","0.00489","6.12557","0.07885"
"4.90000","0.08026","107.33868","0.00497","6.19031","0.08020"
"5.00000","0.08184","109.16640","0.00507","6.29572","0.08178"
"5.10000","0.08384","111.44492","0.00519","6.42712","0.08378"
"5.20000","0.08524","112.77754","0.00528","6.50398","0.08518"
"5.30000","0.08673","114.28346","0.00537","6.59082","0.08667"
"5.40000","0.08871","116.75951","0.00550","6.73362","0.08865"
"5.50000","0.09056","118.87437","0.00561","6.85558","0.09050"
"5.60000","0.09193","120.19376","0.00569","6.93167","0.09187"
"5.70000","0.09351","122.00624","0.00579","7.03620","0.09345"
"5.80000","0.09548","124.56282","0.00591","7.18364","0.09542"
"5.90000","0.09694","125.96198","0.00601","7.26433","0.09688"
"6.00000","0.09843","127.58759","0.00610","7.35808","0.09837"
"6.10000","0.10050","130.45599","0.00623","7.52351","0.10044"
"6.20000","0.10217","132.28075","0.00633","7.62874","0.10211"
"6.30000","0.10351","133.63152","0.00641","7.70664","0.10345"
"6.40000","0.10521","135.73817","0.00652","7.82813","0.10515"
"6.50000","0.10722","138.38412","0.00664","7.98073","0.10715"
"6.60000","0.10857","139.72391","0.00673","8.05799","0.10851"
"6.70000","0.11006","141.37454","0.00682","8.15319","0.11000"
"6.80000","0.11219","144.33484","0.00695","8.32391","0.11213"
"6.90000","0.11384","146.15535","0.00705","8.42890","0.11377"
"7.00000","0.11518","147.46381","0.00714","8.50436","0.11512"
"7.10000","0.11694","149.74931","0.00725","8.63617","0.11688"
"7.20000","0.11881","151.97417","0.00736","8.76448","0.11875"
"7.30000","0.12020","153.47118","0.00745","8.85081","0.12014"
"7.40000","0.12177","155.36009","0.00754","8.95975","0.12171"
"7.50000","0.12393","158.29057","0.00768","9.12875","0.12387"
"7.60000","0.12545","159.95137","0.00777","9.22453","0.12539"
