"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,438.247650146,438.247650146,0,0,0.00399999999996,-0.0251,9.9788,-20.6677,10.0014
1,438.247650146,438.244720459,-6.68500433676e-06,3.818,3.818,-0.0261,9.982,-21.6365,10.0046
2,438.247650146,438.156768799,-0.00020737441082,5.002,5.002,-0.0412,9.9788,-36.8146,10.0014
3,438.247650146,438.038818359,-0.000476515473565,5.938,5.938,-0.0551,9.9795,-50.7009,10.002
4,438.247650146,437.971893311,-0.000629226036835,6.687,6.687,-0.0702,9.9814,-65.879,10.004
5,438.247650146,437.836212158,-0.000938825309277,7.685,7.685,-0.0896,9.9749,-85.2553,9.9975
6,438.247650146,437.780426025,-0.00106611894444,8.372,8.372,-0.1002,9.9798,-95.9122,10.0023
7,438.247650146,437.71270752,-0.0012206400279,9.37,9.37,-0.1186,9.9701,-114.3197,9.9927
8,438.247650146,437.595062256,-0.00148908479605,9.994,9.994,-0.1302,9.9746,-125.9455,9.9972
9,438.247650146,437.540161133,-0.00161435897462,10.93,10.931,-0.1498,9.9785,-145.6447,10.0011
10,438.247650146,437.375244141,-0.00199066894129,11.683,11.683,-0.164,9.9785,-159.854,10.0011
11,438.247650146,437.394226074,-0.00194735568948,12.365,12.365,-0.1779,9.9782,-173.7403,10.0007
12,438.247650146,437.361053467,-0.00202304939739,12.927,12.927,-0.1843,9.9782,-180.1991,10.0007
13,438.247650146,437.259552002,-0.00225465698168,13.738,13.738,-0.2046,9.9736,-200.5442,9.9962
14,438.247650146,437.215240479,-0.0023557676468,14.237,14.238,-0.2223,9.9778,-218.3058,10.0004
15,438.247650146,437.143157959,-0.00252024666406,14.931,14.931,-0.2391,9.9778,-235.0986,10.0004
16,438.247650146,437.090942383,-0.00263939285651,15.426,15.426,-0.2491,9.9804,-245.1096,10.003
17,438.247650146,437.077972412,-0.00266898795962,15.985,15.986,-0.2668,9.974,-262.8712,9.9965
18,438.247650146,437.00894165,-0.00282650347799,16.61,16.611,-0.2852,9.9843,-281.2787,10.0069
19,438.247650146,436.956878662,-0.00294530158862,17.172,17.173,-0.2981,9.9772,-294.1962,9.9998
20,438.247650146,436.914550781,-0.00304188602604,17.671,17.672,-0.3129,9.9782,-309.0514,10.0007
21,438.247650146,436.867218018,-0.0031498905737,18.109,18.109,-0.3255,9.9782,-321.646,10.0007
22,438.247650146,436.827270508,-0.00324104330502,18.732,18.733,-0.3426,9.9769,-338.7617,9.9994
23,438.247650146,436.772827148,-0.00336527312174,19.292,19.292,-0.3561,9.9811,-352.3251,10.0036
24,438.247650146,436.733337402,-0.00345538137481,19.73,19.73,-0.3696,9.9778,-365.8885,10.0004
25,438.247650146,436.685119629,-0.00356540526263,20.355,20.355,-0.388,9.9807,-384.296,10.0033
26,438.247650146,436.631011963,-0.00368886906654,20.916,20.916,-0.4048,9.9769,-401.0888,9.9994
27,438.247650146,436.561462402,-0.0038475682959,21.291,21.291,-0.4173,9.9817,-413.6833,10.0043
28,438.247650146,436.524841309,-0.00393113074824,21.914,21.914,-0.4334,9.9769,-429.8302,9.9994
29,438.247650146,436.500762939,-0.00398607319221,22.413,22.413,-0.446,9.9765,-442.4248,9.9991
30,438.247650146,436.450714111,-0.00410027522594,22.974,22.974,-0.467,9.9801,-463.4158,10.0027
31,438.247650146,436.433959961,-0.0041385050863,23.41,23.41,-0.4734,9.9749,-469.8746,9.9975
