"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,365.308074951,365.308074951,0,0,0.00399999999991,-0.0457,9.9778,-41.3357,10.0004
1,365.308074951,365.319458008,3.11601543217e-05,3.846,3.846,-0.0502,9.9782,-45.8568,10.0007
2,365.308074951,365.268768311,-0.000107598607428,5.214,5.214,-0.0596,9.9772,-55.222,9.9998
3,365.308074951,365.273773193,-9.38981611398e-05,9.27,9.27,-0.0834,9.9788,-79.1195,10.0014
4,365.308074951,365.21105957,-0.00026557140518,11.146,11.146,-0.0947,9.9804,-90.4223,10.003
5,365.308074951,365.140899658,-0.000457628251752,15.203,15.203,-0.1215,9.9765,-117.2262,9.9991
6,365.308074951,365.074432373,-0.000639576814137,17.818,17.819,-0.1514,9.9772,-147.2594,9.9998
7,365.308074951,365.011901855,-0.000810748839285,20.627,20.627,-0.1614,9.9795,-157.2705,10.002
8,365.308074951,364.961364746,-0.000949089881033,23.186,23.186,-0.1834,9.9691,-179.2303,9.9917
9,365.308074951,364.917907715,-0.00106804980896,25.245,25.245,-0.1988,9.9678,-194.7313,9.9904
10,365.308074951,364.845031738,-0.00126754166558,27.553,27.553,-0.224,9.9807,-219.9205,10.0033
11,365.308074951,364.764068604,-0.00148917140905,29.675,29.675,-0.2404,9.9769,-236.3903,9.9994
12,365.308074951,364.760437012,-0.00149911257904,31.547,31.547,-0.2597,9.9753,-255.7666,9.9978
13,365.308074951,364.703765869,-0.00165424507577,33.732,33.732,-0.2807,9.9785,-276.7576,10.0011
14,365.308074951,364.581604004,-0.00198865286075,35.667,35.668,-0.3045,9.9817,-300.655,10.0043
15,365.308074951,364.544067383,-0.00209140614606,37.914,37.914,-0.3245,9.9801,-320.6772,10.0027
16,365.308074951,364.49798584,-0.00221755052917,39.659,39.66,-0.34,9.9798,-336.1782,10.0023
17,365.308074951,364.475494385,-0.00227911886759,41.283,41.283,-0.358,9.9778,-354.2627,10.0004
18,365.308074951,364.387542725,-0.00251987925731,43.654,43.655,-0.3812,9.982,-377.5143,10.0046
19,365.308074951,364.314422607,-0.00272003933787,45.526,45.526,-0.3941,9.9762,-390.4318,9.9988
20,365.308074951,364.21572876,-0.00299020553939,47.024,47.024,-0.4193,9.9795,-415.621,10.002
21,365.308074951,364.201812744,-0.00302829942666,49.143,49.144,-0.4392,9.9785,-435.6431,10.0011
22,365.308074951,364.1769104,-0.00309646734968,51.266,51.266,-0.4641,9.9785,-460.5094,10.0011
23,365.308074951,364.128814697,-0.00322812539525,52.951,52.951,-0.4821,9.9707,-478.5939,9.9933
24,365.308074951,364.012084961,-0.00354766310193,54.512,54.512,-0.4969,9.9778,-493.4491,10.0004
25,365.308074951,364.02130127,-0.00352243427187,56.632,56.632,-0.5201,9.9775,-516.7006,10.0001
26,365.308074951,363.91583252,-0.00381114613265,58.129,58.129,-0.5324,9.9772,-528.9723,9.9998
27,365.308074951,363.85256958,-0.00398432323709,60.688,60.689,-0.5624,9.9775,-559.0055,10.0001
28,365.308074951,363.793670654,-0.00414555380121,62.622,62.622,-0.5823,9.9746,-579.0277,9.9972
29,365.308074951,363.736450195,-0.00430219015107,64.306,64.307,-0.6043,9.9782,-600.9875,10.0007
30,365.308074951,363.649383545,-0.0045405277051,66.053,66.053,-0.6207,9.9801,-617.4573,10.0027
31,365.308074951,363.607818604,-0.00465430831537,67.739,67.739,-0.64,9.9791,-636.8336,10.0017
32,365.308074951,363.531402588,-0.00486349035054,69.736,69.737,-0.6607,9.9795,-657.5016,10.002
33,365.308074951,363.497009277,-0.0049576391466,71.235,71.235,-0.6771,9.9785,-673.9715,10.0011
34,365.308074951,363.429412842,-0.00514267897233,73.044,73.044,-0.7006,9.9778,-697.546,10.0004
35,365.308074951,363.387390137,-0.00525771267712,74.916,74.916,-0.7242,9.9798,-721.1205,10.0023
36,365.308074951,363.305358887,-0.00548226619139,76.537,76.537,-0.7377,9.982,-734.6839,10.0046
37,365.308074951,363.237609863,-0.00566772324964,78.535,78.535,-0.7622,9.9759,-759.2272,9.9985
38,365.308074951,363.179290771,-0.00582736684009,80.031,80.031,-0.7822,9.9769,-779.2494,9.9994
39,365.308074951,363.120178223,-0.00598918227479,81.966,81.966,-0.805,9.9811,-802.178,10.0036
40,365.308074951,363.083984375,-0.00608826009557,83.713,83.714,-0.8253,9.9788,-822.5231,10.0014
41,365.308074951,363.01965332,-0.00626436108723,85.46,85.46,-0.8424,9.9785,-839.6388,10.0011
42,365.308074951,362.942840576,-0.00647462951019,87.019,87.019,-0.8569,9.9769,-854.171,9.9994
43,365.308074951,362.847320557,-0.00673610717058,89.268,89.269,-0.8821,9.9756,-879.3602,9.9981
44,365.308074951,362.8175354,-0.00681764166802,91.017,91.017,-0.9001,9.9798,-897.4448,10.0023
45,365.308074951,362.739318848,-0.00703175272793,92.948,92.948,-0.9214,9.9791,-918.7587,10.0017
46,365.308074951,362.666137695,-0.00723208021373,94.945,94.945,-0.9381,9.9814,-935.5515,10.004
47,365.308074951,362.640197754,-0.00730308843777,97.006,97.006,-0.9617,9.9707,-959.126,9.9933
48,365.308074951,362.552307129,-0.00754368165508,99.188,99.188,-0.981,9.9798,-978.5023,10.0023
49,365.308074951,362.498535156,-0.00769087765366,101.19,101.19,-1.002,9.9746,-999.4933,9.9972
50,365.308074951,362.454406738,-0.00781167577952,103.368,103.368,-1.0219,9.9775,-1019.5154,10.0001
51,365.308074951,362.413757324,-0.00792295020074,105.428,105.428,-1.039,9.9749,-1036.6312,9.9975
