"File Number","D0","D1","E","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
0,395.500946045,395.500946045,0,0,0.00399999999999,-0.0241,9.9769,-19.6989,9.9994
1,395.500946045,395.518829346,4.5216835133e-05,3.799,3.799,-0.0432,9.9769,-38.7522,9.9994
2,395.500946045,395.502288818,3.39512075698e-06,4.609,4.609,-0.058,9.9736,-53.6074,9.9962
3,395.500946045,395.50958252,2.18367986236e-05,5.482,5.482,-0.0747,9.9762,-70.4001,9.9988
4,395.500946045,395.520385742,4.91520877404e-05,6.23,6.23,-0.0815,9.9733,-77.1818,9.9959
5,395.500946045,395.498748779,-5.55565202376e-06,7.166,7.166,-0.1054,9.9782,-101.0793,10.0007
6,395.500946045,395.501647949,1.77472213636e-06,8.164,8.164,-0.1221,9.9801,-117.872,10.0027
7,395.500946045,395.509857178,2.2531256036e-05,8.976,8.976,-0.135,9.9772,-130.7896,9.9998
8,395.500946045,395.469696045,-7.90137200966e-05,9.787,9.788,-0.1469,9.9788,-142.7383,10.0014
9,395.500946045,395.494140625,-1.72070886038e-05,10.6,10.6,-0.1637,9.9795,-159.531,10.002
10,395.500946045,395.424621582,-0.000192981751752,11.471,11.472,-0.1798,9.9817,-175.678,10.0043
11,395.500946045,395.437591553,-0.000160187963047,12.349,12.349,-0.1966,9.9782,-192.4707,10.0007
12,395.500946045,395.438781738,-0.000157178656082,13.161,13.161,-0.2114,9.9788,-207.3259,10.0014
13,395.500946045,395.422454834,-0.000198460242245,13.972,13.972,-0.2278,9.9762,-223.7957,9.9988
14,395.500946045,395.388061523,-0.000285421614535,14.783,14.783,-0.2372,9.9727,-233.1609,9.9952
15,395.500946045,395.392913818,-0.000273152894806,15.466,15.466,-0.2517,9.9814,-247.6931,10.004
16,395.500946045,395.364715576,-0.000344450410921,16.216,16.216,-0.2662,9.9753,-262.2254,9.9978
17,395.500946045,395.32989502,-0.000432492088294,17.152,17.153,-0.2865,9.9775,-282.5705,10.0001
