Specimen properties : Specimen label,"3"
Test : Rate 1,"1.00000",mm/min
Specimen properties : Thickness,"7.80000",mm
Specimen properties : Width,"11.50000",mm
Specimen properties : Support span,"28.00000",mm
Specimen properties : Fixture type,3-point
Specimen notes : Specimen note 1,""
General : End date,"Monday, April 28, 2025 2:43:24 PM"

Time,Extension,Load,Flexure strain (Extension),Flexure stress,Flexure extension
(s),(mm),(N),(mm/mm),(MPa),(mm)
"0.00000","0.00015","44.15909","0.00000","2.65083","0.00000"
"0.10000","0.00068","44.86429","0.00003","2.69317","0.00053"
"0.20000","0.00180","46.08278","0.00010","2.76631","0.00165"
"0.30000","0.00386","48.66758","0.00022","2.92147","0.00371"
"0.40000","0.00595","51.23528","0.00035","3.07561","0.00580"
"0.50000","0.00737","52.79846","0.00043","3.16945","0.00722"
"0.60000","0.00895","54.58428","0.00053","3.27665","0.00880"
"0.70000","0.01122","57.08152","0.00066","3.42656","0.01107"
"0.80000","0.01259","58.57758","0.00074","3.51636","0.01244"
"0.90000","0.01400","60.04248","0.00083","3.60430","0.01385"
"1.00000","0.01591","62.15569","0.00094","3.73115","0.01576"
"1.10000","0.01763","63.88954","0.00104","3.83524","0.01748"
"1.20000","0.01905","65.31760","0.00113","3.92096","0.01890"
"1.30000","0.02068","66.84071","0.00123","4.01239","0.02053"
"1.40000","0.02290","69.05354","0.00136","4.14523","0.02275"
"1.50000","0.02425","69.99342","0.00144","4.20165","0.02410"
"1.60000","0.02567","71.16509","0.00152","4.27198","0.02552"
"1.70000","0.02760","72.85378","0.00164","4.37335","0.02745"
"1.80000","0.02922","74.10246","0.00174","4.44831","0.02907"
"1.90000","0.03070","75.21548","0.00182","4.51512","0.03055"
"2.00000","0.03242","76.51337","0.00193","4.59303","0.03227"
"2.10000","0.03450","78.22787","0.00205","4.69595","0.03435"
"2.20000","0.03587","78.87447","0.00213","4.73477","0.03572"
"2.30000","0.03735","79.81834","0.00222","4.79143","0.03720"
"2.40000","0.03942","81.56407","0.00234","4.89622","0.03927"
"2.50000","0.04087","82.18494","0.00243","4.93349","0.04072"
"2.60000","0.04230","83.16502","0.00252","4.99233","0.04215"
"2.70000","0.04413","84.52102","0.00263","5.07373","0.04398"
"2.80000","0.04620","86.05982","0.00275","5.16610","0.04605"
"2.90000","0.04752","86.65748","0.00283","5.20198","0.04737"
"3.00000","0.04906","87.58415","0.00292","5.25760","0.04891"
"3.10000","0.05105","89.12017","0.00304","5.34981","0.05090"
"3.20000","0.05251","89.93289","0.00313","5.39860","0.05236"
"3.30000","0.05398","90.79127","0.00321","5.45012","0.05383"
"3.40000","0.05590","92.11835","0.00333","5.52979","0.05575"
"3.50000","0.05778","93.46476","0.00344","5.61061","0.05763"
"3.60000","0.05914","94.06772","0.00352","5.64681","0.05899"
"3.70000","0.06069","95.07869","0.00361","5.70749","0.06054"
"3.80000","0.06282","96.79630","0.00374","5.81060","0.06267"
"3.90000","0.06418","97.43579","0.00382","5.84899","0.06403"
"4.00000","0.06568","98.38545","0.00391","5.90600","0.06553"
"4.10000","0.06762","99.89015","0.00403","5.99632","0.06747"
"4.20000","0.06941","101.03311","0.00413","6.06493","0.06926"
"4.30000","0.07076","101.84270","0.00421","6.11353","0.07061"
"4.40000","0.07238","102.96584","0.00431","6.18095","0.07223"
"4.50000","0.07446","104.63560","0.00444","6.28119","0.07431"
"4.60000","0.07581","105.18461","0.00452","6.31414","0.07566"
"4.70000","0.07728","106.16582","0.00460","6.37304","0.07712"
"4.80000","0.07939","108.20662","0.00473","6.49555","0.07924"
"4.90000","0.08104","109.14973","0.00483","6.55217","0.08089"
"5.00000","0.08242","109.89040","0.00491","6.59663","0.08227"
"5.10000","0.08413","111.23385","0.00501","6.67727","0.08398"
"5.20000","0.08609","112.93122","0.00513","6.77917","0.08594"
"5.30000","0.08744","113.61195","0.00521","6.82003","0.08729"
"5.40000","0.08895","114.69801","0.00530","6.88523","0.08880"
"5.50000","0.09115","116.73775","0.00543","7.00767","0.09100"
"5.60000","0.09270","117.76817","0.00552","7.06952","0.09255"
"5.70000","0.09406","118.39156","0.00561","7.10695","0.09391"
"5.80000","0.09580","119.92209","0.00571","7.19882","0.09565"
"5.90000","0.09776","121.69095","0.00583","7.30501","0.09761"
"6.00000","0.09912","122.42805","0.00591","7.34925","0.09897"
"6.10000","0.10065","123.54448","0.00600","7.41627","0.10050"
"6.20000","0.10283","125.67805","0.00613","7.54435","0.10268"
"6.30000","0.10428","126.42522","0.00622","7.58920","0.10413"
"6.40000","0.10569","127.37700","0.00630","7.64633","0.10554"
"6.50000","0.10754","129.00830","0.00641","7.74426","0.10739"
"6.60000","0.10940","130.48404","0.00652","7.83285","0.10925"
"6.70000","0.11076","131.32541","0.00660","7.88335","0.11061"
"6.80000","0.11232","132.37268","0.00670","7.94622","0.11217"
"6.90000","0.11460","134.92606","0.00683","8.09950","0.11444"
"7.00000","0.11589","135.50015","0.00691","8.13396","0.11574"
"7.10000","0.11733","136.36395","0.00699","8.18581","0.11718"
"7.20000","0.11922","138.14905","0.00711","8.29297","0.11907"
"7.30000","0.12099","139.63248","0.00721","8.38202","0.12084"
"7.40000","0.12243","140.51814","0.00730","8.43519","0.12227"
"7.50000","0.12400","141.88083","0.00739","8.51699","0.12385"
"7.60000","0.12627","144.26376","0.00753","8.66003","0.12611"
"7.70000","0.12755","144.79327","0.00760","8.69182","0.12740"
"7.80000","0.12900","145.84090","0.00769","8.75471","0.12885"
"7.90000","0.13097","147.98198","0.00781","8.88323","0.13082"
"8.00000","0.13258","149.21902","0.00791","8.95749","0.13243"
"8.10000","0.13406","150.29311","0.00799","9.02197","0.13391"
"8.20000","0.13575","151.98933","0.00809","9.12379","0.13560"
"8.30000","0.13791","154.20508","0.00822","9.25680","0.13776"
"8.40000","0.13918","154.99043","0.00830","9.30395","0.13903"
"8.50000","0.14066","156.07605","0.00839","9.36911","0.14051"
"8.60000","0.14268","158.33560","0.00851","9.50475","0.14253"
"8.70000","0.14426","159.64923","0.00860","9.58361","0.14411"
"8.80000","0.14573","160.80182","0.00869","9.65280","0.14557"
"8.90000","0.14747","162.60483","0.00879","9.76103","0.14732"
"9.00000","0.14950","164.64067","0.00892","9.88324","0.14935"
"9.10000","0.15083","165.62784","0.00899","9.94250","0.15068"
"9.20000","0.15238","166.91101","0.00909","10.01953","0.15222"
"9.30000","0.15442","169.28206","0.00921","10.16186","0.15427"
"9.40000","0.15587","170.08493","0.00930","10.21006","0.15572"
"9.50000","0.15737","171.42792","0.00939","10.29067","0.15722"
"9.60000","0.15924","173.40807","0.00950","10.40954","0.15909"
"9.70000","0.16115","175.57518","0.00961","10.53963","0.16100"
"9.80000","0.16248","176.34538","0.00969","10.58587","0.16232"
"9.90000","0.16405","177.93062","0.00978","10.68103","0.16390"
"10.00000","0.16606","180.08812","0.00990","10.81054","0.16591"
"10.10000","0.16749","181.23145","0.00999","10.87917","0.16734"
"10.20000","0.16899","182.56924","0.01008","10.95948","0.16884"
"10.30000","0.17098","184.98303","0.01020","11.10438","0.17083"
"10.40000","0.17279","186.77245","0.01031","11.21179","0.17264"
"10.50000","0.17412","187.66573","0.01038","11.26542","0.17397"
"10.60000","0.17572","189.32111","0.01048","11.36479","0.17557"
"10.70000","0.17766","191.60742","0.01060","11.50203","0.17751"
"10.80000","0.17912","192.80878","0.01068","11.57415","0.17897"
