Specimen properties : Specimen label,"4"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"4.34",mm
Specimen properties : Width,"14.03",mm
Maximum Load : Maximum Load,"857.0",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"40598295658.88360",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","7.99464","-0.00768","-1.04607","-0.00004","3.26727"
"0.10000","0.00022","8.00403","-0.00747","-1.04586","-0.00004","3.27111"
"0.20000","0.00093","8.18446","-0.00690","-1.04529","-0.00003","3.34485"
"0.30000","0.00250","8.75905","-0.00568","-1.04407","-0.00003","3.57967"
"0.40000","0.00495","9.70787","-0.00364","-1.04203","-0.00002","3.96744"
"0.50000","0.00639","10.26264","-0.00244","-1.04083","-0.00001","4.19417"
"0.60000","0.00809","10.84579","-0.00099","-1.03938","0.00000","4.43249"
"0.70000","0.01003","11.52753","0.00066","-1.03773","0.00000","4.71111"
"0.80000","0.01144","12.14751","0.00180","-1.03659","0.00001","4.96448"
"0.90000","0.01298","12.75726","0.00308","-1.03531","0.00002","5.21368"
"1.00000","0.01514","13.59281","0.00488","-1.03351","0.00002","5.55515"
"1.10000","0.01666","14.10893","0.00618","-1.03221","0.00003","5.76608"
"1.20000","0.01808","14.77610","0.00731","-1.03109","0.00004","6.03874"
"1.30000","0.01979","15.18977","0.00883","-1.02956","0.00004","6.20780"
"1.40000","0.02168","15.97098","0.01044","-1.02795","0.00005","6.52707"
"1.50000","0.02309","16.40323","0.01176","-1.02663","0.00006","6.70372"
"1.60000","0.02465","17.02774","0.01319","-1.02520","0.00007","6.95895"
"1.70000","0.02687","17.81679","0.01524","-1.02315","0.00008","7.28142"
"1.80000","0.02831","18.37636","0.01656","-1.02183","0.00008","7.51011"
"1.90000","0.02969","18.80983","0.01785","-1.02054","0.00009","7.68726"
"2.00000","0.03145","19.58942","0.01945","-1.01894","0.00010","8.00587"
"2.10000","0.03323","20.10423","0.02112","-1.01727","0.00011","8.21626"
"2.20000","0.03473","20.49901","0.02253","-1.01586","0.00011","8.37760"
"2.30000","0.03638","21.23374","0.02403","-1.01436","0.00012","8.67787"
"2.40000","0.03853","22.03934","0.02601","-1.01238","0.00013","9.00711"
"2.50000","0.03991","22.35710","0.02732","-1.01107","0.00014","9.13697"
"2.60000","0.04135","22.90944","0.02864","-1.00975","0.00014","9.36270"
"2.70000","0.04321","23.67931","0.03035","-1.00804","0.00015","9.67733"
"2.80000","0.04496","24.29364","0.03197","-1.00643","0.00016","9.92840"
"2.90000","0.04638","24.83750","0.03327","-1.00512","0.00017","10.15066"
"3.00000","0.04804","25.50705","0.03479","-1.00361","0.00017","10.42430"
"3.10000","0.05015","26.38338","0.03672","-1.00167","0.00018","10.78244"
"3.20000","0.05157","26.86203","0.03803","-1.00036","0.00019","10.97806"
"3.30000","0.05309","27.41075","0.03943","-0.99896","0.00020","11.20231"
"3.40000","0.05500","28.22590","0.04117","-0.99722","0.00021","11.53545"
"3.50000","0.05652","28.75225","0.04258","-0.99581","0.00021","11.75056"
"3.60000","0.05805","29.34232","0.04399","-0.99440","0.00022","11.99171"
"3.70000","0.05982","30.12908","0.04559","-0.99280","0.00023","12.31324"
"3.80000","0.06184","30.78748","0.04747","-0.99092","0.00024","12.58232"
"3.90000","0.06323","31.33070","0.04874","-0.98965","0.00024","12.80433"
"4.00000","0.06468","31.94058","0.05007","-0.98832","0.00025","13.05357"
"4.10000","0.06667","32.78933","0.05188","-0.98651","0.00026","13.40044"
