Specimen properties : Specimen label,"5"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"4.40",mm
Specimen properties : Width,"14.00",mm
Maximum Load : Maximum Load,"732.8",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"38778543545.32510",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","7.81793","0.00454","-1.04595","0.00002","3.11517"
"0.10000","0.00027","7.67662","0.00492","-1.04557","0.00003","3.05887"
"0.20000","0.00109","8.00027","0.00550","-1.04499","0.00003","3.18783"
"0.30000","0.00268","8.77579","0.00659","-1.04389","0.00003","3.49685"
"0.40000","0.00479","9.61995","0.00834","-1.04215","0.00004","3.83322"
"0.50000","0.00671","10.47732","0.00989","-1.04060","0.00005","4.17485"
"0.60000","0.00818","11.02042","0.01112","-1.03937","0.00006","4.39125"
"0.70000","0.00985","11.80885","0.01245","-1.03804","0.00006","4.70542"
"0.80000","0.01194","12.63845","0.01418","-1.03630","0.00007","5.03598"
"0.90000","0.01329","13.16300","0.01531","-1.03518","0.00008","5.24500"
"1.00000","0.01484","13.78996","0.01659","-1.03390","0.00008","5.49482"
"1.10000","0.01684","14.54311","0.01827","-1.03222","0.00009","5.79492"
"1.20000","0.01833","15.20876","0.01946","-1.03103","0.00010","6.06016"
"1.30000","0.01981","15.76581","0.02071","-1.02977","0.00011","6.28212"
"1.40000","0.02163","16.39884","0.02239","-1.02809","0.00011","6.53437"
"1.50000","0.02363","17.24659","0.02422","-1.02627","0.00012","6.87216"
"1.60000","0.02496","17.75920","0.02544","-1.02505","0.00013","7.07642"
"1.70000","0.02648","18.48018","0.02681","-1.02367","0.00014","7.36371"
"1.80000","0.02849","19.05609","0.02870","-1.02179","0.00015","7.59319"
"1.90000","0.02994","19.72402","0.03001","-1.02048","0.00015","7.85934"
"2.00000","0.03145","20.27293","0.03140","-1.01909","0.00016","8.07806"
"2.10000","0.03340","21.07281","0.03318","-1.01731","0.00017","8.39678"
"2.20000","0.03525","21.80011","0.03488","-1.01561","0.00018","8.68658"
"2.30000","0.03658","22.19040","0.03613","-1.01436","0.00018","8.84210"
"2.40000","0.03813","22.77915","0.03755","-1.01293","0.00019","9.07670"
"2.50000","0.04010","23.65812","0.03934","-1.01115","0.00020","9.42694"
"2.60000","0.04157","24.19853","0.04070","-1.00979","0.00021","9.64227"
"2.70000","0.04315","24.75839","0.04215","-1.00834","0.00021","9.86535"
"2.80000","0.04519","25.44237","0.04405","-1.00644","0.00022","10.13790"
"2.90000","0.04681","26.19160","0.04551","-1.00497","0.00023","10.43644"
"3.00000","0.04823","26.62779","0.04684","-1.00365","0.00024","10.61025"
"3.10000","0.04984","27.37578","0.04829","-1.00220","0.00025","10.90830"
"3.20000","0.05188","28.18805","0.05015","-1.00033","0.00026","11.23195"
"3.30000","0.05325","28.59613","0.05144","-0.99904","0.00026","11.39456"
"3.40000","0.05477","29.27278","0.05282","-0.99767","0.00027","11.66418"
"3.50000","0.05688","30.10718","0.05475","-0.99573","0.00028","11.99666"
"3.60000","0.05845","30.70522","0.05620","-0.99429","0.00029","12.23496"
"3.70000","0.05991","31.32861","0.05752","-0.99297","0.00029","12.48336"
"3.80000","0.06164","31.97647","0.05912","-0.99137","0.00030","12.74151"
"3.90000","0.06343","32.63400","0.06077","-0.98972","0.00031","13.00351"
"4.00000","0.06488","33.30318","0.06207","-0.98842","0.00032","13.27016"
"4.10000","0.06646","33.98692","0.06351","-0.98698","0.00032","13.54260"
"4.20000","0.06865","34.92157","0.06551","-0.98498","0.00033","13.91503"
"4.30000","0.07012","35.43151","0.06687","-0.98362","0.00034","14.11822"
"4.40000","0.07152","36.06506","0.06818","-0.98231","0.00035","14.37067"
"4.50000","0.07328","36.80384","0.06984","-0.98065","0.00036","14.66505"
"4.60000","0.07515","37.55431","0.07161","-0.97887","0.00036","14.96409"
"4.70000","0.07656","38.23264","0.07293","-0.97756","0.00037","15.23437"
"4.80000","0.07811","38.72541","0.07441","-0.97608","0.00038","15.43073"
"4.90000","0.08038","39.90641","0.07653","-0.97396","0.00039","15.90131"
"5.00000","0.08176","40.34156","0.07785","-0.97264","0.00040","16.07471"
"5.10000","0.08318","40.98721","0.07918","-0.97131","0.00040","16.33197"
"5.20000","0.08499","41.77333","0.08089","-0.96960","0.00041","16.64522"
"5.30000","0.08672","42.39165","0.08253","-0.96796","0.00042","16.89160"
"5.40000","0.08819","43.07359","0.08391","-0.96658","0.00043","17.16333"
"5.50000","0.08985","43.83527","0.08547","-0.96502","0.00044","17.46683"
"5.60000","0.09198","44.69373","0.08748","-0.96301","0.00045","17.80889"
"5.70000","0.09337","45.33271","0.08878","-0.96171","0.00045","18.06350"
"5.80000","0.09483","45.96150","0.09017","-0.96032","0.00046","18.31406"
"5.90000","0.09677","46.80081","0.09199","-0.95850","0.00047","18.64849"
"6.00000","0.09835","47.52096","0.09347","-0.95701","0.00048","18.93545"
"6.10000","0.09980","48.02313","0.09485","-0.95563","0.00048","19.13555"
"6.20000","0.10151","48.86792","0.09645","-0.95404","0.00049","19.47216"
"6.30000","0.10366","49.87285","0.09846","-0.95202","0.00050","19.87259"
"6.40000","0.10503","50.42679","0.09976","-0.95073","0.00051","20.09332"
"6.50000","0.10651","50.97007","0.10117","-0.94932","0.00052","20.30980"
"6.60000","0.10842","51.97977","0.10294","-0.94755","0.00052","20.71213"
"6.70000","0.11003","52.61806","0.10447","-0.94602","0.00053","20.96646"
"6.80000","0.11150","53.24794","0.10585","-0.94464","0.00054","21.21745"
