Specimen properties : Specimen label,"6"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"4.48",mm
Specimen properties : Width,"13.15",mm
Maximum Load : Maximum Load,"602.3",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"28956926455.23980",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","9.11407","0.00079","-1.04672","0.00000","3.72953"
"0.10000","0.00011","9.07665","0.00092","-1.04659","0.00000","3.71422"
"0.20000","0.00095","9.25552","0.00168","-1.04583","0.00001","3.78741"
"0.30000","0.00256","9.88419","0.00302","-1.04449","0.00002","4.04467"
"0.40000","0.00442","10.61249","0.00456","-1.04295","0.00002","4.34269"
"0.50000","0.00651","11.36234","0.00633","-1.04119","0.00003","4.64954"
"0.60000","0.00803","11.91933","0.00761","-1.03990","0.00004","4.87746"
"0.70000","0.00959","12.43915","0.00895","-1.03856","0.00005","5.09018"
"0.80000","0.01150","13.15794","0.01055","-1.03697","0.00005","5.38431"
"0.90000","0.01335","13.78378","0.01212","-1.03539","0.00006","5.64041"
"1.00000","0.01475","14.28637","0.01331","-1.03420","0.00007","5.84607"
"1.10000","0.01626","14.69465","0.01464","-1.03287","0.00008","6.01314"
"1.20000","0.01828","15.44788","0.01634","-1.03118","0.00008","6.32136"
"1.30000","0.01973","15.96614","0.01762","-1.02990","0.00009","6.53344"
"1.40000","0.02121","16.48703","0.01899","-1.02852","0.00010","6.74659"
"1.50000","0.02322","17.09743","0.02087","-1.02664","0.00011","6.99637"
"1.60000","0.02504","17.73700","0.02255","-1.02496","0.00012","7.25809"
"1.70000","0.02638","18.01287","0.02383","-1.02368","0.00012","7.37097"
"1.80000","0.02796","18.69105","0.02527","-1.02225","0.00013","7.64849"
"1.90000","0.02989","19.33078","0.02707","-1.02045","0.00014","7.91027"
"2.00000","0.03138","19.84340","0.02845","-1.01906","0.00015","8.12004"
"2.10000","0.03293","20.26702","0.02991","-1.01761","0.00016","8.29339"
"2.20000","0.03497","21.00683","0.03180","-1.01572","0.00016","8.59612"
"2.30000","0.03662","21.49078","0.03334","-1.01418","0.00017","8.79416"
"2.40000","0.03798","21.82890","0.03462","-1.01289","0.00018","8.93252"
"2.50000","0.03969","22.37027","0.03622","-1.01129","0.00019","9.15405"
"2.60000","0.04164","22.87838","0.03807","-1.00945","0.00020","9.36197"
"2.70000","0.04298","23.45090","0.03928","-1.00823","0.00020","9.59625"
"2.80000","0.04452","23.89769","0.04073","-1.00678","0.00021","9.77908"
"2.90000","0.04667","24.62842","0.04273","-1.00478","0.00022","10.07810"
"3.00000","0.04826","25.08839","0.04422","-1.00329","0.00023","10.26632"
"3.10000","0.04968","25.49195","0.04555","-1.00197","0.00024","10.43146"
"3.20000","0.05141","25.87837","0.04720","-1.00031","0.00024","10.58958"
"3.30000","0.05326","26.57737","0.04891","-0.99861","0.00025","10.87562"
"3.40000","0.05465","26.97320","0.05021","-0.99730","0.00026","11.03759"
"3.50000","0.05622","27.60810","0.05165","-0.99587","0.00027","11.29740"
"3.60000","0.05845","28.27385","0.05373","-0.99378","0.00028","11.56983"
"3.70000","0.05987","28.58125","0.05509","-0.99243","0.00029","11.69562"
"3.80000","0.06124","28.94966","0.05638","-0.99113","0.00029","11.84637"
"3.90000","0.06310","29.60475","0.05811","-0.98941","0.00030","12.11444"
"4.00000","0.06492","30.16795","0.05980","-0.98771","0.00031","12.34491"
"4.10000","0.06631","30.56878","0.06111","-0.98640","0.00032","12.50893"
"4.20000","0.06791","31.25056","0.06257","-0.98495","0.00032","12.78792"
"4.30000","0.07010","31.89367","0.06463","-0.98289","0.00034","13.05108"
"4.40000","0.07152","32.17049","0.06599","-0.98153","0.00034","13.16436"
"4.50000","0.07295","32.66790","0.06731","-0.98021","0.00035","13.36790"
"4.60000","0.07482","33.27559","0.06904","-0.97847","0.00036","13.61657"
"4.70000","0.07654","33.80998","0.07066","-0.97685","0.00037","13.83525"
"4.80000","0.07796","34.27040","0.07198","-0.97554","0.00037","14.02365"
"4.90000","0.07963","34.88216","0.07352","-0.97399","0.00038","14.27399"
"5.00000","0.08179","35.45940","0.07555","-0.97196","0.00039","14.51020"
"5.10000","0.08317","35.86005","0.07688","-0.97063","0.00040","14.67415"
"5.20000","0.08459","36.32653","0.07824","-0.96928","0.00041","14.86503"
"5.30000","0.08663","37.11282","0.08017","-0.96734","0.00042","15.18679"
"5.40000","0.08817","37.36236","0.08168","-0.96583","0.00042","15.28890"
"5.50000","0.08955","37.86254","0.08299","-0.96452","0.00043","15.49358"
"5.60000","0.09131","38.37548","0.08469","-0.96282","0.00044","15.70347"
"5.70000","0.09347","39.12271","0.08675","-0.96077","0.00045","16.00925"
"5.80000","0.09480","39.48497","0.08803","-0.95949","0.00046","16.15749"
"5.90000","0.09626","39.95142","0.08942","-0.95809","0.00046","16.34836"
"6.00000","0.09828","40.65423","0.09134","-0.95617","0.00047","16.63595"
"6.10000","0.09979","41.02447","0.09281","-0.95471","0.00048","16.78746"
"6.20000","0.10122","41.47462","0.09418","-0.95333","0.00049","16.97166"
"6.30000","0.10305","42.02031","0.09593","-0.95158","0.00050","17.19496"
"6.40000","0.10504","42.66473","0.09784","-0.94968","0.00051","17.45866"
"6.50000","0.10640","43.17891","0.09913","-0.94838","0.00051","17.66907"
"6.60000","0.10790","43.53822","0.10058","-0.94693","0.00052","17.81610"
"6.70000","0.11005","44.21971","0.10264","-0.94488","0.00053","18.09497"
"6.80000","0.11144","44.69396","0.10396","-0.94355","0.00054","18.28904"
"6.90000","0.11289","45.03229","0.10537","-0.94214","0.00055","18.42748"
"7.00000","0.11476","45.67297","0.10716","-0.94036","0.00056","18.68965"
"7.10000","0.11670","46.32774","0.10901","-0.93851","0.00057","18.95759"
"7.20000","0.11804","46.69390","0.11029","-0.93722","0.00057","19.10743"
"7.30000","0.11960","47.15228","0.11180","-0.93571","0.00058","19.29499"
"7.40000","0.12171","47.77277","0.11382","-0.93369","0.00059","19.54890"
"7.50000","0.12307","48.19867","0.11512","-0.93239","0.00060","19.72318"
"7.60000","0.12453","48.70013","0.11652","-0.93099","0.00060","19.92838"
"7.70000","0.12657","49.37852","0.11847","-0.92905","0.00061","20.20599"
"7.80000","0.12833","49.90411","0.12016","-0.92735","0.00062","20.42106"
"7.90000","0.12967","50.33554","0.12144","-0.92608","0.00063","20.59760"
"8.00000","0.13131","50.85101","0.12301","-0.92451","0.00064","20.80853"
"8.10000","0.13336","51.57990","0.12496","-0.92255","0.00065","21.10680"
"8.20000","0.13470","52.00519","0.12625","-0.92127","0.00065","21.28084"
"8.30000","0.13621","52.35910","0.12771","-0.91980","0.00066","21.42566"
"8.40000","0.13831","52.99270","0.12972","-0.91779","0.00067","21.68493"
"8.50000","0.13999","53.63245","0.13132","-0.91619","0.00068","21.94672"
"8.60000","0.14130","53.94066","0.13258","-0.91493","0.00069","22.07284"
"8.70000","0.14300","54.54653","0.13420","-0.91331","0.00070","22.32076"
"8.80000","0.14505","55.09966","0.13618","-0.91133","0.00071","22.54711"
"8.90000","0.14636","55.57594","0.13743","-0.91008","0.00071","22.74200"
"9.00000","0.14789","56.10166","0.13888","-0.90863","0.00072","22.95714"
"9.10000","0.15000","56.66031","0.14092","-0.90659","0.00073","23.18574"
"9.20000","0.15157","57.21023","0.14241","-0.90510","0.00074","23.41077"
"9.30000","0.15294","57.55600","0.14374","-0.90377","0.00075","23.55226"
"9.40000","0.15471","58.21253","0.14543","-0.90208","0.00075","23.82092"
"9.50000","0.15666","58.85871","0.14731","-0.90021","0.00076","24.08533"
"9.60000","0.15800","59.19243","0.14861","-0.89890","0.00077","24.22190"
"9.70000","0.15953","59.68681","0.15008","-0.89743","0.00078","24.42420"
"9.80000","0.16180","60.51897","0.15226","-0.89526","0.00079","24.76472"
"9.90000","0.16316","60.92218","0.15357","-0.89394","0.00080","24.92972"
"10.00000","0.16457","61.33343","0.15493","-0.89259","0.00080","25.09801"
"10.10000","0.16639","61.85772","0.15669","-0.89083","0.00081","25.31255"
"10.20000","0.16826","62.46732","0.15848","-0.88903","0.00082","25.56200"
"10.30000","0.16969","62.95654","0.15986","-0.88765","0.00083","25.76219"
"10.40000","0.17123","63.36910","0.16135","-0.88616","0.00084","25.93102"
"10.50000","0.17349","64.21368","0.16352","-0.88400","0.00085","26.27662"
"10.60000","0.17482","64.51268","0.16480","-0.88271","0.00085","26.39898"
"10.70000","0.17624","65.05566","0.16616","-0.88135","0.00086","26.62117"
"10.80000","0.17814","65.58881","0.16800","-0.87951","0.00087","26.83933"
"10.90000","0.17988","66.27647","0.16966","-0.87786","0.00088","27.12073"
"11.00000","0.18133","66.64555","0.17106","-0.87645","0.00089","27.27176"
"11.10000","0.18295","67.11819","0.17263","-0.87488","0.00090","27.46517"
"11.20000","0.18515","67.80648","0.17475","-0.87276","0.00091","27.74682"
"11.30000","0.18646","68.39285","0.17599","-0.87152","0.00091","27.98676"
"11.40000","0.18791","68.74082","0.17740","-0.87011","0.00092","28.12916"
"11.50000","0.18986","69.30555","0.17928","-0.86823","0.00093","28.36024"
"11.60000","0.19152","69.95747","0.18087","-0.86664","0.00094","28.62702"
"11.70000","0.19298","70.36752","0.18228","-0.86523","0.00095","28.79481"
"11.80000","0.19463","70.84606","0.18388","-0.86364","0.00095","28.99063"
"11.90000","0.19680","71.54498","0.18596","-0.86156","0.00096","29.27663"
"12.00000","0.19810","72.13379","0.18719","-0.86032","0.00097","29.51758"
"12.10000","0.19961","72.46236","0.18867","-0.85885","0.00098","29.65203"
"12.20000","0.20159","73.19929","0.19056","-0.85696","0.00099","29.95359"
"12.30000","0.20312","73.59031","0.19204","-0.85547","0.00100","30.11359"
"12.40000","0.20461","74.04324","0.19349","-0.85403","0.00100","30.29894"
"12.50000","0.20641","74.78777","0.19519","-0.85232","0.00101","30.60360"
"12.60000","0.20845","75.52226","0.19715","-0.85037","0.00102","30.90416"
"12.70000","0.20973","75.68614","0.19841","-0.84911","0.00103","30.97122"
"12.80000","0.21125","76.33315","0.19985","-0.84767","0.00104","31.23598"
"12.90000","0.21327","76.99318","0.20179","-0.84572","0.00105","31.50607"
"13.00000","0.21476","77.54230","0.20322","-0.84429","0.00105","31.73077"
"13.10000","0.21626","77.91131","0.20468","-0.84284","0.00106","31.88177"
"13.20000","0.21814","78.63135","0.20647","-0.84104","0.00107","32.17642"
"13.30000","0.22006","79.26721","0.20832","-0.83919","0.00108","32.43662"
"13.40000","0.22138","79.66189","0.20960","-0.83792","0.00109","32.59812"
"13.50000","0.22293","80.23506","0.21108","-0.83643","0.00109","32.83267"
"13.60000","0.22493","80.85563","0.21301","-0.83451","0.00110","33.08661"
"13.70000","0.22638","81.21894","0.21441","-0.83311","0.00111","33.23528"
"13.80000","0.22793","81.84026","0.21589","-0.83162","0.00112","33.48952"
"13.90000","0.22990","82.52787","0.21778","-0.82973","0.00113","33.77090"
"14.00000","0.23165","83.04278","0.21947","-0.82805","0.00114","33.98160"
"14.10000","0.23305","83.43285","0.22082","-0.82669","0.00115","34.14122"
"14.20000","0.23461","83.99937","0.22231","-0.82520","0.00115","34.37305"
"14.30000","0.23665","84.62365","0.22428","-0.82323","0.00116","34.62850"
"14.40000","0.23802","85.10140","0.22560","-0.82192","0.00117","34.82400"
"14.50000","0.23955","85.52866","0.22708","-0.82044","0.00118","34.99884"
"14.60000","0.24163","86.31144","0.22906","-0.81845","0.00119","35.31916"
"14.70000","0.24326","86.80972","0.23064","-0.81687","0.00120","35.52306"
"14.80000","0.24470","87.23121","0.23202","-0.81549","0.00120","35.69553"
"14.90000","0.24639","87.85295","0.23366","-0.81386","0.00121","35.94995"
"15.00000","0.24821","88.44289","0.23542","-0.81209","0.00122","36.19136"
"15.10000","0.24966","88.97555","0.23682","-0.81070","0.00123","36.40932"
"15.20000","0.25125","89.39716","0.23836","-0.80915","0.00124","36.58185"
"15.30000","0.25340","90.14964","0.24044","-0.80707","0.00125","36.88977"
"15.40000","0.25491","90.70686","0.24190","-0.80562","0.00125","37.11779"
"15.50000","0.25633","91.07648","0.24328","-0.80424","0.00126","37.26904"
"15.60000","0.25803","91.61765","0.24493","-0.80259","0.00127","37.49049"
"15.70000","0.25996","92.22673","0.24680","-0.80072","0.00128","37.73973"
"15.80000","0.26135","92.68109","0.24814","-0.79937","0.00129","37.92566"
"15.90000","0.26286","93.21806","0.24960","-0.79791","0.00129","38.14539"
"16.00000","0.26512","93.99535","0.25178","-0.79573","0.00131","38.46346"
"16.10000","0.26658","94.37913","0.25320","-0.79431","0.00131","38.62050"
"16.20000","0.26798","94.86177","0.25456","-0.79295","0.00132","38.81800"
"16.30000","0.26976","95.45914","0.25628","-0.79123","0.00133","39.06245"
"16.40000","0.27151","96.11773","0.25797","-0.78954","0.00134","39.33195"
"16.50000","0.27300","96.59737","0.25941","-0.78811","0.00135","39.52822"
"16.60000","0.27460","97.12330","0.26096","-0.78655","0.00135","39.74343"
"16.70000","0.27680","97.90312","0.26308","-0.78443","0.00136","40.06254"
"16.80000","0.27819","98.23743","0.26444","-0.78308","0.00137","40.19934"
"16.90000","0.27962","98.73911","0.26582","-0.78170","0.00138","40.40464"
"17.00000","0.28150","99.41599","0.26763","-0.77988","0.00139","40.68161"
"17.10000","0.28315","99.96548","0.26923","-0.77829","0.00140","40.90648"
"17.20000","0.28459","100.40054","0.27063","-0.77688","0.00140","41.08450"
"17.30000","0.28625","100.97698","0.27223","-0.77528","0.00141","41.32038"
"17.40000","0.28847","101.77152","0.27437","-0.77314","0.00142","41.64552"
"17.50000","0.28981","102.22486","0.27567","-0.77184","0.00143","41.83102"
"17.60000","0.29127","102.67149","0.27709","-0.77042","0.00144","42.01379"
"17.70000","0.29318","103.46857","0.27892","-0.76859","0.00145","42.33996"
"17.80000","0.29483","103.91201","0.28052","-0.76699","0.00145","42.52142"
"17.90000","0.29629","104.30762","0.28194","-0.76557","0.00146","42.68330"
"18.00000","0.29801","105.00391","0.28360","-0.76392","0.00147","42.96823"
"18.10000","0.30011","105.66368","0.28563","-0.76188","0.00148","43.23821"
"18.20000","0.30141","106.09025","0.28689","-0.76062","0.00149","43.41277"
"18.30000","0.30293","106.53076","0.28837","-0.75914","0.00150","43.59303"
"18.40000","0.30497","107.27988","0.29034","-0.75718","0.00151","43.89957"
"18.50000","0.30648","107.89738","0.29178","-0.75573","0.00151","44.15225"
"18.60000","0.30791","108.25578","0.29318","-0.75433","0.00152","44.29891"
"18.70000","0.30970","108.86847","0.29491","-0.75260","0.00153","44.54963"
"18.80000","0.31177","109.71009","0.29690","-0.75062","0.00154","44.89402"
"18.90000","0.31308","110.06322","0.29817","-0.74934","0.00155","45.03853"
"19.00000","0.31465","110.53600","0.29969","-0.74782","0.00155","45.23199"
"19.10000","0.31662","111.31157","0.30159","-0.74592","0.00156","45.54936"
"19.20000","0.31807","111.69064","0.30301","-0.74451","0.00157","45.70448"
"19.30000","0.31960","112.26434","0.30448","-0.74303","0.00158","45.93924"
"19.40000","0.32151","112.88195","0.30633","-0.74118","0.00159","46.19197"
"19.50000","0.32339","113.58118","0.30814","-0.73938","0.00160","46.47810"
"19.60000","0.32471","114.08745","0.30941","-0.73810","0.00160","46.68526"
"19.70000","0.32630","114.60529","0.31095","-0.73657","0.00161","46.89717"
"19.80000","0.32842","115.40916","0.31299","-0.73452","0.00162","47.22612"
"19.90000","0.32969","115.75091","0.31423","-0.73329","0.00163","47.36596"
"20.00000","0.33118","116.21030","0.31567","-0.73185","0.00164","47.55395"
"20.10000","0.33319","116.97168","0.31761","-0.72991","0.00165","47.86551"
"20.20000","0.33502","117.53204","0.31938","-0.72813","0.00166","48.09481"
"20.30000","0.33635","118.01680","0.32067","-0.72685","0.00166","48.29318"
"20.40000","0.33799","118.57893","0.32225","-0.72526","0.00167","48.52321"
"20.50000","0.33998","119.32590","0.32417","-0.72334","0.00168","48.82887"
"20.60000","0.34135","119.72991","0.32550","-0.72202","0.00169","48.99419"
"20.70000","0.34286","120.15227","0.32696","-0.72055","0.00170","49.16703"
"20.80000","0.34497","121.10858","0.32898","-0.71853","0.00171","49.55836"
"20.90000","0.34661","121.54404","0.33058","-0.71693","0.00171","49.73655"
"21.00000","0.34796","122.09041","0.33188","-0.71563","0.00172","49.96012"
"21.10000","0.34969","122.70774","0.33355","-0.71397","0.00173","50.21274"
"21.20000","0.35169","123.32895","0.33549","-0.71202","0.00174","50.46694"
"21.30000","0.35302","123.73924","0.33678","-0.71074","0.00175","50.63484"
"21.40000","0.35457","124.32995","0.33827","-0.70925","0.00175","50.87656"
"21.50000","0.35666","125.15683","0.34028","-0.70723","0.00176","51.21492"
"21.60000","0.35823","125.62424","0.34180","-0.70571","0.00177","51.40619"
"21.70000","0.35961","125.96375","0.34315","-0.70437","0.00178","51.54512"
"21.80000","0.36140","126.68378","0.34487","-0.70264","0.00179","51.83976"
"21.90000","0.36332","127.45271","0.34671","-0.70080","0.00180","52.15441"
"22.00000","0.36466","127.74567","0.34802","-0.69949","0.00180","52.27429"
"22.10000","0.36622","128.35222","0.34952","-0.69799","0.00181","52.52250"
"22.20000","0.36842","129.16014","0.35165","-0.69586","0.00182","52.85310"
"22.30000","0.36986","129.61252","0.35304","-0.69447","0.00183","53.03822"
"22.40000","0.37127","130.05785","0.35441","-0.69311","0.00184","53.22045"
"22.50000","0.37317","130.78487","0.35624","-0.69128","0.00185","53.51795"
"22.60000","0.37489","131.40552","0.35790","-0.68961","0.00186","53.77192"
"22.70000","0.37630","131.92827","0.35926","-0.68826","0.00186","53.98584"
"22.80000","0.37787","132.35634","0.36079","-0.68673","0.00187","54.16101"
"22.90000","0.38015","133.20212","0.36298","-0.68453","0.00188","54.50710"
"23.00000","0.38153","133.64017","0.36432","-0.68319","0.00189","54.68636"
"23.10000","0.38291","134.08310","0.36566","-0.68185","0.00190","54.86761"
"23.20000","0.38482","134.81833","0.36749","-0.68002","0.00191","55.16846"
"23.30000","0.38656","135.42685","0.36918","-0.67833","0.00191","55.41748"
"23.40000","0.38795","135.86449","0.37053","-0.67698","0.00192","55.59656"
"23.50000","0.38960","136.46817","0.37212","-0.67539","0.00193","55.84359"
"23.60000","0.39178","137.32491","0.37422","-0.67330","0.00194","56.19417"
"23.70000","0.39312","137.68414","0.37552","-0.67199","0.00195","56.34118"
"23.80000","0.39459","138.23772","0.37694","-0.67058","0.00195","56.56770"
"23.90000","0.39657","138.86256","0.37885","-0.66866","0.00196","56.82339"
"24.00000","0.39820","139.50647","0.38042","-0.66709","0.00197","57.08688"
"24.10000","0.39962","139.96150","0.38180","-0.66571","0.00198","57.27308"
"24.20000","0.40133","140.56834","0.38345","-0.66406","0.00199","57.52141"
"24.30000","0.40347","141.42740","0.38551","-0.66200","0.00200","57.87294"
"24.40000","0.40471","141.66371","0.38672","-0.66079","0.00201","57.96964"
"24.50000","0.40625","142.27863","0.38820","-0.65932","0.00201","58.22126"
"24.60000","0.40824","142.99548","0.39012","-0.65739","0.00202","58.51461"
"24.70000","0.40983","143.55296","0.39166","-0.65585","0.00203","58.74273"
"24.80000","0.41129","144.07419","0.39307","-0.65445","0.00204","58.95602"
"24.90000","0.41305","144.58167","0.39478","-0.65274","0.00205","59.16368"
"25.00000","0.41512","145.46124","0.39676","-0.65075","0.00206","59.52361"
"25.10000","0.41637","145.74495","0.39799","-0.64952","0.00206","59.63971"
"25.20000","0.41792","146.26375","0.39948","-0.64803","0.00207","59.85200"
"25.30000","0.41994","147.13234","0.40142","-0.64609","0.00208","60.20743"
"25.40000","0.42142","147.46260","0.40287","-0.64464","0.00209","60.34258"
"25.50000","0.42293","148.03743","0.40432","-0.64319","0.00210","60.57780"
"25.60000","0.42484","148.64363","0.40618","-0.64133","0.00211","60.82586"
"25.70000","0.42670","149.45956","0.40795","-0.63956","0.00212","61.15975"
"25.80000","0.42801","149.85352","0.40922","-0.63829","0.00212","61.32095"
"25.90000","0.42959","150.31769","0.41076","-0.63675","0.00213","61.51090"
"26.00000","0.43164","151.13396","0.41273","-0.63478","0.00214","61.84492"
"26.10000","0.43311","151.64824","0.41415","-0.63337","0.00215","62.05537"
"26.20000","0.43457","152.17303","0.41556","-0.63195","0.00215","62.27011"
"26.30000","0.43655","152.74847","0.41748","-0.63003","0.00216","62.50559"
"26.40000","0.43829","153.46552","0.41915","-0.62836","0.00217","62.79901"
"26.50000","0.43968","153.95421","0.42050","-0.62702","0.00218","62.99898"
"26.60000","0.44136","154.55537","0.42212","-0.62539","0.00219","63.24498"
"26.70000","0.44331","155.10013","0.42402","-0.62349","0.00220","63.46790"
"26.80000","0.44472","155.69524","0.42537","-0.62214","0.00221","63.71142"
"26.90000","0.44624","156.18053","0.42685","-0.62067","0.00221","63.91000"
"27.00000","0.44833","157.06508","0.42885","-0.61866","0.00222","64.27197"
"27.10000","0.44995","157.54892","0.43042","-0.61709","0.00223","64.46996"
"27.20000","0.45134","157.99236","0.43176","-0.61575","0.00224","64.65141"
"27.30000","0.45302","158.68927","0.43339","-0.61413","0.00225","64.93660"
"27.40000","0.45495","159.28287","0.43527","-0.61225","0.00226","65.17950"
"27.50000","0.45636","159.70718","0.43664","-0.61087","0.00226","65.35313"
"27.60000","0.45789","160.23958","0.43812","-0.60939","0.00227","65.57099"
"27.70000","0.46007","161.05952","0.44024","-0.60727","0.00228","65.90652"
"27.80000","0.46161","161.56844","0.44174","-0.60578","0.00229","66.11477"
"27.90000","0.46297","162.09854","0.44304","-0.60447","0.00230","66.33170"
"28.00000","0.46468","162.67061","0.44471","-0.60280","0.00231","66.56579"
"28.10000","0.46650","163.41011","0.44647","-0.60104","0.00232","66.86839"
"28.20000","0.46800","163.83415","0.44793","-0.59958","0.00232","67.04192"
"28.30000","0.46960","164.45689","0.44947","-0.59804","0.00233","67.29675"
"28.40000","0.47178","165.32446","0.45159","-0.59592","0.00234","67.65176"
"28.50000","0.47318","165.79399","0.45295","-0.59457","0.00235","67.84389"
"28.60000","0.47461","166.21051","0.45434","-0.59317","0.00236","68.01434"
"28.70000","0.47639","166.84222","0.45607","-0.59145","0.00236","68.27283"
"28.80000","0.47826","167.51401","0.45788","-0.58963","0.00237","68.54774"
"28.90000","0.47965","168.04265","0.45922","-0.58829","0.00238","68.76405"
"29.00000","0.48124","168.74808","0.46076","-0.58676","0.00239","69.05272"
"29.10000","0.48341","169.36545","0.46287","-0.58464","0.00240","69.30535"
"29.20000","0.48484","170.04967","0.46424","-0.58327","0.00241","69.58534"
"29.30000","0.48634","170.53043","0.46570","-0.58181","0.00241","69.78207"
"29.40000","0.48819","171.10342","0.46751","-0.58001","0.00242","70.01654"
"29.50000","0.48979","171.81233","0.46904","-0.57847","0.00243","70.30663"
"29.60000","0.49130","172.16754","0.47052","-0.57699","0.00244","70.45199"
"29.70000","0.49300","172.88727","0.47216","-0.57535","0.00245","70.74651"
"29.80000","0.49510","173.80949","0.47419","-0.57333","0.00246","71.12389"
"29.90000","0.49650","174.13084","0.47555","-0.57196","0.00247","71.25539"
