Specimen properties : Specimen label,"3"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"4.58",mm
Specimen properties : Width,"14.08",mm
Maximum Load : Maximum Load,"937.0",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"34393652619.41980",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","9.34418","-0.02628","-1.04682","-0.00014","3.41689"
"0.10000","0.00020","9.56127","-0.02617","-1.04671","-0.00014","3.49628"
"0.20000","0.00106","9.76456","-0.02540","-1.04594","-0.00013","3.57061"
"0.30000","0.00272","10.53397","-0.02407","-1.04462","-0.00013","3.85196"
"0.40000","0.00456","11.17559","-0.02251","-1.04305","-0.00012","4.08659"
"0.50000","0.00671","12.14680","-0.02078","-1.04132","-0.00011","4.44173"
"0.60000","0.00816","12.73588","-0.01958","-1.04012","-0.00010","4.65714"
"0.70000","0.00968","13.26416","-0.01829","-1.03883","-0.00010","4.85032"
"0.80000","0.01184","14.19703","-0.01654","-1.03708","-0.00009","5.19144"
"0.90000","0.01342","14.89786","-0.01525","-1.03579","-0.00008","5.44771"
"1.00000","0.01479","15.45629","-0.01412","-1.03466","-0.00007","5.65191"
"1.10000","0.01652","16.02600","-0.01258","-1.03312","-0.00007","5.86024"
"1.20000","0.01848","16.95110","-0.01081","-1.03135","-0.00006","6.19852"
"1.30000","0.01978","17.42302","-0.00961","-1.03016","-0.00005","6.37109"
"1.40000","0.02132","18.11407","-0.00822","-1.02877","-0.00004","6.62379"
"1.50000","0.02354","18.96184","-0.00618","-1.02672","-0.00003","6.93379"
"1.60000","0.02508","19.61699","-0.00477","-1.02532","-0.00003","7.17336"
"1.70000","0.02644","20.29880","-0.00356","-1.02410","-0.00002","7.42267"
"1.80000","0.02823","21.00112","-0.00192","-1.02247","-0.00001","7.67949"
"1.90000","0.03008","21.78368","-0.00024","-1.02078","0.00000","7.96565"
"2.00000","0.03145","22.18934","0.00105","-1.01949","0.00001","8.11399"
"2.10000","0.03302","22.78103","0.00250","-1.01804","0.00001","8.33036"
"2.20000","0.03519","23.67278","0.00448","-1.01606","0.00002","8.65644"
"2.30000","0.03667","24.37522","0.00581","-1.01474","0.00003","8.91330"
"2.40000","0.03804","24.86239","0.00708","-1.01346","0.00004","9.09145"
"2.50000","0.03996","25.56948","0.00884","-1.01170","0.00005","9.35001"
"2.60000","0.04175","26.22429","0.01050","-1.01005","0.00006","9.58946"
"2.70000","0.04310","26.78641","0.01173","-1.00881","0.00006","9.79501"
"2.80000","0.04472","27.34461","0.01323","-1.00731","0.00007","9.99912"
"2.90000","0.04689","28.30800","0.01520","-1.00535","0.00008","10.35141"
"3.00000","0.04829","28.79220","0.01650","-1.00404","0.00009","10.52846"
"3.10000","0.04971","29.39936","0.01779","-1.00275","0.00009","10.75048"
"3.20000","0.05169","30.05283","0.01963","-1.00092","0.00010","10.98944"
"3.30000","0.05335","30.92845","0.02110","-0.99944","0.00011","11.30963"
"3.40000","0.05474","31.32081","0.02241","-0.99813","0.00012","11.45310"
"3.50000","0.05645","32.07186","0.02397","-0.99658","0.00013","11.72774"
"3.60000","0.05858","32.77307","0.02595","-0.99460","0.00014","11.98415"
"3.70000","0.05992","33.26559","0.02718","-0.99336","0.00014","12.16425"
