Specimen properties : Specimen label,"F1"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"5.49",mm
Specimen properties : Width,"14.23",mm
Maximum Load : Maximum Load,"1089",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"21362384154.25600",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","45.31023","0.03248","-1.05507","0.00021","11.40960"
"0.10000","0.00021","45.37482","0.03268","-1.05487","0.00021","11.42586"
"0.20000","0.00089","45.67141","0.03331","-1.05423","0.00021","11.50055"
"0.30000","0.00271","46.46600","0.03503","-1.05252","0.00022","11.70063"
"0.40000","0.00480","47.45911","0.03699","-1.05055","0.00024","11.95071"
"0.50000","0.00640","48.20978","0.03849","-1.04906","0.00024","12.13974"
"0.60000","0.00836","49.09785","0.04033","-1.04722","0.00026","12.36337"
"0.70000","0.00985","49.61184","0.04175","-1.04579","0.00027","12.49279"
"0.80000","0.01139","50.49797","0.04317","-1.04438","0.00027","12.71593"
"0.90000","0.01351","51.44408","0.04516","-1.04238","0.00029","12.95417"
"1.00000","0.01506","52.06480","0.04663","-1.04091","0.00030","13.11047"
"1.10000","0.01647","52.72804","0.04795","-1.03960","0.00030","13.27748"
"1.20000","0.01820","53.47539","0.04958","-1.03796","0.00032","13.46568"
"1.30000","0.02008","54.39897","0.05134","-1.03621","0.00033","13.69824"
"1.40000","0.02151","55.00568","0.05269","-1.03486","0.00033","13.85102"
"1.50000","0.02301","55.61285","0.05411","-1.03344","0.00034","14.00391"
"1.60000","0.02518","56.59899","0.05614","-1.03140","0.00036","14.25223"
"1.70000","0.02673","57.47871","0.05757","-1.02997","0.00037","14.47375"
"1.80000","0.02815","57.85652","0.05894","-1.02860","0.00037","14.56889"
"1.90000","0.02992","58.68118","0.06062","-1.02693","0.00039","14.77655"
"2.00000","0.03172","59.45908","0.06233","-1.02521","0.00040","14.97243"
"2.10000","0.03315","60.12326","0.06368","-1.02387","0.00040","15.13968"
"2.20000","0.03473","60.83907","0.06518","-1.02237","0.00041","15.31993"
"2.30000","0.03692","61.86348","0.06725","-1.02029","0.00043","15.57789"
"2.40000","0.03836","62.46545","0.06862","-1.01893","0.00044","15.72947"
"2.50000","0.03973","63.06446","0.06992","-1.01763","0.00044","15.88030"
"2.60000","0.04161","63.88584","0.07170","-1.01584","0.00046","16.08714"
"2.70000","0.04339","64.62063","0.07340","-1.01415","0.00047","16.27217"
"2.80000","0.04481","65.17509","0.07475","-1.01280","0.00047","16.41178"
"2.90000","0.04640","66.07776","0.07623","-1.01131","0.00048","16.63909"
"3.00000","0.04858","67.05633","0.07830","-1.00924","0.00050","16.88550"
"3.10000","0.05001","67.59293","0.07967","-1.00787","0.00051","17.02062"
"3.20000","0.05143","68.19120","0.08101","-1.00653","0.00051","17.17127"
"3.30000","0.05331","69.09039","0.08279","-1.00476","0.00053","17.39770"
"3.40000","0.05497","69.81583","0.08437","-1.00317","0.00054","17.58037"
"3.50000","0.05650","70.52588","0.08581","-1.00173","0.00055","17.75917"
"3.60000","0.05816","71.28698","0.08738","-1.00016","0.00056","17.95082"
"3.70000","0.06026","72.27550","0.08936","-0.99818","0.00057","18.19974"
"3.80000","0.06163","72.75957","0.09068","-0.99686","0.00058","18.32164"
"3.90000","0.06307","73.39883","0.09204","-0.99550","0.00058","18.48261"
"4.00000","0.06512","74.28569","0.09400","-0.99355","0.00060","18.70593"
"4.10000","0.06664","75.02789","0.09543","-0.99211","0.00061","18.89283"
"4.20000","0.06805","75.53445","0.09677","-0.99077","0.00061","19.02038"
"4.30000","0.06981","76.47906","0.09843","-0.98912","0.00063","19.25825"
"4.40000","0.07191","77.38533","0.10042","-0.98713","0.00064","19.48645"
"4.50000","0.07332","78.03163","0.10175","-0.98579","0.00065","19.64920"
"4.60000","0.07477","78.72211","0.10313","-0.98442","0.00066","19.82307"
"4.70000","0.07675","79.61760","0.10500","-0.98254","0.00067","20.04856"
"4.80000","0.07825","80.12098","0.10644","-0.98110","0.00068","20.17532"
