Specimen properties : Specimen label,"2"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"4.64",mm
Specimen properties : Width,"14.01",mm
Maximum Load : Maximum Load,"812.8",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"32923634488.61430",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","-0.00006","9.49211","0.01104","-1.04695","0.00006","3.39870"
"0.10000","0.00005","9.47723","0.01116","-1.04683","0.00006","3.39337"
"0.20000","0.00092","9.76030","0.01191","-1.04608","0.00006","3.49472"
"0.30000","0.00237","10.34133","0.01310","-1.04489","0.00007","3.70276"
"0.40000","0.00424","11.14919","0.01463","-1.04336","0.00008","3.99202"
"0.50000","0.00588","11.96242","0.01592","-1.04207","0.00009","4.28320"
"0.60000","0.00803","12.83481","0.01769","-1.04030","0.00010","4.59557"
"0.70000","0.00975","13.54014","0.01911","-1.03888","0.00010","4.84811"
"0.80000","0.01115","14.03432","0.02029","-1.03770","0.00011","5.02506"
"0.90000","0.01281","14.85221","0.02160","-1.03639","0.00012","5.31791"
"1.00000","0.01473","15.58869","0.02321","-1.03478","0.00012","5.58161"
"1.10000","0.01614","16.23133","0.02444","-1.03355","0.00013","5.81171"
"1.20000","0.01770","16.82191","0.02588","-1.03211","0.00014","6.02317"
"1.30000","0.01984","17.75092","0.02783","-1.03016","0.00015","6.35580"
"1.40000","0.02136","18.37779","0.02921","-1.02878","0.00016","6.58026"
"1.50000","0.02273","19.02818","0.03045","-1.02754","0.00016","6.81313"
"1.60000","0.02455","19.66917","0.03213","-1.02586","0.00017","7.04264"
"1.70000","0.02643","20.46822","0.03384","-1.02415","0.00018","7.32875"
"1.80000","0.02779","20.94967","0.03510","-1.02289","0.00019","7.50113"
"1.90000","0.02935","21.57328","0.03652","-1.02147","0.00020","7.72442"
"2.00000","0.03153","22.53863","0.03851","-1.01948","0.00021","8.07007"
"2.10000","0.03305","23.25586","0.03987","-1.01812","0.00021","8.32687"
"2.20000","0.03443","23.76734","0.04114","-1.01685","0.00022","8.51001"
"2.30000","0.03627","24.49042","0.04283","-1.01516","0.00023","8.76892"
"2.40000","0.03803","25.33418","0.04441","-1.01358","0.00024","9.07103"
"2.50000","0.03944","25.71561","0.04574","-1.01225","0.00025","9.20760"
"2.60000","0.04107","26.46632","0.04722","-1.01077","0.00025","9.47639"
"2.70000","0.04327","27.32305","0.04923","-1.00876","0.00026","9.78315"
"2.80000","0.04466","27.99954","0.05048","-1.00751","0.00027","10.02537"
"2.90000","0.04605","28.39472","0.05178","-1.00621","0.00028","10.16687"
"3.00000","0.04803","29.23571","0.05359","-1.00440","0.00029","10.46799"
"3.10000","0.04967","30.00528","0.05507","-1.00292","0.00030","10.74354"
"3.20000","0.05103","30.58529","0.05631","-1.00168","0.00030","10.95121"
"3.30000","0.05271","31.15117","0.05787","-1.00012","0.00031","11.15383"
"3.40000","0.05491","32.13745","0.05985","-0.99814","0.00032","11.50697"
"3.50000","0.05631","32.68875","0.06114","-0.99685","0.00033","11.70437"
"3.60000","0.05773","33.30819","0.06243","-0.99556","0.00034","11.92616"
"3.70000","0.05969","34.00570","0.06424","-0.99375","0.00035","12.17591"
"3.80000","0.06128","34.57427","0.06571","-0.99228","0.00035","12.37949"
"3.90000","0.06269","35.32114","0.06697","-0.99102","0.00036","12.64691"
"4.00000","0.06446","36.01566","0.06863","-0.98936","0.00037","12.89558"
"4.10000","0.06655","36.86900","0.07060","-0.98739","0.00038","13.20113"
"4.20000","0.06789","37.39509","0.07188","-0.98611","0.00039","13.38949"
"4.30000","0.06937","38.05070","0.07326","-0.98473","0.00039","13.62424"
"4.40000","0.07145","38.86613","0.07524","-0.98275","0.00040","13.91621"
"4.50000","0.07294","39.55103","0.07663","-0.98136","0.00041","14.16144"
"4.60000","0.07440","40.02890","0.07803","-0.97996","0.00042","14.33255"
"4.70000","0.07619","40.88838","0.07970","-0.97829","0.00043","14.64028"
"4.80000","0.07819","41.63279","0.08160","-0.97639","0.00044","14.90683"
"4.90000","0.07953","42.30311","0.08286","-0.97513","0.00044","15.14684"
"5.00000","0.08106","42.95574","0.08430","-0.97369","0.00045","15.38051"
"5.10000","0.08316","43.96621","0.08626","-0.97173","0.00046","15.74232"
"5.20000","0.08458","44.47129","0.08761","-0.97038","0.00047","15.92317"
"5.30000","0.08601","45.00624","0.08897","-0.96902","0.00048","16.11470"
"5.40000","0.08798","45.84602","0.09083","-0.96716","0.00049","16.41539"
"5.50000","0.08982","46.70659","0.09255","-0.96544","0.00050","16.72352"
"5.60000","0.09116","47.22934","0.09382","-0.96417","0.00050","16.91070"
"5.70000","0.09279","47.97499","0.09535","-0.96264","0.00051","17.17768"
"5.80000","0.09482","48.88131","0.09726","-0.96073","0.00052","17.50220"
"5.90000","0.09619","49.41227","0.09856","-0.95943","0.00053","17.69231"
"6.00000","0.09767","50.05622","0.09996","-0.95803","0.00054","17.92288"
"6.10000","0.09968","51.04516","0.10183","-0.95616","0.00055","18.27697"
"6.20000","0.10150","51.79990","0.10355","-0.95444","0.00056","18.54721"
"6.30000","0.10280","52.41280","0.10476","-0.95323","0.00056","18.76666"
"6.40000","0.10444","53.03177","0.10632","-0.95167","0.00057","18.98829"
"6.50000","0.10648","54.00753","0.10824","-0.94975","0.00058","19.33766"
"6.60000","0.10784","54.58637","0.10952","-0.94847","0.00059","19.54492"
"6.70000","0.10935","55.24824","0.11094","-0.94705","0.00060","19.78190"
"6.80000","0.11147","56.36869","0.11290","-0.94509","0.00061","20.18309"
"6.90000","0.11308","56.91234","0.11444","-0.94355","0.00061","20.37774"
"7.00000","0.11443","57.46000","0.11572","-0.94227","0.00062","20.57384"
"7.10000","0.11616","58.30012","0.11735","-0.94064","0.00063","20.87464"
"7.20000","0.11814","59.15884","0.11923","-0.93876","0.00064","21.18212"
"7.30000","0.11953","59.85424","0.12054","-0.93745","0.00065","21.43111"
"7.40000","0.12101","60.47327","0.12194","-0.93605","0.00065","21.65275"
"7.50000","0.12325","61.62065","0.12405","-0.93394","0.00067","22.06358"
"7.60000","0.12466","62.13291","0.12540","-0.93259","0.00067","22.24699"
"7.70000","0.12606","62.82893","0.12672","-0.93127","0.00068","22.49621"
