Specimen properties : Specimen label,"1"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"3.83",mm
Specimen properties : Width,"13.06",mm
Maximum Load : Maximum Load,"519.6",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"36649648264.07330",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","45.15676","0.15840","-1.05505","0.00070","25.45691"
"0.10000","0.00020","45.08797","0.15861","-1.05484","0.00070","25.41813"
"0.20000","0.00091","45.31183","0.15929","-1.05416","0.00071","25.54434"
"0.30000","0.00265","45.92732","0.16095","-1.05250","0.00071","25.89132"
"0.40000","0.00478","46.51018","0.16299","-1.05045","0.00072","26.21990"
"0.50000","0.00628","47.14243","0.16442","-1.04903","0.00073","26.57633"
"0.60000","0.00833","47.65659","0.16639","-1.04706","0.00074","26.86618"
"0.70000","0.00984","48.20009","0.16783","-1.04562","0.00074","27.17258"
"0.80000","0.01131","48.62675","0.16924","-1.04421","0.00075","27.41311"
"0.90000","0.01319","49.14974","0.17105","-1.04240","0.00076","27.70794"
"1.00000","0.01512","49.81007","0.17290","-1.04055","0.00077","28.08020"
"1.10000","0.01643","50.13285","0.17416","-1.03929","0.00077","28.26217"
"1.20000","0.01798","50.66651","0.17564","-1.03780","0.00078","28.56301"
"1.30000","0.02006","51.33189","0.17763","-1.03582","0.00079","28.93812"
"1.40000","0.02153","51.70707","0.17905","-1.03440","0.00079","29.14962"
"1.50000","0.02296","52.03818","0.18044","-1.03301","0.00080","29.33628"
"1.60000","0.02495","52.59763","0.18235","-1.03110","0.00081","29.65167"
"1.70000","0.02670","53.10527","0.18403","-1.02942","0.00082","29.93785"
"1.80000","0.02805","53.43274","0.18534","-1.02811","0.00082","30.12246"
"1.90000","0.02967","53.97147","0.18689","-1.02656","0.00083","30.42617"
"2.00000","0.03170","54.51914","0.18885","-1.02460","0.00084","30.73492"
"2.10000","0.03316","54.88844","0.19025","-1.02319","0.00084","30.94311"
"2.20000","0.03466","55.41801","0.19168","-1.02177","0.00085","31.24165"
"2.30000","0.03670","55.99594","0.19364","-1.01980","0.00086","31.56746"
"2.40000","0.03835","56.44392","0.19524","-1.01821","0.00087","31.82000"
"2.50000","0.03971","56.91047","0.19653","-1.01692","0.00087","32.08302"
"2.60000","0.04139","57.24943","0.19816","-1.01528","0.00088","32.27410"
"2.70000","0.04333","57.88850","0.20002","-1.01342","0.00089","32.63438"
"2.80000","0.04478","58.16729","0.20145","-1.01200","0.00089","32.79155"
"2.90000","0.04634","58.66064","0.20295","-1.01050","0.00090","33.06966"
"3.00000","0.04850","59.18753","0.20504","-1.00841","0.00091","33.36670"
