Specimen properties : Specimen label,"3"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"3.87",mm
Specimen properties : Width,"12.87",mm
Maximum Load : Maximum Load,"471.5",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"42144202293.70180",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","48.63700","0.14381","-1.05552","0.00064","27.25148"
"0.10000","0.00020","48.68218","0.14401","-1.05532","0.00065","27.27679"
"0.20000","0.00104","48.93226","0.14481","-1.05451","0.00065","27.41691"
"0.30000","0.00246","49.42299","0.14616","-1.05317","0.00065","27.69187"
"0.40000","0.00479","50.24405","0.14838","-1.05095","0.00066","28.15191"
"0.50000","0.00659","50.94440","0.15009","-1.04923","0.00067","28.54432"
"0.60000","0.00804","51.37753","0.15148","-1.04784","0.00068","28.78701"
"0.70000","0.00985","52.03460","0.15320","-1.04612","0.00069","29.15517"
"0.80000","0.01165","52.67554","0.15492","-1.04441","0.00069","29.51429"
"0.90000","0.01309","53.20684","0.15629","-1.04304","0.00070","29.81197"
"1.00000","0.01468","53.58307","0.15782","-1.04150","0.00071","30.02278"
"1.10000","0.01691","54.44788","0.15994","-1.03939","0.00072","30.50734"
"1.20000","0.01827","54.88744","0.16124","-1.03809","0.00072","30.75362"
"1.30000","0.01973","55.34568","0.16264","-1.03669","0.00073","31.01037"
"1.40000","0.02154","55.98122","0.16437","-1.03496","0.00074","31.36647"
"1.50000","0.02328","56.47352","0.16604","-1.03329","0.00074","31.64231"
"1.60000","0.02474","57.00073","0.16742","-1.03190","0.00075","31.93771"
"1.70000","0.02639","57.44194","0.16902","-1.03031","0.00076","32.18492"
"1.80000","0.02854","58.21154","0.17108","-1.02825","0.00077","32.61612"
"1.90000","0.02996","58.64923","0.17244","-1.02688","0.00077","32.86137"
"2.00000","0.03133","58.99819","0.17378","-1.02555","0.00078","33.05689"
"2.10000","0.03322","59.57159","0.17560","-1.02373","0.00079","33.37817"
"2.20000","0.03484","60.17237","0.17715","-1.02218","0.00079","33.71479"
"2.30000","0.03636","60.57525","0.17863","-1.02070","0.00080","33.94052"
"2.40000","0.03812","61.15424","0.18031","-1.01902","0.00081","34.26493"
"2.50000","0.04018","61.83620","0.18229","-1.01703","0.00082","34.64704"
"2.60000","0.04153","62.34029","0.18359","-1.01574","0.00082","34.92948"
"2.70000","0.04300","62.67978","0.18502","-1.01431","0.00083","35.11970"
"2.80000","0.04497","63.21375","0.18692","-1.01241","0.00084","35.41888"
"2.90000","0.04657","63.80243","0.18845","-1.01087","0.00084","35.74872"
"3.00000","0.04803","64.19599","0.18987","-1.00946","0.00085","35.96923"
"3.10000","0.04981","64.87611","0.19157","-1.00776","0.00086","36.35031"
"3.20000","0.05178","65.50236","0.19346","-1.00587","0.00087","36.70119"
"3.30000","0.05321","65.86341","0.19485","-1.00448","0.00087","36.90350"
"3.40000","0.05474","66.41010","0.19632","-1.00301","0.00088","37.20981"
"3.50000","0.05668","66.91133","0.19820","-1.00113","0.00089","37.49065"
"3.60000","0.05814","67.36732","0.19961","-0.99972","0.00089","37.74614"
"3.70000","0.05969","67.75935","0.20111","-0.99822","0.00090","37.96579"
"3.80000","0.06163","68.51719","0.20297","-0.99636","0.00091","38.39042"
"3.90000","0.06342","68.98824","0.20470","-0.99463","0.00092","38.65435"
"4.00000","0.06485","69.41595","0.20608","-0.99325","0.00092","38.89399"
"4.10000","0.06637","69.88480","0.20754","-0.99179","0.00093","39.15669"
"4.20000","0.06839","70.58932","0.20948","-0.98985","0.00094","39.55144"
"4.30000","0.06985","71.06570","0.21088","-0.98845","0.00094","39.81836"
"4.40000","0.07133","71.45522","0.21232","-0.98700","0.00095","40.03661"
"4.50000","0.07336","72.13605","0.21427","-0.98506","0.00096","40.41808"
"4.60000","0.07510","72.67541","0.21595","-0.98338","0.00097","40.72028"
"4.70000","0.07649","73.01521","0.21729","-0.98204","0.00097","40.91067"
"4.80000","0.07807","73.59079","0.21881","-0.98052","0.00098","41.23317"
"4.90000","0.07997","74.20640","0.22064","-0.97869","0.00099","41.57810"
"5.00000","0.08149","74.63474","0.22210","-0.97723","0.00099","41.81810"
"5.10000","0.08301","75.18046","0.22356","-0.97576","0.00100","42.12387"
"5.20000","0.08510","75.71702","0.22559","-0.97374","0.00101","42.42450"
"5.30000","0.08667","76.38525","0.22709","-0.97224","0.00102","42.79892"
"5.40000","0.08809","76.69104","0.22846","-0.97086","0.00102","42.97025"
"5.50000","0.08982","77.30934","0.23012","-0.96921","0.00103","43.31669"
"5.60000","0.09169","77.86654","0.23193","-0.96740","0.00104","43.62889"
"5.70000","0.09309","78.27052","0.23329","-0.96604","0.00104","43.85524"
"5.80000","0.09461","78.77068","0.23474","-0.96458","0.00105","44.13548"
"5.90000","0.09681","79.49520","0.23686","-0.96247","0.00106","44.54144"
"6.00000","0.09833","79.93581","0.23833","-0.96100","0.00107","44.78831"
"6.10000","0.09976","80.38568","0.23970","-0.95963","0.00107","45.04037"
"6.20000","0.10149","81.02910","0.24136","-0.95797","0.00108","45.40088"
"6.30000","0.10331","81.50565","0.24313","-0.95620","0.00109","45.66790"
"6.40000","0.10477","82.16171","0.24451","-0.95482","0.00110","46.03548"
"6.50000","0.10636","82.55741","0.24605","-0.95328","0.00110","46.25720"
"6.60000","0.10854","83.33082","0.24814","-0.95119","0.00111","46.69054"
"6.70000","0.10994","83.77007","0.24949","-0.94984","0.00112","46.93666"
"6.80000","0.11135","84.07378","0.25087","-0.94846","0.00112","47.10683"
"6.90000","0.11324","84.78519","0.25267","-0.94666","0.00113","47.50544"
"7.00000","0.11499","85.37122","0.25435","-0.94498","0.00114","47.83379"
"7.10000","0.11642","85.82140","0.25572","-0.94361","0.00115","48.08603"
"7.20000","0.11801","86.41324","0.25725","-0.94208","0.00115","48.41763"
"7.30000","0.12018","87.04409","0.25934","-0.93998","0.00116","48.77110"
"7.40000","0.12161","87.47856","0.26073","-0.93860","0.00117","49.01454"
"7.50000","0.12305","87.95609","0.26212","-0.93721","0.00117","49.28210"
"7.60000","0.12493","88.57272","0.26394","-0.93539","0.00118","49.62760"
"7.70000","0.12660","89.08791","0.26556","-0.93377","0.00119","49.91626"
"7.80000","0.12806","89.54782","0.26698","-0.93235","0.00120","50.17395"
"7.90000","0.12976","90.10448","0.26862","-0.93071","0.00120","50.48585"
"8.00000","0.13184","90.80999","0.27064","-0.92869","0.00121","50.88115"
"8.10000","0.13323","91.32388","0.27197","-0.92736","0.00122","51.16909"
"8.20000","0.13470","91.70645","0.27341","-0.92592","0.00122","51.38344"
"8.30000","0.13671","92.42006","0.27535","-0.92398","0.00123","51.78328"
"8.40000","0.13824","92.92937","0.27682","-0.92251","0.00124","52.06865"
"8.50000","0.13966","93.38946","0.27820","-0.92113","0.00125","52.32644"
"8.60000","0.14143","93.86581","0.27993","-0.91940","0.00125","52.59333"
"8.70000","0.14354","94.70812","0.28195","-0.91738","0.00126","53.06528"
"8.80000","0.14490","95.10694","0.28327","-0.91606","0.00127","53.28875"
"8.90000","0.14637","95.58090","0.28469","-0.91463","0.00128","53.55431"
"9.00000","0.14836","96.21913","0.28662","-0.91271","0.00128","53.91191"
"9.10000","0.14986","96.73280","0.28808","-0.91125","0.00129","54.19972"
"9.20000","0.15132","97.16023","0.28949","-0.90983","0.00130","54.43921"
"9.30000","0.15318","97.92845","0.29128","-0.90805","0.00130","54.86965"
"9.40000","0.15514","98.52737","0.29317","-0.90616","0.00131","55.20523"
"9.50000","0.15649","99.03016","0.29448","-0.90485","0.00132","55.48694"
"9.60000","0.15802","99.52689","0.29596","-0.90337","0.00133","55.76526"
"9.70000","0.16011","100.18172","0.29798","-0.90135","0.00133","56.13216"
"9.80000","0.16152","100.53291","0.29936","-0.89997","0.00134","56.32893"
"9.90000","0.16301","101.05010","0.30080","-0.89853","0.00135","56.61872"
"10.00000","0.16489","101.78206","0.30261","-0.89672","0.00136","57.02884"
"10.10000","0.16676","102.27482","0.30443","-0.89490","0.00136","57.30493"
"10.20000","0.16813","102.83633","0.30574","-0.89358","0.00137","57.61955"
"10.30000","0.16970","103.30170","0.30727","-0.89206","0.00138","57.88029"
"10.40000","0.17177","104.03316","0.30927","-0.89006","0.00139","58.29013"
"10.50000","0.17317","104.43703","0.31063","-0.88870","0.00139","58.51643"
"10.60000","0.17463","104.84264","0.31205","-0.88728","0.00140","58.74369"
"10.70000","0.17668","105.73605","0.31401","-0.88532","0.00141","59.24427"
"10.80000","0.17837","106.20569","0.31566","-0.88367","0.00141","59.50741"
"10.90000","0.17980","106.78278","0.31703","-0.88230","0.00142","59.83076"
"11.00000","0.18145","107.35693","0.31862","-0.88071","0.00143","60.15245"
"11.10000","0.18342","107.91447","0.32054","-0.87879","0.00144","60.46485"
"11.20000","0.18479","108.36913","0.32187","-0.87746","0.00144","60.71959"
"11.30000","0.18629","108.79058","0.32332","-0.87601","0.00145","60.95573"
"11.40000","0.18841","109.62745","0.32536","-0.87397","0.00146","61.42464"
"11.50000","0.19007","110.05822","0.32698","-0.87235","0.00146","61.66600"
"11.60000","0.19140","110.47379","0.32827","-0.87106","0.00147","61.89884"
"11.70000","0.19311","111.18010","0.32991","-0.86942","0.00148","62.29459"
"11.80000","0.19509","111.77521","0.33183","-0.86750","0.00149","62.62803"
"11.90000","0.19647","112.17670","0.33317","-0.86616","0.00149","62.85299"
"12.00000","0.19800","112.62641","0.33466","-0.86467","0.00150","63.10497"
"12.10000","0.20014","113.38550","0.33673","-0.86260","0.00151","63.53028"
"12.20000","0.20165","113.97878","0.33817","-0.86116","0.00151","63.86270"
"12.30000","0.20304","114.27028","0.33954","-0.85979","0.00152","64.02603"
"12.40000","0.20482","114.93927","0.34125","-0.85808","0.00153","64.40086"
"12.50000","0.20670","115.63016","0.34307","-0.85626","0.00154","64.78797"
"12.60000","0.20811","116.13108","0.34443","-0.85490","0.00154","65.06864"
"12.70000","0.20965","116.57288","0.34592","-0.85340","0.00155","65.31618"
"12.80000","0.21188","117.23741","0.34809","-0.85124","0.00156","65.68852"
"12.90000","0.21323","117.76253","0.34938","-0.84995","0.00156","65.98275"
"13.00000","0.21466","118.29044","0.35077","-0.84856","0.00157","66.27853"
"13.10000","0.21652","118.74249","0.35258","-0.84675","0.00158","66.53182"
"13.20000","0.21835","119.50333","0.35433","-0.84499","0.00159","66.95813"
"13.30000","0.21977","119.97298","0.35571","-0.84361","0.00159","67.22127"
"13.40000","0.22132","120.43034","0.35721","-0.84212","0.00160","67.47753"
"13.50000","0.22358","121.27999","0.35939","-0.83994","0.00161","67.95360"
"13.60000","0.22492","121.63598","0.36070","-0.83863","0.00162","68.15305"
"13.70000","0.22636","122.22955","0.36208","-0.83725","0.00162","68.48564"
"13.80000","0.22825","122.87746","0.36390","-0.83543","0.00163","68.84866"
"13.90000","0.22994","123.34351","0.36555","-0.83378","0.00164","69.10979"
"14.00000","0.23142","123.77708","0.36699","-0.83234","0.00164","69.35272"
"14.10000","0.23307","124.37432","0.36858","-0.83075","0.00165","69.68736"
"14.20000","0.23523","125.09267","0.37067","-0.82866","0.00166","70.08985"
"14.30000","0.23654","125.53001","0.37193","-0.82739","0.00167","70.33490"
"14.40000","0.23801","125.95419","0.37336","-0.82597","0.00167","70.57256"
"14.50000","0.23994","126.55583","0.37523","-0.82409","0.00168","70.90967"
"14.60000","0.24163","127.29007","0.37686","-0.82247","0.00169","71.32106"
"14.70000","0.24309","127.70020","0.37827","-0.82105","0.00169","71.55086"
"14.80000","0.24477","128.38057","0.37989","-0.81944","0.00170","71.93208"
"14.90000","0.24684","128.98714","0.38190","-0.81743","0.00171","72.27193"
"15.00000","0.24819","129.34673","0.38321","-0.81612","0.00172","72.47341"
"15.10000","0.24971","129.93971","0.38467","-0.81465","0.00172","72.80566"
"15.20000","0.25167","130.54253","0.38658","-0.81275","0.00173","73.14342"
"15.30000","0.25321","131.08919","0.38806","-0.81127","0.00174","73.44972"
"15.40000","0.25471","131.48001","0.38953","-0.80980","0.00174","73.66870"
"15.50000","0.25652","132.11292","0.39128","-0.80805","0.00175","74.02332"
"15.60000","0.25849","132.77142","0.39318","-0.80615","0.00176","74.39228"
"15.70000","0.25985","133.23172","0.39450","-0.80483","0.00177","74.65019"
"15.80000","0.26138","133.77681","0.39598","-0.80335","0.00177","74.95560"
"15.90000","0.26335","134.35693","0.39788","-0.80144","0.00178","75.28065"
"16.00000","0.26485","134.86772","0.39934","-0.79999","0.00179","75.56685"
"16.10000","0.26634","135.46889","0.40077","-0.79856","0.00180","75.90368"
"16.20000","0.26827","136.03754","0.40264","-0.79669","0.00180","76.22230"
"16.30000","0.27011","136.58698","0.40444","-0.79489","0.00181","76.53015"
"16.40000","0.27151","137.13388","0.40578","-0.79355","0.00182","76.83659"
"16.50000","0.27303","137.52490","0.40726","-0.79207","0.00182","77.05567"
"16.60000","0.27500","138.33994","0.40915","-0.79017","0.00183","77.51234"
"16.70000","0.27647","138.73853","0.41058","-0.78875","0.00184","77.73567"
"16.80000","0.27802","139.18739","0.41209","-0.78724","0.00185","77.98717"
"16.90000","0.28005","139.93950","0.41404","-0.78529","0.00185","78.40858"
"17.00000","0.28173","140.56512","0.41566","-0.78367","0.00186","78.75912"
"17.10000","0.28314","141.04150","0.41703","-0.78230","0.00187","79.02604"
"17.20000","0.28473","141.40685","0.41858","-0.78075","0.00187","79.23074"
"17.30000","0.28672","142.20659","0.42049","-0.77884","0.00188","79.67884"
"17.40000","0.28815","142.61319","0.42188","-0.77744","0.00189","79.90666"
"17.50000","0.28965","143.03325","0.42334","-0.77598","0.00190","80.14202"
"17.60000","0.29176","143.82094","0.42538","-0.77395","0.00191","80.58337"
"17.70000","0.29335","144.36687","0.42692","-0.77241","0.00191","80.88925"
"17.80000","0.29479","144.76207","0.42832","-0.77101","0.00192","81.11069"
"17.90000","0.29649","145.31071","0.42996","-0.76937","0.00193","81.41809"
"18.00000","0.29829","146.04616","0.43170","-0.76763","0.00193","81.83016"
"18.10000","0.29977","146.45622","0.43313","-0.76620","0.00194","82.05992"
"18.20000","0.30135","146.92990","0.43466","-0.76467","0.00195","82.32533"
"18.30000","0.30352","147.70581","0.43676","-0.76257","0.00196","82.76007"
"18.40000","0.30498","148.16698","0.43818","-0.76115","0.00196","83.01846"
"18.50000","0.30643","148.58864","0.43958","-0.75975","0.00197","83.25472"
"18.60000","0.30812","149.25369","0.44121","-0.75812","0.00198","83.62736"
"18.70000","0.31005","149.89847","0.44308","-0.75625","0.00198","83.98862"
"18.80000","0.31143","150.24419","0.44442","-0.75491","0.00199","84.18233"
"18.90000","0.31297","150.76047","0.44591","-0.75342","0.00200","84.47160"
"19.00000","0.31524","151.52853","0.44810","-0.75122","0.00201","84.90195"
"19.10000","0.31666","152.02681","0.44948","-0.74985","0.00201","85.18114"
"19.20000","0.31809","152.52525","0.45086","-0.74847","0.00202","85.46042"
"19.30000","0.31985","153.00182","0.45257","-0.74675","0.00203","85.72744"
"19.40000","0.32159","153.58682","0.45426","-0.74507","0.00203","86.05522"
"19.50000","0.32311","154.10207","0.45572","-0.74360","0.00204","86.34392"
"19.60000","0.32471","154.66130","0.45727","-0.74206","0.00205","86.65726"
"19.70000","0.32686","155.35770","0.45935","-0.73997","0.00206","87.04745"
"19.80000","0.32825","155.81635","0.46070","-0.73863","0.00206","87.30444"
"19.90000","0.32972","156.33060","0.46212","-0.73721","0.00207","87.59257"
"20.00000","0.33161","156.98474","0.46395","-0.73538","0.00208","87.95909"
"20.10000","0.33325","157.42381","0.46554","-0.73379","0.00209","88.20510"
"20.20000","0.33471","157.93370","0.46695","-0.73237","0.00209","88.49079"
"20.30000","0.33638","158.35370","0.46860","-0.73073","0.00210","88.72612"
"20.40000","0.33855","159.15776","0.47069","-0.72864","0.00211","89.17664"
"20.50000","0.33992","159.58279","0.47203","-0.72730","0.00211","89.41479"
"20.60000","0.34138","160.05412","0.47345","-0.72588","0.00212","89.67887"
"20.70000","0.34327","160.68147","0.47528","-0.72404","0.00213","90.03038"
"20.80000","0.34489","161.26288","0.47686","-0.72247","0.00214","90.35614"
"20.90000","0.34636","161.69569","0.47829","-0.72104","0.00214","90.59865"
"21.00000","0.34811","162.36809","0.47998","-0.71934","0.00215","90.97540"
"21.10000","0.35020","162.87849","0.48203","-0.71730","0.00216","91.26138"
"21.20000","0.35151","163.38774","0.48329","-0.71603","0.00216","91.54671"
"21.30000","0.35301","163.79192","0.48476","-0.71457","0.00217","91.77317"
"21.40000","0.35504","164.49504","0.48673","-0.71260","0.00218","92.16714"
"21.50000","0.35655","165.01411","0.48819","-0.71113","0.00219","92.45798"
"21.60000","0.35802","165.52066","0.48962","-0.70971","0.00219","92.74179"
"21.70000","0.35986","166.12886","0.49141","-0.70792","0.00220","93.08257"
"21.80000","0.36183","166.73976","0.49333","-0.70600","0.00221","93.42486"
"21.90000","0.36318","167.24295","0.49464","-0.70469","0.00222","93.70680"
"22.00000","0.36473","167.70860","0.49615","-0.70318","0.00222","93.96770"
"22.10000","0.36670","168.27597","0.49806","-0.70126","0.00223","94.28561"
"22.20000","0.36817","168.87175","0.49949","-0.69984","0.00224","94.61942"
"22.30000","0.36970","169.31279","0.50098","-0.69834","0.00224","94.86654"
"22.40000","0.37162","169.96475","0.50285","-0.69648","0.00225","95.23183"
"22.50000","0.37344","170.58604","0.50461","-0.69472","0.00226","95.57995"
"22.60000","0.37481","170.94090","0.50595","-0.69338","0.00227","95.77877"
"22.70000","0.37643","171.49049","0.50752","-0.69181","0.00227","96.08671"
"22.80000","0.37849","172.17183","0.50953","-0.68980","0.00228","96.46847"
