Specimen properties : Specimen label,"4"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"3.79",mm
Specimen properties : Width,"12.84",mm
Maximum Load : Maximum Load,"473.2",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"44628727982.32170",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","49.11806","0.14823","-1.05558","0.00065","28.76216"
"0.10000","0.00022","49.11292","0.14845","-1.05536","0.00065","28.75915"
"0.20000","0.00105","49.30013","0.14925","-1.05456","0.00065","28.86878"
"0.30000","0.00261","49.90523","0.15073","-1.05308","0.00066","29.22310"
"0.40000","0.00486","50.75431","0.15287","-1.05094","0.00067","29.72031"
"0.50000","0.00641","51.36780","0.15433","-1.04947","0.00068","30.07955"
"0.60000","0.00798","51.79382","0.15584","-1.04796","0.00068","30.32901"
"0.70000","0.01017","52.66805","0.15792","-1.04589","0.00069","30.84093"
"0.80000","0.01167","53.27048","0.15934","-1.04447","0.00070","31.19370"
"0.90000","0.01304","53.63411","0.16066","-1.04315","0.00070","31.40663"
"1.00000","0.01478","54.25965","0.16232","-1.04149","0.00071","31.77294"
"1.10000","0.01657","54.96654","0.16401","-1.03980","0.00072","32.18687"
"1.20000","0.01805","55.45170","0.16543","-1.03838","0.00073","32.47097"
"1.30000","0.01971","55.86591","0.16703","-1.03678","0.00073","32.71351"
"1.40000","0.02191","56.71849","0.16912","-1.03469","0.00074","33.21276"
"1.50000","0.02325","57.06440","0.17041","-1.03339","0.00075","33.41532"
"1.60000","0.02470","57.53871","0.17180","-1.03201","0.00075","33.69306"
"1.70000","0.02656","58.19827","0.17357","-1.03023","0.00076","34.07928"
"1.80000","0.02832","58.82129","0.17527","-1.02854","0.00077","34.44410"
"1.90000","0.02974","59.23574","0.17664","-1.02717","0.00077","34.68679"
"2.00000","0.03138","59.73376","0.17821","-1.02559","0.00078","34.97842"
"2.10000","0.03353","60.49567","0.18028","-1.02353","0.00079","35.42457"
"2.20000","0.03494","60.88902","0.18165","-1.02216","0.00080","35.65490"
"2.30000","0.03641","61.40959","0.18305","-1.02076","0.00080","35.95974"
"2.40000","0.03833","62.03052","0.18490","-1.01891","0.00081","36.32334"
"2.50000","0.03986","62.43237","0.18638","-1.01742","0.00082","36.55865"
"2.60000","0.04138","62.99046","0.18784","-1.01597","0.00082","36.88545"
"2.70000","0.04317","63.59532","0.18956","-1.01425","0.00083","37.23964"
"2.80000","0.04518","64.15116","0.19150","-1.01231","0.00084","37.56512"
"2.90000","0.04658","64.59502","0.19285","-1.01096","0.00085","37.82504"
"3.00000","0.04802","65.00241","0.19424","-1.00957","0.00085","38.06359"
"3.10000","0.05000","65.74282","0.19614","-1.00767","0.00086","38.49716"
"3.20000","0.05160","66.15874","0.19768","-1.00612","0.00087","38.74071"
"3.30000","0.05304","66.65014","0.19906","-1.00474","0.00087","39.02846"
"3.40000","0.05486","67.23521","0.20082","-1.00298","0.00088","39.37106"
"3.50000","0.05687","67.82599","0.20276","-1.00104","0.00089","39.71700"
"3.60000","0.05823","68.27985","0.20407","-0.99974","0.00090","39.98277"
"3.70000","0.05971","68.74267","0.20549","-0.99832","0.00090","40.25378"
"3.80000","0.06164","69.43778","0.20734","-0.99647","0.00091","40.66082"
"3.90000","0.06318","69.89310","0.20883","-0.99498","0.00092","40.92744"
"4.00000","0.06470","70.37719","0.21030","-0.99351","0.00092","41.21091"
"4.10000","0.06664","71.09032","0.21215","-0.99166","0.00093","41.62851"
"4.20000","0.06843","71.48506","0.21389","-0.98991","0.00094","41.85965"
"4.30000","0.06982","72.00574","0.21523","-0.98858","0.00094","42.16455"
"4.40000","0.07143","72.36624","0.21679","-0.98702","0.00095","42.37565"
"4.50000","0.07340","73.16864","0.21867","-0.98514","0.00096","42.84551"
"4.60000","0.07480","73.57050","0.22002","-0.98379","0.00097","43.08083"
"4.70000","0.07629","74.15141","0.22144","-0.98237","0.00097","43.42099"
"4.80000","0.07835","74.68163","0.22344","-0.98036","0.00098","43.73148"
"4.90000","0.08009","75.24514","0.22511","-0.97869","0.00099","44.06145"
"5.00000","0.08150","75.75193","0.22646","-0.97735","0.00099","44.35821"
"5.10000","0.08311","76.25092","0.22801","-0.97580","0.00100","44.65040"
"5.20000","0.08502","76.84431","0.22985","-0.97395","0.00101","44.99788"
"5.30000","0.08648","77.27901","0.23127","-0.97254","0.00101","45.25243"
"5.40000","0.08802","77.89159","0.23273","-0.97107","0.00102","45.61114"
"5.50000","0.09012","78.51128","0.23476","-0.96904","0.00103","45.97401"
"5.60000","0.09172","79.06767","0.23629","-0.96751","0.00104","46.29981"
"5.70000","0.09307","79.41216","0.23761","-0.96620","0.00104","46.50154"
"5.80000","0.09482","79.94001","0.23929","-0.96451","0.00105","46.81063"
"5.90000","0.09675","80.61996","0.24114","-0.96267","0.00106","47.20880"
"6.00000","0.09814","80.98094","0.24249","-0.96132","0.00106","47.42017"
"6.10000","0.09965","81.42907","0.24395","-0.95986","0.00107","47.68259"
"6.20000","0.10180","82.22437","0.24601","-0.95780","0.00108","48.14829"
"6.30000","0.10337","82.79179","0.24751","-0.95630","0.00109","48.48056"
"6.40000","0.10473","83.17359","0.24882","-0.95498","0.00109","48.70413"
"6.50000","0.10652","83.78893","0.25054","-0.95326","0.00110","49.06446"
"6.60000","0.10835","84.30222","0.25231","-0.95150","0.00111","49.36502"
"6.70000","0.10976","84.75685","0.25367","-0.95013","0.00111","49.63124"
"6.80000","0.11138","85.41486","0.25522","-0.94859","0.00112","50.01656"
"6.90000","0.11351","86.00372","0.25728","-0.94653","0.00113","50.36137"
"7.00000","0.11498","86.47873","0.25869","-0.94512","0.00113","50.63953"
"7.10000","0.11639","86.84877","0.26006","-0.94375","0.00114","50.85621"
"7.20000","0.11828","87.49640","0.26188","-0.94193","0.00115","51.23544"
"7.30000","0.12003","88.05818","0.26356","-0.94024","0.00116","51.56441"
