Specimen properties : Specimen label,"2"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"3.77",mm
Specimen properties : Width,"12.95",mm
Maximum Load : Maximum Load,"469.4",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"46072769395.23130",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","40.07318","0.10581","-1.05437","0.00046","23.51392"
"0.10000","0.00026","40.21277","0.10605","-1.05413","0.00046","23.59583"
"0.20000","0.00104","40.36413","0.10681","-1.05337","0.00047","23.68464"
"0.30000","0.00270","40.90900","0.10839","-1.05178","0.00047","24.00436"
"0.40000","0.00494","41.64973","0.11053","-1.04964","0.00048","24.43900"
"0.50000","0.00664","42.18136","0.11216","-1.04801","0.00049","24.75095"
"0.60000","0.00811","42.56220","0.11358","-1.04659","0.00050","24.97442"
"0.70000","0.00999","43.08408","0.11539","-1.04478","0.00050","25.28065"
"0.80000","0.01186","43.62218","0.11720","-1.04298","0.00051","25.59638"
"0.90000","0.01320","44.11074","0.11847","-1.04170","0.00052","25.88306"
"1.00000","0.01476","44.51214","0.11998","-1.04020","0.00052","26.11859"
"1.10000","0.01684","45.21022","0.12196","-1.03822","0.00053","26.52821"
"1.20000","0.01831","45.58236","0.12338","-1.03680","0.00054","26.74657"
"1.30000","0.01977","45.93725","0.12479","-1.03539","0.00054","26.95481"
"1.40000","0.02175","46.60323","0.12668","-1.03350","0.00055","27.34559"
"1.50000","0.02351","47.01759","0.12839","-1.03179","0.00056","27.58872"
"1.60000","0.02487","47.44222","0.12969","-1.03049","0.00057","27.83789"
"1.70000","0.02646","47.96890","0.13121","-1.02896","0.00057","28.14693"
"1.80000","0.02848","48.40509","0.13317","-1.02701","0.00058","28.40288"
"1.90000","0.02990","48.90747","0.13452","-1.02565","0.00059","28.69766"
"2.00000","0.03146","49.45629","0.13601","-1.02417","0.00059","29.01970"
"2.10000","0.03358","50.03684","0.13805","-1.02212","0.00060","29.36035"
"2.20000","0.03512","50.39609","0.13955","-1.02063","0.00061","29.57114"
"2.30000","0.03650","50.80342","0.14087","-1.01931","0.00061","29.81016"
"2.40000","0.03817","51.35055","0.14246","-1.01771","0.00062","30.13120"
"2.50000","0.04018","51.85630","0.14440","-1.01577","0.00063","30.42796"
"2.60000","0.04162","52.26712","0.14579","-1.01438","0.00064","30.66902"
"2.70000","0.04309","52.54380","0.14723","-1.01295","0.00064","30.83137"
"2.80000","0.04521","53.29019","0.14925","-1.01093","0.00065","31.26933"
"2.90000","0.04674","53.73475","0.15072","-1.00946","0.00066","31.53018"
"3.00000","0.04817","54.06922","0.15210","-1.00808","0.00066","31.72644"
"3.10000","0.04994","54.58650","0.15380","-1.00638","0.00067","32.02997"
"3.20000","0.05180","55.10283","0.15559","-1.00459","0.00068","32.33294"
"3.30000","0.05320","55.47404","0.15695","-1.00323","0.00068","32.55076"
"3.40000","0.05477","55.89467","0.15846","-1.00172","0.00069","32.79757"
"3.50000","0.05698","56.52860","0.16058","-0.99960","0.00070","33.16955"
"3.60000","0.05841","57.05347","0.16194","-0.99824","0.00071","33.47752"
"3.70000","0.05983","57.36242","0.16332","-0.99685","0.00071","33.65881"
"3.80000","0.06161","57.85502","0.16504","-0.99514","0.00072","33.94786"
"3.90000","0.06343","58.29820","0.16681","-0.99337","0.00073","34.20790"
"4.00000","0.06485","58.82708","0.16817","-0.99201","0.00073","34.51824"
"4.10000","0.06646","59.22424","0.16973","-0.99045","0.00074","34.75127"
"4.20000","0.06865","59.97405","0.17183","-0.98835","0.00075","35.19125"
"4.30000","0.07008","60.39083","0.17321","-0.98697","0.00076","35.43580"
"4.40000","0.07144","60.76858","0.17453","-0.98564","0.00076","35.65746"
"4.50000","0.07329","61.29007","0.17632","-0.98386","0.00077","35.96346"
"4.60000","0.07498","61.76831","0.17795","-0.98222","0.00078","36.24408"
"4.70000","0.07650","62.28315","0.17941","-0.98077","0.00078","36.54617"
"4.80000","0.07819","62.76530","0.18104","-0.97913","0.00079","36.82908"
"4.90000","0.08031","63.36545","0.18309","-0.97708","0.00080","37.18124"
"5.00000","0.08167","63.74293","0.18441","-0.97577","0.00080","37.40273"
"5.10000","0.08313","64.23468","0.18581","-0.97436","0.00081","37.69128"
"5.20000","0.08503","64.81640","0.18764","-0.97254","0.00082","38.03262"
"5.30000","0.08671","65.34298","0.18926","-0.97092","0.00083","38.34160"
"5.40000","0.08817","65.81838","0.19066","-0.96951","0.00083","38.62055"
"5.50000","0.08984","66.32726","0.19228","-0.96790","0.00084","38.91915"
"5.60000","0.09192","66.92348","0.19428","-0.96589","0.00085","39.26899"
"5.70000","0.09334","67.38685","0.19566","-0.96452","0.00085","39.54089"
"5.80000","0.09484","67.85435","0.19710","-0.96307","0.00086","39.81520"
"5.90000","0.09677","68.40369","0.19897","-0.96121","0.00087","40.13754"
