"E0",,,,,"E1",,,,"Analog",,,,,
"Index [1]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
91,-0.00169736,-0.0146088,8.59216,8.60677,0.000671023,0.00328628,4.9007,4.89741,15.773,15.773,-1.9621,9.9814,-4921.79,20.0109
92,-0.00172352,-0.014834,8.59194,8.60677,0.000894517,0.00438082,4.90179,4.89741,15.898,15.898,-1.9875,9.9843,-4985.61,20.0167
93,-0.00172307,-0.01483,8.59194,8.60677,0.000767969,0.00376106,4.90117,4.89741,16.021,16.021,-2.0072,9.9795,-5034.89,20.007
94,-0.00172212,-0.0148219,8.59195,8.60677,0.000780618,0.00382301,4.90123,4.89741,16.148,16.148,-2.0204,9.9788,-5068.02,20.0057
95,-0.00175002,-0.015062,8.59171,8.60677,0.000749865,0.0036724,4.90108,4.89741,16.335,16.335,-2.0671,9.9775,-5185.17,20.0031
96,-0.00175116,-0.0150718,8.5917,8.60677,0.000695735,0.0034073,4.90082,4.89741,16.461,16.462,-2.0729,9.9765,-5199.71,20.0012
97,-0.00180355,-0.0155227,8.59125,8.60677,0.000662155,0.00324284,4.90065,4.89741,16.586,16.586,-2.1013,9.9817,-5270.8,20.0115
98,-0.0018685,-0.0160818,8.59069,8.60677,0.000833604,0.0040825,4.90149,4.89741,16.709,16.709,-2.1332,9.9762,-5350.79,20.0005
99,-0.00188953,-0.0162627,8.59051,8.60677,0.000819292,0.00401241,4.90142,4.89741,16.897,16.897,-2.1703,9.9736,-5443.7,19.9953
100,-0.00180837,-0.0155642,8.59121,8.60677,0.000766664,0.00375467,4.90117,4.89741,17.022,17.022,-2.1918,9.9804,-5497.83,20.0089
101,-0.00189136,-0.0162785,8.5905,8.60677,0.000842345,0.00412531,4.90154,4.89741,17.145,17.145,-2.1938,9.9707,-5502.67,19.9895
102,-0.00185639,-0.0159775,8.5908,8.60677,0.000862888,0.00422592,4.90164,4.89741,17.273,17.273,-2.2337,9.9746,-5602.85,19.9973
103,-0.00184281,-0.0158606,8.59091,8.60677,0.000762881,0.00373614,4.90115,4.89741,17.394,17.394,-2.2492,9.9775,-5641.63,20.0031
104,-0.00184901,-0.015914,8.59086,8.60677,0.000804193,0.00393846,4.90135,4.89741,17.519,17.519,-2.2831,9.9827,-5726.47,20.0134
105,-0.0019233,-0.0165534,8.59022,8.60677,0.00085748,0.00419943,4.90161,4.89741,17.706,17.706,-2.3014,9.9817,-5772.52,20.0115
106,-0.00190948,-0.0164345,8.59034,8.60677,0.000713078,0.00349224,4.9009,4.89741,17.834,17.834,-2.3198,9.9762,-5818.57,20.0005
107,-0.00195846,-0.016856,8.58992,8.60677,0.000810507,0.00396939,4.90138,4.89741,17.955,17.955,-2.3607,9.9778,-5921.17,20.0037
108,-0.00198501,-0.0170846,8.58969,8.60677,0.000906046,0.00443728,4.90185,4.89741,18.084,18.085,-2.3714,9.983,-5947.83,20.0141
109,-0.00199729,-0.0171903,8.58958,8.60677,0.00101061,0.00494935,4.90236,4.89741,18.205,18.205,-2.4042,9.9807,-6030.24,20.0096
110,-0.00202347,-0.0174155,8.58936,8.60677,0.000923096,0.00452078,4.90193,4.89741,18.33,18.33,-2.4249,9.9759,-6081.95,19.9999
111,-0.00205259,-0.0176662,8.58911,8.60677,0.00108311,0.00530443,4.90271,4.89741,18.455,18.455,-2.4452,9.9772,-6132.85,20.0025
112,-0.00200195,-0.0172304,8.58954,8.60677,0.000875508,0.00428772,4.9017,4.89741,18.644,18.644,-2.4774,9.9791,-6213.64,20.0063
113,-0.00202196,-0.0174026,8.58937,8.60677,0.000766753,0.00375511,4.90117,4.89741,18.769,18.769,-2.5067,9.9807,-6287.16,20.0096
114,-0.0020676,-0.0177954,8.58898,8.60677,0.000897129,0.00439361,4.9018,4.89741,18.895,18.895,-2.5128,9.9807,-6302.51,20.0096
115,-0.00208484,-0.0179438,8.58883,8.60677,0.000750186,0.00367397,4.90108,4.89741,19.016,19.016,-2.5506,9.983,-6397.03,20.0141
116,-0.00210063,-0.0180797,8.58869,8.60677,0.000849526,0.00416048,4.90157,4.89741,19.141,19.141,-2.5709,9.974,-6447.93,19.996
117,-0.00214387,-0.0184518,8.58832,8.60677,0.000816406,0.00399827,4.90141,4.89741,19.267,19.267,-2.5931,9.9836,-6503.68,20.0154
118,-0.00214457,-0.0184579,8.58832,8.60677,0.000873133,0.00427609,4.90169,4.89741,19.392,19.392,-2.6195,9.9801,-6569.93,20.0083
119,-0.00213185,-0.0183484,8.58842,8.60677,0.000822822,0.0040297,4.90144,4.89741,19.515,19.515,-2.6282,9.9859,-6591.74,20.0199
120,-0.0021118,-0.0181757,8.5886,8.60677,0.00096469,0.00472448,4.90213,4.89741,19.641,19.641,-2.655,9.972,-6658.8,19.9921
121,-0.00216577,-0.0186403,8.58813,8.60677,0.000851264,0.00416899,4.90158,4.89741,19.766,19.766,-2.6849,9.9724,-6733.93,19.9928
122,-0.00222659,-0.0191638,8.58761,8.60677,0.000837012,0.00409919,4.90151,4.89741,19.89,19.89,-2.6995,9.9817,-6770.29,20.0115
123,-0.00222554,-0.0191547,8.58762,8.60677,0.000914609,0.00447922,4.90189,4.89741,20.018,20.018,-2.7201,9.982,-6821.99,20.0121
124,-0.00223037,-0.0191963,8.58758,8.60677,0.000969909,0.00475004,4.90216,4.89741,20.141,20.141,-2.7555,9.9843,-6910.86,20.0167
125,-0.00222253,-0.0191288,8.58764,8.60677,0.000950435,0.00465467,4.90206,4.89741,20.33,20.33,-2.7945,9.9749,-7008.62,19.9979
126,-0.00224768,-0.0193453,8.58743,8.60677,0.000875622,0.00428828,4.9017,4.89741,20.452,20.452,-2.8007,9.9865,-7023.97,20.0212
127,-0.00226575,-0.0195008,8.58727,8.60677,0.000925811,0.00453408,4.90194,4.89741,20.576,20.576,-2.8364,9.9769,-7113.65,20.0018
128,-0.00231656,-0.0199381,8.58683,8.60677,0.000876454,0.00429235,4.9017,4.89741,20.701,20.701,-2.8532,9.9733,-7155.66,19.9947
129,-0.00226295,-0.0194767,8.5873,8.60677,0.000974909,0.00477453,4.90218,4.89741,20.955,20.956,-2.9047,9.9675,-7284.93,19.9831
130,-0.00226026,-0.0194536,8.58732,8.60677,0.00114693,0.00561699,4.90303,4.89741,21.077,21.077,-2.9183,9.9817,-7318.86,20.0115
131,-0.00224662,-0.0193361,8.58744,8.60677,0.00126776,0.00620873,4.90362,4.89741,21.201,21.201,-2.9492,9.9778,-7396.42,20.0037
132,-0.00240325,-0.0206842,8.58609,8.60677,0.000895109,0.00438372,4.90179,4.89741,21.388,21.388,-2.9786,9.9833,-7469.94,20.0147
133,-0.00229633,-0.019764,8.58701,8.60677,0.00109517,0.00536352,4.90277,4.89741,21.574,21.574,-3.014,9.9772,-7558.81,20.0025
134,-0.00235926,-0.0203056,8.58647,8.60677,0.000985196,0.00482491,4.90224,4.89741,21.7,21.7,-3.0182,9.9769,-7569.31,20.0018
135,-0.00240616,-0.0207093,8.58606,8.60677,0.00105321,0.005158,4.90257,4.89741,21.824,21.824,-3.0491,9.9785,-7646.87,20.005
136,-0.00244455,-0.0210397,8.58573,8.60677,0.00109236,0.00534973,4.90276,4.89741,21.949,21.949,-3.0723,9.974,-7705.04,19.996
137,-0.00246518,-0.0212173,8.58556,8.60677,0.00118483,0.00580261,4.90321,4.89741,22.141,22.141,-3.1039,9.9798,-7784.22,20.0076
138,-0.00249984,-0.0215156,8.58526,8.60677,0.00113178,0.0055428,4.90295,4.89741,22.263,22.263,-3.1291,9.974,-7847.24,19.996
139,-0.00254612,-0.0219139,8.58486,8.60677,0.00114469,0.00560603,4.90302,4.89741,22.448,22.448,-3.1658,9.9733,-7939.34,19.9947
140,-0.00255228,-0.0219669,8.58481,8.60677,0.000950606,0.00465551,4.90207,4.89741,22.637,22.637,-3.2054,9.9814,-8038.71,20.0109
141,-0.00262427,-0.0225865,8.58419,8.60677,0.00113864,0.00557639,4.90299,4.89741,22.761,22.761,-3.2238,9.9795,-8084.76,20.007
142,-0.00270054,-0.0232429,8.58353,8.60677,0.00110396,0.00540657,4.90282,4.89741,23.01,23.01,-3.2689,9.9756,-8197.87,19.9992
143,-0.00268133,-0.0230776,8.5837,8.60677,0.00105285,0.00515624,4.90257,4.89741,23.135,23.135,-3.2905,9.9795,-8252,20.007
144,-0.00268813,-0.0231361,8.58364,8.60677,0.0010948,0.00536169,4.90277,4.89741,23.259,23.259,-3.3147,9.9827,-8312.59,20.0134
145,-0.00267202,-0.0229975,8.58378,8.60677,0.00116537,0.00570731,4.90312,4.89741,23.385,23.385,-3.3308,9.9743,-8352.99,19.9966
146,-0.00268306,-0.0230925,8.58368,8.60677,0.0011637,0.00569912,4.90311,4.89741,23.511,23.511,-3.3379,9.9782,-8370.76,20.0044
147,-0.00266002,-0.0228942,8.58388,8.60677,0.00125609,0.00615157,4.90356,4.89741,23.634,23.634,-3.3705,9.9733,-8452.36,19.9947
148,-0.00268347,-0.023096,8.58368,8.60677,0.00136142,0.00666744,4.90408,4.89741,23.762,23.762,-3.3969,9.982,-8518.61,20.0121
149,-0.00275894,-0.0237455,8.58303,8.60677,0.0014338,0.00702192,4.90443,4.89741,23.886,23.887,-3.4146,9.9853,-8563.05,20.0186
150,-0.00276749,-0.0238191,8.58295,8.60677,0.00114823,0.00562337,4.90303,4.89741,24.135,24.135,-3.4617,9.973,-8681,19.9941
151,-0.00278574,-0.0239763,8.5828,8.60677,0.00127186,0.00622881,4.90364,4.89741,24.258,24.258,-3.4707,9.9769,-8703.62,20.0018
152,-0.00281173,-0.0241999,8.58257,8.60677,0.00118842,0.00582018,4.90323,4.89741,24.382,24.382,-3.4949,9.9756,-8764.22,19.9992
153,-0.00282135,-0.0242827,8.58249,8.60677,0.00127844,0.00626104,4.90367,4.89741,24.508,24.508,-3.5255,9.9704,-8840.97,19.9889
154,-0.0028328,-0.0243813,8.58239,8.60677,0.00125534,0.00614791,4.90356,4.89741,24.633,24.634,-3.5551,9.9811,-8915.3,20.0102
155,-0.00285685,-0.0245882,8.58218,8.60677,0.00121038,0.00592773,4.90334,4.89741,24.821,24.821,-3.5841,9.9785,-8988.01,20.005
156,-0.00281465,-0.0242251,8.58255,8.60677,0.00110397,0.00540659,4.90282,4.89741,24.944,24.944,-3.6077,9.9649,-9046.99,19.9779
157,-0.00283261,-0.0243796,8.58239,8.60677,0.00116179,0.00568977,4.9031,4.89741,25.071,25.071,-3.6218,9.9778,-9082.54,20.0037
158,-0.00288407,-0.0248225,8.58195,8.60677,0.00133277,0.00652712,4.90394,4.89741,25.194,25.194,-3.6457,9.9743,-9142.32,19.9966
159,-0.00286008,-0.0246161,8.58216,8.60677,0.00131184,0.00642461,4.90383,4.89741,25.386,25.386,-3.6824,9.973,-9234.42,19.9941
160,-0.00284874,-0.0245185,8.58225,8.60677,0.00120511,0.00590193,4.90331,4.89741,25.506,25.506,-3.7092,9.974,-9301.48,19.996
161,-0.0030071,-0.0258814,8.58089,8.60677,0.00139553,0.0068345,4.90424,4.89741,25.633,25.634,-3.7185,9.9869,-9324.91,20.0218
162,-0.00294684,-0.0253628,8.58141,8.60677,0.00136277,0.00667403,4.90408,4.89741,25.757,25.757,-3.743,9.9765,-9386.31,20.0012
163,-0.00297378,-0.0255947,8.58118,8.60677,0.00132621,0.00649499,4.90391,4.89741,25.943,25.943,-3.772,9.9798,-9459.02,20.0076
164,-0.00293061,-0.0252231,8.58155,8.60677,0.00125602,0.00615127,4.90356,4.89741,26.067,26.067,-3.8004,9.9798,-9530.12,20.0076
165,-0.00291081,-0.0250527,8.58172,8.60677,0.00119513,0.00585305,4.90326,4.89741,26.196,26.197,-3.8288,9.9859,-9601.22,20.0199
166,-0.00295537,-0.0254362,8.58134,8.60677,0.00125175,0.00613032,4.90354,4.89741,26.317,26.317,-3.8455,9.9756,-9643.23,19.9992
167,-0.00300689,-0.0258796,8.58089,8.60677,0.0012951,0.00634263,4.90375,4.89741,26.442,26.442,-3.8816,9.9772,-9733.72,20.0025
168,-0.003031,-0.0260871,8.58069,8.60677,0.00127435,0.00624101,4.90365,4.89741,26.566,26.566,-3.8977,9.982,-9774.11,20.0121
169,-0.00309691,-0.0266544,8.58012,8.60677,0.00139014,0.00680809,4.90422,4.89741,26.753,26.756,-3.9158,9.9762,-9819.35,20.0005
170,-0.00309285,-0.0266194,8.58015,8.60677,0.00136004,0.00666069,4.90407,4.89741,26.829,26.829,-3.9338,9.9807,-9864.6,20.0096
171,-0.00308001,-0.0265089,8.58026,8.60677,0.0013599,0.00665997,4.90407,4.89741,26.942,26.942,-3.9693,9.9753,-9953.47,19.9986
172,-0.00313836,-0.0270112,8.57976,8.60677,0.00128187,0.00627785,4.90369,4.89741,27.065,27.065,-3.9912,9.9811,-10008.4,20.0102
173,-0.0031541,-0.0271467,8.57963,8.60677,0.0015241,0.00746415,4.90487,4.89741,27.191,27.191,-4.0125,9.9775,-10061.7,20.0031
174,-0.00316329,-0.0272257,8.57955,8.60677,0.0014347,0.0070263,4.90444,4.89741,27.317,27.317,-4.0215,9.9746,-10084.4,19.9973
175,-0.00315687,-0.0271705,8.5796,8.60677,0.00145385,0.00712012,4.90453,4.89741,27.44,27.44,-4.0537,9.9775,-10165.1,20.0031
176,-0.0032216,-0.0277275,8.57905,8.60677,0.00142957,0.0070012,4.90441,4.89741,27.565,27.565,-4.0837,9.9762,-10240.3,20.0005
