Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","43.60456","0.88876","0.00000"
"0.10000","0.00068","49.86686","1.01640","0.00001"
"0.20000","0.00262","69.72301","1.42111","0.00003"
"0.30000","0.00494","94.85262","1.93331","0.00005"
"0.40000","0.00767","126.80909","2.58465","0.00008"
"0.50000","0.00954","149.19731","3.04098","0.00010"
"0.60000","0.01173","177.98187","3.62767","0.00012"
"0.70000","0.01419","211.07506","4.30218","0.00014"
"0.80000","0.01598","236.01730","4.81056","0.00016"
"0.90000","0.01847","273.26428","5.56974","0.00018"
"1.00000","0.02042","301.90466","6.15350","0.00020"
"1.10000","0.02245","334.08792","6.80946","0.00022"
"1.20000","0.02520","378.91373","7.72311","0.00025"
"1.30000","0.02690","403.39111","8.22202","0.00027"
"1.40000","0.02911","438.30490","8.93364","0.00029"
"1.50000","0.03136","472.67758","9.63423","0.00031"
"1.60000","0.03328","502.14090","10.23476","0.00033"
"1.70000","0.03598","547.70990","11.16356","0.00036"
"1.80000","0.03788","575.98926","11.73996","0.00038"
"1.90000","0.03982","608.13019","12.39506","0.00040"
"2.00000","0.04226","649.96912","13.24783","0.00042"
"2.10000","0.04417","681.69183","13.89441","0.00044"
"2.20000","0.04661","725.65283","14.79044","0.00047"
"2.30000","0.04884","763.17981","15.55532","0.00049"
"2.40000","0.05066","793.88562","16.18117","0.00051"
"2.50000","0.05315","839.88391","17.11872","0.00053"
"2.60000","0.05506","872.24078","17.77823","0.00055"
"2.70000","0.05712","909.49237","18.53750","0.00057"
"2.80000","0.05980","959.52191","19.55721","0.00060"
"2.90000","0.06157","989.18506","20.16182","0.00062"
"3.00000","0.06389","1033.56653","21.06641","0.00064"
"3.10000","0.06594","1070.36853","21.81652","0.00066"
"3.20000","0.06793","1107.30579","22.56938","0.00068"
"3.30000","0.07069","1162.24194","23.68910","0.00071"
"3.40000","0.07252","1193.65625","24.32940","0.00073"
"3.50000","0.07451","1230.94714","25.08947","0.00075"
"3.60000","0.07700","1279.66626","26.08248","0.00077"
"3.70000","0.07877","1311.07043","26.72256","0.00079"
"3.80000","0.08140","1365.36377","27.82918","0.00081"
"3.90000","0.08350","1403.79797","28.61256","0.00083"
"4.00000","0.08532","1437.77930","29.30517","0.00085"
"4.10000","0.08778","1488.23376","30.33355","0.00088"
"4.20000","0.08972","1524.78735","31.07859","0.00090"
"4.30000","0.09195","1569.97388","31.99960","0.00092"
"4.40000","0.09443","1620.10266","33.02134","0.00094"
"4.50000","0.09617","1652.70105","33.68576","0.00096"
"4.60000","0.09862","1705.31201","34.75809","0.00099"
"4.70000","0.10059","1743.82776","35.54313","0.00101"
"4.80000","0.10255","1784.61389","36.37444","0.00103"
"4.90000","0.10535","1846.37024","37.63317","0.00105"
"5.00000","0.10714","1863.20300","37.97626","0.00107"
"5.10000","0.10927","1911.07690","38.95204","0.00109"
"5.20000","0.11157","1962.97339","40.00981","0.00112"
"5.30000","0.11342","2002.64990","40.81851","0.00113"
"5.40000","0.11612","2068.42944","42.15924","0.00116"
"5.50000","0.11803","2108.91431","42.98441","0.00118"
"5.60000","0.11998","2154.21802","43.90781","0.00120"
"5.70000","0.12255","2218.19092","45.21172","0.00123"
"5.80000","0.12435","2258.79150","46.03925","0.00124"
"5.90000","0.12667","2317.68188","47.23957","0.00127"
"6.00000","0.12907","2377.03735","48.44936","0.00129"
"6.10000","0.13082","2417.92749","49.28280","0.00131"
