"E0",,,,,"E1",,,,"Analog",,,,,
"Index [1]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
56,-0.00118428,-0.0102341,8.6314,8.64164,0.00050985,0.00297748,5.8429,5.83992,436.923,436.923,-1.2962,9.9759,-3252.64,19.9999
57,-0.00112714,-0.00974038,8.6319,8.64164,0.000399827,0.00233496,5.84226,5.83992,437.025,437.025,-1.3304,9.973,-3338.28,19.9941
58,-0.0011203,-0.00968125,8.63196,8.64164,0.000376004,0.00219584,5.84212,5.83992,437.158,437.158,-1.3562,9.9824,-3402.91,20.0128
59,-0.0011466,-0.00990853,8.63173,8.64164,0.00040053,0.00233906,5.84226,5.83992,437.291,437.291,-1.3678,9.9911,-3432,20.0302
60,-0.00118621,-0.0102508,8.63139,8.64164,0.000322038,0.00188068,5.8418,5.83992,437.413,437.413,-1.418,9.9814,-3558.03,20.0109
61,-0.00123277,-0.0106532,8.63098,8.64164,0.000446538,0.00260775,5.84253,5.83992,437.54,437.54,-1.4338,9.9782,-3597.62,20.0044
62,-0.00114804,-0.00992099,8.63172,8.64164,0.000344054,0.00200925,5.84193,5.83992,437.671,437.672,-1.459,9.9765,-3660.64,20.0012
63,-0.00119287,-0.0103083,8.63133,8.64164,0.000513855,0.00300088,5.84293,5.83992,437.772,437.772,-1.4783,9.9772,-3709.11,20.0025
64,-0.0012897,-0.0111451,8.63049,8.64164,0.000514201,0.00300289,5.84293,5.83992,437.897,437.898,-1.5096,9.9827,-3787.48,20.0134
65,-0.00127494,-0.0110175,8.63062,8.64164,0.000433142,0.00252952,5.84245,5.83992,438.027,438.027,-1.5273,9.9795,-3831.91,20.007
66,-0.00133396,-0.0115276,8.63011,8.64164,0.000529439,0.00309188,5.84302,5.83992,438.151,438.151,-1.555,9.9756,-3901.39,19.9992
67,-0.00136525,-0.011798,8.62984,8.64164,0.000634907,0.00370781,5.84363,5.83992,438.282,438.282,-1.5785,9.9772,-3960.37,20.0025
68,-0.00134074,-0.0115862,8.63005,8.64164,0.000350554,0.00204721,5.84197,5.83992,438.404,438.404,-1.6053,9.972,-4027.43,19.9921
69,-0.00139911,-0.0120906,8.62955,8.64164,0.000418286,0.00244276,5.84237,5.83992,438.582,438.582,-1.6298,9.9778,-4088.83,20.0037
70,-0.00145256,-0.0125525,8.62909,8.64164,0.000438454,0.00256054,5.84248,5.83992,438.712,438.713,-1.6714,9.9736,-4193.05,19.9953
71,-0.00147389,-0.0127368,8.6289,8.64164,0.00050373,0.00294175,5.84287,5.83992,438.839,438.839,-1.6855,9.9798,-4228.6,20.0076
72,-0.0014799,-0.0127887,8.62885,8.64164,0.000422052,0.00246475,5.84239,5.83992,438.958,438.958,-1.7097,9.9801,-4289.19,20.0083
73,-0.00150085,-0.0129698,8.62867,8.64164,0.000448352,0.00261834,5.84254,5.83992,439.085,439.085,-1.73,9.9804,-4340.09,20.0089
74,-0.00153101,-0.0132305,8.62841,8.64164,0.000410218,0.00239564,5.84232,5.83992,439.215,439.216,-1.751,9.9775,-4392.6,20.0031
75,-0.00155926,-0.0134745,8.62816,8.64164,0.000438829,0.00256273,5.84249,5.83992,439.375,439.376,-1.789,9.9772,-4487.94,20.0025
76,-0.00162904,-0.0140775,8.62756,8.64164,0.00045801,0.00267475,5.8426,5.83992,439.445,439.445,-1.789,9.9772,-4487.94,20.0025
77,-0.00164673,-0.0142304,8.62741,8.64164,0.000567654,0.00331505,5.84324,5.83992,439.527,439.528,-1.7999,9.9788,-4515.41,20.0057
78,-0.00163543,-0.0141328,8.62751,8.64164,0.000450181,0.00262902,5.84255,5.83992,439.655,439.655,-1.8273,9.9817,-4584.08,20.0115
79,-0.00166042,-0.0143487,8.62729,8.64164,0.000459793,0.00268515,5.84261,5.83992,439.782,439.782,-1.8473,9.9795,-4634.17,20.007
80,-0.00164775,-0.0142393,8.6274,8.64164,0.000394771,0.00230543,5.84223,5.83992,439.909,439.91,-1.8721,9.9736,-4696.38,19.9953
81,-0.00169411,-0.0146399,8.627,8.64164,0.000550022,0.00321208,5.84314,5.83992,440.02,440.02,-1.9073,9.9804,-4784.44,20.0089
82,-0.00169888,-0.0146811,8.62696,8.64164,0.000401419,0.00234426,5.84227,5.83992,440.206,440.206,-1.9418,9.9711,-4870.89,19.9902
83,-0.00173519,-0.0149949,8.62664,8.64164,0.000378128,0.00220824,5.84213,5.83992,440.33,440.33,-1.9624,9.9856,-4922.59,20.0193
84,-0.00178574,-0.0154317,8.62621,8.64164,0.000477878,0.00279077,5.84271,5.83992,440.528,440.528,-1.9837,9.9769,-4975.92,20.0018
85,-0.00171659,-0.0148342,8.6268,8.64164,0.000523417,0.00305672,5.84298,5.83992,440.591,440.592,-1.9991,9.9804,-5014.7,20.0089
86,-0.00175062,-0.0151282,8.62651,8.64164,0.000508483,0.0029695,5.84289,5.83992,440.664,440.667,-2.0101,9.9769,-5042.16,20.0018
87,-0.00179163,-0.0154826,8.62615,8.64164,0.000601343,0.0035118,5.84344,5.83992,440.78,440.78,-2.0304,9.9756,-5093.06,19.9992
88,-0.00183308,-0.0158408,8.6258,8.64164,0.00058153,0.00339609,5.84332,5.83992,440.904,440.905,-2.0568,9.9762,-5159.31,20.0005
89,-0.00191481,-0.0165471,8.62509,8.64164,0.000499348,0.00291616,5.84284,5.83992,441.08,441.081,-2.0897,9.9791,-5241.72,20.0063
90,-0.00185857,-0.0160611,8.62558,8.64164,0.000419836,0.00245181,5.84238,5.83992,441.212,441.212,-2.1016,9.9778,-5271.61,20.0037
91,-0.00190127,-0.0164301,8.62521,8.64164,0.000374101,0.00218472,5.84211,5.83992,441.34,441.34,-2.1464,9.9778,-5383.91,20.0037
92,-0.00196294,-0.016963,8.62467,8.64164,0.000614653,0.00358953,5.84351,5.83992,441.515,441.516,-2.1706,9.9759,-5444.5,19.9999
93,-0.00193077,-0.016685,8.62495,8.64164,0.000629855,0.0036783,5.8436,5.83992,441.642,441.642,-2.1841,9.9811,-5478.44,20.0102
94,-0.00192972,-0.0166759,8.62496,8.64164,0.000413112,0.00241254,5.84234,5.83992,441.764,441.765,-2.2209,9.9788,-5570.54,20.0057
95,-0.00193782,-0.0167459,8.62489,8.64164,0.000421863,0.00246365,5.84239,5.83992,441.891,441.891,-2.2328,9.9801,-5600.43,20.0083
96,-0.00207426,-0.017925,8.62371,8.64164,0.000402647,0.00235143,5.84228,5.83992,442.022,442.022,-2.2618,9.9804,-5673.14,20.0089
97,-0.00202287,-0.0174809,8.62416,8.64164,0.000528262,0.00308501,5.84301,5.83992,442.142,442.142,-2.2805,9.9746,-5720,19.9973
98,-0.00205986,-0.0178006,8.62384,8.64164,0.000642398,0.00375156,5.84368,5.83992,442.273,442.273,-2.2976,9.9749,-5762.82,19.9979
99,-0.00208092,-0.0179826,8.62366,8.64164,0.000520521,0.0030398,5.84296,5.83992,442.451,442.451,-2.3333,9.9778,-5852.5,20.0037
100,-0.00210802,-0.0182168,8.62342,8.64164,0.000528382,0.00308571,5.84301,5.83992,442.575,442.576,-2.3594,9.974,-5917.94,19.996
101,-0.00210766,-0.0182136,8.62342,8.64164,0.00067096,0.00391835,5.84384,5.83992,442.7,442.7,-2.3788,9.9753,-5966.42,19.9986
102,-0.00213306,-0.0184331,8.6232,8.64164,0.000668332,0.00390301,5.84383,5.83992,442.833,442.833,-2.3997,9.9724,-6018.93,19.9928
103,-0.00216736,-0.0187295,8.62291,8.64164,0.000312537,0.00182519,5.84175,5.83992,443.013,443.013,-2.4336,9.9791,-6103.76,20.0063
104,-0.00220737,-0.0190753,8.62256,8.64164,0.000419844,0.00245186,5.84238,5.83992,443.155,443.155,-2.4564,9.9788,-6161.12,20.0057
105,-0.00221784,-0.0191658,8.62247,8.64164,0.000467299,0.00272899,5.84265,5.83992,443.279,443.28,-2.468,9.9827,-6190.21,20.0134
106,-0.00227152,-0.0196297,8.62201,8.64164,0.000477108,0.00278628,5.84271,5.83992,443.41,443.41,-2.4945,9.9791,-6256.46,20.0063
107,-0.00219015,-0.0189264,8.62271,8.64164,0.00052455,0.00306333,5.84299,5.83992,443.515,443.515,-2.5154,9.9691,-6308.97,19.9863
108,-0.00228349,-0.0197331,8.6219,8.64164,0.0006584,0.003845,5.84377,5.83992,443.658,443.658,-2.5464,9.9833,-6386.53,20.0147
109,-0.00231027,-0.0199645,8.62167,8.64164,0.000546991,0.00319439,5.84312,5.83992,443.789,443.789,-2.5763,9.9714,-6461.67,19.9908
110,-0.00236373,-0.0204265,8.62121,8.64164,0.000467074,0.00272768,5.84265,5.83992,443.892,443.892,-2.5918,9.9775,-6500.44,20.0031
111,-0.00243865,-0.0210739,8.62056,8.64164,0.000607637,0.00354855,5.84347,5.83992,444.023,444.023,-2.6105,9.9759,-6547.3,19.9999
112,-0.00245464,-0.0212121,8.62043,8.64164,0.000668194,0.0039022,5.84383,5.83992,444.157,444.157,-2.6218,9.9778,-6575.58,20.0037
113,-0.00238286,-0.0205918,8.62105,8.64164,0.000618917,0.00361443,5.84354,5.83992,444.283,444.284,-2.6492,9.9788,-6644.25,20.0057
114,-0.00241505,-0.02087,8.62077,8.64164,0.000329023,0.00192147,5.84185,5.83992,444.396,444.396,-2.6827,9.9688,-6728.28,19.9857
115,-0.00247794,-0.0214135,8.62022,8.64164,0.000595771,0.00347926,5.8434,5.83992,444.513,444.513,-2.7014,9.9749,-6775.14,19.9979
116,-0.00251887,-0.0217672,8.61987,8.64164,0.000492247,0.00287468,5.8428,5.83992,444.635,444.635,-2.7133,9.9801,-6805.03,20.0083
117,-0.00248519,-0.0214761,8.62016,8.64164,0.000496203,0.00289779,5.84282,5.83992,444.759,444.759,-2.7459,9.9801,-6886.63,20.0083
118,-0.00250734,-0.0216676,8.61997,8.64164,0.000611588,0.00357163,5.8435,5.83992,444.946,444.947,-2.781,9.9846,-6974.69,20.0173
119,-0.00255305,-0.0220625,8.61958,8.64164,0.000553011,0.00322954,5.84315,5.83992,445.085,445.085,-2.8007,9.9788,-7023.97,20.0057
120,-0.00262164,-0.0226552,8.61898,8.64164,0.000675078,0.0039424,5.84387,5.83992,445.221,445.221,-2.8258,9.9775,-7086.99,20.0031
121,-0.00260694,-0.0225282,8.61911,8.64164,0.000678787,0.00396407,5.84389,5.83992,445.384,445.384,-2.8777,9.9736,-7217.06,19.9953
122,-0.0025741,-0.0222445,8.61939,8.64164,0.000574476,0.00335489,5.84328,5.83992,445.572,445.573,-2.8825,9.9827,-7229.18,20.0134
123,-0.00253699,-0.0219237,8.61971,8.64164,0.000604835,0.00353219,5.84346,5.83992,445.7,445.7,-2.9077,9.9785,-7292.2,20.005
124,-0.00257419,-0.0222452,8.61939,8.64164,0.000656644,0.00383475,5.84376,5.83992,445.84,445.84,-2.9238,9.9775,-7332.59,20.0031
125,-0.00265991,-0.022986,8.61865,8.64164,0.00059281,0.00346197,5.84339,5.83992,445.965,445.965,-2.9515,9.9778,-7402.08,20.0037
126,-0.00271214,-0.0234373,8.6182,8.64164,0.000707988,0.00413459,5.84406,5.83992,446.089,446.089,-2.9844,9.9765,-7484.48,20.0012
127,-0.00273803,-0.0236611,8.61798,8.64164,0.000722765,0.00422089,5.84414,5.83992,446.208,446.208,-2.9982,9.9762,-7519.22,20.0005
128,-0.00277549,-0.0239848,8.61765,8.64164,0.000672547,0.00392763,5.84385,5.83992,446.322,446.322,-3.0227,9.9775,-7580.62,20.0031
129,-0.00279551,-0.0241578,8.61748,8.64164,0.000704455,0.00411397,5.84404,5.83992,446.507,446.508,-3.0517,9.9804,-7653.34,20.0089
130,-0.00285758,-0.0246942,8.61694,8.64164,0.000679742,0.00396964,5.84389,5.83992,446.635,446.635,-3.0694,9.9817,-7697.77,20.0115
131,-0.0028878,-0.0249553,8.61668,8.64164,0.000655067,0.00382554,5.84375,5.83992,446.76,446.76,-3.0781,9.9814,-7719.58,20.0109
132,-0.00291227,-0.0251667,8.61647,8.64164,0.000748272,0.00436985,5.84429,5.83992,446.884,446.884,-3.1126,9.9801,-7806.03,20.0083
133,-0.00289618,-0.0250277,8.61661,8.64164,0.000678231,0.00396081,5.84388,5.83992,447.131,447.132,-3.1416,9.9733,-7878.74,19.9947
134,-0.00297023,-0.0256677,8.61597,8.64164,0.000633473,0.00369944,5.84362,5.83992,447.263,447.263,-3.1671,9.9827,-7942.57,20.0134
135,-0.00294511,-0.0254506,8.61619,8.64164,0.000571651,0.0033384,5.84326,5.83992,447.383,447.383,-3.1868,9.9833,-7991.85,20.0147
136,-0.00294323,-0.0254343,8.6162,8.64164,0.000674644,0.00393987,5.84386,5.83992,447.519,447.519,-3.2096,9.9778,-8049.21,20.0037
137,-0.00300817,-0.0259955,8.61564,8.64164,0.00072149,0.00421345,5.84414,5.83992,447.646,447.647,-3.239,9.9791,-8122.73,20.0063
138,-0.00297483,-0.0257074,8.61593,8.64164,0.000658833,0.00384754,5.84377,5.83992,447.76,447.76,-3.2609,9.9782,-8177.67,20.0044
139,-0.00295269,-0.025516,8.61612,8.64164,0.00069662,0.0040682,5.84399,5.83992,447.895,447.895,-3.2612,9.9795,-8178.48,20.007
140,-0.0030016,-0.0259388,8.6157,8.64164,0.00064518,0.0037678,5.84369,5.83992,448.029,448.03,-3.2876,9.9856,-8244.73,20.0193
141,-0.00306577,-0.0264933,8.61514,8.64164,0.000625616,0.00365355,5.84358,5.83992,448.192,448.192,-3.3134,9.9778,-8309.36,20.0037
142,-0.00309456,-0.0267421,8.6149,8.64164,0.000789544,0.00461088,5.84453,5.83992,448.378,448.379,-3.3402,9.9875,-8376.42,20.0231
143,-0.00306481,-0.0264849,8.61515,8.64164,0.000648692,0.00378831,5.84371,5.83992,448.513,448.513,-3.3605,9.9814,-8427.32,20.0109
144,-0.00313772,-0.027115,8.61452,8.64164,0.000700705,0.00409206,5.84402,5.83992,448.631,448.631,-3.384,9.9769,-8486.29,20.0018
145,-0.00315405,-0.0272561,8.61438,8.64164,0.00065058,0.00379934,5.84372,5.83992,448.763,448.763,-3.404,9.9782,-8536.39,20.0044
146,-0.00312084,-0.0269692,8.61467,8.64164,0.000730647,0.00426692,5.84419,5.83992,448.941,448.942,-3.4149,9.9743,-8563.86,19.9966
147,-0.00318207,-0.0274983,8.61414,8.64164,0.000840427,0.00490803,5.84483,5.83992,449.065,449.066,-3.4401,9.982,-8626.87,20.0121
148,-0.00317722,-0.0274564,8.61418,8.64164,0.000809797,0.00472915,5.84465,5.83992,449.194,449.194,-3.4655,9.9778,-8690.7,20.0037
149,-0.00317752,-0.027459,8.61418,8.64164,0.00070508,0.00411762,5.84404,5.83992,449.328,449.328,-3.4755,9.9749,-8715.74,19.9979
150,-0.00318419,-0.0275167,8.61412,8.64164,0.000740792,0.00432617,5.84425,5.83992,449.46,449.46,-3.5023,9.974,-8782.8,19.996
151,-0.00323762,-0.0279784,8.61366,8.64164,0.000616526,0.00360046,5.84352,5.83992,449.627,449.627,-3.52,9.984,-8827.24,20.016
152,-0.00326148,-0.0281846,8.61345,8.64164,0.0007002,0.00408911,5.84401,5.83992,449.754,449.754,-3.5419,9.9749,-8882.17,19.9979
153,-0.00321445,-0.0277781,8.61386,8.64164,0.000619896,0.00362015,5.84354,5.83992,449.94,449.941,-3.5596,9.9795,-8926.61,20.007
154,-0.00338494,-0.0292514,8.61239,8.64164,0.00069137,0.00403755,5.84396,5.83992,450.13,450.131,-3.5777,9.9795,-8971.85,20.007
155,-0.00340484,-0.0294234,8.61221,8.64164,0.000950282,0.00554957,5.84547,5.83992,450.315,450.316,-3.609,9.9759,-9050.22,19.9999
156,-0.00332713,-0.0287518,8.61289,8.64164,0.000706208,0.0041242,5.84405,5.83992,450.501,450.501,-3.6199,9.9817,-9077.69,20.0115
157,-0.00336059,-0.029041,8.6126,8.64164,0.000830115,0.00484781,5.84477,5.83992,450.67,450.67,-3.645,9.9753,-9140.71,19.9986
158,-0.00339283,-0.0293196,8.61232,8.64164,0.000779347,0.00455133,5.84448,5.83992,450.739,450.739,-3.645,9.9753,-9140.71,19.9986
159,-0.00341818,-0.0295387,8.6121,8.64164,0.000765767,0.00447202,5.8444,5.83992,450.813,450.814,-3.655,9.9775,-9165.75,20.0031
160,-0.00339004,-0.0292955,8.61234,8.64164,0.000827726,0.00483386,5.84476,5.83992,450.944,450.944,-3.667,9.9762,-9195.64,20.0005
161,-0.00345733,-0.029877,8.61176,8.64164,0.000624488,0.00364696,5.84357,5.83992,451.125,451.125,-3.6918,9.9775,-9257.85,20.0031
162,-0.00342104,-0.0295634,8.61207,8.64164,0.000667354,0.0038973,5.84382,5.83992,451.313,451.314,-3.704,9.9795,-9288.55,20.007
163,-0.00342644,-0.0296101,8.61203,8.64164,0.000685805,0.00400505,5.84393,5.83992,451.442,451.442,-3.7134,9.9788,-9311.98,20.0057
164,-0.0033932,-0.0293228,8.61232,8.64164,0.000783536,0.00457579,5.8445,5.83992,451.587,451.587,-3.7295,9.9762,-9352.38,20.0005
165,-0.00337652,-0.0291787,8.61246,8.64164,0.000810992,0.00473613,5.84466,5.83992,451.715,451.715,-3.7372,9.9798,-9371.77,20.0076
166,-0.00336071,-0.029042,8.6126,8.64164,0.000695258,0.00406026,5.84398,5.83992,451.876,451.876,-3.7511,9.9775,-9406.51,20.0031
167,-0.00338306,-0.0292351,8.6124,8.64164,0.000773279,0.00451589,5.84444,5.83992,452,452,-3.7656,9.9724,-9442.87,19.9928
168,-0.00347298,-0.0300123,8.61163,8.64164,0.000816623,0.00476902,5.84469,5.83992,452.189,452.189,-3.7872,9.9785,-9497,20.005
169,-0.00342396,-0.0295886,8.61205,8.64164,0.000715254,0.00417703,5.8441,5.83992,452.436,452.436,-3.8026,9.9717,-9535.78,19.9915
170,-0.00355112,-0.0306875,8.61095,8.64164,0.000755694,0.00441319,5.84434,5.83992,452.622,452.623,-3.802,9.982,-9534.16,20.0121
171,-0.00353921,-0.0305846,8.61105,8.64164,0.00069211,0.00404187,5.84397,5.83992,452.809,452.81,-3.8262,9.9736,-9594.75,19.9953
172,-0.00342772,-0.0296211,8.61202,8.64164,0.000672086,0.00392493,5.84385,5.83992,453.122,453.122,-3.8371,9.974,-9622.22,19.996
173,-0.00352658,-0.0304754,8.61116,8.64164,0.000687469,0.00401476,5.84394,5.83992,453.246,453.246,-3.8571,9.9769,-9672.31,20.0018
174,-0.00352611,-0.0304713,8.61117,8.64164,0.000610623,0.00356599,5.84349,5.83992,453.496,453.496,-3.8671,9.9965,-9697.36,20.0412
175,-0.00360952,-0.0311921,8.61045,8.64164,0.000654975,0.00382501,5.84375,5.83992,453.809,453.81,-3.8884,9.9859,-9750.68,20.0199
