"E0",,,,,"E1",,,,"Analog",,,,,
"Index [1]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","?L/L0 [1]","?L [mm]","L1 [mm]","L0 [mm]","Time_1","Time_0","Dev1/ai0","Dev1/ai1","Force_[N]","Strain_[%]"
22,-0.000506568,-0.00461832,9.11226,9.11688,0.000151765,0.000820288,5.40581,5.40499,8.148,8.148,-0.387,9.9804,-973.53,20.0089
23,-0.000490187,-0.00446898,9.11241,9.11688,0.000182633,0.000987129,5.40598,5.40499,8.271,8.271,-0.399,9.9811,-1003.42,20.0102
24,-0.000564042,-0.0051423,9.11173,9.11688,0.000194517,0.00105136,5.40604,5.40499,8.396,8.396,-0.4222,9.9765,-1061.59,20.0012
25,-0.00045528,-0.00415073,9.11273,9.11688,0.000161469,0.000872737,5.40586,5.40499,8.523,8.523,-0.4457,9.9843,-1120.57,20.0167
26,-0.000511955,-0.00466743,9.11221,9.11688,0.000243396,0.00131556,5.40631,5.40499,8.649,8.649,-0.4702,9.973,-1181.97,19.9941
27,-0.000533281,-0.00486186,9.11201,9.11688,0.00027297,0.0014754,5.40647,5.40499,8.771,8.771,-0.4873,9.973,-1224.79,19.9941
28,-0.000677666,-0.00617819,9.1107,9.11688,2.52916e-05,0.000136701,5.40513,5.40499,8.957,8.957,-0.5069,9.9798,-1274.07,20.0076
29,-0.000604608,-0.00551214,9.11136,9.11688,0.000197215,0.00106594,5.40606,5.40499,9.084,9.084,-0.5456,9.9772,-1371.02,20.0025
30,-0.000684229,-0.00623804,9.11064,9.11688,0.000173502,0.000937775,5.40593,5.40499,9.208,9.208,-0.5743,9.9733,-1442.92,19.9947
31,-0.00071447,-0.00651373,9.11036,9.11688,0.000278612,0.00150589,5.4065,5.40499,9.394,9.394,-0.6036,9.9791,-1516.44,20.0063
32,-0.00076572,-0.00698097,9.1099,9.11688,0.000217961,0.00117808,5.40617,5.40499,9.52,9.52,-0.6197,9.974,-1556.84,19.996
33,-0.000755999,-0.00689235,9.10998,9.11688,0.000231653,0.00125208,5.40624,5.40499,9.645,9.645,-0.6545,9.9801,-1644.09,20.0083
34,-0.000755987,-0.00689224,9.10998,9.11688,0.000225903,0.00122101,5.40621,5.40499,9.769,9.769,-0.6832,9.9811,-1716,20.0102
35,-0.000768544,-0.00700672,9.10987,9.11688,0.000226291,0.0012231,5.40621,5.40499,9.894,9.894,-0.71,9.9846,-1783.05,20.0173
36,-0.000824567,-0.00751748,9.10936,9.11688,0.000159281,0.000860912,5.40585,5.40499,10.018,10.018,-0.7312,9.9688,-1836.38,19.9857
37,-0.000836849,-0.00762945,9.10925,9.11688,0.00028346,0.0015321,5.40652,5.40499,10.143,10.143,-0.7657,9.9782,-1922.82,20.0044
38,-0.000869314,-0.00792543,9.10895,9.11688,0.000301699,0.00163068,5.40662,5.40499,10.271,10.271,-0.7835,9.9824,-1967.26,20.0128
39,-0.000864588,-0.00788235,9.10899,9.11688,0.000348864,0.00188561,5.40688,5.40499,10.394,10.394,-0.8054,9.9775,-2022.2,20.0031
40,-0.00083351,-0.00759901,9.10928,9.11688,0.00036939,0.00199655,5.40699,5.40499,10.517,10.517,-0.8515,9.9798,-2137.73,20.0076
41,-0.000891739,-0.00812987,9.10875,9.11688,0.00023886,0.00129104,5.40628,5.40499,10.644,10.644,-0.8553,9.9791,-2147.42,20.0063
42,-0.000817189,-0.00745021,9.10943,9.11688,0.000233498,0.00126205,5.40625,5.40499,10.769,10.769,-0.903,9.9743,-2266.99,19.9966
43,-0.000942941,-0.00859668,9.10828,9.11688,0.000376294,0.00203386,5.40702,5.40499,10.892,10.892,-0.9204,9.9798,-2310.62,20.0076
44,-0.00104884,-0.0095621,9.10731,9.11688,0.000358894,0.00193982,5.40693,5.40499,11.083,11.083,-0.9597,9.9795,-2409.18,20.007
45,-0.000986349,-0.00899242,9.10788,9.11688,0.000469116,0.00253557,5.40753,5.40499,11.204,11.204,-0.9945,9.982,-2496.44,20.0121
46,-0.000967664,-0.00882207,9.10805,9.11688,0.000398229,0.00215242,5.40714,5.40499,11.328,11.328,-1.0174,9.9736,-2553.8,19.9953
47,-0.00104608,-0.00953694,9.10734,9.11688,0.00032304,0.00174603,5.40674,5.40499,11.454,11.454,-1.0506,9.9811,-2637.02,20.0102
48,-0.00108341,-0.00987728,9.107,9.11688,0.000395893,0.0021398,5.40713,5.40499,11.58,11.58,-1.0751,9.9782,-2698.42,20.0044
49,-0.0011308,-0.0103094,9.10657,9.11688,0.000376628,0.00203567,5.40703,5.40499,11.703,11.703,-1.1022,9.9801,-2766.28,20.0083
50,-0.0011509,-0.0104926,9.10638,9.11688,0.000583008,0.00315115,5.40814,5.40499,11.828,11.828,-1.1322,9.9804,-2841.42,20.0089
51,-0.00118564,-0.0108093,9.10607,9.11688,0.000456353,0.00246658,5.40746,5.40499,11.952,11.952,-1.1631,9.9833,-2918.98,20.0147
52,-0.00120189,-0.0109574,9.10592,9.11688,0.00055705,0.00301085,5.408,5.40499,12.077,12.077,-1.1824,9.9785,-2967.45,20.005
53,-0.00118368,-0.0107915,9.10608,9.11688,0.000408664,0.00220883,5.4072,5.40499,12.202,12.202,-1.2173,9.9804,-3054.7,20.0089
54,-0.00123305,-0.0112416,9.10563,9.11688,0.000483898,0.00261547,5.40761,5.40499,12.328,12.328,-1.2395,9.9749,-3110.45,19.9979
55,-0.00120695,-0.0110036,9.10587,9.11688,0.000587161,0.0031736,5.40816,5.40499,12.454,12.454,-1.2666,9.9714,-3178.31,19.9908
56,-0.00128932,-0.0117545,9.10512,9.11688,0.000451841,0.0024422,5.40743,5.40499,12.639,12.639,-1.3117,9.9772,-3291.42,20.0025
57,-0.00121627,-0.0110886,9.10579,9.11688,0.000705424,0.00381281,5.4088,5.40499,12.764,12.764,-1.3317,9.9753,-3341.51,19.9986
58,-0.00132792,-0.0121064,9.10477,9.11688,0.000550461,0.00297524,5.40797,5.40499,12.89,12.89,-1.3642,9.9856,-3423.11,20.0193
59,-0.00129585,-0.0118141,9.10506,9.11688,0.000677946,0.00366429,5.40866,5.40499,13.076,13.076,-1.3958,9.9949,-3502.29,20.038
60,-0.00134326,-0.0122463,9.10463,9.11688,0.000546957,0.0029563,5.40795,5.40499,13.2,13.2,-1.4126,9.9762,-3544.3,20.0005
61,-0.00134734,-0.0122835,9.10459,9.11688,0.000619822,0.00335013,5.40834,5.40499,13.327,13.327,-1.4528,9.9798,-3645.29,20.0076
62,-0.0014156,-0.0129058,9.10397,9.11688,0.000580757,0.00313899,5.40813,5.40499,13.451,13.451,-1.4767,9.9769,-3705.07,20.0018
63,-0.00146451,-0.0133517,9.10352,9.11688,0.000590945,0.00319405,5.40819,5.40499,13.576,13.576,-1.5012,9.9769,-3766.47,20.0018
64,-0.001442,-0.0131466,9.10373,9.11688,0.000744442,0.0040237,5.40901,5.40499,13.7,13.7,-1.5263,9.982,-3829.49,20.0121
65,-0.0015046,-0.0137172,9.10316,9.11688,0.000702247,0.00379564,5.40879,5.40499,13.826,13.826,-1.5524,9.9695,-3894.93,19.987
66,-0.00155576,-0.0141837,9.10269,9.11688,0.00091995,0.00497232,5.40996,5.40499,13.951,13.951,-1.5618,9.9817,-3918.36,20.0115
67,-0.00155964,-0.014219,9.10266,9.11688,0.000474845,0.00256653,5.40756,5.40499,14.077,14.077,-1.6014,9.9807,-4017.73,20.0096
68,-0.00151264,-0.0137905,9.10309,9.11688,0.000730079,0.00394607,5.40894,5.40499,14.199,14.199,-1.6208,9.9759,-4066.21,19.9999
69,-0.00150497,-0.0137207,9.10316,9.11688,0.000728507,0.00393757,5.40893,5.40499,14.326,14.327,-1.6517,9.9811,-4143.77,20.0102
70,-0.00158317,-0.0144336,9.10244,9.11688,0.000784461,0.00424001,5.40923,5.40499,14.45,14.45,-1.6778,9.9836,-4209.21,20.0154
71,-0.00164651,-0.015011,9.10187,9.11688,0.000561895,0.00303704,5.40803,5.40499,14.573,14.573,-1.7042,9.9788,-4275.46,20.0057
72,-0.00163757,-0.0149295,9.10195,9.11688,0.000570148,0.00308164,5.40807,5.40499,14.76,14.76,-1.7423,9.9801,-4370.79,20.0083
73,-0.00167431,-0.0152644,9.10161,9.11688,0.000558415,0.00301823,5.40801,5.40499,14.887,14.887,-1.7639,9.982,-4424.92,20.0121
74,-0.00162773,-0.0148398,9.10204,9.11688,0.000626283,0.00338505,5.40838,5.40499,15.011,15.011,-1.789,9.9765,-4487.94,20.0012
75,-0.00169442,-0.0154479,9.10143,9.11688,0.000581834,0.00314481,5.40814,5.40499,15.139,15.139,-1.8157,9.9756,-4554.99,19.9992
76,-0.0017928,-0.0163448,9.10053,9.11688,0.000706746,0.00381996,5.40881,5.40499,15.259,15.259,-1.8251,9.9804,-4578.42,20.0089
77,-0.00173772,-0.0158426,9.10103,9.11688,0.000663909,0.00358842,5.40858,5.40499,15.384,15.384,-1.857,9.9785,-4658.41,20.005
78,-0.00175996,-0.0160454,9.10083,9.11688,0.000592941,0.00320484,5.4082,5.40499,15.511,15.511,-1.8854,9.9785,-4729.5,20.005
79,-0.00178254,-0.0162512,9.10063,9.11688,0.000622031,0.00336207,5.40835,5.40499,15.697,15.697,-1.9169,9.9762,-4808.68,20.0005
80,-0.00179298,-0.0163464,9.10053,9.11688,0.000847581,0.00458117,5.40957,5.40499,15.821,15.821,-1.9401,9.9833,-4866.85,20.0147
81,-0.00181306,-0.0165295,9.10035,9.11688,0.000837267,0.00452542,5.40952,5.40499,15.951,15.951,-1.9656,9.9814,-4930.67,20.0109
82,-0.0018473,-0.0168416,9.10003,9.11688,0.000672648,0.00363566,5.40863,5.40499,16.071,16.071,-1.9872,9.9743,-4984.8,19.9966
83,-0.00194256,-0.0177101,9.09917,9.11688,0.00062757,0.00339201,5.40838,5.40499,16.258,16.258,-2.0226,9.9788,-5073.67,20.0057
84,-0.00200732,-0.0183005,9.09858,9.11688,0.000923568,0.00499188,5.40998,5.40499,16.385,16.385,-2.0355,9.9782,-5105.99,20.0044
85,-0.00195148,-0.0177914,9.09908,9.11688,0.000961475,0.00519677,5.41019,5.40499,16.508,16.508,-2.0668,9.9804,-5184.36,20.0089
86,-0.00196472,-0.0179121,9.09896,9.11688,0.00105003,0.0056754,5.41067,5.40499,16.632,16.632,-2.0984,9.9788,-5263.53,20.0057
87,-0.00192558,-0.0175553,9.09932,9.11688,0.000919218,0.00496837,5.40996,5.40499,16.82,16.82,-2.1367,9.9736,-5359.67,19.9953
88,-0.00192779,-0.0175754,9.0993,9.11688,0.000698526,0.00377553,5.40877,5.40499,17.006,17.006,-2.1622,9.974,-5423.5,19.996
89,-0.00192949,-0.017591,9.09929,9.11688,0.000956617,0.0051705,5.41016,5.40499,17.194,17.194,-2.2018,9.9811,-5522.87,20.0102
90,-0.00200767,-0.0183036,9.09857,9.11688,0.000942036,0.0050917,5.41008,5.40499,17.319,17.32,-2.2176,9.9753,-5562.46,19.9986
91,-0.00205991,-0.01878,9.0981,9.11688,0.000914198,0.00494123,5.40993,5.40499,17.443,17.443,-2.2447,9.9743,-5630.32,19.9966
92,-0.00209111,-0.0190644,9.09781,9.11688,0.000614085,0.00331912,5.40831,5.40499,17.572,17.572,-2.2666,9.9736,-5685.26,19.9953
93,-0.00201302,-0.0183525,9.09852,9.11688,0.000768638,0.00415448,5.40915,5.40499,17.694,17.694,-2.2856,9.9724,-5732.93,19.9928
94,-0.00212443,-0.0193682,9.09751,9.11688,0.000847337,0.00457985,5.40957,5.40499,17.818,17.818,-2.3127,9.9791,-5800.79,20.0063
95,-0.00223768,-0.0204007,9.09648,9.11688,0.000888958,0.00480481,5.4098,5.40499,17.942,17.942,-2.3378,9.9843,-5863.81,20.0167
96,-0.00220544,-0.0201067,9.09677,9.11688,0.00119364,0.00645161,5.41144,5.40499,18.069,18.069,-2.3552,9.9769,-5907.44,20.0018
97,-0.00212933,-0.0194128,9.09746,9.11688,0.00076857,0.00415411,5.40915,5.40499,18.192,18.192,-2.3833,9.983,-5977.73,20.0141
98,-0.00219801,-0.020039,9.09684,9.11688,0.000851501,0.00460236,5.40959,5.40499,18.318,18.318,-2.3939,9.9736,-6004.39,19.9953
99,-0.00229762,-0.0209471,9.09593,9.11688,0.00105637,0.00570965,5.4107,5.40499,18.443,18.443,-2.4281,9.9788,-6090.03,20.0057
100,-0.00239239,-0.0218111,9.09507,9.11688,0.00117096,0.00632903,5.41132,5.40499,18.566,18.566,-2.4426,9.9782,-6126.38,20.0044
101,-0.00237813,-0.0216812,9.09519,9.11688,0.000942202,0.0050926,5.41008,5.40499,18.693,18.693,-2.4716,9.9759,-6199.09,19.9999
102,-0.0023725,-0.0216298,9.09525,9.11688,0.0011639,0.00629089,5.41128,5.40499,18.816,18.816,-2.4913,9.9788,-6248.38,20.0057
103,-0.00239923,-0.0218735,9.095,9.11688,0.00116014,0.00627055,5.41126,5.40499,19.003,19.004,-2.5328,9.9762,-6352.6,20.0005
104,-0.0024,-0.0218805,9.095,9.11688,0.00106842,0.00577478,5.41077,5.40499,19.196,19.196,-2.5622,9.9795,-6426.12,20.007
105,-0.00242257,-0.0220863,9.09479,9.11688,0.00120554,0.00651595,5.41151,5.40499,19.378,19.378,-2.5867,9.9791,-6487.52,20.0063
106,-0.0024355,-0.0222042,9.09467,9.11688,0.00129083,0.00697692,5.41197,5.40499,19.502,19.502,-2.6053,9.9746,-6534.38,19.9973
107,-0.00242565,-0.0221144,9.09476,9.11688,0.00127308,0.006881,5.41187,5.40499,19.628,19.628,-2.6324,9.9724,-6602.24,19.9928
108,-0.00241596,-0.022026,9.09485,9.11688,0.00124911,0.00675141,5.41174,5.40499,19.753,19.753,-2.6592,9.9753,-6669.3,19.9986
109,-0.0024436,-0.022278,9.0946,9.11688,0.00121214,0.00655158,5.41154,5.40499,19.939,19.94,-2.683,9.9775,-6729.08,20.0031
110,-0.00246737,-0.0224947,9.09438,9.11688,0.00118152,0.00638611,5.41138,5.40499,20.066,20.066,-2.7033,9.974,-6779.98,19.996
111,-0.00248575,-0.0226623,9.09421,9.11688,0.00109296,0.00590744,5.4109,5.40499,20.191,20.191,-2.7314,9.9775,-6850.27,20.0031
112,-0.00256462,-0.0233813,9.0935,9.11688,0.001191,0.00643734,5.41143,5.40499,20.317,20.317,-2.7501,9.9769,-6897.13,20.0018
113,-0.00259712,-0.0236776,9.0932,9.11688,0.00122392,0.00661526,5.41161,5.40499,20.44,20.44,-2.7733,9.9775,-6955.3,20.0031
114,-0.00266254,-0.024274,9.0926,9.11688,0.00115505,0.00624302,5.41123,5.40499,20.626,20.626,-2.7974,9.9798,-7015.89,20.0076
115,-0.00265615,-0.0242158,9.09266,9.11688,0.00121578,0.00657129,5.41156,5.40499,20.75,20.75,-2.8297,9.974,-7096.68,19.996
116,-0.00266336,-0.0242815,9.0926,9.11688,0.00131093,0.00708556,5.41208,5.40499,20.818,20.819,-2.8393,9.9791,-7120.92,20.0063
117,-0.00262466,-0.0239287,9.09295,9.11688,0.00132062,0.00713793,5.41213,5.40499,20.94,20.94,-2.8538,9.9785,-7157.28,20.005
118,-0.00264801,-0.0241416,9.09273,9.11688,0.00128302,0.0069347,5.41193,5.40499,21.126,21.126,-2.8812,9.9795,-7225.95,20.007
119,-0.00263124,-0.0239887,9.09289,9.11688,0.00119161,0.00644064,5.41143,5.40499,21.25,21.25,-2.9157,9.982,-7312.4,20.0121
120,-0.00273974,-0.0249779,9.0919,9.11688,0.00126717,0.00684905,5.41184,5.40499,21.375,21.375,-2.9247,9.9778,-7335.02,20.0037
121,-0.00273513,-0.0249358,9.09194,9.11688,0.00121503,0.00656724,5.41156,5.40499,21.501,21.501,-2.9415,9.9827,-7377.03,20.0134
122,-0.00280224,-0.0255477,9.09133,9.11688,0.00115966,0.00626797,5.41126,5.40499,21.628,21.628,-2.9737,9.9759,-7457.82,19.9999
123,-0.00289799,-0.0264206,9.09046,9.11688,0.00136275,0.00736567,5.41236,5.40499,21.75,21.75,-2.9827,9.9788,-7480.44,20.0057
124,-0.0027531,-0.0250997,9.09178,9.11688,0.0012831,0.00693517,5.41193,5.40499,21.874,21.874,-3.0208,9.9788,-7575.78,20.0057
125,-0.00267388,-0.0243774,9.0925,9.11688,0.00139402,0.00753465,5.41253,5.40499,22.061,22.061,-3.0398,9.9695,-7623.44,19.987
126,-0.00274548,-0.0250302,9.09185,9.11688,0.00128596,0.00695062,5.41194,5.40499,22.189,22.189,-3.0672,9.9765,-7692.12,20.0012
127,-0.0028463,-0.0259494,9.09093,9.11688,0.00138206,0.00747001,5.41246,5.40499,22.311,22.311,-3.0694,9.9749,-7697.77,19.9979
128,-0.00288283,-0.0262824,9.09059,9.11688,0.00144238,0.00779606,5.41279,5.40499,22.438,22.438,-3.1036,9.9801,-7783.41,20.0083
129,-0.00287657,-0.0262253,9.09065,9.11688,0.00139763,0.00755418,5.41255,5.40499,22.688,22.688,-3.1442,9.9724,-7885.21,19.9928
130,-0.00287799,-0.0262383,9.09064,9.11688,0.00140634,0.00760125,5.41259,5.40499,22.81,22.81,-3.1558,9.9736,-7914.29,19.9953
131,-0.00285817,-0.0260576,9.09082,9.11688,0.00139425,0.00753589,5.41253,5.40499,22.936,22.937,-3.181,9.9795,-7977.31,20.007
132,-0.00294352,-0.0268357,9.09004,9.11688,0.00151259,0.00817554,5.41317,5.40499,23.186,23.187,-3.2158,9.9824,-8064.56,20.0128
133,-0.00294516,-0.0268507,9.09003,9.11688,0.00143994,0.00778284,5.41277,5.40499,23.373,23.373,-3.2303,9.9788,-8100.92,20.0057
134,-0.00298511,-0.0272149,9.08966,9.11688,0.00127191,0.00687466,5.41187,5.40499,23.498,23.498,-3.2528,9.9801,-8157.47,20.0083
135,-0.00299274,-0.0272844,9.08959,9.11688,0.00128458,0.00694316,5.41193,5.40499,23.623,23.623,-3.2712,9.9743,-8203.53,19.9966
136,-0.00296365,-0.0270192,9.08986,9.11688,0.00132187,0.00714468,5.41214,5.40499,23.748,23.748,-3.2992,9.9798,-8273.81,20.0076
137,-0.00298692,-0.0272314,9.08965,9.11688,0.00146767,0.00793273,5.41292,5.40499,23.872,23.872,-3.2986,9.9772,-8272.2,20.0025
138,-0.00302205,-0.0275517,9.08932,9.11688,0.00149484,0.00807958,5.41307,5.40499,24.062,24.062,-3.3382,9.9836,-8371.57,20.0154
139,-0.00312387,-0.0284799,9.0884,9.11688,0.00137696,0.00744246,5.41243,5.40499,24.247,24.247,-3.3598,9.9746,-8425.7,19.9973
140,-0.00306368,-0.0279312,9.08895,9.11688,0.00154034,0.00832551,5.41332,5.40499,24.433,24.433,-3.3895,9.9788,-8500.03,20.0057
141,-0.00312663,-0.0285051,9.08837,9.11688,0.00168627,0.00911426,5.41411,5.40499,24.56,24.56,-3.3982,9.982,-8521.84,20.0121
142,-0.00312073,-0.0284513,9.08842,9.11688,0.00143617,0.00776249,5.41275,5.40499,24.746,24.746,-3.4256,9.9775,-8590.52,20.0031
143,-0.00321154,-0.0292792,9.0876,9.11688,0.00148641,0.00803404,5.41302,5.40499,24.874,24.874,-3.4378,9.9811,-8621.22,20.0102
144,-0.00311686,-0.028416,9.08846,9.11688,0.0015731,0.00850259,5.41349,5.40499,24.996,24.997,-3.4501,9.9749,-8651.92,19.9979
145,-0.00313516,-0.0285829,9.08829,9.11688,0.00150483,0.00813362,5.41312,5.40499,25.12,25.121,-3.4723,9.9814,-8707.66,20.0109
146,-0.00317778,-0.0289714,9.0879,9.11688,0.00163979,0.00886305,5.41385,5.40499,25.306,25.306,-3.4949,9.9701,-8764.22,19.9882
147,-0.0032102,-0.029267,9.08761,9.11688,0.00148521,0.00802752,5.41302,5.40499,25.431,25.431,-3.5123,9.9756,-8807.84,19.9992
148,-0.0032462,-0.0295952,9.08728,9.11688,0.00152873,0.00826278,5.41325,5.40499,25.556,25.557,-3.5284,9.9772,-8848.24,20.0025
149,-0.00313191,-0.0285533,9.08832,9.11688,0.00160376,0.00866832,5.41366,5.40499,25.744,25.745,-3.5464,9.9769,-8893.48,20.0018
150,-0.00319999,-0.0291739,9.0877,9.11688,0.00161628,0.008736,5.41373,5.40499,25.992,25.993,-3.5729,9.9743,-8959.73,19.9966
151,-0.00323439,-0.0294875,9.08739,9.11688,0.0017084,0.00923389,5.41423,5.40499,26.116,26.116,-3.5964,9.9746,-9018.71,19.9973
152,-0.00321583,-0.0293183,9.08756,9.11688,0.00168721,0.00911934,5.41411,5.40499,26.241,26.242,-3.5977,9.9788,-9021.94,20.0057
153,-0.00327773,-0.0298826,9.08699,9.11688,0.00157651,0.00852104,5.41351,5.40499,26.428,26.429,-3.6293,9.9759,-9101.12,19.9999
154,-0.00332132,-0.03028,9.0866,9.11688,0.00158671,0.00857615,5.41357,5.40499,26.619,26.619,-3.6608,9.9785,-9180.29,20.005
155,-0.00330402,-0.0301223,9.08675,9.11688,0.00158967,0.00859217,5.41358,5.40499,26.865,26.866,-3.677,9.9791,-9220.69,20.0063
156,-0.00332516,-0.030315,9.08656,9.11688,0.00153976,0.00832241,5.41331,5.40499,26.992,26.993,-3.6876,9.9801,-9247.35,20.0083
157,-0.0033075,-0.030154,9.08672,9.11688,0.0016884,0.00912577,5.41412,5.40499,27.181,27.181,-3.7066,9.9736,-9295.02,19.9953
158,-0.00332935,-0.0303533,9.08652,9.11688,0.0016161,0.00873501,5.41373,5.40499,27.305,27.306,-3.724,9.9733,-9338.64,19.9947
159,-0.00334977,-0.0305395,9.08634,9.11688,0.00180609,0.00976189,5.41475,5.40499,27.49,27.49,-3.7488,9.9807,-9400.85,20.0096
160,-0.00343195,-0.0312887,9.08559,9.11688,0.00170411,0.00921072,5.4142,5.40499,27.616,27.616,-3.7656,9.9801,-9442.87,20.0083
161,-0.00336053,-0.0306375,9.08624,9.11688,0.00164501,0.00889129,5.41388,5.40499,27.865,27.866,-3.7881,9.9727,-9499.42,19.9934
162,-0.00338144,-0.0308281,9.08605,9.11688,0.00180337,0.00974721,5.41474,5.40499,28.119,28.12,-3.8155,9.9778,-9568.09,20.0037
163,-0.00336246,-0.0306551,9.08622,9.11688,0.0016982,0.00917875,5.41417,5.40499,28.238,28.239,-3.8249,9.9843,-9591.52,20.0167
164,-0.00332262,-0.030292,9.08658,9.11688,0.00165876,0.00896556,5.41396,5.40499,28.364,28.364,-3.8462,9.9778,-9644.84,20.0037
165,-0.00340919,-0.0310812,9.0858,9.11688,0.00191947,0.0103747,5.41537,5.40499,28.488,28.489,-3.8703,9.9759,-9705.44,19.9999
166,-0.00345634,-0.031511,9.08537,9.11688,0.00174502,0.00943182,5.41442,5.40499,28.615,28.615,-3.8674,9.9775,-9698.17,20.0031
167,-0.00349692,-0.031881,9.085,9.11688,0.00170384,0.00920923,5.4142,5.40499,28.8,28.8,-3.8974,9.984,-9773.3,20.016
168,-0.0034909,-0.0318261,9.08505,9.11688,0.00170083,0.00919297,5.41418,5.40499,28.928,28.928,-3.9154,9.9827,-9818.55,20.0134
169,-0.00353408,-0.0322198,9.08466,9.11688,0.00192809,0.0104213,5.41541,5.40499,29.114,29.114,-3.9441,9.9736,-9890.45,19.9953
170,-0.00350394,-0.031945,9.08493,9.11688,0.00176974,0.00956544,5.41456,5.40499,29.238,29.239,-3.958,9.983,-9925.19,20.0141
171,-0.00359404,-0.0327664,9.08411,9.11688,0.00183058,0.00989425,5.41489,5.40499,29.423,29.424,-3.9709,9.9746,-9957.51,19.9973
172,-0.00350298,-0.0319362,9.08494,9.11688,0.00187483,0.0101335,5.41512,5.40499,29.551,29.551,-3.9951,9.9753,-10018.1,19.9986
173,-0.00347746,-0.0317035,9.08517,9.11688,0.00172119,0.00930301,5.41429,5.40499,29.674,29.675,-4.005,9.9762,-10043.1,20.0005
174,-0.00359303,-0.0327572,9.08412,9.11688,0.00179632,0.00970912,5.4147,5.40499,29.861,29.862,-4.0331,9.9759,-10113.4,19.9999
175,-0.00357885,-0.0326279,9.08425,9.11688,0.00175869,0.00950571,5.4145,5.40499,29.986,29.986,-4.0518,9.9691,-10160.3,19.9863
