Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","40.94186","0.79546","0.00000"
"0.10000","0.00055","45.10796","0.87640","0.00001"
"0.20000","0.00143","52.51860","1.02038","0.00001"
"0.30000","0.00468","82.93604","1.61136","0.00005"
"0.40000","0.00670","101.55682","1.97314","0.00007"
"0.50000","0.00911","127.04328","2.46832","0.00009"
"0.60000","0.01115","150.69153","2.92778","0.00011"
"0.70000","0.01311","174.90036","3.39813","0.00013"
"0.80000","0.01594","214.79419","4.17322","0.00016"
"0.90000","0.01768","241.87425","4.69936","0.00018"
"1.00000","0.01976","278.73010","5.41543","0.00020"
"1.10000","0.02213","322.62585","6.26828","0.00022"
"1.20000","0.02399","356.13864","6.91940","0.00024"
"1.30000","0.02658","405.90555","7.88632","0.00027"
"1.40000","0.02866","447.01236","8.68498","0.00029"
"1.50000","0.03047","486.70993","9.45626","0.00030"
"1.60000","0.03296","545.07178","10.59017","0.00033"
"1.70000","0.03489","591.64594","11.49506","0.00035"
"1.80000","0.03718","650.66901","12.64181","0.00037"
"1.90000","0.03958","713.68597","13.86617","0.00040"
"2.00000","0.04138","761.80487","14.80106","0.00041"
"2.10000","0.04382","830.64807","16.13861","0.00044"
"2.20000","0.04582","885.54163","17.20514","0.00046"
"2.30000","0.04779","941.90149","18.30015","0.00048"
"2.40000","0.05055","1022.86292","19.87315","0.00051"
"2.50000","0.05233","1072.96021","20.84648","0.00052"
"2.60000","0.05456","1138.89795","22.12758","0.00055"
"2.70000","0.05670","1201.56946","23.34523","0.00057"
"2.80000","0.05866","1259.32874","24.46743","0.00059"
"2.90000","0.06138","1341.75513","26.06889","0.00061"
"3.00000","0.06326","1395.77234","27.11838","0.00063"
"3.10000","0.06517","1452.38550","28.21832","0.00065"
"3.20000","0.06776","1530.68054","29.73951","0.00068"
"3.30000","0.06953","1581.33716","30.72371","0.00070"
"3.40000","0.07195","1655.11243","32.15709","0.00072"
"3.50000","0.07425","1722.40344","33.46448","0.00074"
"3.60000","0.07602","1773.54053","34.45802","0.00076"
"3.70000","0.07850","1848.23682","35.90929","0.00079"
"3.80000","0.08045","1903.76233","36.98809","0.00080"
"3.90000","0.08253","1964.56799","38.16948","0.00083"
