Time,Extension,Load,Compressive stress,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","47.21385","0.96534","0.00000"
"0.10000","0.00061","49.05745","1.00303","0.00001"
"0.20000","0.00159","52.33595","1.07007","0.00002"
"0.30000","0.00468","63.29907","1.29422","0.00005"
"0.40000","0.00707","72.38519","1.47999","0.00007"
"0.50000","0.00914","80.59042","1.64776","0.00009"
"0.60000","0.01143","90.23096","1.84487","0.00011"
"0.70000","0.01333","98.47250","2.01338","0.00013"
"0.80000","0.01596","110.18320","2.25282","0.00016"
"0.90000","0.01800","119.45138","2.44231","0.00018"
"1.00000","0.01984","127.73595","2.61170","0.00020"
"1.10000","0.02243","139.79156","2.85819","0.00022"
"1.20000","0.02421","147.79730","3.02188","0.00024"
"1.30000","0.02649","158.57220","3.24218","0.00026"
"1.40000","0.02903","170.69229","3.48999","0.00029"
"1.50000","0.03074","178.65613","3.65282","0.00031"
"1.60000","0.03313","190.06850","3.88616","0.00033"
"1.70000","0.03516","199.23434","4.07356","0.00035"
"1.80000","0.03718","208.23549","4.25760","0.00037"
"1.90000","0.03993","220.89525","4.51644","0.00040"
"2.00000","0.04164","228.07718","4.66329","0.00042"
"2.10000","0.04386","238.21971","4.87066","0.00044"
"2.20000","0.04610","248.01544","5.07095","0.00046"
"2.30000","0.04794","256.03610","5.23494","0.00048"
"2.40000","0.05065","269.02673","5.50055","0.00051"
"2.50000","0.05263","277.76730","5.67926","0.00053"
"2.60000","0.05459","287.04550","5.86896","0.00055"
"2.70000","0.05704","299.44086","6.12240","0.00057"
"2.80000","0.05888","308.32410","6.30402","0.00059"
"2.90000","0.06125","321.38815","6.57113","0.00061"
"3.00000","0.06359","333.82416","6.82540","0.00064"
"3.10000","0.06532","343.32996","7.01976","0.00065"
"3.20000","0.06791","359.04669","7.34110","0.00068"
"3.30000","0.06982","369.67807","7.55847","0.00070"
"3.40000","0.07187","382.53418","7.82133","0.00072"
"3.50000","0.07457","400.18735","8.18227","0.00075"
"3.60000","0.07629","411.27066","8.40888","0.00076"
"3.70000","0.07859","428.75241","8.76631","0.00079"
"3.80000","0.08073","444.61288","9.09060","0.00081"
"3.90000","0.08268","460.60953","9.41767","0.00083"
"4.00000","0.08537","485.72849","9.93125","0.00085"
"4.10000","0.08721","502.03195","10.26459","0.00087"
"4.20000","0.08930","524.49603","10.72390","0.00089"
"4.30000","0.09175","551.06512","11.26713","0.00092"
"4.40000","0.09348","570.85229","11.67170","0.00093"
"4.50000","0.09599","603.95111","12.34844","0.00096"
"4.60000","0.09825","632.01392","12.92222","0.00098"
"4.70000","0.10006","656.62152","13.42534","0.00100"
"4.80000","0.10259","694.44867","14.19876","0.00103"
"4.90000","0.10441","719.66022","14.71424","0.00104"
"5.00000","0.10655","753.91473","15.41461","0.00107"
"5.10000","0.10915","795.55334","16.26596","0.00109"
"5.20000","0.11086","821.76654","16.80191","0.00111"
"5.30000","0.11334","866.90344","17.72479","0.00113"
"5.40000","0.11538","900.11108","18.40376","0.00115"
"5.50000","0.11733","934.60754","19.10907","0.00117"
"5.60000","0.12003","986.10919","20.16208","0.00120"
"5.70000","0.12183","1016.59943","20.78549","0.00122"
"5.80000","0.12394","1058.04517","21.63289","0.00124"
"5.90000","0.12639","1106.62891","22.62624","0.00126"
"6.00000","0.12814","1139.46277","23.29756","0.00128"
"6.10000","0.13076","1196.51245","24.46400","0.00131"
"6.20000","0.13281","1236.62524","25.28415","0.00133"
"6.30000","0.13470","1275.96570","26.08851","0.00135"
"6.40000","0.13729","1333.57141","27.26632","0.00137"
"6.50000","0.13905","1369.45557","28.00002","0.00139"
"6.60000","0.14130","1420.06665","29.03481","0.00141"
"6.70000","0.14386","1477.37976","30.20664","0.00144"
"6.80000","0.14551","1512.36914","30.92204","0.00146"
"6.90000","0.14803","1573.57141","32.17339","0.00148"
"7.00000","0.15004","1618.90894","33.10036","0.00150"
"7.10000","0.15201","1665.98572","34.06290","0.00152"
"7.20000","0.15470","1733.91943","35.45188","0.00155"
"7.30000","0.15641","1772.95837","36.25007","0.00156"
"7.40000","0.15865","1829.64563","37.40910","0.00159"
"7.50000","0.16102","1888.56799","38.61384","0.00161"
"7.60000","0.16282","1931.59229","39.49352","0.00163"
"7.70000","0.16553","2003.65820","40.96698","0.00166"
"7.80000","0.16736","2046.61267","41.84523","0.00167"
"7.90000","0.16933","2096.02661","42.85556","0.00169"
"8.00000","0.17195","2165.04736","44.26676","0.00172"
"8.10000","0.17374","2207.75513","45.13997","0.00174"
"8.20000","0.17605","2268.64600","46.38495","0.00176"
"8.30000","0.17843","2328.70508","47.61292","0.00178"
"8.40000","0.18016","2370.55469","48.46858","0.00180"
"8.50000","0.18272","2439.36450","49.87547","0.00183"
"8.60000","0.18463","2485.27051","50.81407","0.00185"
"8.70000","0.18672","2538.82593","51.90907","0.00187"
"8.80000","0.18941","2610.15820","53.36754","0.00189"
"8.90000","0.19106","2647.74976","54.13614","0.00191"
"9.00000","0.19338","2708.94824","55.38741","0.00193"
"9.10000","0.19563","2765.58032","56.54531","0.00196"
"9.20000","0.19746","2809.94580","57.45241","0.00197"
"9.30000","0.20020","2884.36475","58.97399","0.00200"
"9.40000","0.20202","2925.84619","59.82212","0.00202"
"9.50000","0.20408","2977.88770","60.88617","0.00204"
"9.60000","0.20653","3040.77051","62.17188","0.00207"
"9.70000","0.20837","3083.89111","63.05352","0.00208"
"9.80000","0.21086","3149.88354","64.40281","0.00211"
"9.90000","0.21302","3201.03101","65.44858","0.00213"
"10.00000","0.21485","3243.96631","66.32644","0.00215"
"10.10000","0.21739","3310.45996","67.68597","0.00217"
"10.20000","0.21929","3353.79834","68.57207","0.00219"
"10.30000","0.22143","3406.65308","69.65275","0.00221"
"10.40000","0.22405","3472.86938","71.00661","0.00224"
"10.50000","0.22572","3508.17896","71.72855","0.00226"
"10.60000","0.22809","3568.51489","72.96219","0.00228"
"10.70000","0.23016","3616.56958","73.94472","0.00230"
"10.80000","0.23218","3663.67432","74.90783","0.00232"
"10.90000","0.23494","3734.78687","76.36180","0.00235"
"11.00000","0.23671","3771.31860","77.10873","0.00237"
"11.10000","0.23875","3819.34351","78.09065","0.00239"
"11.20000","0.24117","3878.20825","79.29420","0.00241"
"11.30000","0.24299","3917.51367","80.09785","0.00243"
"11.40000","0.24559","3984.06860","81.45864","0.00246"
"11.50000","0.24764","4028.37109","82.36445","0.00248"
"11.60000","0.24958","4071.30078","83.24220","0.00250"
"11.70000","0.25200","4129.74951","84.43724","0.00252"
